arm	run	evt	stub_bridge	seed	accept	gate	nseg	total_cm	maxlen_cm	stop	stop_len_cm	stop_angle_deg	stop_ratio	stop_degree
mcp1k	18255	409634	1	63020	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409634	0	63020	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409920	1	7000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409920	0	7000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409942	1	17020	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409942	1	17023	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409942	1	17024	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409942	1	17025	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409942	0	17020	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409942	0	17023	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409942	0	17024	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409942	0	17025	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409964	1	14003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409964	1	14004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409964	0	14003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	409964	0	14004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	410008	1	35006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	410008	1	35010	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	410008	0	35006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	410008	0	35010	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	411460	1	6012	0	size1	1	13.38	13.38	dead_end	0	-1	-1	1
mcp1k	18255	411460	1	6013	0	size1	1	6.633	6.633	dead_end	0	-1	-1	1
mcp1k	18255	411460	1	6020	0	size1	1	2.33	2.33	dead_end	0	-1	-1	1
mcp1k	18255	411460	0	6012	0	size1	1	13.38	13.38	dead_end	0	-1	-1	1
mcp1k	18255	411460	0	6013	0	size1	1	6.633	6.633	dead_end	0	-1	-1	1
mcp1k	18255	411460	0	6020	0	size1	1	2.33	2.33	dead_end	0	-1	-1	1
mcp1k	18255	412208	1	7002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	412208	0	7002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	48367	1	19000	0	size1	1	178.1	178.1	dead_end	0	-1	-1	1
mcp1k	18255	48367	0	19000	0	size1	1	178.1	178.1	dead_end	0	-1	-1	1
mcp1k	18255	486247	1	7002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	486247	0	7002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	486687	1	20068	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	486687	1	20069	0	size1	1	297.4	297.4	angle	5.132	137	0	2
mcp1k	18255	486687	0	20068	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	486687	0	20069	0	size1	1	297.4	297.4	angle	5.132	137	0	2
mcp1k	18255	486907	1	95052	0	size1	1	26.62	26.62	dead_end	0	-1	-1	1
mcp1k	18255	486907	0	95052	0	size1	1	26.62	26.62	dead_end	0	-1	-1	1
mcp1k	18255	487303	1	7001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	487303	1	7002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	487303	0	7001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	487303	0	7002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	487853	1	45011	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	487853	0	45011	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	488139	1	14004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	488139	1	14005	0	size1	1	143.8	143.8	dead_end	0	-1	-1	1
mcp1k	18255	488139	0	14004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	488139	0	14005	0	size1	1	143.8	143.8	dead_end	0	-1	-1	1
mcp1k	18255	488755	1	9001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	488755	1	9002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	488755	0	9001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	488755	0	9002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	48895	1	17001	0	size1	1	180.8	180.8	dead_end	0	-1	-1	1
mcp1k	18255	48895	0	17001	0	size1	1	180.8	180.8	dead_end	0	-1	-1	1
mcp1k	18255	489327	1	19005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	489327	1	19006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	489327	1	19007	0	size1	1	394.4	394.4	dead_end	0	-1	-1	1
mcp1k	18255	489327	0	19005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	489327	0	19006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	489327	0	19007	0	size1	1	394.4	394.4	dead_end	0	-1	-1	1
mcp1k	18255	489503	1	18007	0	size1	1	140	140	both	4.815	128.3	4.014	2
mcp1k	18255	489503	1	18008	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	489503	0	18007	0	size1	1	140	140	both	4.815	128.3	4.014	2
mcp1k	18255	489503	0	18008	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	490361	1	20008	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	490361	1	20010	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	490361	1	20014	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	490361	0	20008	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	490361	0	20010	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	490361	0	20014	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	490581	1	6002	1	accepted	2	228.4	187.9	dead_end	0	-1	-1	1
mcp1k	18255	490581	0	6002	1	accepted	2	228.4	187.9	dead_end	0	-1	-1	1
mcp1k	18255	490779	1	15000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	490779	0	15000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	490977	1	17000	0	size1	1	75.18	75.18	dead_end	0	-1	-1	1
mcp1k	18255	490977	0	17000	0	size1	1	75.18	75.18	dead_end	0	-1	-1	1
mcp1k	18255	491483	1	13001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	491483	0	13001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	492649	1	20000	0	size1	1	80.51	80.51	dead_end	0	-1	-1	1
mcp1k	18255	492649	0	20000	0	size1	1	80.51	80.51	dead_end	0	-1	-1	1
mcp1k	18255	492803	1	16009	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	492803	1	16010	0	size1	1	3.604	3.604	dead_end	0	-1	-1	1
mcp1k	18255	492803	1	16011	0	size1	1	242.1	242.1	dead_end	0	-1	-1	1
mcp1k	18255	492803	0	16009	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	492803	0	16010	0	size1	1	3.604	3.604	dead_end	0	-1	-1	1
mcp1k	18255	492803	0	16011	0	size1	1	242.1	242.1	dead_end	0	-1	-1	1
mcp1k	18255	492913	1	15000	0	size1	1	50.09	50.09	dead_end	0	-1	-1	1
mcp1k	18255	492913	0	15000	0	size1	1	50.09	50.09	dead_end	0	-1	-1	1
mcp1k	18255	493243	1	13000	0	size1	1	188.6	188.6	dead_end	0	-1	-1	1
mcp1k	18255	493243	0	13000	0	size1	1	188.6	188.6	dead_end	0	-1	-1	1
mcp1k	18255	49951	1	16001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	49951	1	16005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	49951	1	16018	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	49951	0	16001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	49951	0	16005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	49951	0	16018	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	50303	1	12024	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	50303	0	12024	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	50743	1	17000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	50743	0	17000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	50831	1	14002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	50831	0	14002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	51051	1	19001	0	size1	1	253.9	253.9	dead_end	0	-1	-1	1
mcp1k	18255	51051	1	19002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	51051	0	19001	0	size1	1	253.9	253.9	dead_end	0	-1	-1	1
mcp1k	18255	51051	0	19002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	51513	1	16001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	51513	1	16002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	51513	0	16001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	51513	0	16002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	51865	1	15000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	51865	0	15000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	52085	1	6001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	52085	1	6002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	52085	0	6001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	52085	0	6002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	52657	1	23000	0	size1	1	101.9	101.9	dead_end	0	-1	-1	1
mcp1k	18255	52657	0	23000	0	size1	1	101.9	101.9	dead_end	0	-1	-1	1
mcp1k	18255	52723	1	7000	0	size1	1	61.2	61.2	dead_end	0	-1	-1	1
mcp1k	18255	52723	1	7001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	52723	0	7000	0	size1	1	61.2	61.2	dead_end	0	-1	-1	1
mcp1k	18255	52723	0	7001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	53361	1	27004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	53361	0	27004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	53427	1	14001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	53427	1	14003	1	accepted	2	200.3	188.8	dead_end	0	-1	-1	1
mcp1k	18255	53427	1	14005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	53427	0	14001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	53427	0	14003	1	accepted	2	200.3	188.8	dead_end	0	-1	-1	1
mcp1k	18255	53427	0	14005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	53713	1	15000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	53713	0	15000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	54175	1	18001	0	size1	1	185.5	185.5	dead_end	0	-1	-1	1
mcp1k	18255	54175	1	18011	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	54175	0	18001	0	size1	1	185.5	185.5	dead_end	0	-1	-1	1
mcp1k	18255	54175	0	18011	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	54341	1	18001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	54341	1	18003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	54341	0	18001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	54341	0	18003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	54351	1	17009	0	size1	1	49.84	49.84	angle	6.328	12.38	1.051	2
mcp1k	18255	54351	1	17012	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	54351	0	17009	0	size1	1	49.84	49.84	angle	6.328	12.38	1.051	2
mcp1k	18255	54351	0	17012	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	55539	1	18002	0	size1	1	199.9	199.9	angle	16.58	162.3	0.9805	3
mcp1k	18255	55539	0	18002	0	size1	1	199.9	199.9	angle	16.58	162.3	0.9805	3
mcp1k	18255	55595	1	8011	0	size1	1	6.973	6.973	angle	190.1	40.81	1.282	3
mcp1k	18255	55595	1	8023	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	55595	0	8011	0	size1	1	6.973	6.973	angle	190.1	40.81	1.282	3
mcp1k	18255	55595	0	8023	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	55627	1	22001	0	size1	1	187	187	dead_end	0	-1	-1	1
mcp1k	18255	55627	1	22002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	55627	0	22001	0	size1	1	187	187	dead_end	0	-1	-1	1
mcp1k	18255	55627	0	22002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	55715	1	15001	0	size1	1	17.09	17.09	dead_end	0	-1	-1	1
mcp1k	18255	55715	1	15031	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	55715	1	15032	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	55715	0	15001	0	size1	1	17.09	17.09	dead_end	0	-1	-1	1
mcp1k	18255	55715	0	15031	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	55715	0	15032	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	55957	1	13000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	55957	0	13000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	56211	1	11001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	56211	1	11002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	56211	0	11001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	56211	0	11002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	56243	1	9001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	56243	1	9002	0	size1	1	72.65	72.65	dead_end	0	-1	-1	1
mcp1k	18255	56243	0	9001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	56243	0	9002	0	size1	1	72.65	72.65	dead_end	0	-1	-1	1
mcp1k	18255	56463	1	14003	0	size1	1	56.31	56.31	both	42.18	19.22	1.398	2
mcp1k	18255	56463	1	14007	1	accepted	2	412.9	246.1	dead_end	0	-1	-1	1
mcp1k	18255	56463	0	14003	0	size1	1	56.31	56.31	both	42.18	19.22	1.398	2
mcp1k	18255	56463	0	14007	1	accepted	2	412.9	246.1	dead_end	0	-1	-1	1
mcp1k	18255	57441	1	20000	0	size1	1	101.9	101.9	dead_end	0	-1	-1	1
mcp1k	18255	57441	0	20000	0	size1	1	101.9	101.9	dead_end	0	-1	-1	1
mcp1k	18255	57485	1	16005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57485	1	16006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57485	1	16007	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57485	1	16008	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57485	0	16005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57485	0	16006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57485	0	16007	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57485	0	16008	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57575	1	12003	0	size1	1	82.88	82.88	angle	216.8	13.31	1.169	3
mcp1k	18255	57575	0	12003	0	size1	1	82.88	82.88	angle	216.8	13.31	1.169	3
mcp1k	18255	57661	1	18026	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57661	1	18028	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57661	0	18026	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57661	0	18028	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57883	1	16004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57883	1	16017	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57883	1	16018	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57883	0	16004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57883	0	16017	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57883	0	16018	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57903	1	14003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57903	1	14004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57903	0	14003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	57903	0	14004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	58321	1	19003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	58321	1	19004	0	size1	1	150	150	dead_end	0	-1	-1	1
mcp1k	18255	58321	1	19005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	58321	0	19003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	58321	0	19004	0	size1	1	150	150	dead_end	0	-1	-1	1
mcp1k	18255	58321	0	19005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	58345	1	7001	0	size1	1	48.51	48.51	dead_end	0	-1	-1	1
mcp1k	18255	58345	0	7001	0	size1	1	48.51	48.51	dead_end	0	-1	-1	1
mcp1k	18255	58607	1	23004	0	size1	1	3.912	3.912	dead_end	0	-1	-1	1
mcp1k	18255	58607	1	23005	0	size1	1	11.92	11.92	dead_end	0	-1	-1	1
mcp1k	18255	58607	1	23020	0	size1	1	14.81	14.81	dead_end	0	-1	-1	1
mcp1k	18255	58607	0	23004	0	size1	1	3.912	3.912	dead_end	0	-1	-1	1
mcp1k	18255	58607	0	23005	0	size1	1	11.92	11.92	dead_end	0	-1	-1	1
mcp1k	18255	58607	0	23020	0	size1	1	14.81	14.81	dead_end	0	-1	-1	1
mcp1k	18255	58653	1	4000	0	size1	1	93.12	93.12	dead_end	0	-1	-1	1
mcp1k	18255	58653	0	4000	0	size1	1	93.12	93.12	dead_end	0	-1	-1	1
mcp1k	18255	58717	1	21001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	58717	1	21002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	58717	0	21001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	58717	0	21002	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	58755	1	30003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	58755	1	30004	0	size1	1	22.71	22.71	dead_end	0	-1	-1	1
mcp1k	18255	58755	0	30003	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	58755	0	30004	0	size1	1	22.71	22.71	dead_end	0	-1	-1	1
mcp1k	18255	59003	1	19000	0	size1	1	319.1	319.1	dead_end	0	-1	-1	1
mcp1k	18255	59003	0	19000	0	size1	1	319.1	319.1	dead_end	0	-1	-1	1
mcp1k	18255	59025	1	19005	1	accepted	2	265.9	143	dead_end	0	-1	-1	1
mcp1k	18255	59025	1	19007	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59025	0	19005	1	accepted	2	265.9	143	dead_end	0	-1	-1	1
mcp1k	18255	59025	0	19007	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59085	1	84011	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59085	0	84011	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59093	1	15005	0	size1	1	115.5	115.5	angle	6.424	60.8	1.189	2
mcp1k	18255	59093	1	15006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59093	0	15005	0	size1	1	115.5	115.5	angle	6.424	60.8	1.189	2
mcp1k	18255	59093	0	15006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59179	1	15003	0	size1	1	148.6	148.6	both	9.215	28.61	1.456	2
mcp1k	18255	59179	1	15006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59179	0	15003	0	size1	1	148.6	148.6	both	9.215	28.61	1.456	2
mcp1k	18255	59179	0	15006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59247	1	15004	0	size1	1	44.31	44.31	dqdx	118	3.182	1.351	2
mcp1k	18255	59247	0	15004	0	size1	1	44.31	44.31	dqdx	118	3.182	1.351	2
mcp1k	18255	59261	1	11001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59261	0	11001	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59335	1	11019	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59335	1	11020	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59335	0	11019	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59335	0	11020	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59371	1	8001	0	size1	1	101.9	101.9	dead_end	0	-1	-1	1
mcp1k	18255	59371	1	8004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59371	0	8001	0	size1	1	101.9	101.9	dead_end	0	-1	-1	1
mcp1k	18255	59371	0	8004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59553	1	10004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59553	0	10004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59685	1	6005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59685	1	6007	0	size1	1	104.5	104.5	dead_end	0	-1	-1	1
mcp1k	18255	59685	0	6005	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59685	0	6007	0	size1	1	104.5	104.5	dead_end	0	-1	-1	1
mcp1k	18255	59753	1	14000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59753	0	14000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59899	1	5004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59899	1	5006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59899	0	5004	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59899	0	5006	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	59929	1	20000	0	size1	1	138.8	138.8	dead_end	0	-1	-1	1
mcp1k	18255	59929	0	20000	0	size1	1	138.8	138.8	dead_end	0	-1	-1	1
mcp1k	18255	60017	1	7000	0	size1	1	46.62	46.62	dead_end	0	-1	-1	1
mcp1k	18255	60017	0	7000	0	size1	1	46.62	46.62	dead_end	0	-1	-1	1
mcp1k	18255	60669	1	17000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	60669	1	17011	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	60669	1	17012	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	60669	1	17013	0	size1	1	6.643	6.643	dead_end	0	-1	-1	1
mcp1k	18255	60669	0	17000	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	60669	0	17011	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	60669	0	17012	0	seed_dqdx	0	0	0	seed_dqdx	0	-1	-1	-1
mcp1k	18255	60669	0	17013	0	size1	1	6.643	6.643	dead_end	0	-1	-1	1
mcp1k	18255	60933	1	18003	0	size1	1	143.2	143.2	dead_end	0	-1	-1	1
