# raw-charge Michel energy around STM stops, tag stm2: radius 20.0 cm, path veto 2.5 cm, E = Q/0.5/0.8 x 23.6 eV (prototype shower convention)
event	evtno	cluster	contrast	mu_L_cm	stop_x	stop_y	stop_z	q_stop_e	n_stop	E_stop_MeV	q_entry_e	n_entry	E_entry_MeV	stop_near_crp
039349_12	19649	46	nan	18.17	306.11	-323.03	219.15	79859.97	17	4.71	79859.97	17	4.71	1
039349_12	19649	50	1.12	104.98	239.37	-270.97	280.01	485768.70	56	28.66	0.00	0	0.00	0
039349_12	19649	56	0.31	400.59	42.31	-6.76	290.72	41640.06	10	2.46	441203.58	60	26.03	0
039349_13	19669	23	0.79	63.55	-273.67	50.93	89.60	0.00	0	0.00	158374.34	26	9.34	0
039349_13	19669	30	0.89	239.03	-108.09	66.35	24.83	848156.61	93	50.04	1026509.87	65	60.56	0
039349_13	19669	33	0.92	250.74	-96.01	-30.58	261.75	2911.91	1	0.17	319834.33	36	18.87	0
039349_13	19669	47	0.94	606.97	61.52	212.51	7.08	1338605.11	241	78.98	448986.71	68	26.49	0
039349_13	19669	49	0.91	155.14	279.51	-266.62	92.80	173219.64	26	10.22	55699.51	10	3.29	0
039349_13	19669	66	1.00	108.23	285.35	162.76	212.17	54625.08	7	3.22	0.00	0	0.00	0
039349_13	19669	68	nan	90.87	171.54	270.96	154.66	2514138.18	358	148.33	0.00	0	0.00	0
039349_14	19689	18	1.65	47.98	-158.79	-298.12	249.55	27648.46	6	1.63	186528.33	32	11.01	0
039349_14	19689	23	nan	54.00	-300.38	60.58	278.92	15070.72	3	0.89	0.00	0	0.00	0
039349_14	19689	45	nan	58.86	274.92	282.49	141.70	16493.54	4	0.97	334760.83	50	19.75	0
039349_15	19709	15	2.03	38.45	-295.78	320.84	268.88	980898.73	47	57.87	239610.98	85	14.14	0
039349_15	19709	17	0.32	41.87	-228.92	312.71	211.74	77502.34	10	4.57	143232.20	9	8.45	0
039349_15	19709	24	1.09	96.72	-170.12	-275.81	94.85	0.00	0	0.00	0.00	0	0.00	0
039349_15	19709	30	1.09	264.95	-103.49	286.54	262.93	51593.66	6	3.04	1636.01	1	0.10	0
039349_15	19709	46	1.27	117.48	299.83	327.48	228.15	372987.36	46	22.01	97787.35	25	5.77	0
039349_15	19709	48	1.17	472.46	290.01	164.06	94.38	468619.56	141	27.65	144464.57	41	8.52	0
039349_15	19709	53	0.34	206.01	150.30	-251.16	38.67	0.00	0	0.00	0.00	0	0.00	0
039349_16	19729	41	0.84	46.86	284.08	46.16	161.43	181474.00	29	10.71	0.00	0	0.00	0
039349_16	19729	50	1.05	275.11	138.07	-169.02	204.48	278792.37	106	16.45	703165.86	103	41.49	0
039349_16	19729	63	1.29	160.30	113.47	63.74	290.21	0.00	0	0.00	414683.43	120	24.47	0
039349_16	19729	64	1.35	295.26	218.65	36.07	272.37	781469.69	76	46.11	2818336.01	265	166.28	0
039349_17	19749	24	nan	45.46	-245.48	319.20	62.88	0.00	0	0.00	0.00	0	0.00	0
039349_17	19749	49	0.91	105.06	298.72	-124.68	35.26	254763.57	74	15.03	600882.90	85	35.45	0
039349_17	19749	53	nan	336.33	106.08	1.41	159.25	347005.69	26	20.47	0.00	0	0.00	0
039349_17	19749	69	1.69	511.53	-90.33	84.51	278.66	712812.22	94	42.06	904507.13	97	53.37	0
039349_18	19769	10	0.71	69.72	-164.57	-318.62	186.75	2395442.76	306	141.33	2369811.60	218	139.82	0
039349_18	19769	13	0.37	352.62	-42.02	-324.42	98.25	187110.80	41	11.04	0.00	0	0.00	0
039349_18	19769	14	0.87	274.86	-100.44	-325.45	90.57	1415840.44	234	83.53	239146.22	34	14.11	0
039349_18	19769	16	1.08	221.13	-150.22	-323.67	144.22	684866.18	82	40.41	1099207.27	111	64.85	0
039349_18	19769	20	0.61	261.87	-77.92	256.50	284.17	26715.15	18	1.58	407772.29	66	24.06	0
039349_18	19769	21	0.55	115.28	-288.34	299.77	227.46	233.34	1	0.01	697606.02	86	41.16	0
039349_18	19769	23	1.31	73.81	-250.17	94.12	247.95	88054.33	12	5.20	498675.65	62	29.42	0
039349_18	19769	37	1.64	126.44	232.70	-275.44	146.32	1437702.24	120	84.82	134151.75	25	7.91	0
039349_18	19769	40	0.68	55.60	287.33	-51.94	124.28	1296399.73	177	76.49	925335.17	109	54.59	0
039349_18	19769	41	0.37	256.93	162.21	-110.19	48.19	102407.12	25	6.04	628166.10	99	37.06	0
039349_18	19769	44	nan	19.99	312.32	-194.06	37.65	949513.61	118	56.02	2439932.57	292	143.96	1
039349_18	19769	47	1.82	99.90	42.68	-74.82	240.15	1426509.81	161	84.16	172476.98	32	10.18	0
039349_18	19769	50	nan	41.89	300.10	335.85	21.84	0.00	0	0.00	176112.58	22	10.39	0
039349_18	19769	54	0.40	122.08	274.61	46.09	56.91	17295.85	7	1.02	173663.79	73	10.25	0
039349_18	19769	56	1.15	332.76	93.34	297.60	176.41	0.00	0	0.00	310067.09	41	18.29	0
039349_18	19769	57	1.22	77.59	254.57	102.53	245.83	393282.71	57	23.20	1743899.42	241	102.89	0
039349_19	19789	23	0.85	84.50	-285.11	16.32	2.22	0.00	0	0.00	268091.05	32	15.82	0
039349_19	19789	29	nan	20.87	-225.41	309.92	5.48	142056.65	17	8.38	729086.36	84	43.02	0
039349_19	19789	48	0.24	299.59	46.48	-322.57	73.86	5372.86	2	0.32	281234.83	77	16.59	0
039349_19	19789	50	1.43	261.77	147.36	80.74	283.95	874747.91	53	51.61	1335938.27	116	78.82	0
039349_19	19789	56	nan	33.89	319.31	157.40	5.01	420680.17	71	24.82	702601.70	70	41.45	1
039349_1	19429	23	0.79	111.28	-249.95	-285.11	2.40	250225.22	26	14.76	11271.44	4	0.67	0
039349_1	19429	24	nan	101.78	-249.13	-38.66	163.86	0.00	0	0.00	0.00	0	0.00	0
039349_1	19429	49	1.46	83.42	262.65	-299.24	30.03	0.00	0	0.00	103252.46	14	6.09	0
039349_1	19429	52	0.92	89.90	258.94	-241.47	163.34	101759.71	19	6.00	0.00	0	0.00	0
039349_1	19429	60	nan	298.31	81.81	236.66	227.99	0.00	0	0.00	601172.20	53	35.47	0
039349_1	19429	63	nan	97.57	252.92	51.96	292.19	0.00	0	0.00	25694.24	4	1.52	0
039349_20	19809	27	1.08	199.88	-188.63	-210.84	10.50	0.00	0	0.00	243421.88	31	14.36	0
039349_20	19809	30	0.41	333.60	-32.01	-325.37	232.11	0.00	0	0.00	1192617.48	92	70.36	0
039349_20	19809	62	1.00	311.19	269.48	-134.47	204.52	229725.95	96	13.55	710059.98	89	41.89	0
039349_21	19829	30	0.88	216.03	-101.45	176.12	9.52	171469.10	54	10.12	62608.29	15	3.69	0
039349_21	19829	48	1.71	135.16	143.41	-327.69	205.03	0.00	0	0.00	0.00	0	0.00	0
039349_21	19829	52	1.37	28.30	240.79	-334.11	3.35	166476.80	16	9.82	82125.72	16	4.85	0
039349_21	19829	58	nan	471.22	333.39	32.82	47.85	176506.02	58	10.41	941153.45	121	55.53	1
039349_22	19849	18	0.96	380.63	-59.66	-116.34	82.40	0.00	0	0.00	992238.50	87	58.54	0
039349_22	19849	20	0.34	217.28	-99.20	-327.95	49.30	0.00	0	0.00	229457.55	26	13.54	0
039349_22	19849	28	1.09	292.71	-189.06	8.60	66.81	1458360.73	173	86.04	158148.44	21	9.33	0
039349_22	19849	38	1.55	163.06	237.90	41.98	47.48	774743.06	62	45.71	9909.03	6	0.58	0
039349_22	19849	42	nan	13.76	339.47	-51.45	145.72	33964.64	4	2.00	158130.84	36	9.33	1
039349_22	19849	45	0.53	96.37	271.09	-188.39	17.23	0.00	0	0.00	0.00	0	0.00	0
039349_22	19849	59	nan	19.06	313.36	109.31	159.37	0.00	0	0.00	0.00	0	0.00	1
039349_22	19849	63	0.95	369.48	108.21	-176.34	283.24	1417272.80	105	83.62	1238101.85	208	73.05	0
039349_22	19849	64	0.90	430.21	-146.53	-174.29	180.12	1806184.01	123	106.56	131181.89	11	7.74	0
039349_22	19849	65	2.13	473.29	-66.23	-257.21	86.07	0.00	0	0.00	525405.78	73	31.00	0
039349_23	19869	29	0.72	269.35	-146.02	287.64	211.27	173898.24	20	10.26	386503.24	38	22.80	0
039349_23	19869	57	23.78	159.39	179.71	126.18	50.18	329876.36	53	19.46	521080.63	81	30.74	0
039349_23	19869	63	1.06	709.08	-182.61	24.04	292.90	246452.61	24	14.54	20087.92	8	1.19	0
039349_23	19869	64	1.18	585.43	-179.74	334.62	117.13	93601.28	14	5.52	86615.85	11	5.11	0
039349_24	19889	23	nan	51.25	-293.45	238.96	44.07	0.00	0	0.00	0.00	0	0.00	0
039349_24	19889	28	1.09	179.53	-162.95	-78.86	230.56	5967.77	1	0.35	318157.70	70	18.77	0
039349_24	19889	45	0.81	69.81	269.55	-232.14	14.75	0.00	0	0.00	1122.08	1	0.07	0
039349_24	19889	54	1.38	64.76	281.78	-263.49	24.40	0.00	0	0.00	760654.48	125	44.88	0
039349_24	19889	61	nan	143.28	174.35	165.35	87.57	0.00	0	0.00	22760.57	11	1.34	0
039349_24	19889	64	1.57	105.03	185.59	77.04	76.89	925660.01	118	54.61	355196.46	46	20.96	0
039349_24	19889	65	0.10	129.37	249.89	89.42	204.53	0.00	0	0.00	92800.78	17	5.48	0
039349_25	19909	38	0.91	207.91	151.40	5.05	86.76	0.00	0	0.00	121654.03	17	7.18	0
039349_25	19909	42	1.07	81.68	288.38	-291.78	274.91	290492.93	43	17.14	59414.42	13	3.51	0
039349_25	19909	44	0.62	88.72	211.33	-192.31	10.28	0.00	0	0.00	2252320.04	266	132.89	0
039349_25	19909	49	2.62	246.87	116.47	-86.86	83.09	1643263.80	221	96.95	723976.20	127	42.71	0
039349_25	19909	72	2.40	243.33	-36.08	-271.47	150.74	2095.04	1	0.12	338576.41	36	19.98	0
039349_26	19929	9	1.63	38.82	-282.06	-335.90	128.78	0.00	0	0.00	0.00	0	0.00	0
039349_26	19929	13	0.47	148.36	-221.55	328.37	74.87	0.00	0	0.00	1945361.47	206	114.78	0
039349_26	19929	14	1.11	61.76	-263.01	292.61	113.56	45740.79	11	2.70	93090.51	21	5.49	0
039349_26	19929	31	3.09	99.07	147.94	-137.03	92.16	18640.65	8	1.10	555578.51	98	32.78	0
039349_26	19929	33	0.89	116.12	240.84	-130.12	47.31	1722021.06	255	101.60	155649.69	36	9.18	0
039349_26	19929	36	nan	38.23	219.16	-272.81	19.41	7198312.12	490	424.70	496191.76	72	29.28	0
039349_26	19929	38	1.18	139.54	297.30	-323.96	275.93	517922.71	73	30.56	209463.73	32	12.36	0
039349_26	19929	39	1.00	376.18	115.94	-56.58	267.27	184009.41	27	10.86	52120.79	12	3.08	0
039349_26	19929	56	1.51	373.64	-132.30	-47.12	241.32	388894.12	44	22.94	273695.30	112	16.15	0
039349_26	19929	57	2.48	617.07	-219.08	-294.52	205.48	5584.51	1	0.33	278868.77	38	16.45	0
039349_27	19949	21	0.67	332.33	-63.29	-70.50	273.96	2550142.25	236	150.46	155.56	2	0.01	0
039349_27	19949	43	1.10	71.38	275.07	4.08	195.93	206089.75	11	12.16	39360.60	3	2.32	0
039349_27	19949	45	1.00	89.56	236.52	-232.56	135.06	0.00	0	0.00	0.00	0	0.00	0
039349_27	19949	52	nan	30.93	289.24	-262.10	243.29	0.00	0	0.00	45490.44	10	2.68	0
039349_28	22777	15	10.94	190.03	-43.28	-141.97	37.62	0.00	0	0.00	0.00	0	0.00	0
039349_28	22777	18	0.69	210.02	-21.36	-318.67	169.84	68644.41	30	4.05	1142947.16	99	67.43	0
039349_28	22777	20	0.79	216.46	-197.81	60.38	70.84	166887.83	28	9.85	215506.14	71	12.71	0
039349_28	22777	51	0.86	73.12	282.67	226.76	155.06	494785.99	82	29.19	80799.87	16	4.77	0
039349_28	22777	53	1.08	179.02	192.78	160.90	50.93	576728.84	68	34.03	157212.19	19	9.28	0
039349_28	22777	58	1.14	302.92	68.27	318.47	273.90	282603.24	44	16.67	234959.76	78	13.86	0
039349_29	22797	20	0.19	292.52	-143.90	168.06	99.79	0.00	0	0.00	0.00	0	0.00	0
039349_29	22797	41	0.54	354.04	35.54	8.21	147.20	0.00	0	0.00	20287.78	5	1.20	0
039349_29	22797	42	1.21	188.05	256.78	-285.15	51.40	280201.57	54	16.53	0.00	0	0.00	0
039349_29	22797	45	nan	12.27	263.50	-173.82	275.90	472899.51	84	27.90	483698.30	121	28.54	0
039349_2	19449	14	0.91	111.74	-216.73	-328.40	49.77	0.00	0	0.00	644.03	2	0.04	0
039349_2	19449	40	6.46	67.70	261.09	-37.47	154.00	166825.88	26	9.84	7265867.30	601	428.69	0
039349_2	19449	47	nan	45.19	264.15	-73.12	292.25	0.00	0	0.00	0.00	0	0.00	0
039349_30	22817	21	4.75	317.09	-81.45	-129.64	211.58	321201.23	96	18.95	96574.96	12	5.70	0
039349_30	22817	51	nan	198.40	71.04	20.99	220.34	0.00	0	0.00	1780239.15	193	105.03	0
039349_31	22837	28	1.29	127.34	-109.96	239.10	205.16	418454.45	32	24.69	125937.00	30	7.43	0
039349_31	22837	45	nan	251.73	321.26	-144.20	3.63	1011386.40	186	59.67	634286.34	78	37.42	1
039349_31	22837	53	nan	50.31	164.80	-313.39	277.46	1105611.52	118	65.23	3754904.54	201	221.54	0
039349_31	22837	57	nan	70.48	295.60	232.19	104.97	0.00	0	0.00	0.00	0	0.00	0
039349_31	22837	63	1.16	240.51	138.04	-74.81	109.46	1216953.11	141	71.80	324779.31	28	19.16	0
039349_32	22857	12	1.98	22.80	-18.52	-325.23	147.03	39738.67	19	2.34	1897.27	4	0.11	0
039349_32	22857	13	0.09	49.79	-284.20	-187.90	3.97	0.00	0	0.00	0.00	0	0.00	0
039349_32	22857	17	nan	394.17	-313.18	152.73	286.30	710255.33	69	41.91	621151.91	87	36.65	1
039349_32	22857	49	1.27	305.56	203.76	-198.97	258.07	224759.73	23	13.26	666634.88	32	39.33	0
039349_32	22857	51	nan	1.75	305.95	-208.92	216.74	836018.41	121	49.33	844686.48	123	49.84	1
039349_32	22857	57	1.20	171.06	152.68	137.91	92.11	93242.17	16	5.50	243536.34	87	14.37	0
039349_33	22877	11	1.35	271.18	-17.43	-212.98	199.99	1464185.95	158	86.39	0.00	0	0.00	0
039349_33	22877	14	0.87	122.09	-227.03	-303.62	37.57	389503.71	33	22.98	1250766.17	138	73.80	0
039349_33	22877	15	nan	403.87	-52.85	-85.48	272.44	1266030.04	242	74.70	150364.68	16	8.87	0
039349_33	22877	20	0.73	309.13	-101.48	231.17	2.50	0.00	0	0.00	62755.98	18	3.70	0
039349_33	22877	38	1.43	208.27	171.16	38.67	264.69	385467.63	27	22.74	273259.99	32	16.12	0
039349_33	22877	54	2.20	62.07	49.76	256.92	156.15	508471.97	124	30.00	1119314.75	207	66.04	0
039349_33	22877	56	2.63	358.15	262.20	158.29	6.70	1198002.63	87	70.68	745967.82	98	44.01	0
039349_34	22897	22	2.01	294.24	-145.03	-301.03	290.91	277048.46	40	16.35	344796.50	30	20.34	0
039349_34	22897	25	1.70	247.33	-146.33	-329.37	200.80	0.00	0	0.00	695498.71	81	41.03	0
039349_34	22897	45	0.60	25.49	249.47	-274.93	23.03	280779.16	39	16.57	455889.08	69	26.90	0
039349_34	22897	48	nan	154.12	336.25	-204.27	76.80	122671.86	20	7.24	0.00	0	0.00	1
039349_34	22897	49	nan	430.73	302.14	-90.32	285.61	235305.04	22	13.88	3222234.99	567	190.11	0
039349_35	22917	26	0.69	267.17	-248.44	-331.47	15.74	577501.66	74	34.07	645011.09	76	38.06	0
039349_35	22917	34	nan	31.22	-268.25	108.36	289.27	0.00	0	0.00	0.00	0	0.00	0
039349_35	22917	46	0.72	217.92	106.14	-177.60	121.10	566612.86	147	33.43	103763.74	30	6.12	0
039349_35	22917	62	1.70	293.28	261.43	182.98	18.71	1165158.74	280	68.74	2178213.04	217	128.51	0
039349_36	22937	23	0.78	323.98	-56.85	-125.65	210.58	0.00	0	0.00	0.00	0	0.00	0
039349_36	22937	43	0.50	57.65	230.10	8.16	21.67	46091.43	11	2.72	8109.59	4	0.48	0
039349_36	22937	48	1.17	119.84	277.40	-216.79	70.77	2663730.17	238	157.16	1041504.23	174	61.45	0
039349_36	22937	51	1.18	249.38	163.03	2.09	213.64	636223.97	73	37.54	425277.27	59	25.09	0
039349_36	22937	63	1.12	222.03	139.82	199.79	202.97	179892.29	107	10.61	110545.52	25	6.52	0
039349_36	22937	64	0.78	86.56	226.06	319.94	212.10	2667319.66	261	157.37	128472.82	14	7.58	0
039349_37	22957	8	4.03	84.88	-184.97	-311.57	40.64	739566.83	80	43.63	107.40	1	0.01	0
039349_37	22957	10	1.72	61.18	-65.75	-153.14	158.74	38814.60	20	2.29	423521.14	86	24.99	0
039349_37	22957	45	1.32	164.95	97.52	-144.19	184.63	1997018.37	492	117.82	1995561.74	448	117.74	0
039349_37	22957	59	1.95	102.58	115.93	257.16	232.06	1472047.76	191	86.85	449644.87	67	26.53	0
039349_38	22977	27	0.50	374.81	-155.69	-146.00	23.34	7616.20	2	0.45	209386.28	49	12.35	0
039349_38	22977	28	1.29	351.02	-182.83	-50.18	4.11	50239.45	11	2.96	1468604.04	106	86.65	0
039349_38	22977	31	nan	19.85	-336.35	158.34	113.56	550079.48	44	32.45	0.00	0	0.00	1
039349_38	22977	32	1.06	237.06	-202.29	10.63	90.53	203672.94	38	12.02	690445.17	129	40.74	0
039349_38	22977	33	1.83	259.17	-102.87	132.37	283.07	0.00	0	0.00	635650.91	232	37.50	0
039349_38	22977	47	0.88	53.13	272.25	-151.83	26.95	273280.98	117	16.12	78854.49	28	4.65	0
039349_38	22977	48	1.34	194.94	176.85	-34.20	75.97	872528.52	137	51.48	99186.13	13	5.85	0
039349_38	22977	51	0.53	338.62	32.54	-131.87	9.56	107880.63	36	6.36	327784.31	14	19.34	0
039349_38	22977	53	nan	559.83	311.71	-241.86	290.80	8157023.57	544	481.26	2536075.63	501	149.63	1
039349_38	22977	54	1.36	116.07	139.03	-295.16	277.84	84334.18	9	4.98	167325.14	25	9.87	0
039349_38	22977	55	0.99	82.89	124.52	310.77	62.14	69707.86	12	4.11	908378.85	115	53.59	0
039349_38	22977	58	0.26	263.24	51.37	69.19	124.35	368703.66	41	21.75	131728.22	16	7.77	0
039349_38	22977	61	2.26	118.80	229.42	199.49	36.12	0.00	0	0.00	2572780.34	501	151.79	0
039349_38	22977	62	1.67	88.20	267.62	70.93	161.47	2944389.27	275	173.72	385864.18	55	22.77	0
039349_38	22977	63	0.96	459.32	-51.62	-322.19	59.41	52784.20	23	3.11	636222.22	93	37.54	0
039349_38	22977	65	1.53	200.42	-131.22	-314.28	34.55	1146170.60	117	67.62	147417.50	36	8.70	0
039349_38	22977	66	0.87	786.79	284.58	165.88	127.95	377059.87	135	22.25	177064.99	19	10.45	0
039349_39	22997	31	nan	72.50	-294.01	61.41	21.76	411256.55	36	24.26	0.00	0	0.00	0
039349_39	22997	33	nan	2.06	-241.83	326.00	244.19	0.00	0	0.00	0.00	0	0.00	0
039349_39	22997	46	1.11	222.25	167.14	139.69	133.45	518149.47	120	30.57	106930.88	44	6.31	0
039349_39	22997	50	2.16	238.01	116.17	82.88	191.30	0.00	0	0.00	448225.09	72	26.45	0
039349_39	22997	59	0.85	454.33	45.87	-168.97	227.52	0.00	0	0.00	734295.57	73	43.32	0
039349_39	22997	60	4.46	482.31	-71.90	-323.05	242.25	188124.11	21	11.10	111700.38	19	6.59	0
039349_3	19469	20	0.54	381.53	-36.83	-261.26	5.48	0.00	0	0.00	714050.44	54	42.13	0
039349_3	19469	22	1.19	270.87	-129.82	-327.40	203.62	0.00	0	0.00	1532887.18	177	90.44	0
039349_3	19469	45	0.47	68.63	70.00	261.59	69.27	0.00	0	0.00	64613.77	15	3.81	0
039349_3	19469	58	nan	42.59	321.85	10.87	219.72	2938978.14	255	173.40	1200143.01	126	70.81	1
039349_3	19469	61	0.86	162.73	99.45	307.10	268.16	26673.26	3	1.57	0.00	0	0.00	0
039349_40	23017	16	0.58	184.70	-279.65	2.98	9.48	42549.88	10	2.51	86284.30	22	5.09	0
039349_40	23017	50	nan	397.84	334.70	218.09	4.09	42023.10	14	2.48	243396.82	28	14.36	1
039349_40	23017	61	0.84	476.16	-254.10	23.84	147.73	0.00	0	0.00	555451.51	66	32.77	0
039349_41	23037	48	nan	455.06	339.87	37.95	50.00	5285612.91	585	311.85	2267773.52	246	133.80	1
039349_41	23037	51	1.67	149.16	168.39	-169.47	188.22	406361.65	59	23.98	184814.52	28	10.90	0
039349_41	23037	60	nan	43.54	323.28	263.85	33.24	40729.04	5	2.40	0.00	0	0.00	1
039349_42	23057	28	1.40	180.60	-269.50	306.84	106.05	544035.40	76	32.10	54215.65	13	3.20	0
039349_42	23057	45	nan	32.08	294.60	312.91	6.14	343440.20	47	20.26	309899.53	38	18.28	0
039349_42	23057	53	0.70	160.42	209.98	-55.69	185.92	266649.59	43	15.73	860064.47	63	50.74	0
039349_43	23077	20	0.93	208.79	-173.25	165.01	286.25	284875.14	82	16.81	256543.39	12	15.14	0
039349_43	23077	26	nan	44.44	-294.98	6.36	90.49	288059.16	40	17.00	0.00	0	0.00	0
039349_43	23077	44	1.16	169.09	180.45	320.36	110.55	0.00	0	0.00	0.00	0	0.00	0
039349_43	23077	46	1.06	465.39	36.04	-231.28	36.48	583596.35	104	34.43	1320902.44	121	77.93	0
039349_43	23077	47	0.23	327.08	143.74	-331.87	267.89	0.00	0	0.00	507231.63	84	29.93	0
039349_43	23077	50	nan	112.72	169.67	-203.71	231.05	322766.70	27	19.04	706766.08	79	41.70	0
039349_43	23077	53	nan	17.43	298.52	282.46	140.17	0.00	0	0.00	0.00	0	0.00	0
039349_43	23077	57	0.97	95.86	259.90	69.99	125.88	34460.11	6	2.03	0.00	0	0.00	0
039349_43	23077	59	2.24	34.18	294.20	118.03	129.43	42922.60	4	2.53	0.00	0	0.00	0
039349_43	23077	65	1.15	132.88	-19.83	190.06	38.62	206006.28	132	12.15	167143.05	18	9.86	0
039349_44	23097	28	1.38	215.53	-180.70	-13.60	280.98	206825.74	19	12.20	861.14	2	0.05	0
039349_44	23097	58	1.53	89.93	223.78	260.38	10.22	0.00	0	0.00	4858742.73	487	286.67	0
039349_45	23117	11	0.75	90.91	-190.04	-326.37	40.10	842.60	2	0.05	314403.07	33	18.55	0
039349_45	23117	16	0.92	269.10	-116.22	61.08	265.80	0.00	0	0.00	479415.20	66	28.29	0
039349_45	23117	21	0.85	116.66	-236.46	111.03	148.41	1142757.03	81	67.42	260164.86	27	15.35	0
039349_45	23117	25	1.79	221.07	-143.91	-331.09	237.08	63864.66	27	3.77	464268.75	59	27.39	0
039349_45	23117	53	0.70	301.55	247.26	-59.91	263.40	1913561.50	233	112.90	1372201.09	197	80.96	0
039349_45	23117	63	0.81	290.28	-94.96	-168.90	136.45	660435.55	101	38.97	61435.56	4	3.62	0
039349_46	23137	17	nan	26.05	-296.82	-270.56	282.69	447767.17	67	26.42	190122.93	28	11.22	0
039349_46	23137	41	nan	16.52	232.26	294.85	7.06	0.00	0	0.00	0.00	0	0.00	0
039349_46	23137	64	1.68	422.29	-47.03	323.07	151.60	1538828.62	131	90.79	256569.08	34	15.14	0
039349_47	23157	52	nan	76.81	297.17	-287.23	53.97	386463.66	72	22.80	0.00	0	0.00	0
039349_47	23157	53	1.33	116.84	242.82	-98.52	272.87	2388463.16	271	140.92	0.00	0	0.00	0
039349_47	23157	60	2.15	235.38	87.79	-306.35	59.24	26369.56	6	1.56	217476.41	41	12.83	0
039349_47	23157	62	1.05	124.32	48.38	-187.85	81.98	911721.28	147	53.79	213272.70	21	12.58	0
039349_47	23157	69	nan	97.87	186.27	289.10	204.52	0.00	0	0.00	2063890.87	118	121.77	0
039349_48	23177	20	1.00	412.13	-30.17	92.68	245.03	26644.04	4	1.57	155191.36	25	9.16	0
039349_48	23177	23	2.69	186.67	-157.17	137.25	164.40	2120387.96	281	125.10	285228.81	41	16.83	0
039349_48	23177	46	1.31	157.27	87.70	250.57	141.70	793118.41	166	46.79	1919494.14	242	113.25	0
039349_48	23177	52	2.10	248.40	41.31	133.69	161.79	782202.74	46	46.15	294240.10	47	17.36	0
039349_48	23177	55	nan	0.21	295.26	75.96	250.43	117990.70	25	6.96	117990.70	25	6.96	0
039349_49	23197	42	1.50	83.20	-91.91	179.24	165.36	210277.34	43	12.41	1320407.63	144	77.90	0
039349_49	23197	44	1.05	271.46	-114.84	244.06	37.07	766670.34	90	45.23	447801.48	59	26.42	0
039349_49	23197	58	nan	10.90	211.69	331.14	295.33	306794.11	32	18.10	319281.01	33	18.84	0
039349_49	23197	67	nan	97.27	331.47	-311.96	240.88	488446.77	61	28.82	0.00	0	0.00	1
039349_4	19489	26	nan	297.96	-112.86	-173.80	237.25	0.00	0	0.00	1573689.12	136	92.85	0
039349_4	19489	37	0.99	235.51	-163.68	49.68	285.55	537369.38	54	31.70	151558.85	34	8.94	0
039349_4	19489	54	1.65	481.89	208.33	152.31	267.25	1789883.84	271	105.60	1411296.44	205	83.27	0
039349_4	19489	59	0.38	197.92	258.49	-1.60	103.64	953267.78	163	56.24	1406023.23	141	82.96	0
039349_4	19489	63	1.25	402.55	50.61	46.15	93.70	11429.17	3	0.67	132147.41	25	7.80	0
039349_4	19489	71	nan	507.26	-339.15	108.97	251.96	183848.04	27	10.85	17712.21	9	1.05	1
039349_51	23237	28	1.83	71.32	-284.38	139.60	245.76	375851.98	37	22.18	0.00	0	0.00	0
039349_51	23237	61	1.00	277.47	116.66	70.33	50.04	2271501.30	321	134.02	2766750.05	267	163.24	0
039349_52	23257	11	0.91	95.36	-262.59	90.85	234.33	1606731.49	256	94.80	0.00	0	0.00	0
039349_52	23257	28	1.17	127.86	25.09	-76.87	267.26	382739.25	71	22.58	361956.41	49	21.36	0
039349_52	23257	33	1.64	145.32	187.23	-200.80	40.27	0.00	0	0.00	546205.55	158	32.23	0
039349_52	23257	52	nan	168.78	311.98	200.32	169.95	457802.03	131	27.01	2133993.02	288	125.91	1
039349_52	23257	54	0.82	52.18	24.54	-62.90	146.92	765303.79	125	45.15	2754485.65	331	162.51	0
039349_53	23277	14	1.02	262.16	-36.35	88.92	89.93	260408.06	20	15.36	1193641.50	238	70.42	0
039349_53	23277	19	0.96	130.13	-260.97	-261.65	46.33	0.00	0	0.00	282893.17	35	16.69	0
039349_53	23277	28	0.73	342.14	-28.93	113.36	78.23	0.00	0	0.00	124249.85	15	7.33	0
039349_53	23277	41	0.96	40.66	275.56	221.41	11.66	125601.78	29	7.41	0.00	0	0.00	0
039349_53	23277	46	0.44	277.26	141.45	-255.52	173.90	554722.19	77	32.73	79223.53	36	4.67	0
039349_53	23277	47	nan	297.71	79.44	34.59	144.31	27832.67	6	1.64	239191.78	40	14.11	0
039349_53	23277	54	1.10	70.78	223.17	168.69	127.97	1208786.86	140	71.32	166151.82	112	9.80	0
039349_53	23277	55	1.02	304.47	42.92	121.68	66.83	178077.19	29	10.51	0.00	0	0.00	0
039349_53	23277	57	nan	25.12	310.01	54.12	241.12	109721.68	19	6.47	508332.23	69	29.99	1
039349_53	23277	61	0.90	527.22	-172.45	167.71	254.06	160669.97	113	9.48	995372.73	156	58.73	0
039349_54	23297	54	0.22	190.36	203.18	-290.65	213.72	0.00	0	0.00	433948.52	53	25.60	0
039349_54	23297	63	0.84	115.40	200.33	77.56	189.74	544655.25	98	32.13	83466.20	24	4.92	0
039349_55	23317	31	3.89	180.20	-175.37	321.82	139.56	172241.63	25	10.16	1228716.91	145	72.49	0
039349_55	23317	58	1.43	154.94	203.63	-46.87	256.58	1410645.89	206	83.23	791384.64	85	46.69	0
