event	cluster	raw_near	raw_mid	raw_contrast	fit_near	fit_mid	fit_contrast	raw_contrast_entry
039349_74	55	1.104e+05	7.204e+04	1.533	4.34e+04	5.285e+04	0.8213	1.08
039349_74	72	6.867e+04	5.056e+04	1.358	5.495e+04	6.205e+04	0.8856	2.388
039349_75	18	6.279e+04	5.46e+04	1.15	5.279e+04	5.027e+04	1.05	0.4382
039349_75	20	8.149e+04	5.423e+04	1.503	5.581e+04	5.19e+04	1.075	2.706
039349_75	28	5.611e+04	7.286e+04	0.7702	6.747e+04	6.126e+04	1.101	1.805
039349_75	60	1.582e+04	1.19e+04	1.33	1.198e+04	2.067e+04	0.5797	1.691
039349_75	66	7.951e+04	2.787e+04	2.853	4.282e+04	3.888e+04	1.101	0.4068
039349_76	22	1.309e+05	9.171e+04	1.427	1.19e+05	5.33e+04	2.233	1.573
039349_76	25	1.31e+05	3.864e+04	3.39	5.467e+04	5.3e+04	1.032	2.759
039349_76	51	3.607e+04	936.2	38.52	1.352e+04	1971	6.862	0.4795
039349_77	36	1.309e+04	2.429e+04	0.539	4.557e+04	2.537e+04	1.796	2.235
039349_77	65	6.396e+04	3.574e+04	1.79	3.283e+04	3.943e+04	0.8326	1.293
039349_77	69	8.143e+04	9.789e+04	0.8318	5.102e+04	6.543e+04	0.7797	1.741
039349_77	71	1.295e+05	5.545e+04	2.336	5.734e+04	6.057e+04	0.9466	0.9636
039349_78	21	1.657e+05	7.798e+04	2.125	6.859e+04	5.407e+04	1.269	1.64
039349_78	60	1.061e+05	5.094e+04	2.083	2.753e+04	5.894e+04	0.4671	3.119
039349_79	33	1.465e+04	4.082e+04	0.359	5.255e+04	4.136e+04	1.271	1.461
039349_79	35	6.273e+04	4.644e+04	1.351	3.319e+04	5.664e+04	0.586	1.491
039349_79	52	4.946e+04	3.727e+04	1.327	4.104e+04	4.099e+04	1.001	0.2868
039349_79	63	9.352e+04	5.321e+04	1.758	4.051e+04	4.889e+04	0.8285	2.215
039349_79	64	6.355e+04	2.411e+04	2.636	2.367e+04	2.926e+04	0.8092	1.676
039349_7	57	9.438e+04	4.617e+04	2.044	5.403e+04	4.803e+04	1.125	1.623
039349_7	64	3.27e+04	3.926e+04	0.8329	3.908e+04	4.423e+04	0.8836	0.8541
039349_80	53	9.152e+04	3.718e+04	2.462	5.04e+04	4.555e+04	1.106	1.601
039349_80	59	4.658e+04	4.545e+04	1.025	4.889e+04	5.532e+04	0.8838	0.4771
039349_81	19	1.851e+04	4.864e+04	0.3805	1.237e+04	5.876e+04	0.2104	1.296
039349_81	24	1.238e+05	7.03e+04	1.761	6.143e+04	5.826e+04	1.055	3.04
039349_81	26	8.406e+04	5.044e+04	1.667	2.686e+04	4.511e+04	0.5955	2.144
039349_81	30	4.123e+04	4.863e+04	0.8479	3.21e+04	4.263e+04	0.753	1.02
039349_81	50	2.013e+05	7.9e+04	2.548	1.417e+04	5.82e+04	0.2435	1.84
039349_81	56	5.18e+04	7.502e+04	0.6905	4.184e+04	6.135e+04	0.6821	1.21
039349_81	59	1.209e+05	4.519e+04	2.675	9.123e+04	4.741e+04	1.924	2.184
039349_81	69	1.832e+05	5.909e+04	3.101	4.978e+04	6.82e+04	0.73	0.9155
039349_82	19	1.025e+05	3200	32.05	5.839e+04	4.536e+04	1.287	2.464
039349_82	24	1.17e+05	5.816e+04	2.012	5.538e+04	6.04e+04	0.9167	2.098
039349_82	42	2.113e+05	4.133e+04	5.112	4.902e+04	4.869e+04	1.007	1.453
039349_82	55	8.977e+04	1.866e+05	0.4811	2.017e+04	3.653e+04	0.5521	0.7335
039349_83	15	5.675e+04	3.397e+04	1.671	6.264e+04	5.872e+04	1.067	3.023
039349_83	45	2.507e+04	4.984e+04	0.503	4.221e+04	5.768e+04	0.7317	0.7123
039349_8	40	4.677e+04	4.439e+04	1.054	4.988e+04	2.364e+04	2.11	1.605
039349_8	55	1.33e+04	9.786e+04	0.1359	2.618e+04	5.716e+04	0.458	1.204
039349_9	43	2.28e+04	7.849e+04	0.2905	2.383e+04	6.062e+04	0.3931	2.846
039349_9	49	1.756e+05	9.721e+04	1.806	4.024e+04	4.608e+04	0.8733	2.661
039349_9	51	3.87e+05	4.381e+04	8.833	8.195e+04	4.671e+04	1.754	1.514
