evt	tag	sample	label_source	weight	route	cls1.0	d_prod1.0	cls1.5	d_prod1.5
56243	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.1915	correct	0.1915
57441	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
57485	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.4493	correct	0.4493
57661	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.3220	correct	0.3220
58321	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.1223	correct	0.1223
58345	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	net-wrong	46.4259	net-wrong	46.4259
58607	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	net-wrong	4.0392	net-wrong	4.0392
58653	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
59025	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.2675	correct	0.2675
59085	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	net-wrong	4.9397	selection-wrong	4.9397
59335	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	net-wrong	66.0048	net-wrong	66.0048
59371	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.3847	correct	0.3847
59685	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.3646	correct	0.3646
59929	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
60017	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
60669	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.1293	correct	0.1293
60933	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.2267	correct	0.2267
61351	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
61417	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.3961	correct	0.3961
62149	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.1137	correct	0.1137
62281	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	net-wrong	29.0538	net-wrong	29.0538
62459	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.5284	correct	0.5284
62495	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.7354	correct	0.7354
62613	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
62721	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.1501	correct	0.1501
63163	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.5109	correct	0.5109
63359	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	net-wrong	3.2874	net-wrong	3.2874
63427	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.0449	correct	0.0449
63551	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
63559	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.9372	correct	0.9372
63669	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
64409	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.2124	correct	0.2124
64717	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.4488	correct	0.4488
64959	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	selection-wrong	44.9185	selection-wrong	44.9185
65025	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
65267	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
65289	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	net-wrong	2.0313	net-wrong	2.0313
65295	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
66118	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.2295	correct	0.2295
66272	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	net-wrong	2.8839	selection-wrong	2.8839
66646	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.1262	correct	0.1262
66712	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.2130	correct	0.2130
68648	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.3348	correct	0.3348
71046	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.3060	correct	0.3060
71266	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
71640	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
73004	vtxscan-vtx105-mcp1k	mcp1k	human		dl-rerank-accept	correct	0.7308	correct	0.7308
138009	vtxscan-vtx105-delta	nuecc	human		dl-rerank-accept	correct	0.6451	correct	0.6451
284637	vtxscan-vtx105-delta	mcp1k	human		dl-rerank-reject	correct	0.2549	correct	0.2549
286353	vtxscan-vtx105-delta	mcp1k	human		dl-rerank-reject	net-wrong	261.1800	net-wrong	261.1800
291570	vtxscan-vtx105-delta	mcp1k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
347129	vtxscan-vtx105-delta	mcp1k	human		dl-rerank-reject	correct	0.6766	correct	0.6766
400474	vtxscan-vtx105-delta	nuecc	human		dl-rerank-accept	correct	0.2535	correct	0.2535
406796	vtxscan-vtx105-delta	mcp1k	human		dl-rerank-reject	correct	0.8472	correct	0.8472
409546	vtxscan-vtx105-delta	mcp1k	human		dl-rerank-accept	selection-wrong	1.8622	selection-wrong	1.8622
52085	vtxscan-vtx105-delta	mcp1k	human		dl-rerank-reject	correct	0.8625	correct	0.8625
59899	vtxscan-vtx105-delta	mcp1k	human		dl-rerank-reject	correct	0.3717	correct	0.3717
100245	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.5259	correct	0.5259
100421	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.2438	correct	0.2438
101004	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	selection-wrong	7.3321	selection-wrong	7.3321
101224	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	50.3793	net-wrong	50.3793
102247	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	selection-wrong	2.0535	selection-wrong	2.0535
103798	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.1852	correct	0.1852
104260	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.0000	correct	0.0000
104304	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.4487	correct	0.4487
105492	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	12.3683	net-wrong	12.3683
161043	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.3125	correct	0.3125
162143	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.1795	correct	0.1795
165544	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.1260	correct	0.1260
165767	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	net-wrong	44.5495	net-wrong	44.5495
167351	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	134.8917	net-wrong	134.8917
167744	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
168869	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
169240	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	1.9809	net-wrong	1.9809
170326	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	net-wrong	2.1879	net-wrong	2.1879
171143	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.6683	correct	0.6683
171528	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	selection-wrong	33.3777	selection-wrong	33.3777
171729	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.2212	correct	0.2212
173093	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
173620	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	net-wrong	15.0951	net-wrong	15.0951
174795	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
174993	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
175057	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.4860	correct	0.4860
176533	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.3847	correct	0.3847
176986	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	21.9607	net-wrong	21.9607
177266	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.3691	correct	0.3691
177360	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
177366	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.4502	correct	0.4502
177939	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	4.3143	net-wrong	4.3143
179048	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	selection-wrong	37.2642	selection-wrong	37.2642
179604	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.8321	correct	0.8321
179912	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	net-wrong	5.2329	net-wrong	5.2329
180117	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.3052	correct	0.3052
180645	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	selection-wrong	2.6835	selection-wrong	2.6835
180698	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0745	correct	0.0745
237798	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.4962	correct	0.4962
242022	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
279213	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
280709	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	candidate-missing	27.2457	candidate-missing	27.2457
280945	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	105.7228	net-wrong	105.7228
281567	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	net-wrong	10.5847	net-wrong	10.5847
281781	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.5178	correct	0.5178
282491	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
282909	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	9.6639	net-wrong	9.6639
283833	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
284047	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
287464	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	3.8143	net-wrong	3.8143
293470	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
316197	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	33.2334	net-wrong	33.2334
317077	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.7961	correct	0.7961
317407	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.6136	correct	0.6136
318021	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	5.1311	net-wrong	5.1311
318549	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
318703	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.3352	correct	0.3352
319475	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	selection-wrong	1.1209	correct	1.1209
321169	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	18.5474	net-wrong	18.5474
321983	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
322707	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.4645	correct	0.4645
322907	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.0951	correct	0.0951
323369	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	net-wrong	235.1511	net-wrong	235.1511
350354	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	net-wrong	61.7956	net-wrong	61.7956
352664	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.2874	correct	0.2874
355106	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	candidate-missing	353.2683	candidate-missing	353.2683
388323	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.3953	correct	0.3953
390370	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.1338	correct	0.1338
390810	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0870	correct	0.0870
391777	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.7940	correct	0.7940
392891	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.9793	correct	0.9793
393133	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	candidate-missing	31.9577	candidate-missing	31.9577
393727	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.0000	correct	0.0000
394407	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	candidate-missing	313.4724	candidate-missing	313.4724
395277	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	candidate-missing	10.2856	candidate-missing	10.2856
395597	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.8581	correct	0.8581
395695	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.3729	correct	0.3729
396355	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.2251	correct	0.2251
396761	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.4229	correct	0.4229
396816	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	candidate-missing	32.7814	candidate-missing	32.7814
396882	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
397005	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.1930	correct	0.1930
397379	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.1092	correct	0.1092
397927	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.3424	correct	0.3424
400185	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
400779	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
401241	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	selection-wrong	17.2771	selection-wrong	17.2771
405927	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	candidate-missing	5.8759	candidate-missing	5.8759
407534	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.8316	correct	0.8316
407886	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	candidate-missing	103.9728	candidate-missing	103.9728
409052	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.0000	correct	0.0000
409888	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	net-wrong	2.9509	net-wrong	2.9509
410566	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.2791	correct	0.2791
412612	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	146.4498	net-wrong	146.4498
414024	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
414288	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	selection-wrong	4.5530	selection-wrong	4.5530
414306	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.0000	correct	0.0000
417782	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	6.5733	net-wrong	6.5733
474678	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.1071	correct	0.1071
478880	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.0231	correct	0.0231
480772	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.3100	correct	0.3100
493659	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	70.1524	net-wrong	70.1524
494847	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
497399	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	121.1942	net-wrong	121.1942
499423	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	candidate-missing	41.3666	candidate-missing	41.3666
499577	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.8844	correct	0.8844
51128	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0039	correct	0.0039
51868	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
52044	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.3684	correct	0.3684
52605	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	candidate-missing	29.8307	candidate-missing	29.8307
52693	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.3480	correct	0.3480
56763	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	11.0427	net-wrong	11.0427
56972	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
57280	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
65266	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	net-wrong	45.4676	net-wrong	45.4676
66872	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	4.7679	net-wrong	4.7679
67942	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
68748	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.0000	correct	0.0000
70010	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	78.1805	net-wrong	78.1805
70472	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	candidate-missing	4.6010	candidate-missing	4.6010
70538	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.5010	correct	0.5010
70766	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
71092	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	net-wrong	54.1353	net-wrong	54.1353
72099	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
73688	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	net-wrong	57.6113	net-wrong	57.6113
74146	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	candidate-missing	96.0354	candidate-missing	96.0354
75554	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	net-wrong	513.4539	net-wrong	513.4539
75954	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	correct	0.2496	correct	0.2496
76346	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	candidate-missing	27.5486	candidate-missing	27.5486
92992	vtxscan-vtx105-mcp2k	mcp2k	human		dl-veto-protected	correct	0.5997	correct	0.5997
97062	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-accept	net-wrong	35.0480	net-wrong	35.0480
98353	vtxscan-vtx105-mcp2k	mcp2k	human		dl-rerank-reject	correct	0.7153	correct	0.7153
100564	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0943	correct	0.0943
101554	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3342	correct	0.3342
101675	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3125	correct	0.3125
103204	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.6007	correct	0.6007
104216	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3403	correct	0.3403
104920	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.7180	correct	0.7180
105316	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2300	correct	0.2300
163771	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.0000	correct	0.0000
164475	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1468	correct	0.1468
166006	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.8633	correct	0.8633
166050	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.0934	correct	0.0934
168209	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1062	correct	0.1062
168448	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3722	correct	0.3722
169067	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.5275	correct	0.5275
169658	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0793	correct	0.0793
169793	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.4464	correct	0.4464
170365	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1520	correct	0.1520
171352	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1410	correct	0.1410
171572	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1238	correct	0.1238
172344	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.6476	correct	0.6476
172762	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.0000	correct	0.0000
172850	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1801	correct	0.1801
173049	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2331	correct	0.2331
173108	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0711	correct	0.0711
173340	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0000	correct	0.0000
173912	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.4525	correct	0.4525
174352	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.7509	correct	0.7509
174661	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1435	correct	0.1435
175117	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.6150	correct	0.6150
175952	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.4969	correct	0.4969
176810	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.0000	correct	0.0000
176948	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.5578	correct	0.5578
177521	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.4689	correct	0.4689
177536	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0910	correct	0.0910
177961	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.4800	correct	0.4800
178388	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.2518	correct	0.2518
178885	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.3070	correct	0.3070
179611	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3465	correct	0.3465
179752	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3363	correct	0.3363
179765	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1210	correct	0.1210
179897	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1278	correct	0.1278
180544	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1542	correct	0.1542
236610	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.9899	correct	0.9899
237446	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.6068	correct	0.6068
240372	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3692	correct	0.3692
242550	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1986	correct	0.1986
242814	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.7316	correct	0.7316
243628	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3751	correct	0.3751
277123	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.0000	correct	0.0000
280351	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2093	correct	0.2093
281985	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.4553	correct	0.4553
283299	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0000	correct	0.0000
283591	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0745	correct	0.0745
284206	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1794	correct	0.1794
