evt	tag	newtag	verdict	dist_cm	old_vid	new_vid
313979	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.3805	12002	12002
314507	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	51011	51011
314705	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2277	3001	3001
315013	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	15001	15001
315167	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.9813	8007	8007
315343	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.4454	7003	7003
315497	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	14001	14001
315849	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	11000	11000
315871	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2433	18004	18004
316003	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	loose	1.8303	16002	16002
316025	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.4385	16003	16049
316311	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.3932	11002	11002
316553	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.3462	11001	11001
316729	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.3074	8003	8027
317191	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	loose	1.5182	17002	17004
317741	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	13000	13000
317939	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	loose	1.7966	26001	26001
318731	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.7999	1002	1002
319039	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	20001	20001
319611	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.5272	2002	2002
320029	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	24001	24001
320667	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.3595	21002	21002
321107	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.7546	13001	13001
321173	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	10001	10001
321371	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.1750	27015	27015
321767	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0340	45031	45029
321789	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	7001	7001
345633	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2755	8014	8011
346623	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.4518	14002	14002
347085	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.6691	4004	4004
348471	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2706	12003	12067
348515	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	48021	48021
348691	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.5203	9003	9003
348713	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	7004	7004
348845	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.4713	7002	7002
349087	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0757	3002	3001
349241	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.1995	15002	15002
349461	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.1326	17003	17003
349549	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.6699	12003	12100
349835	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.6297	2003	2003
349879	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.1526	17002	17002
350121	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.4141	2001	2007
350297	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2270	18002	18002
350935	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.6910	17013	17013
351705	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	3001	3001
351749	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	14000	14000
352123	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0464	10003	10003
352233	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	6001	6001
353223	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2812	15009	15009
353751	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	loose	1.2526	10002	10002
386332	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.6316	12002	12002
386442	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	broken	5.1758	16001	16001
386948	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.8282	90075	90074
387850	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	15001	15001
388026	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.4968	12003	12003
388224	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.1872	3004	3004
389588	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2657	17001	17001
389874	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	11001	11001
390182	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	loose	1.2109	4004	4024
390864	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	16000	16000
391260	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.6778	13002	13002
391766	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	25009	25009
392552	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	12001	12001
393042	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	15001	15001
393212	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.1273	83064	83065
393608	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.4135	9001	9001
394532	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	loose	1.6378	39031	39029
394642	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.1544	13003	13003
394796	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.7413	15022	15002
395610	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	22001	22001
395654	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	15002	15002
395962	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2405	15004	15004
397722	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0939	18003	18003
397920	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0395	8002	8002
398260	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.4092	5002	5002
398414	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	18001	18001
399052	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	19029	19030
399118	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.6383	16013	16015
399328	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.5956	12003	12001
399702	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	loose	1.8298	27001	27001
399856	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	3001	3001
399998	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.5093	20002	20002
400054	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	16001	16001
400460	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	18001	18001
400504	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	6002	6002
400592	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0589	14002	14002
400636	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.1897	13001	13001
400856	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2521	12003	12008
401054	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.1369	11002	11003
401516	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.6136	12002	12010
401626	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	9001	9001
401780	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2909	13002	13002
402330	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	loose	1.8470	1008	1008
402880	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	9004	9001
404244	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2051	12001	12001
404684	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	9002	9002
405234	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2733	16014	16014
405432	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2172	15002	15002
405674	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.3661	11003	11003
405740	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	14001	14001
406752	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	loose	2.1950	7001	7001
407148	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.3760	15002	15002
407280	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	loose	1.6979	51013	51013
407918	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	loose	2.0202	11000	11006
408534	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.4153	23014	23015
409634	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	63020	63021
409920	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	7001	7001
409942	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.7461	17004	17021
409964	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2464	14003	14003
410008	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.4780	35008	35007
411460	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2431	6000	6000
412208	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	7001	7001
486247	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0706	18011	18011
486687	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.3984	20001	20001
487303	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.1415	7002	7002
487853	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	45021	45021
488139	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2492	14003	14003
488755	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	broken	3.2211	9002	9002
489327	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.9378	19003	19003
489503	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.2508	18003	18003
490361	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	loose	1.8839	20005	20005
490581	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	6001	6001
490779	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	15001	15001
490977	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	17001	17001
491483	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0472	13001	13002
492649	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	20001	20001
492803	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	loose	1.5605	16002	16002
492913	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	15001	15001
493243	vtxscan-harv3-mcp1k	vtxscan-vtx105-mcp1k	carried	0.0000	13001	13001
18625	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	loose	1.1825	11076	11003
21073	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.0542	11001	11001
37112	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.2360	84104	84104
56982	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.1390	22001	22001
71372	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.7810	92119	92123
84229	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.2387	19041	19045
105946	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.0000	14002	14002
114446	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.0000	21001	21001
142421	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.3114	7009	7002
180801	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.0000	109074	109073
259542	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	loose	2.3075	129169	129167
285567	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.6978	8007	8007
314838	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.5563	18018	18017
359980	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.0000	69076	69077
399860	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	loose	1.2119	17023	17103
463565	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.3029	108102	108099
506114	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.0000	28058	28049
506746	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.2055	21038	21040
521075	vtxscan-harv3-ncpi0	vtxscan-vtx105-ncpi0	carried	0.0000	94055	94053
388	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.6305	23009	23009
10550	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.0000	48052	49072
30504	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.0000	11001	11001
38856	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.0953	12004	12004
42280	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.3036	8001	8001
46363	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.0000	19001	19001
52672	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.9197	82138	82148
54095	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.3117	17007	17193
69314	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.2467	3004	3004
74544	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.3724	12001	12106
81597	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.1040	19006	19006
90055	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.6331	11002	11002
111412	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.8036	18001	18001
131357	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.7951	12006	12006
137238	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.3621	143041	143041
163543	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.0000	14001	14001
168596	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	loose	1.3226	14012	14012
172230	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.2143	5009	5009
174637	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.1614	9006	9006
196649	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.0000	11029	11028
214469	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.0737	16013	16013
219295	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.0852	15003	15003
234638	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	loose	1.2337	10007	10006
235435	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.1847	2001	2001
239794	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.2997	2003	2003
246579	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.4114	19006	19006
256587	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.1613	11075	11082
267597	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.0333	5007	5007
268784	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.3983	13002	13002
269774	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.2721	87155	87155
271851	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	loose	2.5760	23001	23001
342199	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.2344	20006	20006
350186	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.2385	6001	6001
360535	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	loose	1.4344	7022	7001
389538	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.3041	11004	11002
422851	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.2937	1005	1005
433451	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.4089	4007	4007
437699	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	loose	1.4937	11005	11005
444187	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.0697	19002	19002
447477	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.3314	11001	11001
469665	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.4393	15003	15079
489330	vtxscan-harv3-nuecc48	vtxscan-vtx105-nuecc48	carried	0.2691	4004	4004
51128	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0039	22002	22002
51546	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	16001	16001
51868	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	7001	7001
52044	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3684	18002	18002
52605	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0542	11001	11001
52693	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3480	18044	18040
53658	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.9372	15002	15002
53881	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	12001	12002
54332	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	5.3714	16003	16139
54629	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.0670	15002	15002
55740	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.8094	17001	17001
56763	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.7466	10001	10001
56972	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	17001	17001
57280	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1819	21015	21002
65266	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1650	5000	5000
66872	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.9338	7003	32015
66944	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	4.8474	5002	5000
67942	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	22001	22001
68748	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	13001	13001
69232	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.6688	20004	20004
70010	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	8000	8000
70084	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.5576	20033	20005
70472	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.5755	16038	16038
70538	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3939	26002	16001
70612	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1034	8002	8002
70766	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	21001	21001
71092	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1978	4003	4003
72099	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	12000	12000
73688	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1211	16006	16006
74146	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3663	14004	14004
74270	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	22001	22001
75316	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1801	15002	15002
75554	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	32022	32022
75729	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	2.0757	18000	18026
75954	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1095	21005	21005
76346	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	48036	48038
76350	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.1245	12017	12019
76866	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	9001	9001
77702	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1860	21002	21002
82322	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	7.5361	None	34009
90135	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	9001	9001
92904	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	15000	15000
92992	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.5997	3002	3002
94546	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1096	13001	13001
95170	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	15000	15000
95899	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.4454	69033	69033
97010	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	6.0342	None	21046
97062	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.4842	15002	15002
97260	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.7041	6003	6003
98294	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	17001	17001
98338	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.9046	13002	13002
98353	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.7153	13004	13004
98844	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.1973	6006	6006
99035	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.7009	None	19009
100222	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.2783	113206	113198
100245	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.5259	12003	12003
100421	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.2438	6002	6001
101004	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	2000	2000
101224	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	12000	12000
101498	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.1609	10002	10002
102247	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	13000	13000
103391	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.7490	None	9002
103798	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1852	17002	17002
104260	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	10001	10001
104304	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.4487	13001	13001
105140	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	6002	6002
105492	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	9001	9001
156093	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.4677	8002	8002
157281	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.4574	7011	7011
161043	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3125	8002	8002
162143	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1795	8004	8004
165157	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	3.7211	None	61053
165544	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1260	4000	4000
165767	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1516	7004	7004
166996	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.9257	16002	16002
167351	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	39020	39020
167744	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	13001	13001
168869	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	4001	4001
169152	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	71022	71022
169240	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.3537	19009	19009
169306	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	3.3695	None	42010
169724	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.2655	12002	12002
170274	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	3000	3000
170326	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	8001	8001
171143	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.6683	8002	8002
171528	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	17000	17000
171729	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1315	9002	9002
172020	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	2.4280	11004	11002
173093	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	62047	62047
173585	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	5.9279	15002	15001
173620	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.1440	11003	11003
173819	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	1.3182	14002	14002
174311	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	broken	8.5846	3002	3001
174795	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	19001	19001
174896	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	loose	2.9311	13005	13067
174993	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.0000	7001	7001
175057	vtxscan-mcp2k	vtxscan-vtx105-mcp2k	carried	0.4860	13003	13003
