sample	run	subrun	evt	event_label	has_main	main_cluster	n_seg	n_shower	n_em_shower	em_max	em_sum	em_tier	has_mu	has_mu_any	mu_len	has_e	n_prim	pio_flag	pio_mass	n_pio_showers	has_pio_pair	lead_pio	has_e_nonpio	pio_e1	pio_e2	pio_angle	Enu	nue_score	numu_score	pio_2_score	cosmic_flag	match_isFC	is_nuecc_reco	is_ncpi0_reco	is_numucc_em
mcp1k	18255	1	398436	nu-candidate	1	8	5	4	4	1.03	3.17	0	0	1	0.13	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	109.4	-15.0	-2.8969	0.2	1	1	0	0	0
mcp1k	18255	1	398514	nu-candidate	1	18	6	5	4	1.87	3.73	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	12.25	-15.0	-2.6422	0.2	1	1	0	0	0
mcp1k	18255	1	398690	cosmic-tagged	1	18	23	18	14	45.24	119.16	0	1	1	150.52	1	2	1	2.81	0	0	0	1	45.24	14.93	6.19	825.18	-15.0	-1.5015	0.2	1	0	0	0	0
mcp1k	18255	1	399052	nu-candidate	1	19	28	9	7	399.51	527.83	200	0	0	0.0	0	1	1	159.04	0	0	0	0	399.51	117.68	43.03	884.39	-15.0	0.4864	0.2	1	0	0	0	0
mcp1k	18255	1	399118	nu-candidate	1	9	25	13	9	130.55	199.41	100	1	1	153.69	0	1	1	141.94	0	0	0	0	130.55	55.45	113.04	802.97	-15.0	1.9129	0.2	1	1	0	0	1
mcp1k	18255	1	399328	nu-candidate	1	12	4	3	3	65.73	85.93	50	0	0	0.0	1	2	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	85.93	-15.0	-1.5696	0.2	1	1	0	0	0
mcp1k	18255	1	399702	nu-candidate	1	27	5	1	0	0.0	0	0	1	1	210.26	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	728.59	-15.0	2.994	0.2	1	1	0	0	0
mcp1k	18255	1	399856	nu-candidate	1	3	3	2	1	1.12	1.12	0	1	1	47.22	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	282.84	-15.0	1.1952	0.2	1	1	0	0	0
mcp1k	18255	1	399998	nu-candidate	1	20	6	3	3	2.59	4.32	0	1	1	30.49	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	516.14	-15.0	1.3462	0.2	1	1	0	0	0
mcp1k	18255	1	400054	nu-candidate	1	16	6	5	5	5.27	13.77	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	101.13	-15.0	-1.1078	0.2	1	1	0	0	0
mcp1k	18255	1	400274	cosmic-tagged	0	-1	0	0	0	0.0	0	0	0	0	0.0	0	0	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	0.0	-15.0	-1.9417	0.2	1	0	0	0	0
mcp1k	18255	1	400460	nu-candidate	1	18	7	5	5	8.47	14.56	0	1	1	165.23	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	552.83	-15.0	2.0946	0.2	1	1	0	0	0
mcp1k	18255	1	400504	nu-candidate	1	6	12	3	2	153.51	221.16	100	1	1	56.84	0	1	1	145.89	0	0	0	0	67.65	153.51	72.99	485.99	-15.0	1.0374	0.2	1	0	0	0	1
mcp1k	18255	1	400592	nu-candidate	1	14	3	1	1	1.1	1.1	0	1	1	236.81	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	801.83	-15.0	4.301	0.2	1	1	0	0	0
mcp1k	18255	1	400636	nu-candidate	1	13	8	6	6	17.89	37.95	0	1	1	262.58	1	2	0	-1.0	0	0	0	1	-1.0	-1.0	-1.0	740.72	-15.0	4.1302	0.2	1	1	0	0	0
mcp1k	18255	1	400856	nu-candidate	1	12	3	2	2	1.58	2.95	0	1	1	95.27	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	348.57	-15.0	4.2445	0.2	1	1	0	0	0
mcp1k	18255	1	401054	nu-candidate	1	11	8	6	6	3.77	10.17	0	0	1	4.32	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	313.77	-15.0	-1.4569	0.2	1	1	0	0	0
mcp1k	18255	1	401252	cosmic-tagged	1	25	20	15	15	33.87	110.9	0	1	1	53.79	0	2	1	26.75	0	0	0	0	18.21	10.44	151.93	604.51	-15.0	3.2863	0.2	1	0	0	0	0
mcp1k	18255	1	401450	cosmic-tagged	1	23	72	25	21	1155.58	1498.71	200	0	1	4.65	1	3	1	645.9	0	0	0	1	1155.58	206.72	81.81	1609.3	0.9816	-3.5749	0.2563	1	0	1	0	0
mcp1k	18255	1	401516	nu-candidate	1	12	5	3	2	3.1	3.48	0	1	1	168.31	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	739.66	-15.0	2.6276	0.2	1	1	0	0	0
mcp1k	18255	1	401626	nu-candidate	1	9	14	6	6	95.93	158.34	50	1	1	103.85	0	1	1	128.01	0	0	0	0	95.93	56.83	120.19	521.41	-15.0	2.3494	0.2	1	1	0	0	0
mcp1k	18255	1	401780	nu-candidate	1	13	4	2	1	0.41	0.41	0	1	1	65.67	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	531.62	-15.0	0.9203	0.2	1	1	0	0	0
mcp1k	18255	1	402330	nu-candidate	1	1	4	2	2	2.03	3.86	0	0	1	28.8	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	312.03	-15.0	2.6421	0.2	1	0	0	0	0
mcp1k	18255	1	402506	nu-candidate	1	13	7	6	6	2.12	5.27	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	15.69	-15.0	-2.9216	0.2	1	1	0	0	0
mcp1k	18255	1	402880	nu-candidate	1	9	18	17	16	4.4	21.83	0	1	1	72.37	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	314.59	-15.0	-0.9173	0.2	1	1	0	0	0
mcp1k	18255	1	404244	nu-candidate	1	12	22	13	10	98.57	195.17	50	1	1	112.61	0	2	1	159.14	0	0	0	0	77.74	98.57	130.73	776.66	-15.0	1.5832	0.2	1	1	0	0	0
mcp1k	18255	1	404684	nu-candidate	1	9	3	0	0	0.0	0	0	0	0	0.0	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	665.62	-15.0	0.5105	0.2	1	0	0	0	0
mcp1k	18255	1	405234	nu-candidate	1	16	7	5	4	1.91	6.24	0	0	1	27.67	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	305.99	-15.0	0.2793	0.2	1	1	0	0	0
mcp1k	18255	1	405432	nu-candidate	1	15	8	6	5	48.53	64.63	0	1	1	88.56	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	573.58	-15.0	3.5523	0.2	1	0	0	0	0
mcp1k	18255	1	405454	nu-candidate	1	54	2	1	1	0.77	0.77	0	0	1	0.24	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	107.1	-15.0	-2.6563	0.2	1	1	0	0	0
mcp1k	18255	1	405674	nu-candidate	1	11	5	2	1	1.33	1.33	0	0	1	13.22	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	643.85	-15.0	4.301	0.2	1	1	0	0	0
mcp1k	18255	1	405740	nu-candidate	1	14	5	4	4	7.36	10.0	0	0	1	23.91	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	200.06	-15.0	0.0754	0.2	1	0	0	0	0
mcp1k	18255	1	406444	nu-candidate	1	9	1	0	0	0.0	0	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	11.3	-15.0	-3.4698	0.2	1	1	0	0	0
mcp1k	18255	1	406642	nu-candidate	1	4	1	0	0	0.0	0	0	0	1	0.57	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	107.3	-15.0	-1.9298	0.2	1	1	0	0	0
mcp1k	18255	1	406752	nu-candidate	1	7	4	2	2	0.93	1.49	0	0	1	26.82	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	376.41	-15.0	0.2326	0.2	1	0	0	0	0
mcp1k	18255	1	406796	nu-candidate	1	11	14	11	9	7.53	21.8	0	1	1	92.35	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	738.42	-15.0	2.5231	0.2	1	1	0	0	0
mcp1k	18255	1	407148	nu-candidate	1	15	7	4	4	4.52	13.44	0	1	1	153.77	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	927.87	-15.0	4.1218	0.2	1	0	0	0	0
mcp1k	18255	1	407170	cosmic-tagged	0	-1	0	0	0	0.0	0	0	0	0	0.0	0	0	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	0.0	-15.0	-1.9417	0.2	1	0	0	0	0
mcp1k	18255	1	407280	nu-candidate	1	51	8	2	2	6.28	9.07	0	0	0	0.0	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1139.99	-15.0	0.0835	0.2	1	1	0	0	0
mcp1k	18255	1	407918	nu-candidate	1	11	20	12	12	174.75	233.76	100	1	1	91.76	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	775.78	-15.0	1.815	0.2	1	1	0	0	1
mcp1k	18255	1	408028	cosmic-tagged	1	19	5	3	3	1.47	3.17	0	0	1	17.3	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	446.42	-15.0	1.1393	0.2	1	0	0	0	0
mcp1k	18255	1	408094	cosmic-tagged	0	-1	0	0	0	0.0	0	0	0	0	0.0	0	0	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	0.0	-15.0	-1.9417	0.2	1	0	0	0	0
mcp1k	18255	1	408534	nu-candidate	1	9	9	5	3	61.03	63.41	50	1	1	71.14	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	390.21	-15.0	-2.0511	0.2	1	0	0	0	0
mcp1k	18255	1	409282	cosmic-tagged	0	-1	0	0	0	0.0	0	0	0	0	0.0	0	0	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	0.0	-15.0	-1.9417	0.2	1	0	0	0	0
mcp1k	18255	1	409546	nu-candidate	1	41	10	7	7	11.33	19.08	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	301.24	-15.0	-1.0784	0.2	1	1	0	0	0
mcp1k	18255	1	409634	nu-candidate	1	63	24	5	5	180.57	327.15	100	0	0	0.0	0	1	1	103.92	0	0	0	0	180.57	105.05	44.33	434.57	-15.0	-0.4811	0.2	1	0	0	0	0
mcp1k	18255	1	409920	nu-candidate	1	7	11	10	9	5.03	17.27	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	125.22	-15.0	-2.0399	0.2	1	1	0	0	0
mcp1k	18255	1	409942	nu-candidate	1	17	11	7	6	10.63	19.78	0	1	1	40.44	0	4	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	747.11	-15.0	-1.5625	0.2	1	0	0	0	0
mcp1k	18255	1	409964	nu-candidate	1	14	15	12	9	4.17	11.9	0	1	1	113.22	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	796.02	-15.0	4.301	0.2	1	1	0	0	0
mcp1k	18255	1	410008	nu-candidate	1	35	29	20	17	143.19	310.28	100	1	1	35.51	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	365.09	-15.0	1.446	0.2	1	1	0	0	1
mcp1k	18255	1	411460	nu-candidate	1	6	9	6	6	8.27	13.78	0	0	1	13.38	0	3	1	17.02	0	0	0	0	22.64	8.27	76.23	472.73	-15.0	0.1398	0.2	1	0	0	0	0
mcp1k	18255	1	412208	nu-candidate	1	7	8	4	3	2.54	5.29	0	0	1	28.36	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	552.78	-15.0	-0.3976	0.2	1	1	0	0	0
mcp1k	18255	1	48367	nu-candidate	1	19	36	8	7	5.57	21.53	0	1	1	178.14	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	940.09	-15.0	2.39	0.2	1	0	0	0	0
mcp1k	18255	1	486247	nu-candidate	1	7	11	7	7	118.64	139.54	100	1	1	46.22	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	378.47	-15.0	0.7057	0.2	1	1	0	0	1
mcp1k	18255	1	486687	nu-candidate	1	20	40	21	18	244.8	350.63	200	1	1	297.39	0	2	1	162.18	0	0	0	0	53.69	244.8	90.03	1295.14	-15.0	4.1617	0.2	1	0	0	0	1
mcp1k	18255	1	486907	cosmic-tagged	1	95	39	15	13	454.32	659.37	200	0	1	26.62	0	1	1	177.22	0	0	0	0	166.43	454.32	37.6	1081.46	-15.0	1.3466	0.2	1	1	0	0	0
mcp1k	18255	1	487303	nu-candidate	1	7	6	4	4	1.9	5.94	0	1	1	122.14	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	503.16	-15.0	4.2886	0.2	1	1	0	0	0
mcp1k	18255	1	487853	nu-candidate	1	45	14	12	11	145.13	160.09	100	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	342.58	-15.0	-1.5877	0.2	1	1	0	0	0
mcp1k	18255	1	488139	nu-candidate	1	14	3	1	1	34.2	34.2	0	1	1	143.76	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	539.29	-15.0	3.7087	0.2	1	0	0	0	0
mcp1k	18255	1	488755	nu-candidate	1	9	9	7	6	6.41	14.51	0	1	1	35.53	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	318.52	-15.0	1.3353	0.2	1	1	0	0	0
mcp1k	18255	1	48895	nu-candidate	1	17	8	7	6	2.07	4.89	0	1	1	180.81	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	534.32	-15.0	2.8101	0.2	1	0	0	0	0
mcp1k	18255	1	489327	nu-candidate	1	19	30	3	3	362.3	457.33	200	1	1	394.35	1	3	1	126.67	0	0	0	1	362.3	46.36	63.19	1513.36	-4.3009	4.301	0.2	1	0	0	0	1
mcp1k	18255	1	489503	nu-candidate	1	18	21	15	15	23.01	48.89	0	0	1	7.7	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	686.81	-15.0	0.0465	0.2	1	1	0	0	0
mcp1k	18255	1	490361	nu-candidate	1	20	15	12	11	3.48	16.84	0	1	1	42.87	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	636.87	-15.0	3.1886	0.2	1	0	0	0	0
mcp1k	18255	1	490581	nu-candidate	1	6	3	1	0	0.0	0	0	1	1	187.88	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	635.02	-15.0	3.5319	0.2	1	0	0	0	0
mcp1k	18255	1	490779	nu-candidate	1	15	14	13	13	7.5	27.99	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	121.49	-15.0	-1.5542	0.2	1	1	0	0	0
mcp1k	18255	1	490977	nu-candidate	1	17	19	7	5	5.49	10.26	0	1	1	75.18	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	476.76	-15.0	2.4551	0.2	1	0	0	0	0
mcp1k	18255	1	491483	nu-candidate	1	13	6	5	5	1.7	4.95	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	342.57	-15.0	-1.8059	0.2	1	1	0	0	0
mcp1k	18255	1	492649	nu-candidate	1	20	28	27	23	2.81	32.81	0	1	1	80.51	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	437.67	-15.0	-0.0146	0.2	1	0	0	0	0
mcp1k	18255	1	492803	nu-candidate	1	16	7	4	4	3.08	7.8	0	1	1	242.15	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	934.11	-15.0	4.2713	0.2	1	1	0	0	0
mcp1k	18255	1	492913	nu-candidate	1	15	3	2	2	17.55	19.09	0	1	1	50.09	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	267.6	-15.0	-0.8843	0.2	1	1	0	0	0
mcp1k	18255	1	493243	nu-candidate	1	13	9	8	8	5.49	16.26	0	1	1	188.6	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	563.67	-15.0	2.5451	0.2	1	0	0	0	0
mcp1k	18255	1	49951	nu-candidate	1	16	15	12	11	6.69	24.96	0	1	1	54.08	0	3	1	3.78	0	0	0	0	3.67	6.69	44.83	676.84	-15.0	2.3957	0.2	1	0	0	0	0
mcp1k	18255	1	50303	nu-candidate	1	12	13	11	11	8.05	20.45	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	395.42	-15.0	0.1963	0.2	1	1	0	0	0
mcp1k	18255	1	50743	nu-candidate	1	17	8	7	7	1.84	9.12	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	15.69	-15.0	-3.1206	0.2	1	1	0	0	0
mcp1k	18255	1	50831	nu-candidate	1	14	12	10	9	2.3	10.95	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	232.93	-15.0	-2.0377	0.2	1	1	0	0	0
mcp1k	18255	1	51051	nu-candidate	1	19	6	4	4	2.49	6.82	0	1	1	253.88	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	811.03	-15.0	4.0303	0.2	1	0	0	0	0
mcp1k	18255	1	51513	nu-candidate	1	16	9	7	7	13.6	26.61	0	1	1	66.8	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	474.09	-15.0	2.8341	0.2	1	1	0	0	0
mcp1k	18255	1	51865	nu-candidate	1	15	7	6	5	5.71	12.66	0	0	1	0.4	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	107.84	-15.0	-1.9583	0.2	1	1	0	0	0
mcp1k	18255	1	52085	nu-candidate	1	6	8	6	4	60.39	61.78	50	1	1	104.59	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	679.98	-15.0	4.301	0.2	1	1	0	0	0
mcp1k	18255	1	52657	nu-candidate	1	23	6	5	5	26.44	52.32	0	1	1	101.9	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	386.31	-15.0	1.1781	0.2	1	1	0	0	0
mcp1k	18255	1	52723	nu-candidate	1	7	5	3	3	2.62	6.58	0	1	1	61.2	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	398.08	-15.0	3.1397	0.2	1	0	0	0	0
mcp1k	18255	1	53361	nu-candidate	1	27	8	6	4	37.45	41.56	0	1	1	114.1	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	503.72	-15.0	2.2802	0.2	1	1	0	0	0
mcp1k	18255	1	53427	nu-candidate	1	14	7	4	2	1.68	3.23	0	0	1	11.49	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	799.67	-15.0	3.465	0.2	1	1	0	0	0
mcp1k	18255	1	53713	nu-candidate	1	15	11	10	9	13.11	25.8	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	34.09	-15.0	-2.361	0.2	1	1	0	0	0
mcp1k	18255	1	54175	nu-candidate	1	18	21	15	15	99.1	161.14	50	1	1	185.45	1	2	1	17.32	0	0	0	1	99.1	6.82	44.31	700.05	-4.3009	4.301	0.3912	1	0	0	0	0
mcp1k	18255	1	54341	nu-candidate	1	18	38	18	16	242.49	333.63	200	0	1	22.71	0	2	1	4.91	0	0	0	0	50.05	242.49	2.56	711.7	-15.0	0.348	0.2	1	1	0	0	0
mcp1k	18255	1	54351	nu-candidate	1	17	9	5	4	4.2	7.34	0	1	1	42.31	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	710.84	-15.0	0.4695	0.2	1	1	0	0	0
mcp1k	18255	1	55539	nu-candidate	1	18	8	6	4	62.56	71.29	50	1	1	199.87	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	635.53	-15.0	-0.3458	0.2	1	1	0	0	0
mcp1k	18255	1	55595	nu-candidate	1	8	13	7	7	29.94	36.18	0	0	1	3.48	1	2	1	11.0	0	0	0	1	29.94	1.78	97.93	838.03	-15.0	1.2375	0.2	1	0	0	0	0
mcp1k	18255	1	55627	nu-candidate	1	22	7	5	4	3.09	8.08	0	1	1	186.96	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	697.22	-15.0	4.301	0.2	1	0	0	0	0
mcp1k	18255	1	55715	nu-candidate	1	15	16	11	11	55.56	74.8	50	0	1	17.09	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	607.89	-15.0	1.1709	0.2	1	0	0	0	0
mcp1k	18255	1	55957	nu-candidate	1	13	3	2	2	1.26	2.02	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	15.92	-15.0	-2.5303	0.2	1	1	0	0	0
mcp1k	18255	1	56211	nu-candidate	1	11	5	3	3	1.95	4.45	0	0	1	6.32	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	302.66	-15.0	-1.1804	0.2	1	1	0	0	0
mcp1k	18255	1	56243	nu-candidate	1	9	32	18	16	120.1	263.56	100	1	1	72.65	0	2	1	165.93	0	0	0	0	120.1	112.23	91.22	802.44	-15.0	4.301	0.2	1	0	0	0	1
mcp1k	18255	1	56463	no-bundle	1	14	22	18	13	33.66	50.04	0	1	1	166.79	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1423.59	-15.0	4.301	0.2	1	0	0	0	0
mcp1k	18255	1	57441	nu-candidate	1	20	10	9	9	3.61	19.31	0	1	1	101.89	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	378.51	-15.0	-1.2298	0.2	1	1	0	0	0
mcp1k	18255	1	57485	nu-candidate	1	16	9	5	5	16.13	20.16	0	1	1	46.11	0	4	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	604.48	-15.0	2.207	0.2	1	1	0	0	0
mcp1k	18255	1	57575	nu-candidate	1	12	9	7	6	4.3	10.28	0	1	1	82.88	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	805.91	-15.0	3.9033	0.2	1	0	0	0	0
mcp1k	18255	1	57661	nu-candidate	1	18	18	11	10	45.23	87.65	0	1	1	111.37	0	2	1	0.74	0	0	0	0	0.99	4.84	19.58	789.5	-15.0	2.9873	0.2	1	0	0	0	0
mcp1k	18255	1	57883	nu-candidate	1	16	5	2	2	2.15	3.23	0	1	1	89.24	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	844.5	-15.0	2.345	0.2	1	1	0	0	0
mcp1k	18255	1	57903	nu-candidate	1	14	9	7	5	3.35	8.65	0	1	1	54.71	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	562.4	-15.0	1.7179	0.2	1	1	0	0	0
mcp1k	18255	1	58321	nu-candidate	1	19	5	2	1	0.46	0.46	0	1	1	149.99	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	999.73	-15.0	3.4757	0.2	1	1	0	0	0
mcp1k	18255	1	58343	cosmic-tagged	0	-1	0	0	0	0.0	0	0	0	0	0.0	0	0	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	0.0	-15.0	-1.9417	0.2	1	0	0	0	0
mcp1k	18255	1	58345	nu-candidate	1	7	4	3	3	1.36	3.23	0	1	1	48.51	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	249.78	-15.0	2.0912	0.2	1	0	0	0	0
mcp1k	18255	1	58607	nu-candidate	1	23	16	13	11	2.59	11.64	0	0	1	14.81	0	3	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	518.88	-15.0	-0.274	0.2	1	1	0	0	0
mcp1k	18255	1	58653	nu-candidate	1	4	8	7	7	6.4	13.79	0	1	1	93.12	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	356.21	-15.0	2.0467	0.2	1	0	0	0	0
mcp1k	18255	1	58717	nu-candidate	1	21	6	4	4	14.17	22.3	0	0	1	2.86	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	302.45	-15.0	-0.6942	0.2	1	0	0	0	0
mcp1k	18255	1	58755	cosmic-tagged	1	30	19	11	10	120.81	168.95	100	0	1	22.71	1	2	1	49.49	0	0	0	1	120.81	18.15	63.8	350.46	-4.3009	-0.2334	0.4129	1	1	1	0	0
mcp1k	18255	1	59003	nu-candidate	1	19	4	3	3	1.45	2.95	0	1	1	319.05	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	843.14	-15.0	3.8022	0.2	1	0	0	0	0
mcp1k	18255	1	59025	nu-candidate	1	19	9	6	4	2.9	6.48	0	1	1	122.9	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	1202.37	-15.0	1.7864	0.2	1	0	0	0	0
mcp1k	18255	1	59047	cosmic-tagged	0	-1	0	0	0	0.0	0	0	0	0	0.0	0	0	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	0.0	-15.0	-1.9417	0.2	1	0	0	0	0
mcp1k	18255	1	59085	nu-candidate	1	84	7	3	2	100.01	101.11	100	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	149.21	-15.0	-1.7159	0.2	1	1	0	0	0
mcp1k	18255	1	59093	nu-candidate	1	15	17	13	12	27.3	53.62	0	1	1	115.53	0	2	1	5.4	0	0	0	0	27.3	7.3	22.06	629.31	-15.0	2.7579	0.2	1	1	0	0	0
mcp1k	18255	1	59179	nu-candidate	1	15	7	4	4	3.44	7.06	0	1	1	148.57	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	703.46	-15.0	3.2975	0.2	1	0	0	0	0
mcp1k	18255	1	59247	nu-candidate	1	15	4	3	2	6.52	7.9	0	1	1	44.31	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	491.69	-15.0	2.3587	0.2	1	1	0	0	0
mcp1k	18255	1	59261	nu-candidate	1	11	11	9	8	2.75	12.74	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	326.92	-15.0	1.7145	0.2	1	1	0	0	0
mcp1k	18255	1	59335	nu-candidate	1	11	14	12	10	12.42	20.11	0	1	1	69.13	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	459.93	-15.0	1.8418	0.2	1	1	0	0	0
mcp1k	18255	1	59371	nu-candidate	1	8	9	7	6	2.28	5.45	0	1	1	101.9	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	567.89	-15.0	3.0285	0.2	1	0	0	0	0
mcp1k	18255	1	59553	nu-candidate	1	10	10	9	8	2.03	11.46	0	1	1	70.27	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	302.87	-15.0	2.2665	0.2	1	1	0	0	0
mcp1k	18255	1	59685	nu-candidate	1	6	4	2	2	5.27	5.7	0	1	1	104.45	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	845.79	-15.0	3.6124	0.2	1	0	0	0	0
mcp1k	18255	1	59753	nu-candidate	1	14	14	13	12	2.46	16.05	0	0	0	0.0	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	30.32	-15.0	-3.2094	0.2	1	1	0	0	0
mcp1k	18255	1	59899	nu-candidate	1	5	4	2	2	2.02	2.22	0	0	0	0.0	0	2	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	353.84	-15.0	-1.7004	0.2	1	1	0	0	0
mcp1k	18255	1	59929	nu-candidate	1	20	15	13	11	7.61	26.39	0	1	1	138.8	0	1	0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	572.84	-15.0	1.6467	0.2	1	0	0	0	0
