set	sample	event	shower	conn	kine_best	kine_charge	E	nearest_edge	d_MeV	d_frac	tier	tier_prev_fudge	flip_crossed
98	mcp2k	165157	12001	4	0.68	0.68	0.68	100.0	99.32	0.9932	0	0	0
98	mcp2k	165157	13002	4	3.2	3.2	3.2	100.0	96.8	0.968	0	0	0
98	mcp2k	165157	14003	4	1.88	1.88	1.88	100.0	98.12	0.9812	0	0	0
98	mcp2k	165157	15004	4	1.46	1.46	1.46	100.0	98.54	0.9854	0	0	0
98	mcp2k	165157	17011	4	0.91	0.91	0.91	100.0	99.09	0.9909	0	0	0
98	mcp2k	165157	61032	3	90.06	90.06	90.06	100.0	9.94	0.0994	0	0	0
98	mcp1k	166870	10013	1	23.79	29.12	23.79	100.0	76.21	0.7621	0	0	0
98	mcp1k	166870	85045	2	38.59	38.59	38.59	100.0	61.41	0.6141	0	0	0
98	mcp1k	166870	87058	2	164.82	164.82	164.82	150.0	14.82	0.0988	2	2	0
98	mcp1k	166870	48036	2	3.62	3.62	3.62	100.0	96.38	0.9638	0	0	0
98	mcp1k	166870	44032	3	4.6	4.6	4.6	100.0	95.4	0.954	0	0	0
98	mcp1k	166870	45033	3	2.78	2.78	2.78	100.0	97.22	0.9722	0	0	0
98	mcp1k	166870	46034	3	2.03	2.03	2.03	100.0	97.97	0.9797	0	0	0
98	mcp1k	166870	49037	3	3.48	3.48	3.48	100.0	96.52	0.9652	0	0	0
98	mcp1k	166870	52040	3	5.15	5.15	5.15	100.0	94.85	0.9485	0	0	0
98	nuecc48	168596	14153	1	1850.06	1850.06	1850.06	800.0	1050.06	1.3126	5	5	0
98	nuecc48	168596	128131	2	32.62	32.62	32.62	100.0	67.38	0.6738	0	0	0
98	nuecc48	168596	70092	3	0.93	0.93	0.93	100.0	99.07	0.9907	0	0	0
98	mcp1k	169356	16009	1	5.82	4.78	5.82	100.0	94.18	0.9418	0	0	0
98	mcp1k	169356	68034	2	93.24	93.24	93.24	100.0	6.76	0.0676	0	0	0
98	mcp1k	169356	67030	2	82.39	82.39	82.39	100.0	17.61	0.1761	0	0	0
98	mcp1k	169356	51011	3	2.16	2.16	2.16	100.0	97.84	0.9784	0	0	0
98	mcp1k	169356	52012	3	3.87	3.87	3.87	100.0	96.13	0.9613	0	0	0
98	mcp1k	169356	53013	3	2.39	2.39	2.39	100.0	97.61	0.9761	0	0	0
98	mcp1k	169356	54014	3	0.08	0.08	0.08	100.0	99.92	0.9992	0	0	0
98	mcp1k	169356	57017	3	0.41	0.41	0.41	100.0	99.59	0.9959	0	0	0
98	mcp1k	169356	58018	3	0.62	0.62	0.62	100.0	99.38	0.9938	0	0	0
98	mcp1k	169356	59019	3	0.55	0.55	0.55	100.0	99.45	0.9945	0	0	0
98	mcp1k	169356	60020	3	1.26	1.26	1.26	100.0	98.74	0.9874	0	0	0
98	mcp1k	169356	62022	3	1.39	1.39	1.39	100.0	98.61	0.9861	0	0	0
98	mcp1k	169356	63023	3	2.02	2.02	2.02	100.0	97.98	0.9798	0	0	0
98	mcp1k	169626	22034	2	100.35	100.35	100.35	100.0	0.35	0.0035	1	1	0
98	mcp1k	169626	42042	2	12.29	12.29	12.29	100.0	87.71	0.8771	0	0	0
98	mcp1k	169626	53069	2	499.61	499.61	499.61	360.0	139.61	0.3878	4	4	0
98	mcp1k	169626	23035	4	1.91	1.91	1.91	100.0	98.09	0.9809	0	0	0
98	mcp1k	169626	39039	3	9.67	9.67	9.67	100.0	90.33	0.9033	0	0	0
98	mcp1k	169626	45045	3	1.23	1.23	1.23	100.0	98.77	0.9877	0	0	0
98	mcp1k	169626	58082	3	0.21	0.21	0.21	100.0	99.79	0.9979	0	0	0
98	nuecc48	172230	5027	1	1382.13	1382.13	1382.13	800.0	582.13	0.7277	5	5	0
98	nuecc48	172230	5119	1	10.37	1.57	10.37	100.0	89.63	0.8963	0	0	0
98	mcp1k	172942	4002	1	349.45	349.45	349.45	360.0	10.55	0.0293	3	3	0
98	mcp1k	172942	71022	2	90.18	90.18	90.18	100.0	9.82	0.0982	0	0	0
98	mcp2k	173093	18017	2	36.12	36.12	36.12	100.0	63.88	0.6388	0	0	0
98	mcp2k	173093	12007	2	208.51	208.51	208.51	250.0	41.49	0.166	2	2	0
98	mcp2k	173093	61040	2	38.68	38.68	38.68	100.0	61.32	0.6132	0	0	0
98	mcp2k	173093	19018	4	0.75	0.75	0.75	100.0	99.25	0.9925	0	0	0
98	mcp2k	173093	48019	3	2.3	2.3	2.3	100.0	97.7	0.977	0	0	0
98	mcp2k	173093	56027	3	1.09	1.09	1.09	100.0	98.91	0.9891	0	0	0
98	mcp2k	173093	66045	3	0.98	0.98	0.98	100.0	99.02	0.9902	0	0	0
98	mcp2k	173093	68047	3	1.54	1.54	1.54	100.0	98.46	0.9846	0	0	0
98	nuecc48	174637	9019	1	741.21	741.21	741.21	800.0	58.79	0.0735	4	4	0
98	nuecc48	174637	9043	1	7.36	6.83	7.36	100.0	92.64	0.9264	0	0	0
98	nuecc48	174637	47089	2	18.22	18.22	18.22	100.0	81.78	0.8178	0	0	0
98	nuecc48	174637	13047	4	1.69	1.69	1.69	100.0	98.31	0.9831	0	0	0
98	nuecc48	174637	14048	4	1.29	1.29	1.29	100.0	98.71	0.9871	0	0	0
98	mcp1k	174752	48010	1	8.44	10.9	8.44	100.0	91.56	0.9156	0	0	0
98	mcp1k	174752	17001	4	3.42	3.42	3.42	100.0	96.58	0.9658	0	0	0
98	mcp1k	174752	49011	4	0.28	0.28	0.28	100.0	99.72	0.9972	0	0	0
98	mcp1k	174752	48009	1	48.24	48.24	48.24	100.0	51.76	0.5176	0	0	0
98	mcp2k	176502	109119	1	2335.59	2335.59	2335.59	800.0	1535.59	1.9195	5	5	0
98	mcp2k	176502	109298	1	130.99	165.99	130.99	150.0	19.01	0.1267	1	1	0
98	mcp2k	176502	109299	1	146.09	146.09	146.09	150.0	3.91	0.026	1	1	0
98	mcp2k	176502	23030	2	671.41	671.41	671.41	800.0	128.59	0.1607	4	4	0
98	mcp2k	176502	146219	2	14.94	14.94	14.94	100.0	85.06	0.8506	0	0	0
98	mcp2k	176502	118185	2	2.74	2.74	2.74	100.0	97.26	0.9726	0	0	0
98	mcp2k	176502	102065	2	28.05	28.05	28.05	100.0	71.95	0.7195	0	0	0
98	mcp2k	176502	157274	2	9.19	9.19	9.19	100.0	90.81	0.9081	0	0	0
98	mcp2k	176502	93056	2	3.96	3.96	3.96	100.0	96.04	0.9604	0	0	0
98	mcp2k	176502	151268	2	10.64	10.64	10.64	100.0	89.36	0.8936	0	0	0
98	mcp2k	176502	103066	2	19.43	19.43	19.43	100.0	80.57	0.8057	0	0	0
98	mcp2k	176502	68031	3	3.73	3.73	3.73	100.0	96.27	0.9627	0	0	0
98	mcp2k	176502	72035	3	2.25	2.25	2.25	100.0	97.75	0.9775	0	0	0
98	mcp2k	176502	73036	3	4.26	4.26	4.26	100.0	95.74	0.9574	0	0	0
98	mcp2k	176502	81044	3	2.28	2.28	2.28	100.0	97.72	0.9772	0	0	0
98	mcp2k	176502	132204	3	9.9	9.9	9.9	100.0	90.1	0.901	0	0	0
98	mcp2k	176502	133205	3	2.11	2.11	2.11	100.0	97.89	0.9789	0	0	0
98	mcp2k	176502	134206	3	2.53	2.53	2.53	100.0	97.47	0.9747	0	0	0
98	mcp2k	176502	109123	3	82.07	82.07	82.07	100.0	17.93	0.1793	0	0	0
98	mcp2k	176986	67048	2	111.75	111.75	111.75	100.0	11.75	0.1175	1	1	0
98	mcp2k	176986	5000	2	164.21	164.21	164.21	150.0	14.21	0.0947	2	2	0
98	mcp2k	176986	69045	2	47.31	47.31	47.31	100.0	52.69	0.5269	0	0	0
98	mcp2k	176986	34007	3	1.26	1.26	1.26	100.0	98.74	0.9874	0	0	0
98	ncpi0	180801	15082	1	158.27	158.27	158.27	150.0	8.27	0.0551	2	2	0
98	ncpi0	180801	15083	1	285.76	285.76	285.76	250.0	35.76	0.143	3	3	0
98	ncpi0	180801	15015	1	10.29	14.66	10.29	100.0	89.71	0.8971	0	0	0
98	ncpi0	180801	112061	2	60.2	60.2	60.2	100.0	39.8	0.398	0	0	0
98	ncpi0	180801	68030	2	1.34	1.34	1.34	100.0	98.66	0.9866	0	0	0
98	ncpi0	180801	69031	2	9.44	9.44	9.44	100.0	90.56	0.9056	0	0	0
98	ncpi0	180801	81043	2	160.33	160.33	160.33	150.0	10.33	0.0689	2	2	0
98	ncpi0	180801	80042	2	5.21	5.21	5.21	100.0	94.79	0.9479	0	0	0
98	ncpi0	180801	114078	2	93.92	93.92	93.92	100.0	6.08	0.0608	0	0	0
98	ncpi0	180801	110056	3	9.67	9.67	9.67	100.0	90.33	0.9033	0	0	0
98	ncpi0	180801	21016	4	2.27	2.27	2.27	100.0	97.73	0.9773	0	0	0
98	ncpi0	180801	22017	4	4.54	4.54	4.54	100.0	95.46	0.9546	0	0	0
98	ncpi0	180801	23018	4	7.16	7.16	7.16	100.0	92.84	0.9284	0	0	0
98	ncpi0	180801	61023	3	3.92	3.92	3.92	100.0	96.08	0.9608	0	0	0
98	ncpi0	180801	63025	3	2.82	2.82	2.82	100.0	97.18	0.9718	0	0	0
98	ncpi0	180801	65027	3	2.57	2.57	2.57	100.0	97.43	0.9743	0	0	0
98	ncpi0	180801	72034	3	0.89	0.89	0.89	100.0	99.11	0.9911	0	0	0
98	ncpi0	180801	74036	3	11.15	11.15	11.15	100.0	88.85	0.8885	0	0	0
98	ncpi0	180801	115079	4	4.11	4.11	4.11	100.0	95.89	0.9589	0	0	0
98	ncpi0	180801	66028	4	0.8	0.8	0.8	100.0	99.2	0.992	0	0	0
98	nuecc48	196649	11113	1	1499.25	1499.25	1499.25	800.0	699.25	0.8741	5	5	0
98	nuecc48	196649	16078	4	1.13	1.13	1.13	100.0	98.87	0.9887	0	0	0
98	nuecc48	196649	17079	4	0.1	0.1	0.1	100.0	99.9	0.999	0	0	0
98	nuecc48	214469	16078	1	1695.77	1695.77	1695.77	800.0	895.77	1.1197	5	5	0
98	nuecc48	214469	83119	2	13.72	13.72	13.72	100.0	86.28	0.8628	0	0	0
98	nuecc48	214469	22087	2	14.06	14.06	14.06	100.0	85.94	0.8594	0	0	0
98	nuecc48	214469	57090	3	1.29	1.29	1.29	100.0	98.71	0.9871	0	0	0
98	nuecc48	219295	15128	1	1299.58	1299.58	1299.58	800.0	499.58	0.6245	5	5	0
98	nuecc48	219295	64090	2	8.45	8.45	8.45	100.0	91.55	0.9155	0	0	0
98	nuecc48	219295	77103	2	1.72	1.72	1.72	100.0	98.28	0.9828	0	0	0
98	nuecc48	219295	75101	2	19.62	19.62	19.62	100.0	80.38	0.8038	0	0	0
98	nuecc48	219295	21072	4	1.47	1.47	1.47	100.0	98.53	0.9853	0	0	0
98	nuecc48	219295	65091	3	2.29	2.29	2.29	100.0	97.71	0.9771	0	0	0
98	nuecc48	234638	10041	1	950.73	950.73	950.73	800.0	150.73	0.1884	5	5	0
98	nuecc48	234638	10018	1	30.67	30.67	30.67	100.0	69.33	0.6933	0	0	0
98	nuecc48	234638	44047	2	0.02	0.02	0.02	100.0	99.98	0.9998	0	0	0
98	nuecc48	234638	51056	2	12.41	12.41	12.41	100.0	87.59	0.8759	0	0	0
98	nuecc48	234638	14121	2	9.68	9.68	9.68	100.0	90.32	0.9032	0	0	0
98	nuecc48	234638	68073	3	1.36	1.36	1.36	100.0	98.64	0.9864	0	0	0
98	nuecc48	234638	78088	3	0.1	0.1	0.1	100.0	99.9	0.999	0	0	0
98	nuecc48	234638	80090	3	0.97	0.97	0.97	100.0	99.03	0.9903	0	0	0
98	nuecc48	234638	81091	3	10.43	10.43	10.43	100.0	89.57	0.8957	0	0	0
98	nuecc48	234638	88111	3	0.97	0.97	0.97	100.0	99.03	0.9903	0	0	0
98	nuecc48	234638	89112	3	0.3	0.3	0.3	100.0	99.7	0.997	0	0	0
98	nuecc48	234638	90113	3	0.3	0.3	0.3	100.0	99.7	0.997	0	0	0
98	nuecc48	235435	2051	1	8.49	39.14	8.49	100.0	91.51	0.9151	0	0	0
98	nuecc48	235435	42066	2	37.59	37.59	37.59	100.0	62.41	0.6241	0	0	0
98	nuecc48	235435	24063	2	4.62	4.62	4.62	100.0	95.38	0.9538	0	0	0
98	nuecc48	235435	22061	2	4.29	4.29	4.29	100.0	95.71	0.9571	0	0	0
98	nuecc48	235435	17056	3	0.28	0.28	0.28	100.0	99.72	0.9972	0	0	0
98	nuecc48	235435	20059	3	1.07	1.07	1.07	100.0	98.93	0.9893	0	0	0
98	nuecc48	235435	2031	3	124.04	124.04	124.04	100.0	24.04	0.2404	1	1	0
98	nuecc48	239794	2069	1	2511.24	2511.24	2511.24	800.0	1711.24	2.139	5	5	0
98	nuecc48	239794	58112	3	6.76	6.76	6.76	100.0	93.24	0.9324	0	0	0
98	nuecc48	246579	19047	1	1567.96	1567.96	1567.96	800.0	767.96	0.96	5	5	0
98	nuecc48	246579	77116	2	15.29	15.29	15.29	100.0	84.71	0.8471	0	0	0
98	nuecc48	246579	53092	3	1.59	1.59	1.59	100.0	98.41	0.9841	0	0	0
98	nuecc48	256587	11301	1	3402.92	3402.92	3402.92	800.0	2602.92	3.2536	5	5	0
98	nuecc48	256587	57200	2	16.51	16.51	16.51	100.0	83.49	0.8349	0	0	0
98	nuecc48	256587	59202	2	13.07	13.07	13.07	100.0	86.93	0.8693	0	0	0
98	nuecc48	256587	63206	2	5.75	5.75	5.75	100.0	94.25	0.9425	0	0	0
98	nuecc48	256587	43186	3	0.26	0.26	0.26	100.0	99.74	0.9974	0	0	0
98	nuecc48	256587	50193	3	1.82	1.82	1.82	100.0	98.18	0.9818	0	0	0
98	nuecc48	256587	61204	3	1.02	1.02	1.02	100.0	98.98	0.9898	0	0	0
98	nuecc48	256587	77220	3	0.67	0.67	0.67	100.0	99.33	0.9933	0	0	0
98	nuecc48	256587	78221	3	1.17	1.17	1.17	100.0	98.83	0.9883	0	0	0
98	nuecc48	256587	79222	3	10.39	10.39	10.39	100.0	89.61	0.8961	0	0	0
98	nuecc48	256587	81224	3	1.86	1.86	1.86	100.0	98.14	0.9814	0	0	0
98	nuecc48	256587	93236	3	1.18	1.18	1.18	100.0	98.82	0.9882	0	0	0
98	nuecc48	256587	109252	3	4.0	4.0	4.0	100.0	96.0	0.96	0	0	0
98	nuecc48	256587	133294	4	3.84	3.84	3.84	100.0	96.16	0.9616	0	0	0
98	ncpi0	259542	128135	1	62.21	62.21	62.21	100.0	37.79	0.3779	0	0	0
98	ncpi0	259542	57029	2	6.96	6.96	6.96	100.0	93.04	0.9304	0	0	0
98	ncpi0	259542	85057	2	7.92	7.92	7.92	100.0	92.08	0.9208	0	0	0
98	ncpi0	259542	120068	2	40.49	40.49	40.49	100.0	59.51	0.5951	0	0	0
98	ncpi0	259542	17004	2	923.7	923.7	923.7	800.0	123.7	0.1546	5	5	0
98	ncpi0	259542	88060	2	104.89	104.89	104.89	100.0	4.89	0.0489	1	1	0
98	ncpi0	259542	51023	2	10.36	10.36	10.36	100.0	89.64	0.8964	0	0	0
98	ncpi0	259542	89061	3	59.01	59.01	59.01	100.0	40.99	0.4099	0	0	0
98	ncpi0	259542	130127	3	19.98	19.98	19.98	100.0	80.02	0.8002	0	0	0
98	ncpi0	259542	131129	3	128.98	128.98	128.98	150.0	21.02	0.1401	1	1	0
98	ncpi0	259542	22021	4	4.5	4.5	4.5	100.0	95.5	0.955	0	0	0
98	ncpi0	259542	23022	4	0.71	0.71	0.71	100.0	99.29	0.9929	0	0	0
98	ncpi0	259542	56028	3	3.1	3.1	3.1	100.0	96.9	0.969	0	0	0
98	ncpi0	259542	79051	3	4.51	4.51	4.51	100.0	95.49	0.9549	0	0	0
98	ncpi0	259542	84056	3	2.29	2.29	2.29	100.0	97.71	0.9771	0	0	0
98	nuecc48	267597	5121	1	1227.76	1227.76	1227.76	800.0	427.76	0.5347	5	5	0
98	nuecc48	267597	37049	2	3.1	3.1	3.1	100.0	96.9	0.969	0	0	0
98	nuecc48	267597	63075	2	3.33	3.33	3.33	100.0	96.67	0.9667	0	0	0
98	nuecc48	267597	36048	2	8.02	8.02	8.02	100.0	91.98	0.9198	0	0	0
98	nuecc48	267597	11039	4	0.29	0.29	0.29	100.0	99.71	0.9971	0	0	0
98	nuecc48	267597	29041	3	0.45	0.45	0.45	100.0	99.55	0.9955	0	0	0
98	nuecc48	267597	38050	3	3.45	3.45	3.45	100.0	96.55	0.9655	0	0	0
98	nuecc48	267597	39051	3	0.15	0.15	0.15	100.0	99.85	0.9985	0	0	0
98	nuecc48	267597	40052	3	1.63	1.63	1.63	100.0	98.37	0.9837	0	0	0
98	nuecc48	267597	41053	3	0.14	0.14	0.14	100.0	99.86	0.9986	0	0	0
98	nuecc48	267597	73085	3	1.98	1.98	1.98	100.0	98.02	0.9802	0	0	0
98	nuecc48	267597	74086	3	1.13	1.13	1.13	100.0	98.87	0.9887	0	0	0
98	nuecc48	267597	75087	3	1.76	1.76	1.76	100.0	98.24	0.9824	0	0	0
98	nuecc48	267597	76088	3	0.2	0.2	0.2	100.0	99.8	0.998	0	0	0
98	nuecc48	267597	77089	3	1.32	1.32	1.32	100.0	98.68	0.9868	0	0	0
98	nuecc48	267597	78090	3	2.01	2.01	2.01	100.0	97.99	0.9799	0	0	0
98	nuecc48	268067	15079	1	4.7	2.49	4.7	100.0	95.3	0.953	0	0	0
98	nuecc48	268067	15080	1	673.72	673.72	673.72	800.0	126.28	0.1579	4	4	0
98	nuecc48	268067	62034	2	6.81	6.81	6.81	100.0	93.19	0.9319	0	0	0
98	nuecc48	268067	63035	3	1.98	1.98	1.98	100.0	98.02	0.9802	0	0	0
98	nuecc48	268067	64036	3	0.69	0.69	0.69	100.0	99.31	0.9931	0	0	0
98	nuecc48	268784	13003	1	14.8	14.8	14.8	100.0	85.2	0.852	0	0	0
98	nuecc48	268784	13027	1	981.55	981.55	981.55	800.0	181.55	0.2269	5	5	0
98	nuecc48	268784	58081	2	21.44	21.44	21.44	100.0	78.56	0.7856	0	0	0
98	nuecc48	268784	78124	2	90.85	90.85	90.85	100.0	9.15	0.0915	0	0	0
98	nuecc48	268784	39062	2	11.76	11.76	11.76	100.0	88.24	0.8824	0	0	0
98	nuecc48	268784	75109	2	90.61	90.61	90.61	100.0	9.39	0.0939	0	0	0
98	nuecc48	268784	20054	2	19.28	19.28	19.28	100.0	80.72	0.8072	0	0	0
98	nuecc48	268784	19050	4	2.12	2.12	2.12	100.0	97.88	0.9788	0	0	0
98	nuecc48	268784	52075	3	0.4	0.4	0.4	100.0	99.6	0.996	0	0	0
98	nuecc48	269774	87134	1	1070.04	1070.04	1070.04	800.0	270.04	0.3375	5	5	0
98	nuecc48	269774	13237	2	862.29	862.29	862.29	800.0	62.29	0.0779	5	5	0
98	nuecc48	269774	97197	2	239.25	239.25	239.25	250.0	10.75	0.043	2	2	0
98	nuecc48	269774	44056	2	0.79	0.79	0.79	100.0	99.21	0.9921	0	0	0
98	nuecc48	269774	41053	2	12.68	12.68	12.68	100.0	87.32	0.8732	0	0	0
98	nuecc48	269774	36048	2	22.35	22.35	22.35	100.0	77.65	0.7765	0	0	0
98	nuecc48	269774	38050	3	3.02	3.02	3.02	100.0	96.98	0.9698	0	0	0
98	nuecc48	271851	23010	1	1183.05	1183.05	1183.05	800.0	383.05	0.4788	5	5	0
98	nuecc48	271851	111035	3	1.39	1.39	1.39	100.0	98.61	0.9861	0	0	0
98	nuecc48	271851	131064	3	0.95	0.95	0.95	100.0	99.05	0.9905	0	0	0
98	mcp1k	278794	49030	2	191.4	191.4	191.4	150.0	41.4	0.276	2	2	0
98	mcp1k	278794	44022	2	37.8	37.8	37.8	100.0	62.2	0.622	0	0	0
98	mcp1k	278794	13003	4	1.43	1.43	1.43	100.0	98.57	0.9857	0	0	0
98	mcp1k	278794	31007	3	2.41	2.41	2.41	100.0	97.59	0.9759	0	0	0
98	mcp1k	278794	32008	3	0.52	0.52	0.52	100.0	99.48	0.9948	0	0	0
98	mcp1k	278794	33009	3	0.24	0.24	0.24	100.0	99.76	0.9976	0	0	0
98	mcp1k	278794	35011	3	1.35	1.35	1.35	100.0	98.65	0.9865	0	0	0
98	mcp1k	278794	36012	3	1.0	1.0	1.0	100.0	99.0	0.99	0	0	0
98	mcp1k	278794	37013	3	0.47	0.47	0.47	100.0	99.53	0.9953	0	0	0
98	mcp1k	278794	38014	3	1.45	1.45	1.45	100.0	98.55	0.9855	0	0	0
98	mcp1k	278794	39015	3	0.67	0.67	0.67	100.0	99.33	0.9933	0	0	0
98	mcp1k	278794	40016	3	0.5	0.5	0.5	100.0	99.5	0.995	0	0	0
98	mcp1k	278794	42018	3	1.61	1.61	1.61	100.0	98.39	0.9839	0	0	0
98	mcp2k	281165	55036	2	76.2	76.2	76.2	100.0	23.8	0.238	0	0	0
98	mcp2k	281165	24010	2	154.3	154.3	154.3	150.0	4.3	0.0286	2	2	0
98	mcp2k	281165	53020	2	5.81	5.81	5.81	100.0	94.19	0.9419	0	0	0
98	mcp2k	281165	57026	2	6.15	6.15	6.15	100.0	93.85	0.9385	0	0	0
98	mcp2k	281165	46013	3	1.1	1.1	1.1	100.0	98.9	0.989	0	0	0
98	mcp2k	281165	48015	3	2.41	2.41	2.41	100.0	97.59	0.9759	0	0	0
98	mcp2k	281165	52019	3	1.21	1.21	1.21	100.0	98.79	0.9879	0	0	0
98	mcp2k	281165	59028	3	2.49	2.49	2.49	100.0	97.51	0.9751	0	0	0
98	mcp1k	281485	75054	2	0.25	0.25	0.25	100.0	99.75	0.9975	0	0	0
98	mcp1k	281485	87078	2	77.64	77.64	77.64	100.0	22.36	0.2236	0	0	0
98	mcp1k	281485	15036	2	153.24	153.24	153.24	150.0	3.24	0.0216	2	2	0
98	mcp1k	281485	89095	2	27.21	27.21	27.21	100.0	72.79	0.7279	0	0	0
98	mcp1k	281485	84070	2	68.26	68.26	68.26	100.0	31.74	0.3174	0	0	0
98	mcp1k	281485	91112	2	63.94	63.94	63.94	100.0	36.06	0.3606	0	0	0
98	mcp1k	281485	90104	2	49.28	49.28	49.28	100.0	50.72	0.5072	0	0	0
98	mcp1k	281485	88090	3	85.05	85.05	85.05	100.0	14.95	0.1495	0	0	0
98	mcp1k	281485	23039	4	1.11	1.11	1.11	100.0	98.89	0.9889	0	0	0
98	mcp1k	281485	24040	4	1.01	1.01	1.01	100.0	98.99	0.9899	0	0	0
98	mcp1k	281485	71050	3	1.19	1.19	1.19	100.0	98.81	0.9881	0	0	0
98	mcp1k	281485	72051	3	2.32	2.32	2.32	100.0	97.68	0.9768	0	0	0
98	mcp1k	281485	92114	4	3.99	3.99	3.99	100.0	96.01	0.9601	0	0	0
98	mcp2k	281567	95129	1	39.83	39.83	39.83	100.0	60.17	0.6017	0	0	0
98	mcp2k	281567	95225	1	72.26	51.1	72.26	100.0	27.74	0.2774	0	0	0
98	mcp2k	281567	95227	1	270.83	270.83	270.83	250.0	20.83	0.0833	3	3	0
98	mcp2k	281567	39050	2	14.26	14.26	14.26	100.0	85.74	0.8574	0	0	0
98	mcp2k	281567	9025	2	608.74	608.74	608.74	800.0	191.26	0.2391	4	4	0
98	mcp2k	281567	93114	2	127.17	127.17	127.17	150.0	22.83	0.1522	1	1	0
98	mcp2k	281567	101230	2	43.13	43.13	43.13	100.0	56.87	0.5687	0	0	0
98	mcp2k	281567	32043	2	24.84	24.84	24.84	100.0	75.16	0.7516	0	0	0
98	mcp2k	281567	99193	3	389.06	389.06	389.06	360.0	29.06	0.0807	4	4	0
98	mcp2k	281567	14037	4	0.69	0.69	0.69	100.0	99.31	0.9931	0	0	0
98	mcp2k	281567	15038	4	1.95	1.95	1.95	100.0	98.05	0.9805	0	0	0
98	mcp2k	281567	36047	3	3.92	3.92	3.92	100.0	96.08	0.9608	0	0	0
98	mcp2k	281567	68079	3	0.88	0.88	0.88	100.0	99.12	0.9912	0	0	0
98	mcp2k	281567	76087	3	2.08	2.08	2.08	100.0	97.92	0.9792	0	0	0
98	mcp1k	281639	91023	2	137.11	137.11	137.11	150.0	12.89	0.0859	1	1	0
98	mcp1k	281639	23001	2	140.27	140.27	140.27	150.0	9.73	0.0649	1	1	0
98	mcp1k	281639	27003	4	1.31	1.31	1.31	100.0	98.69	0.9869	0	0	0
98	mcp1k	281639	74007	3	1.25	1.25	1.25	100.0	98.75	0.9875	0	0	0
98	mcp1k	281639	75008	3	5.38	5.38	5.38	100.0	94.62	0.9462	0	0	0
98	mcp2k	281781	89069	2	413.94	413.94	413.94	360.0	53.94	0.1498	4	4	0
98	mcp2k	281781	77042	2	1.06	1.06	1.06	100.0	98.94	0.9894	0	0	0
98	mcp2k	281781	46011	2	0.2	0.2	0.2	100.0	99.8	0.998	0	0	0
98	mcp2k	281781	80045	2	0.62	0.62	0.62	100.0	99.38	0.9938	0	0	0
98	mcp2k	281781	64029	2	3.41	3.41	3.41	100.0	96.59	0.9659	0	0	0
98	mcp2k	281781	90070	2	30.26	30.26	30.26	100.0	69.74	0.6974	0	0	0
98	mcp2k	281781	86055	2	77.53	77.53	77.53	100.0	22.47	0.2247	0	0	0
98	mcp2k	281781	96078	2	9.28	9.28	9.28	100.0	90.72	0.9072	0	0	0
98	mcp2k	281781	60025	2	4.66	4.66	4.66	100.0	95.34	0.9534	0	0	0
98	mcp2k	281781	92073	3	40.8	40.8	40.8	100.0	59.2	0.592	0	0	0
98	mcp2k	281781	20009	4	0.26	0.26	0.26	100.0	99.74	0.9974	0	0	0
98	mcp2k	281781	49014	3	4.09	4.09	4.09	100.0	95.91	0.9591	0	0	0
98	mcp2k	281781	54019	3	0.44	0.44	0.44	100.0	99.56	0.9956	0	0	0
98	mcp2k	281781	56021	3	1.96	1.96	1.96	100.0	98.04	0.9804	0	0	0
98	mcp2k	281781	58023	3	1.18	1.18	1.18	100.0	98.82	0.9882	0	0	0
98	mcp2k	281781	59024	3	1.4	1.4	1.4	100.0	98.6	0.986	0	0	0
98	mcp2k	281781	62027	3	1.22	1.22	1.22	100.0	98.78	0.9878	0	0	0
98	mcp2k	281781	65030	3	0.63	0.63	0.63	100.0	99.37	0.9937	0	0	0
98	mcp2k	281781	68033	3	1.68	1.68	1.68	100.0	98.32	0.9832	0	0	0
98	mcp2k	281781	69034	3	2.24	2.24	2.24	100.0	97.76	0.9776	0	0	0
98	mcp2k	281781	70035	3	2.85	2.85	2.85	100.0	97.15	0.9715	0	0	0
98	mcp2k	281781	94076	3	3.9	3.9	3.9	100.0	96.1	0.961	0	0	0
98	mcp2k	281781	95077	3	3.61	3.61	3.61	100.0	96.39	0.9639	0	0	0
98	mcp2k	282909	4079	1	2.75	1.52	2.75	100.0	97.25	0.9725	0	0	0
98	mcp2k	282909	4082	1	11.9	24.56	11.9	100.0	88.1	0.881	0	0	0
98	mcp2k	282909	4084	1	228.32	228.32	228.32	250.0	21.68	0.0867	2	2	0
98	mcp2k	282909	4078	1	3.66	3.13	3.66	100.0	96.34	0.9634	0	0	0
98	mcp2k	282909	75060	2	439.38	439.38	439.38	360.0	79.38	0.2205	4	4	0
98	mcp2k	282909	25017	2	2.37	2.37	2.37	100.0	97.63	0.9763	0	0	0
98	mcp2k	282909	77074	2	23.21	23.21	23.21	100.0	76.79	0.7679	0	0	0
98	mcp2k	282909	38030	2	4.56	4.56	4.56	100.0	95.44	0.9544	0	0	0
98	mcp2k	282909	42034	2	10.04	10.04	10.04	100.0	89.96	0.8996	0	0	0
98	mcp2k	282909	31023	2	10.36	10.36	10.36	100.0	89.64	0.8964	0	0	0
98	mcp2k	282909	71040	3	23.04	23.04	23.04	100.0	76.96	0.7696	0	0	0
98	mcp2k	282909	45037	3	2.99	2.99	2.99	100.0	97.01	0.9701	0	0	0
