population	arm	tag	evt	call	j	k	nedge	nlab	verdict	flip	pair	Lmin	Lmax	Tmax	npmin	angle	gw	wdeadX	dis	dens	dvtx	blks	killed	gaps	excuses
PR-data	work-pr57r4-scan395	claude-scan223	393212	0	0	1	1	1	good	0	SEP	5.76	28.52	1.62	87	60.1	0	0	1.97	646	51.1	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan223	394532	0	0	2	1	1	OK	1	SEP	4.77	10.18	1.07	34	30.0	0	0	1.11	368	79.9	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	394532	0	1	2	1	1	OK	1	SEP	8.55	10.18	1.07	143	31.7	1	0	0.94	368	88.4	closest	1	111	11
PR-data	work-pr57r4-scan395	claude-scan223	394642	0	0	1	1	1	good	0	SEP	4.38	256.84	3.87	29	31.5	0	0	2.86	389	258.0	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	394642	0	1	2	3	1	bad	0	SEP	57.81	256.84	3.87	1254	3.7	0	6	1.09	900	2.1	closest|dir1|dir2	1|1|1	100|100|100	01|01|00
PR-data	work-pr57r4-scan395	claude-scan223	395610	0	0	1	3	2	bad	0	SEP	56.37	118.40	0.91	513	5.1	0	6	1.86	269	122.5	closest|dir1|dir2	1|1|1	010|010|010	00|10|00
PR-data	work-pr57r4-scan395	claude-scan223	395654	0	2	3	1	1	OK	1	dir	7.18	133.52	2.68	28	3.5	0	0	0.97	418	119.6	closest	0	010	00
PR-data	work-pr57r4-scan395	claude-scan223	399052	0	0	1	1	1	OK	1	dir	9.67	44.98	3.04	60	13.9	0	0	0.95	1318	43.4	closest	0	100	00
PR-data	work-pr57r4-scan395	claude-scan223	399118	0	0	1	1	1	OK	1	via2	2.42	148.54	1.01	4	63.5	0	0	1.40	327	66.0	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	399702	0	1	2	2	1	bad	0	SEP	27.68	181.07	6.17	397	5.3	0	6	1.05	469	177.5	closest|dir1	1|1	100|100	00|00
PR-data	work-pr57r4-scan395	claude-scan223	400054	0	0	1	1	1	good	0	SEP	1.00	2.14	0.37	11	46.2	1	0	0.97	36	11.4	closest	1	101	00
PR-data	work-pr57r4-scan395	claude-scan223	400460	0	0	1	2	1	bad	0	SEP	77.95	97.77	3.40	1615	7.7	0	6	1.13	709	13.9	closest|dir1	1|1	010|010	00|00
PR-data	work-pr57r4-scan395	claude-scan223	400504	0	0	4	1	1	good	1	SEP	15.40	53.55	1.63	434	37.5	0	0	1.54	837	54.1	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	400504	0	3	4	1	1	OK	1	SEP	2.08	53.55	1.63	3	10.5	0	1	1.21	742	49.7	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	400636	1	0	1	1	1	bad	0	SEP	128.41	140.48	4.41	3306	2.9	0	0	1.35	965	1.5	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	401626	0	0	1	1	1	good	0	SEP	2.17	19.99	1.76	16	88.2	1	0	2.44	226	31.7	closest	1	011	00
PR-data	work-pr57r4-scan395	claude-scan223	406796	1	0	1	1	1	good	0	SEP	1.34	2.01	0.40	15	55.9	1	0	0.69	31	90.6	closest	1	101	01
PR-data	work-pr57r4-scan395	claude-scan223	407280	0	0	2	1	1	OK	1	SEP	1.73	186.28	1.17	8	72.4	1	0	0.79	280	31.9	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	407280	0	0	3	1	1	OK	1	SEP	1.73	26.93	0.61	8	66.1	1	0	1.08	275	30.6	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	407280	0	1	3	1	1	good	0	SEP	10.40	26.93	0.72	94	85.2	1	0	0.69	212	3.5	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	407280	0	2	3	3	2	bad	0	SEP	26.93	186.28	1.17	234	6.5	1	0	1.83	267	29.3	closest|dir2|dir1	1|1|1	001|001|001	00|00|00
PR-data	work-pr57r4-scan395	claude-scan223	407280	0	2	4	3	2	bad	0	SEP	103.18	186.28	1.17	1007	6.5	0	6	1.84	311	217.3	closest|dir2|dir1	1|1|1	010|010|010	10|00|00
PR-data	work-pr57r4-scan395	claude-scan223	409546	0	0	1	1	1	good	0	SEP	2.77	15.83	0.72	45	53.9	0	0	1.11	166	3.0	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan223	409634	0	1	3	1	1	good	0	SEP	3.21	9.05	0.94	60	68.4	1	0	1.59	246	55.9	closest	1	011	00
PR-data	work-pr57r4-scan395	claude-scan223	409634	0	2	3	1	1	OK	1	SEP	7.95	9.05	0.87	107	13.6	1	0	1.59	305	49.0	closest	1	011	10
PR-data	work-pr57r4-scan395	claude-scan223	409634	1	1	2	1	1	bad	0	SEP	5.58	14.40	1.41	49	54.5	0	6	1.25	347	1.4	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	409634	1	4	6	1	1	OK	1	SEP	1.89	4.90	0.61	20	77.6	0	0	1.25	179	12.3	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan223	409964	0	0	1	3	2	bad	0	SEP	22.86	172.25	10.27	258	25.9	0	6	1.13	333	68.3	closest|dir2|dir1	1|1|1	010|010|010	00|00|00
PR-data	work-pr57r4-scan395	claude-scan223	410008	0	0	5	1	1	good	0	SEP	4.93	23.90	1.86	34	79.4	1	0	3.25	1373	173.3	closest	1	101	10
PR-data	work-pr57r4-scan395	claude-scan223	410008	0	2	3	1	1	OK	1	SEP	3.56	15.60	2.53	28	50.7	0	0	3.46	1356	171.8	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	410008	0	2	5	1	1	OK	1	SEP	3.56	4.93	0.54	28	7.5	0	0	1.39	1373	172.4	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	410008	0	3	4	1	1	OK	1	dir	7.94	15.60	2.53	94	18.1	0	0	0.92	1161	170.0	closest	0	010	00
PR-data	work-pr57r4-scan395	claude-scan223	410008	0	3	5	1	1	OK	1	SEP	4.93	15.60	2.53	34	46.5	0	0	1.05	1312	172.0	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	486687	0	0	1	3	3	bad	0	dir	60.68	212.90	2.54	825	10.6	0	0	0.85	260	211.2	closest|dir2|dir1	0|1|1	100|100|100	00|00|00
PR-data	work-pr57r4-scan395	claude-scan223	486687	0	4	5	1	1	OK	1	SEP	8.64	22.72	1.59	168	89.0	0	0	1.65	481	92.0	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	487303	0	0	1	1	1	OK	1	SEP	13.60	21.04	1.77	92	5.8	0	0	3.20	496	315.8	closest	1	010	00
PR-data	work-pr57r4-scan395	claude-scan223	487853	0	0	3	1	1	bad	0	SEP	10.16	20.27	1.29	177	51.0	0	0	4.83	531	19.7	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	487853	0	2	3	1	1	bad	0	SEP	10.16	16.23	2.26	230	54.1	0	0	3.00	549	23.5	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	487853	0	3	4	1	1	good	0	SEP	2.13	10.16	1.29	8	88.1	1	0	1.25	498	24.9	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	487853	0	3	5	1	1	good	0	SEP	0.35	10.16	1.29	2	68.3	1	0	1.29	526	25.1	closest	1	001	00
PR-data	work-pr57r4-scan395	claude-scan223	488755	0	0	1	1	1	OK	1	SEP	7.25	31.09	0.62	74	16.6	0	0	1.73	198	7.4	closest	1	110	00
PR-data	work-pr57r4-scan395	claude-scan223	489327	0	2	3	3	1	bad	0	SEP	118.98	222.50	4.86	1812	5.5	0	6	1.42	382	114.0	closest|dir2|dir1	1|1|1	010|010|010	00|00|00
PR-data	work-pr57r4-scan395	claude-scan223	489503	0	0	2	1	1	good	0	SEP	0.63	129.30	6.08	6	73.7	1	0	1.40	275	129.5	closest	1	111	00
PR-data	work-pr57r4-scan395	claude-scan223	489503	0	1	2	1	1	good	0	SEP	1.85	129.30	6.08	13	65.7	0	0	1.95	345	123.9	closest	1	100	00
PR-data	work-pr57r4-scan395	claude-scan223	490977	0	0	1	1	1	OK	1	SEP	5.53	23.08	1.44	127	54.4	0	0	1.11	432	32.5	closest	1	110	00
