evt	sample	label_source	carried	d_p100base	d_base	d_nofitx	d_pre103	d_trad	d_dlonly	d_ma4	d_topo3	d_topk10
167684	mcp1k	human	1	0.000	0.000	0.131	0.000	0.000	0.000	0.000	0.000	0.000
167744	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	206.595	0.000	0.000
168209	mcp2k	ai-scanner	1	0.000	0.000	0.106	0.000	0.000	0.000	0.000	0.000	0.000
168432	mcp1k	human	0	7.710	7.710	0.000	7.710	7.710	8.479	8.479	1.346	7.710
168448	mcp2k	ai-scanner	1	0.000	0.000	0.372	0.000	25.412	0.000	0.000	0.000	0.000
168526	mcp1k	human	1	0.000	0.000	0.242	0.000	0.000	0.000	0.000	0.000	0.000
168596	nuecc	human	0	1.323	1.323	0.000	1.323	16.915	1.323	1.323	1.323	1.323
168614	mcp1k	human	0	1.534	1.534	0.000	1.534	1.534	23.111	1.534	160.893	1.534
168658	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	91.610	0.000	0.000	0.000
168869	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	38.458	0.000	0.000	0.000
169067	mcp2k	ai-scanner	1	0.000	0.000	0.527	0.000	0.000	0.000	0.000	0.000	0.000
169221	mcp2k	human	1	0.000	0.000	0.000	0.000	1.588	0.000	0.000	0.000	0.000
169240	mcp2k	human	1	2.113	2.113	1.981	2.113	2.113	2.113	2.113	2.113	2.113
169306	mcp2k	human	0	48.940	48.940	48.691	48.940	48.940	46.729	51.934	48.940	48.940
169598	mcp1k	human	1	0.000	0.000	0.089	0.000	0.000	3.270	0.000	0.000	0.000
169620	mcp1k	human	1	0.000	0.000	0.072	0.000	0.000	0.000	0.000	0.000	0.000
169626	mcp1k	human	0	59.555	59.555	0.000	59.555	59.555	71.588	59.555	59.555	59.555
169658	mcp2k	ai-scanner	1	0.000	0.000	0.079	0.000	0.000	0.000	0.000	0.000	0.000
169758	mcp1k	human	0	496.519	496.519	496.519	496.519	496.519	496.519	496.519	496.519	496.519
169793	mcp2k	ai-scanner	1	0.000	0.000	0.446	0.000	0.000	0.000	0.000	0.000	0.000
169846	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	25.033	0.000	0.000	0.000
169890	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
170076	mcp2k	ai-scanner	0	4.675	4.675	0.000	4.675	4.675	4.675	4.675	4.675	4.675
170326	mcp2k	human	1	2.188	2.188	2.188	2.188	0.000	2.188	2.188	2.188	2.188
170365	mcp2k	ai-scanner	1	0.000	0.000	0.152	0.000	0.000	0.000	0.000	0.000	0.000
170428	mcp2k	human	1	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000
170585	mcp2k	human	1	0.000	0.000	0.140	0.000	0.000	0.000	0.000	0.000	0.000
170761	mcp2k	ai-scanner	0	1.650	1.650	0.000	1.650	13.901	1.650	1.650	1.650	1.650
170792	mcp1k	human	1	0.000	0.000	0.571	0.000	0.000	0.000	0.000	0.000	0.000
170808	mcp1k	human	1	0.000	0.000	0.157	0.000	0.000	0.000	0.000	0.000	0.000
170880	mcp1k	human	1	0.000	0.000	0.957	0.000	0.000	0.000	0.000	0.000	0.000
170924	mcp1k	human	1	0.000	0.000	0.109	0.000	0.000	0.000	0.000	0.000	0.000
171143	mcp2k	human	1	0.000	0.000	0.668	0.000	0.000	0.000	0.000	0.000	0.000
171352	mcp2k	ai-scanner	1	0.000	0.000	0.141	0.000	0.000	0.000	0.000	0.000	0.000
171358	mcp1k	human	1	0.000	0.000	0.330	0.000	0.000	8.828	8.828	0.000	0.000
171528	mcp2k	human	1	33.378	33.378	33.378	33.378	33.378	14.198	0.000	33.378	33.378
171572	mcp2k	ai-scanner	1	0.000	0.000	0.124	0.000	18.942	0.000	0.000	0.000	0.000
171600	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	43.001	340.397	0.000	0.000
171729	mcp2k	human	1	0.000	0.000	0.221	0.000	0.000	0.000	0.000	0.000	0.000
171892	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	250.362	0.000	0.000	0.000
172020	mcp2k	human	0	3.931	3.931	0.000	3.931	3.931	3.931	3.931	3.931	3.931
172090	mcp1k	human	0	1.675	1.675	1.675	1.675	1.675	1.675	1.675	1.675	1.675
172177	mcp2k	human	1	1.166	1.166	0.572	1.166	1.166	1.166	1.166	1.166	1.166
172230	nuecc	human	1	0.000	0.000	0.214	0.000	0.000	0.000	0.000	0.000	0.000
172266	mcp1k	human	1	2.996	0.000	0.544	2.996	0.000	0.000	0.000	0.000	0.000
172344	mcp2k	ai-scanner	1	0.000	0.000	0.648	0.000	0.000	0.000	0.000	0.000	0.000
172656	mcp1k	human	1	6.142	6.142	6.142	6.142	6.142	224.981	224.981	6.142	6.142
172762	mcp2k	ai-scanner	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
172788	mcp1k	human	1	280.023	280.023	99.024	280.023	280.023	280.023	165.368	163.544	280.023
172794	mcp1k	human	1	0.000	0.000	0.401	0.000	80.770	0.000	0.000	0.000	0.000
172832	mcp1k	human	0	18.866	18.866	20.347	18.866	104.719	18.866	18.866	18.866	18.866
172850	mcp2k	ai-scanner	1	0.000	0.000	0.180	0.000	0.000	0.000	0.000	0.000	0.000
172942	mcp1k	human	0	32.093	32.093	29.610	32.093	32.093	70.834	32.093	32.093	32.093
173049	mcp2k	ai-scanner	1	0.000	0.000	0.233	0.000	0.000	0.000	0.000	0.000	0.000
173093	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	39.869	0.000	0.000	0.000
173108	mcp2k	ai-scanner	1	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000
173146	mcp1k	human	1	0.000	0.000	0.144	0.000	0.000	0.000	0.000	0.000	0.000
173234	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	274.646	0.000	0.000	0.000
173340	mcp2k	ai-scanner	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
173450	mcp2k	human	0	271.683	271.683	271.683	271.683	271.683	271.683	6.733	271.683	271.683
173498	mcp1k	human	1	0.000	0.000	0.759	0.000	0.000	0.000	0.000	0.000	0.000
173585	mcp2k	human	0	5.379	5.928	0.000	5.379	5.928	18.054	5.928	5.928	5.928
173620	mcp2k	human	1	15.105	15.105	15.095	15.105	102.150	15.105	15.105	15.105	15.105
173819	mcp2k	human	0	1.318	1.318	0.000	1.318	33.730	1.318	1.318	1.318	1.318
173912	mcp2k	ai-scanner	1	5.283	5.283	0.453	5.283	0.595	5.283	5.283	5.283	5.283
174114	mcp1k	human	1	0.000	0.000	0.358	0.000	0.000	22.740	33.968	0.000	0.000
174224	mcp1k	human	0	1.173	1.173	0.000	1.173	1.173	1.173	1.173	1.173	1.173
174311	mcp2k	human	0	9.041	9.041	0.000	9.041	0.305	9.041	9.041	9.041	9.041
174352	mcp2k	ai-scanner	1	0.000	0.000	0.751	0.000	0.000	0.000	8.067	8.067	0.000
174637	nuecc	human	1	0.000	0.000	0.161	0.000	0.000	0.000	0.000	0.000	0.000
174661	mcp2k	ai-scanner	1	0.000	0.000	0.143	0.000	0.000	0.000	0.000	0.000	0.000
174752	mcp1k	human	1	13.283	13.283	13.230	13.283	13.283	39.267	8.487	13.283	13.283
174795	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	198.631	0.000	0.000	0.000
174896	mcp2k	human	0	2.931	2.931	11.042	2.931	10.137	2.931	2.931	2.931	2.931
174928	mcp1k	human	1	0.000	0.000	0.387	0.000	0.000	0.000	0.000	0.000	0.000
174993	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	129.046	0.000	0.000
175016	mcp1k	human	1	0.000	0.000	0.000	0.000	4.596	0.000	0.000	0.000	0.000
175057	mcp2k	human	1	0.000	0.000	0.486	0.000	0.000	0.000	0.000	0.000	0.000
175117	mcp2k	ai-scanner	1	2.398	0.000	0.615	2.398	0.000	0.000	0.000	0.000	0.000
175808	mcp1k	human	1	1.619	1.619	10.027	1.619	1.619	1.619	1.619	1.619	1.619
175896	mcp1k	human	0	2.824	2.824	44.751	2.824	33.470	2.824	2.824	2.824	2.824
175952	mcp2k	ai-scanner	1	0.000	0.000	0.497	0.000	0.000	0.000	0.000	0.000	0.000
176502	mcp2k	human	0	6.384	6.384	0.000	6.384	40.830	40.830	6.384	6.384	6.384
176533	mcp2k	human	1	0.000	0.000	0.385	0.000	69.045	69.045	0.000	0.000	0.000
176810	mcp2k	ai-scanner	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
176948	mcp2k	ai-scanner	1	0.000	0.000	0.558	0.000	0.000	0.000	0.000	0.000	0.000
176986	mcp2k	human	1	21.961	21.961	21.961	21.961	21.961	67.179	21.961	21.961	21.961
177068	mcp2k	human	1	6.884	6.884	28.008	6.884	6.884	38.829	22.647	6.884	6.884
177178	mcp2k	human	0	1.029	1.029	0.000	1.029	1.029	1.029	6.713	1.029	1.029
177266	mcp2k	human	1	0.000	0.000	0.369	0.000	0.000	22.387	24.527	0.000	0.000
177360	mcp2k	human	1	0.123	0.000	0.000	0.123	0.000	0.000	0.000	0.000	0.000
177366	mcp2k	human	1	0.000	0.000	0.450	0.000	0.000	0.000	0.000	0.000	0.000
177521	mcp2k	ai-scanner	1	0.000	0.000	0.469	0.000	0.000	35.126	0.000	0.000	0.000
177536	mcp2k	ai-scanner	1	0.000	0.000	0.091	0.000	105.684	0.000	0.000	0.000	0.000
177939	mcp2k	human	1	6.965	6.965	4.314	6.965	6.965	26.533	6.965	6.965	6.965
177961	mcp2k	ai-scanner	1	0.000	0.000	0.480	0.000	0.000	7.907	7.907	0.000	0.000
178225	mcp2k	human	0	6.096	6.096	0.000	6.096	6.096	410.428	6.096	6.096	6.096
178350	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
178388	mcp2k	ai-scanner	1	0.000	0.000	0.252	0.000	0.000	46.838	0.000	0.000	0.000
178445	mcp2k	human	0	11.292	11.292	18.965	11.292	11.292	484.711	18.965	18.965	11.292
178645	mcp2k	human	0	2.346	2.346	0.000	2.346	2.346	2.346	2.206	2.346	2.346
178865	mcp2k	human	0	1.381	1.381	0.000	1.381	1.381	1.381	219.834	1.381	1.381
178885	mcp2k	ai-scanner	1	0.000	0.000	0.307	0.000	0.000	36.756	0.000	0.000	0.000
179048	mcp2k	human	1	62.213	62.213	37.264	62.213	62.213	107.498	107.498	107.498	62.213
179369	mcp2k	human	1	0.000	0.000	10.820	0.000	0.000	112.469	112.469	0.000	0.000
179604	mcp2k	human	1	0.615	0.000	0.832	0.615	0.000	0.000	0.000	0.000	0.000
179611	mcp2k	ai-scanner	1	0.000	0.000	0.346	0.000	0.000	0.000	0.000	0.000	0.000
179752	mcp2k	ai-scanner	1	0.000	0.000	0.336	0.000	0.000	0.000	0.000	0.000	0.000
179765	mcp2k	ai-scanner	1	0.000	0.000	0.121	0.000	0.000	0.000	0.000	0.000	0.000
179897	mcp2k	ai-scanner	1	0.000	0.000	0.128	0.000	79.764	0.000	0.000	0.000	0.000
179912	mcp2k	human	1	5.233	5.233	5.233	5.233	2.340	5.233	5.233	5.233	5.233
180117	mcp2k	human	1	0.000	0.000	0.305	0.000	0.000	0.000	0.000	0.000	0.000
180544	mcp2k	ai-scanner	1	7.832	8.116	0.154	7.832	8.116	8.116	8.116	8.116	8.116
180645	mcp2k	human	1	0.000	0.000	2.683	0.000	0.000	0.000	0.000	0.000	0.000
180698	mcp2k	human	1	0.000	0.000	0.075	0.000	0.000	523.444	0.000	0.000	0.000
180801	ncpi0	human	1	78.962	78.962	77.294	78.962	78.962	45.648	94.726	94.726	78.962
196649	nuecc	human	1	0.000	0.000	0.000	0.000	1.117	0.000	0.000	0.000	0.000
214469	nuecc	human	1	0.000	0.000	0.074	0.000	0.000	0.000	0.000	0.000	0.000
219295	nuecc	human	1	0.000	0.000	0.085	0.000	0.000	0.000	0.000	0.000	0.000
234638	nuecc	human	0	1.234	1.234	0.000	1.234	1.234	1.234	1.234	1.234	1.234
235435	nuecc	human	1	30.820	30.820	0.185	30.820	37.195	30.820	30.820	30.820	30.820
236610	mcp2k	ai-scanner	1	0.000	0.000	0.990	0.000	0.000	0.000	0.000	0.000	0.000
237292	mcp2k	human	0	4.123	4.123	32.974	4.123	4.123	46.663	4.123	4.123	4.123
237446	mcp2k	ai-scanner	1	0.000	0.000	0.607	0.000	0.000	0.000	0.000	0.000	0.000
237798	mcp2k	human	1	0.000	0.000	0.496	0.000	0.000	0.000	0.000	0.000	0.000
239794	nuecc	human	1	0.000	0.000	0.300	0.000	0.000	0.000	0.000	0.000	0.000
240372	mcp2k	ai-scanner	1	0.000	0.000	0.369	0.000	0.000	0.000	0.000	0.000	0.000
241626	mcp2k	ai-scanner	0	1.786	1.786	1.786	1.786	1.786	410.143	125.602	1.786	1.786
242000	mcp2k	ai-scanner	0	2.326	2.326	0.000	2.326	2.326	2.326	2.326	2.326	2.326
242022	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	34.420	0.000	0.000	0.000
242484	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	36.371	0.000	0.000	0.000
242550	mcp2k	ai-scanner	1	0.000	0.000	0.199	0.000	0.000	0.000	0.000	0.000	0.000
242814	mcp2k	ai-scanner	1	1.901	1.901	0.732	1.901	12.469	1.901	1.901	1.901	1.901
243628	mcp2k	ai-scanner	1	77.855	77.855	0.375	77.855	77.855	284.829	77.855	77.855	77.855
246579	nuecc	human	1	0.000	0.000	0.411	0.000	19.666	0.000	0.000	0.000	0.000
259542	ncpi0	human	0	28.126	28.126	136.671	28.126	43.668	43.668	28.126	28.126	28.126
267597	nuecc	human	1	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000
268067	nuecc	human	0	2.662	2.662	0.000	2.662	2.662	2.662	2.662	2.662	2.662
268784	nuecc	human	1	0.000	0.000	0.398	0.000	0.000	0.000	0.000	0.000	0.000
269774	nuecc	human	1	0.000	0.000	0.272	0.000	71.114	0.000	0.000	0.000	0.000
271851	nuecc	human	0	2.576	2.576	31.926	2.576	47.459	2.576	2.576	2.576	2.576
275231	mcp2k	ai-scanner	0	1.270	1.270	0.649	1.270	1.270	1.270	1.270	1.270	1.270
275539	mcp2k	human	0	68.828	68.828	14.616	68.828	68.828	36.697	60.640	68.828	68.828
276836	mcp1k	human	1	0.000	0.000	224.782	0.000	0.000	0.000	0.000	0.000	0.000
277123	mcp2k	ai-scanner	1	0.000	0.000	0.000	0.000	0.000	136.449	0.000	0.000	0.000
277276	mcp1k	human	0	2.784	2.784	0.315	2.784	2.784	2.784	2.784	2.784	2.784
277298	mcp1k	human	0	1.799	1.799	6.428	1.799	1.799	1.799	1.799	1.799	1.799
278266	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
278420	mcp1k	human	1	0.000	0.000	0.509	0.000	0.000	0.000	0.000	0.000	0.000
278640	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	120.949	0.000	0.000
278684	mcp1k	human	1	164.682	164.682	164.682	164.682	164.682	536.116	164.682	164.682	164.682
278785	mcp1k	human	0	1.579	1.579	0.000	1.579	1.579	1.579	1.579	1.579	1.579
278794	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	120.716	0.000	0.000	0.000
279213	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	261.507	0.000	0.000	0.000
279256	mcp1k	human	1	0.000	0.000	30.335	0.000	0.000	64.992	64.992	0.000	0.000
279445	mcp1k	human	1	0.000	0.000	0.529	0.000	0.560	0.000	0.000	0.000	0.000
279955	mcp2k	human	0	1.284	1.284	0.000	1.284	1.284	19.336	1.284	1.284	1.284
279977	mcp2k	ai-scanner	0	1.150	1.150	0.000	1.150	1.150	1.150	1.150	1.150	1.150
280159	mcp2k	human	1	0.000	0.000	0.618	0.000	9.380	0.000	0.000	0.000	0.000
280351	mcp2k	ai-scanner	1	0.000	0.000	0.209	0.000	0.000	0.000	0.000	0.000	0.000
280598	mcp1k	human	1	0.000	0.000	0.339	0.000	0.000	0.000	0.000	0.000	0.000
280709	mcp2k	human	1	27.246	27.246	27.246	27.246	27.246	54.298	27.246	27.246	27.246
280752	mcp1k	human	1	3.415	3.415	0.081	3.415	3.415	3.415	3.415	3.415	3.415
280853	mcp1k	human	1	0.000	0.000	0.212	0.000	0.000	0.000	0.000	0.000	0.000
280945	mcp2k	human	1	105.662	105.662	105.723	105.662	105.662	105.662	105.662	105.662	105.662
280972	mcp1k	human	1	0.000	0.000	0.228	0.000	0.000	0.000	0.000	0.000	0.000
280994	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	126.350	115.228	0.000	0.000
281214	mcp1k	human	1	0.000	0.000	0.445	0.000	81.280	0.000	0.000	0.000	0.000
281485	mcp1k	human	1	37.575	37.575	4.036	37.575	37.575	36.980	36.980	36.980	37.575
281567	mcp2k	human	1	13.586	8.906	10.585	8.906	8.906	14.174	30.238	8.906	8.906
281595	mcp1k	human	1	0.000	0.000	0.267	0.000	0.000	0.000	0.000	0.000	0.000
281639	mcp1k	human	1	8.303	8.303	0.000	8.303	8.303	7.693	7.693	8.303	8.303
281781	mcp2k	human	1	76.081	76.081	0.518	76.081	76.081	96.628	89.518	76.081	76.081
281837	mcp1k	human	1	3.619	3.081	0.547	3.619	15.572	3.081	3.081	3.081	3.081
281953	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	274.725	0.000	0.000	0.000
281985	mcp2k	ai-scanner	1	0.000	0.000	0.455	0.000	0.000	471.046	0.000	0.000	0.000
282057	mcp1k	human	1	0.000	0.000	5.388	0.000	0.000	5.388	5.388	0.000	0.000
282072	mcp1k	human	1	1.979	0.000	0.858	1.979	0.000	0.000	0.000	0.000	0.000
282231	mcp1k	human	1	50.736	50.736	0.000	50.736	50.736	24.263	37.016	50.736	50.736
282491	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	347.746	0.000	0.000	0.000
282737	mcp1k	human	1	0.000	0.000	0.378	0.000	0.000	253.140	165.170	0.000	0.000
282749	mcp2k	ai-scanner	0	1.963	1.963	0.000	1.963	1.963	1.963	1.963	1.963	1.963
282909	mcp2k	human	1	12.193	10.608	9.664	12.193	10.608	44.016	10.608	10.608	10.608
282979	mcp1k	human	1	102.037	102.037	101.852	102.037	102.037	83.222	119.575	102.037	102.037
283009	mcp1k	human	1	0.000	0.000	0.222	0.000	0.000	0.000	0.000	0.000	0.000
283229	mcp1k	human	1	0.000	0.000	0.178	0.000	0.000	0.000	0.000	0.000	0.000
283299	mcp2k	ai-scanner	1	0.000	0.000	0.000	0.000	24.306	0.000	0.000	0.000	0.000
283591	mcp2k	ai-scanner	1	0.000	0.000	0.075	0.000	0.000	0.000	0.000	0.000	0.000
283595	mcp1k	human	1	4.324	4.324	0.193	4.324	4.324	52.692	4.324	4.324	4.324
283691	mcp1k	human	1	0.000	0.000	0.262	0.000	0.000	346.271	0.000	0.000	0.000
283713	mcp1k	human	1	0.000	0.000	0.498	0.000	0.000	0.000	0.000	0.000	0.000
283771	mcp1k	human	0	1.012	1.012	0.000	1.012	1.012	1.012	1.012	1.012	1.012
283833	mcp2k	human	1	28.134	28.134	0.000	28.134	28.134	318.110	28.134	28.134	28.134
283905	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
283991	mcp1k	human	1	0.000	0.000	0.376	0.000	0.000	0.000	0.000	0.000	0.000
284013	mcp1k	human	1	0.000	0.000	8.630	0.000	0.000	0.000	5.548	0.000	0.000
284047	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
284103	mcp1k	human	1	0.000	0.000	0.301	0.000	0.000	0.000	0.000	0.000	0.000
284153	mcp1k	human	1	0.000	0.000	0.033	0.000	0.000	12.031	0.000	0.000	0.000
284206	mcp2k	ai-scanner	1	0.000	0.000	0.179	0.000	0.000	0.000	0.000	0.000	0.000
284211	mcp1k	human	1	0.000	0.000	0.095	0.000	0.000	0.000	0.000	0.000	0.000
284235	mcp1k	human	1	40.857	40.857	0.000	40.857	40.857	12.551	33.018	40.857	40.857
284637	mcp1k	human	1	0.000	0.000	0.255	0.000	0.000	359.480	30.222	0.000	0.000
284657	mcp1k	human	1	0.000	0.000	0.529	0.000	0.000	0.000	0.000	0.000	0.000
284791	mcp1k	human	1	8.077	8.077	8.077	8.077	8.077	75.304	41.051	8.077	8.077
285069	mcp1k	human	1	0.000	0.000	0.163	0.000	0.000	0.000	0.000	0.000	0.000
285311	mcp1k	human	1	0.000	0.000	0.284	0.000	0.000	0.000	0.000	0.000	0.000
285350	mcp2k	ai-scanner	1	0.000	0.000	0.456	0.000	0.000	0.000	0.000	0.000	0.000
285443	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
285467	mcp1k	human	1	99.372	99.372	99.372	99.372	99.372	99.372	99.372	99.372	99.372
285531	mcp1k	human	1	0.000	0.000	0.236	0.000	0.000	0.000	0.000	0.000	0.000
285564	mcp1k	human	0	1.714	1.714	0.000	1.714	1.714	1.714	1.714	1.714	1.714
285567	ncpi0	human	1	0.000	0.000	0.698	0.000	46.231	0.000	0.000	0.000	0.000
285680	mcp2k	ai-scanner	1	0.000	0.000	0.503	0.000	8.005	0.000	0.000	0.000	0.000
285753	mcp1k	human	1	3.567	0.000	0.821	3.567	0.000	6.482	0.000	0.000	0.000
285929	mcp1k	human	1	0.000	0.000	0.224	0.000	0.000	0.000	0.000	0.000	0.000
285971	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
286177	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	11.793	0.000	0.000	0.000
286191	mcp1k	human	1	14.167	14.167	14.167	14.167	14.167	58.810	14.167	14.167	14.167
286268	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	59.090	0.000	0.000	0.000
286353	mcp1k	human	1	260.140	260.140	261.180	260.140	260.140	64.777	254.697	260.140	260.140
286681	mcp1k	human	1	68.603	68.603	33.921	68.603	32.867	68.603	68.603	68.603	68.603
286818	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	17.587	0.000	0.000	0.000
286906	mcp1k	human	1	2.788	2.788	2.788	2.788	9.984	2.788	2.788	2.788	2.788
287211	mcp1k	human	1	0.000	0.000	0.237	0.000	0.000	0.000	0.000	0.000	0.000
287431	mcp1k	human	1	499.212	499.212	499.212	499.212	499.212	0.000	499.212	499.212	499.212
287464	mcp2k	human	1	3.814	3.814	3.814	3.814	3.814	265.531	265.531	3.814	3.814
287517	mcp1k	human	1	0.331	0.000	0.512	0.331	0.000	0.000	0.000	0.000	0.000
287555	mcp1k	human	1	1.774	1.774	0.279	1.774	1.774	1.774	1.774	1.774	1.774
287599	mcp1k	human	0	4.834	4.834	0.000	4.834	4.834	4.834	4.834	4.834	4.834
287621	mcp1k	human	1	0.000	0.000	0.396	0.000	0.000	0.000	0.000	0.000	0.000
287654	mcp1k	human	0	1.451	1.451	52.109	1.451	1.451	1.451	1.451	1.451	1.451
287825	mcp1k	human	1	0.000	0.000	0.128	0.000	0.000	0.000	0.000	0.000	0.000
287830	mcp1k	human	1	0.000	0.000	0.181	0.000	0.000	0.000	0.000	0.000	0.000
288012	mcp2k	ai-scanner	0	1.451	1.451	0.000	1.451	1.451	52.724	1.451	1.451	1.451
288067	mcp1k	human	1	0.000	0.000	0.538	0.000	0.000	0.000	0.000	0.000	0.000
288287	mcp1k	human	0	3.698	2.938	0.000	3.698	2.938	2.938	2.938	2.938	2.938
288745	mcp1k	human	1	0.000	0.000	0.737	0.000	0.000	0.000	0.000	0.000	0.000
288859	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
288947	mcp1k	human	1	0.000	0.000	0.076	0.000	0.000	0.000	0.000	0.000	0.000
289251	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	79.128	0.000	0.000	0.000
289832	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
290052	mcp1k	human	1	0.000	0.000	0.105	0.000	0.000	244.397	0.000	0.000	0.000
290294	mcp1k	human	1	0.000	0.000	0.222	0.000	0.000	0.000	0.000	0.000	0.000
290542	mcp2k	ai-scanner	0	97.073	97.073	97.361	97.073	97.073	97.073	97.073	97.073	97.073
290588	mcp2k	ai-scanner	1	2.498	2.498	0.753	2.498	2.498	2.498	2.498	2.498	2.498
291037	mcp1k	human	1	0.000	0.000	0.372	0.000	0.000	0.000	103.290	0.000	0.000
291064	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
291262	mcp1k	human	1	0.000	0.000	0.264	0.000	0.000	0.000	0.000	0.000	0.000
291372	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	20.600	0.000	0.000	0.000
291499	mcp1k	human	1	39.207	39.207	39.207	39.207	39.207	324.061	0.000	39.207	39.207
291548	mcp1k	human	1	0.000	0.000	0.669	0.000	0.000	0.000	0.000	0.000	0.000
291570	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	0.000	201.246	201.246	0.000
291961	mcp1k	human	1	0.000	0.000	0.319	0.000	0.000	0.000	0.000	0.000	0.000
292005	mcp1k	human	0	1.061	1.061	0.000	1.061	1.061	1.061	1.061	1.061	1.061
292027	mcp1k	human	1	0.000	0.000	0.052	0.000	0.000	0.000	0.000	0.000	0.000
292370	mcp2k	ai-scanner	1	0.000	0.000	0.132	0.000	2.905	0.000	0.000	0.000	0.000
292384	mcp1k	human	1	0.103	0.000	0.098	0.000	0.000	0.000	0.000	0.000	0.000
292436	mcp2k	human	0	1.285	1.285	228.369	1.285	1.285	1.285	1.285	1.285	1.285
292524	mcp2k	ai-scanner	1	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000
292533	mcp1k	human	0	1.653	1.232	0.000	1.653	1.232	1.232	1.232	1.232	1.232
292568	mcp2k	ai-scanner	1	0.000	0.000	0.137	0.000	0.000	0.000	0.000	0.000	0.000
292577	mcp1k	human	1	0.000	0.000	0.000	0.000	0.000	27.548	0.000	0.000	0.000
292687	mcp1k	human	1	0.000	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000
292722	mcp2k	ai-scanner	1	0.000	0.000	0.570	0.000	0.000	31.108	0.000	0.000	0.000
292788	mcp2k	ai-scanner	1	0.000	0.000	0.541	0.000	0.000	8.908	0.000	0.000	0.000
292810	mcp2k	ai-scanner	0	1.275	1.275	0.000	1.275	1.275	1.275	1.275	1.275	1.275
293470	mcp2k	human	1	0.000	0.000	0.000	0.000	0.000	40.304	4.038	0.000	0.000
293536	mcp2k	human	1	0.000	0.000	0.765	0.000	0.000	0.000	0.000	0.000	0.000
293734	mcp2k	ai-scanner	1	0.000	0.000	0.258	0.000	0.000	0.000	0.000	0.000	0.000
294174	mcp2k	ai-scanner	1	0.000	0.000	0.539	0.000	0.000	0.000	0.000	0.000	0.000
313781	mcp1k	human	1	40.881	40.935	43.430	40.881	40.935	162.756	40.935	40.935	40.935
313979	mcp1k	human	1	0.000	0.000	0.380	0.000	0.000	0.000	0.000	0.000	0.000
314705	mcp1k	human	1	0.000	0.000	0.228	0.000	0.000	92.338	0.000	0.000	0.000
314838	ncpi0	human	1	0.000	0.000	0.690	0.000	78.723	0.000	0.000	0.000	0.000
315013	mcp1k	human	1	11.197	11.197	0.000	11.197	11.197	340.012	117.885	117.885	11.197
315167	mcp1k	human	1	0.000	0.000	0.981	0.000	0.000	0.000	0.000	0.000	0.000
315343	mcp1k	human	1	10.887	10.887	0.445	10.887	10.887	10.887	10.887	10.887	10.887
