ev	site	shw	seg	pdg	verdict	final_owner	kept	len_cm	site_ang	dist_cm	ang15	ang60	ao
76346	pass3_cone	14059	49044	211	IN	14059	1	3.54	24.84	56.74	23.58	31.04	5.0
76346	pass3_cone	14059	49048	11	IN	14059	1	1.77	12.84	55.61	13.05	8.86	5.0
76346	pass3_cone	14059	49051	13	IN	14059	1	14.07	14.54	55.55	14.3	10.05	5.0
76350	pass3_cone	12098	12003	11	UNL	12098	1	14.9	9.15	37.66	20.08	6.45	5.0
76350	pass3_cone	12098	45039	13	UNL	12098	1	0.56	4.14	82.6	14.84	1.45	5.0
76350	pass3_cone	12098	47041	13	UNL	12098	1	1.2	9.95	21.5	17.22	9.39	5.0
76350	pass3_cone	12098	49043	11	UNL	12098	1	2.11	19.98	36.44	17.39	22.12	5.0
76350	pass3_cone	12098	62056	13	UNL	12098	1	2.48	18.42	65.2	29.17	14.89	5.0
76350	pass3_cone	12098	65059	11	UNL	12098	1	2.26	13.6	48.12	24.0	10.32	5.0
76350	pass3_cone	12098	66060	13	UNL	12098	1	0.54	29.32	29.08	40.25	25.55	5.0
76350	pass3_cone	12098	67061	13	UNL	12098	1	0.32	18.66	26.55	26.31	16.53	5.0
76350	pass3_cone	12098	68062	13	UNL	12098	1	1.76	10.4	52.73	21.28	6.45	5.0
76350	pass3_cone	12098	70064	11	UNL	12098	1	1.25	21.14	25.06	32.04	17.15	5.0
76350	pass3_cone	12098	72067	11	UNL	12098	1	2.53	24.33	66.2	14.73	28.37	5.0
76350	pass3_cone	12098	72068	11	UNL	12098	1	3.66	26.15	66.07	16.49	30.19	5.0
76350	pass3_cone	12098	96080	2212	UNL	12098	1	3.5	4.26	83.05	13.2	4.33	5.0
76350	pass3_cone	12098	100084	11	UNL	12098	1	4.45	10.54	31.15	21.25	6.48	5.0
76350	pass3_cone	12098	104095	11	UNL	12098	1	4.17	26.22	35.86	36.71	22.41	5.0
180801	pass3_cone	15083	82044	13	UNL	15083	1	0.76	8.04	32.04	8.04	9.42	0.0
180801	pass3_cone	15083	113072	11	UNL	15083	1	8.66	22.08	43.86	22.08	22.41	0.0
180801	pass3_cluster_map	15083	113063	11	UNL	15083	1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
180801	pass3_cluster_map	15083	113071	11	UNL	15083	1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
180801	pass3_cluster_map	15083	113073	11	UNL	15083	1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
180801	pass3_cluster_map	15083	113074	11	UNL	15083	1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
180801	pass3_cluster_map	15083	113075	11	UNL	15083	1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
285567	pass3_cone	8107	75059	13	UNL	8107	1	2.16	13.28	15.55	13.28	13.28	0.0
285567	pass3_cone	8107	89073	13	UNL	8107	1	1.38	5.28	23.33	5.28	9.39	0.0
285567	pass3_cone	8107	118081	11	UNL	8107	1	1.74	16.74	13.56	16.74	19.94	0.0
285567	pass3_cluster_map	8016	8015	13	UNL	8016	1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
37112	pass3_cone	84074	35016	13	UNL	84074	1	0.17	14.47	47.19	14.47	14.92	0.0
37112	pass3_cone	84074	36017	13	UNL	84074	1	0.32	17.75	24.85	17.75	14.67	0.0
37112	pass3_cone	84070	38019	13	UNL	38019	0	0.95	24.97	71.95	24.97	24.97	0.0
37112	pass3_cone	84074	68051	11	UNL	84074	1	2.9	17.25	44.75	17.25	21.82	0.0
37112	pass3_cone	84074	85072	11	UNL	84074	1	14.17	11.95	27.03	11.95	7.4	0.0
399860	pass3_cone	17062	17015	11	UNL	17062	1	9.57	5.01	34.35	7.88	5.01	5.0
399860	pass3_cone	17062	54067	11	UNL	17062	1	1.43	13.8	92.07	16.43	13.03	5.0
399860	pass3_cone	17062	60073	13	UNL	17062	1	0.58	11.38	53.12	12.99	12.06	5.0
399860	pass3_cone	17062	61074	13	UNL	17062	1	0.66	8.84	74.62	6.37	8.73	5.0
399860	pass3_cone	17062	62075	11	UNL	17062	1	0.62	8.69	42.78	5.74	8.65	5.0
399860	pass3_cone	17062	63076	13	UNL	17062	1	0.23	16.16	34.34	12.6	16.0	5.0
399860	pass3_cone	17062	64077	13	UNL	17062	1	0.35	9.02	69.15	5.48	8.71	5.0
399860	pass3_cone	17062	67085	13	UNL	17062	1	1.69	14.28	81.35	15.84	13.62	5.0
399860	pass3_cone	17062	67086	11	UNL	17062	1	11.53	10.77	72.57	11.63	10.1	5.0
399860	pass3_cone	17062	68096	11	UNL	17062	1	11.67	5.73	61.75	8.37	5.1	5.0
399860	pass3_cone	17062	68101	11	UNL	17062	1	1.87	8.27	70.25	8.62	7.61	5.0
399860	pass3_cone	17062	68102	11	UNL	17062	1	6.93	2.34	45.67	6.13	1.79	5.0
399860	pass3_cone	17062	68105	11	UNL	17062	1	4.27	3.54	44.75	7.76	3.97	5.0
399860	pass3_cone	17062	68107	11	UNL	17062	1	16.37	2.1	43.88	6.71	1.89	5.0
399860	pass3_cone	17062	68110	11	UNL	17062	1	19.32	2.34	45.67	6.13	0.79	5.0
399860	pass3_cone	17062	69111	11	UNL	17062	1	10.5	14.21	43.36	13.13	12.46	5.0
399860	pass3_cone	17062	70112	11	UNL	17062	1	7.96	3.32	61.22	5.5	0.79	5.0
399860	pass3_cone	17062	71113	13	UNL	17062	1	0.91	10.35	60.86	14.75	9.49	5.0
399860	pass3_cone	17062	72114	2212	UNL	17062	1	1.53	8.93	51.48	13.54	8.99	5.0
399860	pass3_cone	17062	73116	11	UNL	17062	1	5.02	3.84	82.7	6.61	1.2	5.0
399860	pass3_cone	17062	73117	211	UNL	17062	1	1.43	4.49	82.54	6.73	1.85	5.0
399860	pass3_cone	17062	73118	11	UNL	17062	1	3.6	3.4	83.37	6.29	0.76	5.0
399860	pass3_cone	17062	74119	11	UNL	17062	1	1.91	1.54	97.05	5.73	3.83	5.0
399860	pass3_cone	17062	75120	2212	UNL	17062	1	0.37	0.2	95.2	4.81	2.61	5.0
399860	pass3_cone	17062	76122	13	UNL	17062	1	4.96	8.66	81.05	12.23	10.54	5.0
56982	pass3_cone	22028	51050	13	UNL	51050	0	1.74	7.37	94.72	7.37	7.37	0.0
56982	pass3_cone	22118	53052	13	UNL	22118	1	0.35	19.12	69.15	19.12	17.0	0.0
56982	pass3_cone	22118	54053	13	UNL	22118	1	0.24	11.5	68.74	11.5	9.36	0.0
56982	pass3_cone	22028	55054	13	UNL	55054	0	0.28	23.64	55.02	23.64	23.64	0.0
56982	pass3_cone	22119	56055	13	UNL	22119	1	0.02	0.44	66.26	0.44	1.17	0.0
56982	pass3_cone	22119	58057	13	UNL	22119	1	0.34	6.41	47.83	6.41	5.6	0.0
56982	pass3_cone	22118	59058	11	UNL	22118	1	1.74	0.8	41.79	0.8	2.0	0.0
56982	pass3_cone	22116	60059	13	UNL	22116	1	0.56	4.65	76.32	4.65	6.08	0.0
56982	pass3_cone	22119	61060	13	UNL	22119	1	0.47	4.75	44.9	4.75	4.97	0.0
56982	pass3_cone	22116	62061	13	UNL	22116	1	0.42	7.22	64.51	7.22	3.3	0.0
56982	pass3_cone	22033	65064	2212	UNL	22033	1	0.9	7.24	26.13	7.24	7.24	0.0
56982	pass3_cone	22046	68067	13	UNL	22046	1	0.58	23.89	21.01	23.89	26.51	0.0
56982	pass3_cone	22119	83089	11	UNL	22119	1	3.31	3.84	93.84	3.84	2.78	0.0
56982	pass3_cone	22119	83090	11	UNL	22119	1	4.26	1.57	91.0	1.57	0.79	0.0
56982	pass3_cone	22118	84091	11	UNL	22118	1	4.3	19.64	42.12	19.64	17.59	0.0
56982	pass3_cone	22119	85096	11	UNL	22119	1	5.25	5.58	41.11	5.58	5.67	0.0
56982	pass3_cone	22119	86100	11	UNL	22119	1	1.42	4.73	30.96	4.73	3.58	0.0
56982	pass3_cone	22119	86101	11	UNL	22119	1	2.78	4.73	30.96	4.73	3.26	0.0
56982	pass3_cone	22119	86102	11	UNL	22119	1	1.17	3.69	30.08	3.69	3.16	0.0
56982	pass3_cone	22118	86103	11	UNL	22118	1	4.06	4.71	26.64	4.71	12.74	0.0
56982	pass3_cone	22119	86104	11	UNL	22119	1	7.41	3.69	30.08	3.69	2.98	0.0
56982	pass3_cone	22119	86105	11	UNL	22119	1	4.36	4.73	30.96	4.73	2.07	0.0
56982	pass3_cone	22118	89108	13	UNL	22118	1	0.57	9.21	44.39	9.21	7.82	0.0
56982	pass3_cone	22118	90109	13	UNL	22118	1	3.46	6.08	22.57	6.08	0.65	0.0
10550	pass3_cone	7036	7018	11	UNL	7036	1	3.28	5.34	30.74	5.48	9.22	0.0
10550	pass3_cone	7036	28042	13	UNL	7036	1	0.41	19.39	65.53	17.73	19.01	0.0
10550	pass3_cone	7036	29043	13	UNL	7036	1	0.7	22.0	68.69	20.41	21.99	0.0
10550	pass3_cone	7036	30044	13	UNL	7036	1	0.73	22.36	42.74	21.85	25.17	0.0
10550	pass3_cone	7036	31045	13	UNL	7036	1	0.26	12.9	61.76	11.42	9.8	0.0
10550	pass3_cone	7036	32046	2212	UNL	7036	1	1.02	16.27	63.03	15.27	12.66	0.0
10550	pass3_cone	7036	33047	13	UNL	7036	1	0.49	5.08	56.5	5.06	2.24	0.0
10550	pass3_cone	7036	34048	11	UNL	7036	1	1.55	6.47	58.81	5.71	2.83	0.0
10550	pass3_cone	7036	35049	13	UNL	7036	1	0.36	3.21	59.14	3.56	1.81	0.0
10550	pass3_cone	7036	36050	13	UNL	7036	1	0.41	9.73	74.06	8.39	10.71	0.0
10550	pass3_cone	7036	37051	11	UNL	7036	1	0.95	1.77	120.34	1.41	4.52	0.0
10550	pass3_cone	7036	38052	13	UNL	7036	1	0.39	7.71	112.14	6.1	7.85	0.0
10550	pass3_cone	7036	39053	11	UNL	7036	1	0.65	11.8	77.06	13.37	12.63	0.0
10550	pass3_cone	7036	41055	2212	UNL	7036	1	1.92	22.61	69.82	23.09	20.18	0.0
10550	pass3_cone	7036	43057	2212	UNL	7036	1	0.48	12.32	95.32	11.21	13.77	0.0
10550	pass3_cone	7036	47061	2212	UNL	7036	1	0.36	24.13	72.41	22.67	20.83	0.0
10550	pass3_cone	7036	48062	11	UNL	7036	1	3.8	12.38	49.53	12.12	8.96	0.0
10550	pass3_cone	7036	49067	11	UNL	7036	1	2.49	11.43	61.98	9.81	11.58	0.0
10550	pass3_cone	7036	49068	2212	UNL	7036	1	8.45	8.74	47.37	7.02	8.37	0.0
10550	pass3_cone	7036	49071	13	UNL	7036	1	7.84	9.5	55.39	7.81	8.28	0.0
10550	pass3_cone	7036	58078	11	UNL	7036	1	2.45	4.06	51.83	2.32	3.1	0.0
10550	pass3_cone	7036	60080	11	UNL	7036	1	0.7	6.92	123.1	8.17	11.13	0.0
10550	pass3_cone	7036	61081	13	UNL	7036	1	0.34	2.11	131.71	3.67	6.39	0.0
10550	pass3_cone	7036	63083	13	UNL	7036	1	1.92	12.58	68.8	10.93	10.63	0.0
10550	pass3_cone	7036	64092	11	UNL	7036	1	6.24	9.49	88.59	7.97	8.4	0.0
10550	pass3_cone	7036	64096	13	UNL	7036	1	4.77	9.49	88.59	7.97	8.4	0.0
10550	pass3_cone	7036	65098	2212	UNL	7036	1	1.08	3.92	105.1	2.3	3.64	0.0
10550	pass3_cone	7036	65099	11	UNL	7036	1	4.62	4.12	106.11	2.5	3.76	0.0
10550	pass3_cone	7036	49100	0	UNL	7036	1	2.74	10.05	59.93	8.48	8.7	0.0
111412	pass3_cone	18061	55036	13	UNL	18061	1	0.41	11.08	66.9	11.08	6.05	0.0
111412	pass3_cone	18061	57038	11	UNL	18061	1	0.98	12.49	56.04	12.49	5.6	0.0
111412	pass3_cone	18061	58039	11	UNL	18061	1	2.12	10.81	59.5	10.81	6.52	0.0
111412	pass3_cone	18061	59040	13	UNL	18061	1	1.71	5.13	64.7	5.13	2.69	0.0
111412	pass3_cone	18061	62043	13	UNL	18061	1	0.63	11.79	29.63	11.79	15.35	0.0
111412	pass3_cone	18061	63044	13	UNL	18061	1	0.38	5.08	53.62	5.08	11.88	0.0
111412	pass3_cone	18061	67049	211	UNL	18061	1	2.2	6.49	46.74	6.49	6.54	0.0
111412	pass3_cone	18061	67050	13	UNL	18061	1	4.26	8.88	44.79	8.88	2.22	0.0
111412	pass3_cone	18061	67051	11	UNL	18061	1	6.43	8.88	44.79	8.88	2.12	0.0
111412	pass3_cone	18061	75056	11	UNL	18061	1	3.29	5.57	39.83	5.57	6.56	0.0
111412	pass3_cone	18061	75057	11	UNL	18061	1	5.47	5.3	35.44	5.3	5.1	0.0
116962	pass3_cone	21072	52026	13	UNL	21072	1	0.48	4.12	41.18	4.12	2.32	0.0
116962	pass3_cone	21070	53027	11	UNL	21070	1	1.08	9.85	31.41	10.24	9.85	5.0
116962	pass3_cone	21070	54028	13	UNL	21070	1	0.2	17.7	31.02	18.26	16.54	5.0
116962	pass3_cone	21070	56032	13	UNL	21070	1	3.03	23.86	7.59	28.97	23.37	5.0
116962	pass3_cone	21072	57033	11	UNL	21072	1	3.88	3.39	30.91	3.39	5.49	0.0
116962	pass3_cone	21073	59040	13	UNL	21073	1	1.11	14.89	62.23	13.14	14.89	5.0
116962	pass3_cone	21073	60041	13	UNL	21073	1	0.3	29.25	28.46	27.31	29.25	5.0
116962	pass3_cone	21072	62043	2212	UNL	21072	1	1.01	13.04	19.82	13.04	14.4	0.0
116962	pass3_cone	21072	21074	0	UNL	21072	1	4.35	4.59	4.97	4.59	5.26	0.0
122660	pass3_cone	9110	9005	11	UNL	9110	1	4.56	19.24	36.9	19.24	3.3	0.0
122660	pass3_cone	9110	25027	13	UNL	9110	1	0.39	19.95	63.45	19.95	8.04	0.0
122660	pass3_cone	9110	26028	2212	UNL	9110	1	0.39	16.34	56.99	16.34	9.89	0.0
122660	pass3_cone	9110	41043	13	UNL	9110	1	0.26	22.86	70.32	22.86	7.47	0.0
122660	pass3_cone	9110	42044	2212	UNL	9110	1	1.05	15.49	37.64	15.49	9.91	0.0
122660	pass3_cone	9110	43045	13	UNL	9110	1	0.6	6.85	26.4	6.85	9.67	0.0
122660	pass3_cone	9110	44046	13	UNL	9110	1	1.49	24.7	78.49	24.7	9.54	0.0
122660	pass3_cone	9110	46048	11	UNL	9110	1	1.95	21.7	41.04	21.7	8.54	0.0
122660	pass3_cone	9110	52058	11	UNL	9110	1	2.35	23.85	72.55	23.85	7.44	0.0
122660	pass3_cone	9110	57076	11	UNL	9110	1	21.37	11.22	42.8	11.22	13.65	0.0
122660	pass3_cone	9110	57078	11	UNL	9110	1	1.62	17.22	54.46	17.22	4.9	0.0
122660	pass3_cone	9110	57080	11	UNL	9110	1	4.81	17.22	54.46	17.22	4.72	0.0
122660	pass3_cone	9110	57082	13	UNL	9110	1	2.5	21.32	55.2	21.32	8.18	0.0
122660	pass3_cone	9110	57083	13	UNL	9110	1	2.36	23.11	55.88	23.11	10.23	0.0
122660	pass3_cone	9110	57086	11	UNL	9110	1	17.09	18.99	43.39	18.99	2.85	0.0
122660	pass3_cone	9110	57087	2212	UNL	9110	1	2.94	18.52	40.55	18.52	1.16	0.0
122660	pass3_cone	9110	57088	13	UNL	9110	1	2.76	21.72	43.04	21.72	4.74	0.0
122660	pass3_cone	9110	58089	11	UNL	9110	1	11.1	13.64	51.3	13.64	6.36	0.0
122660	pass3_cone	9110	59095	11	UNL	9110	1	2.29	18.52	58.22	18.52	2.16	0.0
122660	pass3_cone	9110	59097	11	UNL	9110	1	5.92	18.2	58.23	18.2	2.28	0.0
122660	pass3_cone	9110	59098	11	UNL	9110	1	2.47	14.19	60.59	14.19	4.57	0.0
122660	pass3_cone	9110	59100	11	UNL	9110	1	3.2	18.24	57.63	18.24	0.81	0.0
122660	pass3_cone	9110	59101	11	UNL	9110	1	5.14	23.31	59.29	23.31	6.6	0.0
122660	pass3_cone	9110	59102	11	UNL	9110	1	4.22	20.16	58.27	20.16	2.99	0.0
122660	pass3_cone	9110	59103	11	UNL	9110	1	6.94	20.65	59.04	20.65	4.52	0.0
122660	pass3_cone	9110	64108	13	UNL	9110	1	0.44	12.54	40.35	12.54	7.2	0.0
122660	pass3_cluster_map	9110	52054	11	UNL	9110	1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
122660	pass3_cluster_map	9110	52059	11	UNL	9110	1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
122660	pass3_cluster_map	9110	52060	11	UNL	9110	1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
122660	pass3_cluster_map	9110	52061	11	UNL	9110	1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
122660	pass3_cluster_map	9110	57085	11	UNL	9110	1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
131357	pass3_cone	12014	12012	11	UNL	12014	1	3.69	3.6	48.19	4.0	3.63	0.0
131357	pass3_cone	12014	12018	11	UNL	12014	1	6.59	1.78	42.28	1.9	1.82	0.0
131357	pass3_cone	12014	12026	11	UNL	12014	1	7.01	8.13	10.39	7.8	8.44	0.0
131357	pass3_cone	12014	12030	11	UNL	12014	1	7.1	1.78	42.28	3.17	1.74	0.0
131357	pass3_cone	12014	12032	11	UNL	12014	1	2.71	1.73	39.76	3.0	1.31	0.0
131357	pass3_cone	12014	12034	11	UNL	12014	1	6.95	1.78	42.28	3.17	1.2	0.0
131357	pass3_cone	12014	51036	13	UNL	12014	1	0.95	10.16	102.27	11.92	9.29	0.0
131357	pass3_cone	12014	52037	13	UNL	52037	0	0.52	3.55	143.62	1.99	4.32	0.0
131357	pass3_cone	12014	53038	11	UNL	12014	1	1.32	24.64	32.24	22.88	25.53	0.0
131357	pass3_cone	12014	56041	13	UNL	12014	1	0.31	18.43	27.62	18.14	18.75	0.0
131357	pass3_cone	12014	57042	2212	UNL	12014	1	0.29	8.37	42.44	7.03	8.67	0.0
131357	pass3_cone	12014	58043	13	UNL	12014	1	0.27	10.8	49.05	9.63	10.93	0.0
131357	pass3_cone	12014	59044	13	UNL	12014	1	0.63	8.66	45.67	7.29	8.64	0.0
131357	pass3_cone	12014	60045	11	UNL	12014	1	0.64	4.39	80.03	5.7	4.13	0.0
131357	pass3_cone	12014	102047	13	UNL	12014	1	2.57	5.24	50.89	6.96	5.15	0.0
131357	pass3_cone	12014	102054	211	UNL	12014	1	1.71	2.64	56.91	4.01	2.79	0.0
131357	pass3_cone	12014	102056	13	UNL	12014	1	5.58	4.73	53.37	6.48	4.43	0.0
131357	pass3_cone	12014	103058	13	UNL	12014	1	2.92	4.92	66.32	6.68	4.41	0.0
131357	pass3_cone	12014	104059	13	UNL	12014	1	2.38	7.58	65.37	9.34	7.1	0.0
131357	pass3_cone	12014	105060	11	UNL	12014	1	4.21	6.31	69.61	8.04	5.85	0.0
131357	pass3_cone	12014	106062	11	UNL	12014	1	3.46	6.81	57.36	8.54	6.28	0.0
131357	pass3_cone	12014	106063	11	UNL	12014	1	2.07	7.27	60.72	9.01	6.47	0.0
131357	pass3_cone	12014	107064	13	UNL	12014	1	3.38	6.7	59.38	8.45	5.91	0.0
131357	pass3_cone	12014	109066	11	UNL	12014	1	2.2	5.16	34.61	5.36	5.51	0.0
131357	pass3_cone	12014	110067	2212	UNL	12014	1	0.36	5.71	64.83	6.57	5.55	0.0
131357	pass3_cone	12014	111068	13	UNL	12014	1	3.67	7.87	99.29	9.63	7.03	0.0
131357	pass3_cone	12014	112069	13	UNL	12014	1	0.73	4.09	100.85	5.84	3.24	0.0
137238	pass3_cone	143057	7003	11	UNL	143057	1	3.51	10.13	12.86	10.13	10.13	0.0
137238	pass3_cone	143057	7005	11	UNL	143057	1	5.49	9.69	16.12	6.98	5.6	0.0
137238	pass3_cone	143057	7006	11	UNL	143057	1	7.55	0.57	13.22	2.33	3.53	0.0
137238	pass3_cone	143057	7007	13	UNL	7009	0	16.59	1.2	96.79	2.46	2.54	0.0
137238	pass3_cone	143057	7009	11	UNL	7009	0	2.82	0.35	96.14	2.58	2.77	0.0
137238	pass3_cone	143056	42014	11	UNL	143056	1	1.62	12.93	68.71	12.93	12.93	5.0
137238	pass3_cone	143056	44016	13	UNL	143056	1	0.17	15.75	90.93	15.75	15.75	5.0
137238	pass3_cone	143056	45017	13	UNL	143056	1	0.24	15.87	80.92	15.87	15.87	5.0
137238	pass3_cone	143056	46018	13	UNL	143056	1	2.08	18.68	75.83	18.68	18.68	5.0
137238	pass3_cone	143056	47019	13	UNL	143056	1	0.16	17.15	90.63	17.15	17.15	5.0
137238	pass3_cone	143056	48020	11	UNL	143056	1	2.44	24.23	21.28	24.23	24.23	5.0
137238	pass3_cone	143056	49021	13	UNL	143056	1	1.07	20.77	33.24	20.77	5.08	5.0
137238	pass3_cone	143056	51023	11	UNL	143056	1	1.39	19.42	78.56	19.42	5.92	5.0
137238	pass3_cone	143056	143042	11	UNL	143056	1	2.35	19.57	16.33	19.57	6.14	5.0
137238	pass3_cone	143056	145066	11	UNL	143056	1	12.35	16.88	45.93	16.88	3.7	5.0
137238	pass3_cone	143056	145067	13	UNL	143056	1	16.62	17.17	56.83	17.17	2.02	5.0
137238	pass3_cone	143056	145068	11	UNL	143056	1	10.9	17.17	56.83	17.17	1.52	5.0
137238	pass3_cluster_map	143056	143050	11	UNL	143056	1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
137238	pass3_cluster_map	143056	143058	11	UNL	143056	1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
138009	pass3_cone	12010	34026	11	UNL	12088	0	2.87	4.43	83.86	4.43	1.53	0.0
138009	pass3_cone	12010	35027	11	UNL	12088	0	3.28	8.46	56.23	8.46	10.96	0.0
138009	pass3_cone	12010	36028	11	UNL	12088	0	2.96	7.13	80.89	7.13	3.1	0.0
138009	pass3_cone	12010	37029	13	UNL	12088	0	0.36	4.01	92.12	4.01	2.37	0.0
138009	pass3_cone	12010	38030	13	UNL	12088	0	0.13	12.42	75.56	12.42	8.35	0.0
138009	pass3_cone	12010	42034	13	UNL	12088	0	0.06	6.59	89.29	6.59	5.18	0.0
138009	pass3_cone	12010	43035	13	UNL	12088	0	0.55	16.32	38.79	16.32	13.15	0.0
138009	pass3_cone	12010	44036	13	UNL	12088	0	0.78	14.64	30.13	14.64	12.54	0.0
138009	pass3_cone	12010	45037	13	UNL	12088	0	0.73	13.7	60.74	13.7	10.53	0.0
138009	pass3_cone	12010	46038	13	UNL	12088	0	0.3	7.42	54.98	7.42	8.19	0.0
138009	pass3_cone	12010	47039	2212	UNL	12088	0	0.85	14.76	51.09	14.76	12.1	0.0
138009	pass3_cone	12010	51044	11	UNL	12088	0	4.87	4.94	114.0	4.94	1.77	0.0
138009	pass3_cone	12010	52045	11	UNL	12088	0	5.0	14.8	48.3	14.8	10.36	0.0
138009	pass3_cone	12010	53046	11	UNL	12088	0	3.35	3.95	28.64	3.95	9.6	0.0
138009	pass3_cone	12010	54047	11	UNL	12088	0	3.56	11.98	77.59	11.98	6.76	0.0
138009	pass3_cone	12010	63055	13	UNL	12088	0	6.43	19.01	15.23	19.01	24.01	0.0
138009	pass3_cone	12010	64062	11	UNL	12088	0	1.68	3.76	47.06	3.76	1.22	0.0
138009	pass3_cone	12010	64063	11	UNL	12088	0	6.81	4.87	41.07	4.87	0.81	0.0
138009	pass3_cone	12010	66066	11	UNL	12088	0	8.07	5.69	55.31	5.69	2.22	0.0
138009	pass3_cone	12010	66073	11	UNL	12088	0	2.82	1.04	61.66	1.04	3.62	0.0
138009	pass3_cone	12010	66075	11	UNL	12088	0	4.23	3.67	59.87	3.67	3.48	0.0
138009	pass3_cone	12010	66076	11	UNL	12088	0	6.19	3.48	59.39	3.48	3.68	0.0
138009	pass3_cone	12010	66077	11	UNL	12088	0	4.13	6.2	58.27	6.2	3.76	0.0
138009	pass3_cone	12010	67078	11	UNL	12088	0	2.87	4.18	51.53	4.18	0.35	0.0
138009	pass3_cone	12010	68080	11	UNL	12088	0	11.62	5.97	101.36	5.97	1.81	0.0
138009	pass3_cone	12010	68082	11	UNL	12088	0	4.02	8.05	111.26	8.05	3.73	0.0
138009	pass3_cone	12010	69083	11	UNL	12088	0	8.79	9.47	114.14	9.47	5.15	0.0
163543	pass3_cone	14123	14031	11	UNL	14123	1	5.17	5.64	10.33	20.77	11.73	0.0
163543	pass3_cone	14131	18049	11	UNL	14131	1	2.63	1.13	152.25	1.13	3.01	0.0
163543	pass3_cone	14131	27050	13	UNL	14131	1	2.15	3.99	121.88	3.99	5.93	0.0
163543	pass3_cone	14131	28051	13	UNL	14131	1	0.33	8.99	89.48	8.99	4.86	0.0
163543	pass3_cone	14131	29052	13	UNL	14131	1	1.06	8.86	101.55	8.86	8.21	0.0
163543	pass3_cone	14131	30053	13	UNL	14131	1	0.86	14.32	72.28	14.32	11.09	0.0
163543	pass3_cone	14131	31054	13	UNL	14131	1	0.32	6.21	83.12	6.21	4.79	0.0
163543	pass3_cone	14127	32055	13	UNL	14127	1	1.31	23.73	52.13	23.73	21.78	0.0
163543	pass3_cone	14129	33056	11	UNL	14129	1	1.15	3.66	84.77	3.66	3.35	0.0
163543	pass3_cone	14131	34057	11	UNL	14131	1	3.59	3.38	76.07	3.38	7.2	0.0
163543	pass3_cone	14131	35058	13	UNL	14131	1	0.48	7.69	69.7	7.69	9.27	0.0
163543	pass3_cone	14131	36059	2212	UNL	14131	1	0.01	13.1	47.91	13.1	9.41	0.0
163543	pass3_cone	14127	37060	11	UNL	14127	1	1.03	20.56	43.89	20.56	12.24	0.0
163543	pass3_cone	14123	38061	13	UNL	14123	1	0.27	13.2	46.76	28.46	19.33	0.0
163543	pass3_cone	14123	39062	13	UNL	14123	1	0.31	22.3	42.28	35.48	25.42	0.0
163543	pass3_cone	14123	42065	13	UNL	14123	1	0.21	19.93	25.85	7.51	17.14	0.0
163543	pass3_cone	14126	46069	11	UNL	14126	1	1.64	18.46	30.06	18.46	17.04	0.0
163543	pass3_cone	14126	47070	11	UNL	14126	1	1.33	10.18	26.88	10.18	10.73	0.0
163543	pass3_cone	14129	49072	11	UNL	14129	1	1.48	16.32	17.82	16.32	16.3	0.0
163543	pass3_cone	14126	50073	13	UNL	14126	1	0.57	9.12	18.38	9.12	16.95	0.0
163543	pass3_cone	14126	51074	13	UNL	14126	1	1.07	17.21	23.68	17.21	25.78	0.0
163543	pass3_cone	14127	52075	13	UNL	14127	1	0.53	11.28	19.92	11.28	3.05	0.0
163543	pass3_cone	14129	53076	2212	UNL	14129	1	1.75	7.56	35.38	7.56	6.31	0.0
163543	pass3_cone	14126	54077	13	UNL	14126	1	0.31	24.51	40.76	24.51	28.14	0.0
163543	pass3_cone	14131	56079	13	UNL	14131	1	0.48	8.16	32.44	8.16	3.46	0.0
163543	pass3_cone	14131	57080	11	UNL	14131	1	0.81	15.67	34.41	15.67	12.89	0.0
163543	pass3_cone	14129	58081	11	UNL	14129	1	0.75	3.34	53.04	3.34	2.65	0.0
163543	pass3_cone	14127	59082	13	UNL	14127	1	0.09	22.67	38.18	22.67	11.48	0.0
163543	pass3_cone	14131	60083	11	UNL	14131	1	1.3	5.06	56.17	5.06	8.2	0.0
163543	pass3_cone	14131	61084	11	UNL	14131	1	0.64	14.08	42.19	14.08	9.38	0.0
163543	pass3_cone	14129	62085	11	UNL	14129	1	5.11	6.08	76.85	6.08	6.3	0.0
163543	pass3_cone	14131	64087	11	UNL	14131	1	3.87	15.17	29.75	15.17	16.04	0.0
163543	pass3_cone	14123	65088	11	UNL	14123	1	1.95	24.0	36.22	38.15	30.82	0.0
163543	pass3_cone	14123	66089	13	UNL	14123	1	0.1	13.19	31.6	28.9	17.84	0.0
