event	arm	seg	pdg	len_cm	med_dqdx_mip	cur	cur_nseg	cur_len_cm	owner	divert	pair_dis_cm	front_dis_cm	body_dis_cm	snap_dis_cm	angle_v1	angle_v2	tier	trk	seg_mark	marked_shower	verdict	label_tag
348691	work-pr123r1-dbg141v2-mcp1k	32029	13	1.53	0.643	50073	8	33.4	50073	0	40.47	32.42	21.46	21.46	5.08	4.83	1	1			correct	emscan-0828-agent5
348691	work-pr123r1-dbg141v2-mcp1k	42039	11	0.91	0.79	50073	9	35.0	50073	0	17.86	9.8	3.92	3.92	8.87	10.21	1	1			correct	emscan-0828-agent5
348691	work-pr123r1-dbg141v2-mcp1k	31028	13	0.22	1.197	49046	7	85.3	49046	0	39.44	32.88	13.72	13.72	21.51	28.17	1	1			correct	emscan-0828-agent5
348691	work-pr123r1-dbg141v2-mcp1k	15023	11	6.93	1.463	52089	4	18.0	52089	0	79.35	31.92	25.49	25.49	9.54	12.55	1	0			correct	emscan-0828-agent5
348691	work-pr123r1-dbg141v2-mcp1k	15024	11	8.93	1.145	52089	5	24.9	52089	0	86.1	38.6	0.0	32.09	9.36	11.44	1	1			correct	emscan-0828-agent5
348691	work-pr123r1-dbg141v2-mcp1k	55094	13	0.37	0.793	52089	6	33.8	52089	0	97.76	50.6	10.91	44.11	3.6	5.2	1	1			correct	emscan-0828-agent5
348691	work-pr123r1-dbg141v2-mcp1k	56095	13	0.34	0.927	52089	7	34.2	52089	0	99.03	53.06	8.91	46.84	2.02	12.19	1	1			correct	emscan-0828-agent5
348691	work-pr123r1-dbg141v2-mcp1k	57096	11	0.68	0.331	52089	8	34.5	52089	0	118.09	70.78	20.33	64.1	3.77	3.52	1	1			correct	emscan-0828-agent5
348691	work-pr123r1-dbg141v2-mcp1k	59098	11	7.74	1.097	52089	9	35.2	52089	0	69.41	21.32	5.83	14.56	10.48	8.21	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	67081	2212	0.37	1.751	37037	1	2.7	37037	0	114.01	97.77	95.66	95.66	6.62	5.84	3	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	70084	13	0.19	1.029	37037	2	3.1	37037	0	46.02	29.84	27.92	27.92	16.64	19.64	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	52048	11	0.72	0.717	19032	6	64.0	19032	0	112.79	45.52	19.24	19.24	10.1	11.78	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	54050	13	1.44	0.655	19032	7	64.8	19032	0	94.09	26.73	3.37	3.37	8.46	6.22	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	55051	11	0.63	0.438	19032	8	66.2	19032	0	95.39	30.06	9.73	9.73	4.47	18.46	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	57053	11	3.2	0.766	19032	9	66.8	19032	0	93.95	26.79	3.25	2.9	10.89	15.8	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	58055	11	9.31	0.478	19032	10	70.0	19032	0	104.72	37.5	7.3	11.85	9.41	10.92	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	58056	11	7.4	2.086	19032	11	79.3	19032	0	97.06	29.78	2.3	5.13	10.18	12.72	1	0			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	58057	11	6.21	0.738	19032	12	86.7	19032	0	103.25	35.84	0.0	9.42	9.01	8.06	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	58058	11	5.55	0.738	19032	13	92.9	19032	0	103.12	35.72	0.0	9.31	8.78	7.3	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	58059	11	4.85	0.805	19032	14	98.5	19032	0	105.39	38.08	1.15	11.95	10.08	12.87	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	59060	11	2.05	0.817	19032	15	103.3	19032	0	96.87	30.73	3.47	9.63	3.87	11.05	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	60073	11	3.1	1.319	19032	16	105.4	19032	0	90.42	24.14	3.06	3.06	4.44	11.38	1	0			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	60074	11	5.67	1.34	19032	17	108.5	19032	0	92.43	25.95	4.71	4.87	4.67	8.93	1	0			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	61075	13	1.62	1.312	19032	18	114.1	19032	0	109.58	42.53	8.69	15.92	13.21	19.08	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	63077	13	0.32	0.471	19032	19	115.8	19032	0	128.72	63.15	22.07	39.66	10.22	17.63	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	65079	2212	0.82	2.116	19032	20	116.1	19032	0	146.84	83.17	37.26	60.82	4.7	16.23	3	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	66080	11	1.4	0.583	19032	21	116.9	19032	0	168.73	105.7	23.57	83.3	7.0	17.17	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	68082	2212	0.38	1.645	19032	22	118.3	19032	0	124.24	59.65	20.48	37.85	3.16	15.21	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	69083	11	2.34	0.853	19032	23	118.7	19032	0	113.19	47.34	13.07	24.62	1.84	9.84	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	71085	13	0.56	0.881	19032	24	121.0	19032	0	106.73	40.4	7.19	17.39	3.34	7.39	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	72086	13	0.56	0.813	19032	25	121.6	19032	0	108.3	42.36	2.66	19.98	2.12	9.9	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	39039	13	0.94	1.212	43043	1	1.0	43043	0	106.11	40.02	39.01	39.01	27.21	3.0	4	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	42042	2212	0.42	1.58	43043	2	2.0	43043	0	120.22	56.44	17.35	55.43	23.33	5.26	1	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	45046	11	2.22	1.026	43043	3	2.4	43043	0	97.31	31.3	7.19	30.29	28.54	1.08	2	1			correct	emscan-0828-agent5
349549	work-pr123r1-dbg141v2-mcp1k	45047	11	2.67	1.026	43043	4	4.6	43043	0	99.14	33.02	0.0	32.01	28.4	0.8	2	1			correct	emscan-0828-agent5
359980	work-pr123r1-dbgA2-ncpi0	47057	13	2.81	1.122	21035	14	107.8	21035	0	50.63	27.71	7.63	7.63	8.11	8.93	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	48058	11	2.79	1.331	21035	15	110.6	21035	0	76.5	53.18	23.81	28.32	4.86	5.22	1	0				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	50060	13	1.53	1.19	21035	16	113.4	21035	0	114.12	91.19	40.48	67.02	10.81	11.07	3	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	52062	11	1.44	1.584	21035	17	114.9	21035	0	104.14	81.06	31.74	56.74	10.51	11.0	3	0				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	53063	13	0.46	1.454	21035	18	116.4	21035	0	92.5	69.2	12.61	44.44	7.23	7.66	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	58068	13	0.26	0.62	21035	19	116.8	21035	0	43.16	23.75	15.52	15.94	23.36	25.8	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	60073	11	3.91	1.722	21035	20	117.1	21035	0	77.53	54.37	11.36	30.03	8.39	9.0	1	0				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	61074	13	0.57	1.404	21035	21	121.0	21035	0	109.68	86.2	16.63	61.09	4.07	4.2	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	62075	13	0.28	0.727	21035	22	121.6	21035	0	94.53	71.04	13.97	45.85	1.85	1.78	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	63076	11	4.2	1.737	21035	23	121.9	21035	0	86.42	62.92	5.73	37.69	0.28	0.18	1	0				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	64077	13	0.56	1.46	21035	24	126.1	21035	0	69.67	46.39	7.9	21.75	5.88	6.42	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	65078	2212	0.65	1.865	21035	25	126.6	21035	0	21.0	3.17	2.01	2.01	5.11	5.42	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	66079	11	3.01	1.787	21035	26	127.3	21035	0	39.48	16.24	2.3	2.3	4.12	4.78	1	0				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	67080	11	3.23	1.433	21035	27	130.3	21035	0	39.26	16.07	2.26	2.26	4.73	5.17	1	0				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	68081	13	0.3	0.982	21035	28	133.5	21035	0	35.27	11.87	3.08	3.08	4.67	5.16	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	71084	13	0.17	0.865	21035	29	133.8	21035	0	51.74	28.47	6.04	6.04	6.52	7.27	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	72085	13	0.19	1.415	21035	30	134.0	21035	0	52.59	29.14	2.87	4.83	3.96	4.44	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	73086	13	0.91	0.512	21035	31	134.2	21035	0	75.91	52.46	6.45	27.37	2.55	2.57	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	76093	13	0.33	0.912	21035	32	135.1	21035	0	63.69	40.31	13.08	15.81	5.08	5.16	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	77094	2212	0.21	1.762	21035	33	135.4	21035	0	74.98	51.49	7.69	26.4	3.5	3.74	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	78095	11	4.37	1.134	21035	34	135.6	21035	0	50.66	27.3	3.85	3.85	3.58	4.11	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	79096	11	0.63	2.854	21035	35	140.0	21035	0	68.62	45.12	6.24	19.91	1.86	2.09	1	0				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	80102	11	2.06	1.398	21035	36	140.6	21035	0	63.01	39.52	4.0	14.33	2.03	2.34	1	0				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	80103	11	7.21	1.053	21035	37	142.7	21035	0	58.17	34.7	4.85	9.75	2.25	2.16	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	81104	13	0.49	0.712	21035	38	149.9	21035	0	63.8	40.39	4.27	15.39	2.8	3.11	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	56066	13	0.35	0.968	75089	2	25.4	75089	0	54.02	20.87	7.82	7.82	12.81	19.47	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	57067	11	0.86	0.666	75089	3	25.7	75089	0	51.84	18.94	3.69	6.69	12.09	20.94	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	59069	11	0.73	1.244	75089	4	26.6	75089	0	48.22	15.73	3.97	7.94	14.62	29.73	1	1				emscan-0827
359980	work-pr123r1-dbgA2-ncpi0	74087	2212	0.34	1.637	75089	5	27.3	75089	0	61.64	28.31	7.91	7.91	6.95	5.17	1	1				emscan-0827
386948	work-pr123r1-dbg141v2-mcp1k	65021	11	0.99	0.562	86045	1	1.9	86045	0	50.12	33.1	31.28	31.28	9.86	9.44	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	87047	13	2.01	1.068	86045	2	2.8	86045	0	28.56	11.28	9.73	9.73	21.3	28.8	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	87051	11	4.28	0.582	86045	3	4.9	86045	0	30.21	12.82	0.0	11.17	19.39	23.33	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	88052	11	16.45	0.989	86045	4	9.1	86045	0	23.98	6.54	4.84	4.84	17.05	18.53	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	90055	13	27.84	0.97	86045	5	25.6	86045	0	43.19	26.17	5.83	24.48	21.33	28.07	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	93066	11	8.87	1.038	86045	6	53.4	86045	0	74.52	58.06	25.16	56.26	10.82	13.48	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	93068	2212	10.1	1.892	86045	7	62.3	86045	0	59.72	42.72	9.32	40.91	10.18	10.21	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	93069	11	7.96	2.52	86045	8	72.4	86045	0	68.23	51.55	0.0	49.73	9.67	11.44	1	0			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	93070	2212	2.88	1.762	86045	9	80.3	86045	0	67.1	50.27	0.0	48.47	10.91	12.09	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	93071	11	4.64	1.503	86045	10	83.2	86045	0	74.52	58.06	0.0	56.26	10.82	13.48	1	0			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	93072	11	2.2	1.295	86045	11	87.9	86045	0	77.03	60.46	0.0	58.66	11.29	13.43	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	93073	11	5.72	0.782	86045	12	90.1	86045	0	77.03	60.46	0.0	58.66	11.29	13.43	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	94074	11	0.91	1.883	86045	13	95.8	86045	0	87.57	71.56	6.89	69.78	12.6	16.17	1	0			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	16003	11	6.11	0.465	91060	1	6.6	91060	0	74.59	33.85	28.77	28.77	23.34	28.77	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	16006	11	10.59	1.632	91060	2	12.7	91060	0	74.89	34.53	0.0	29.3	20.91	25.59	1	0			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	16008	11	5.61	1.086	91060	3	23.3	91060	0	76.81	37.79	0.0	32.51	17.54	24.36	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	16010	11	5.55	1.202	91060	4	28.9	91060	0	76.81	37.79	0.0	32.51	17.54	24.36	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	16012	11	9.7	0.946	91060	5	34.5	91060	0	80.63	42.67	0.0	37.37	15.44	24.25	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	16013	11	15.81	0.82	91060	6	44.2	91060	0	76.81	37.79	0.0	32.51	17.54	24.36	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	16014	11	5.14	1.097	91060	7	60.0	91060	0	80.63	42.67	0.0	37.37	15.44	24.25	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	16016	11	3.83	1.293	91060	8	65.1	91060	0	83.52	47.15	0.0	41.9	12.8	25.28	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	71027	13	0.45	0.944	91060	9	69.0	91060	0	92.44	54.04	5.48	48.51	14.23	19.97	1	1			correct	emscan-0828-agent5
386948	work-pr123r1-dbg141v2-mcp1k	78037	11	0.9	0.696	79039	2	14.5	79039	0	137.04	18.3	8.76	8.76	41.6	17.29	2	1			correct	emscan-0828-agent5
389538	work-pr123r1-dbgA2-nuecc48	67075	13	1.24	0.467	19021	3	103.9	19021	0	233.8	17.92	15.76	15.76	9.18	5.68	1	1				emscan-0827
389538	work-pr123r1-dbgA2-nuecc48	71079	13	0.44	1.382	19021	4	105.1	19021	0	230.37	6.53	6.19	6.19	11.66	2.35	1	1				emscan-0827
389538	work-pr123r1-dbgA2-nuecc48	75083	13	2.35	1.192	19021	5	105.5	19021	0	264.9	40.56	33.69	39.44	11.39	7.36	3	1				emscan-0827
389538	work-pr123r1-dbgA2-nuecc48	57062	11	1.97	1.222	64069	1	2.7	64069	0	225.7	32.25	32.25	32.25	39.61	9.62	2	1				emscan-0827
389538	work-pr123r1-dbgA2-nuecc48	61066	13	0.37	0.711	64069	2	4.7	64069	0	209.41	11.57	11.57	11.57	42.82	6.68	2	1				emscan-0827
389538	work-pr123r1-dbgA2-nuecc48	66074	11	0.64	0.725	74082	1	2.9	74082	0	262.39	45.9	43.09	43.09	42.01	9.38	4	1				emscan-0827
389538	work-pr123r1-dbgA2-nuecc48	76084	13	1.14	1.04	74082	2	3.6	74082	0	239.01	18.51	15.73	15.73	45.44	13.16	2	1				emscan-0827
392901	work-pr123r1-dbg141v2-mcp2k	90020	13	0.15	1.271	127030	2	57.6	127030	0	130.44	55.46	55.46	55.46	8.88	7.88	4	1			not an EM shower	emscan-0828-agent5
392901	work-pr123r1-dbg141v2-mcp2k	91021	13	0.5	1.346	127030	3	57.8	127030	0	146.71	74.69	30.54	74.69	5.06	7.21	3	1			not an EM shower	emscan-0828-agent5
393212	work-pr123r1-dbg141v2-mcp1k	34015	11	2.12	1.25	6009	9	48.6	6009	0	32.65	5.42	2.85	2.85	2.4	29.63	1	1			correct	emscan-0828-agent5
393212	work-pr123r1-dbg141v2-mcp1k	36017	13	0.24	0.665	6009	10	50.7	6009	0	62.22	33.84	13.56	13.56	14.74	21.77	1	1			correct	emscan-0828-agent5
393212	work-pr123r1-dbg141v2-mcp1k	37018	2212	0.5	2.291	6009	11	51.0	6009	0	64.47	35.86	7.44	14.21	11.16	16.51	1	1			correct	emscan-0828-agent5
393212	work-pr123r1-dbg141v2-mcp1k	38019	13	0.69	0.771	6009	12	51.5	6009	0	95.2	66.15	33.65	42.0	10.51	12.47	3	1			correct	emscan-0828-agent5
393212	work-pr123r1-dbg141v2-mcp1k	39020	13	0.2	0.686	6009	13	52.2	6009	0	104.8	75.87	11.96	51.6	11.07	13.23	1	1			correct	emscan-0828-agent5
393212	work-pr123r1-dbg141v2-mcp1k	40021	2212	0.03	1.791	6009	14	52.4	6009	0	94.68	65.88	16.22	43.03	10.26	12.96	1	1			correct	emscan-0828-agent5
393212	work-pr123r1-dbg141v2-mcp1k	41022	11	2.64	0.923	6009	15	52.4	6009	0	101.47	72.4	16.09	48.33	2.41	2.95	1	1			correct	emscan-0828-agent5
393212	work-pr123r1-dbg141v2-mcp1k	55036	13	0.47	0.466	6009	16	55.0	6009	0	58.98	29.81	6.78	6.78	3.28	2.01	1	1			correct	emscan-0828-agent5
393212	work-pr123r1-dbg141v2-mcp1k	56037	13	0.3	0.805	6009	17	55.5	6009	0	84.52	55.35	11.27	31.05	7.97	9.19	1	1			correct	emscan-0828-agent5
393212	work-pr123r1-dbg141v2-mcp1k	57038	13	0.33	0.907	6009	18	55.8	6009	0	90.63	61.41	6.72	37.12	5.77	5.96	1	1			correct	emscan-0828-agent5
393212	work-pr123r1-dbg141v2-mcp1k	82040	11	2.49	0.709	6009	19	56.1	6009	0	51.32	22.68	2.67	2.67	8.76	15.55	1	1			correct	emscan-0828-agent5
393212	work-pr123r1-dbg141v2-mcp1k	82041	11	4.24	0.915	6009	20	58.6	6009	0	52.52	23.84	0.0	3.88	8.86	15.17	1	1			correct	emscan-0828-agent5
393505	work-pr123r1-dbg141v2-mcp2k	15003	11	4.2	1.006	63025	2	13.5	63025	0	74.37	13.36	11.36	11.36	9.06	10.54	1	1	TARGET	63025	over-clustered	emscan-0828-agent5
393505	work-pr123r1-dbg141v2-mcp2k	15013	13	108.45	1.016	63025	3	17.7	63025	0	74.37	13.36	0.56	12.02	9.06	10.54	1	1	OUT	63025	over-clustered	emscan-0828-agent5
394532	work-pr123r1-dbgA2-mcp1k	25005	13	0.28	1.152	8003	1	7.6	8003	0	27.55	18.67	18.67	18.67	23.47	22.11	1	1				emscan-0827
394532	work-pr123r1-dbgA2-mcp1k	28008	2212	0.31	1.822	8003	2	7.9	8003	0	55.62	46.71	33.27	46.71	12.68	10.75	1	1				emscan-0827
394532	work-pr123r1-dbgA2-mcp1k	29009	11	1.41	0.558	8003	3	8.2	8003	0	91.47	83.21	38.47	83.21	10.72	11.31	3	1				emscan-0827
394532	work-pr123r1-dbgA2-mcp1k	30010	2212	0.43	1.544	8003	4	9.6	8003	0	76.74	68.12	21.29	68.12	16.52	15.77	1	1				emscan-0827
394532	work-pr123r1-dbgA2-mcp1k	31011	11	2.5	1.705	8003	5	10.1	8003	0	82.31	73.07	19.1	73.07	18.57	16.97	1	0				emscan-0827
394532	work-pr123r1-dbgA2-mcp1k	32012	13	0.25	0.754	8003	6	12.6	8003	0	94.79	85.74	12.69	85.74	17.85	16.63	1	1				emscan-0827
394532	work-pr123r1-dbgA2-mcp1k	33013	13	6.41	1.123	8003	7	12.8	8003	0	87.73	79.07	12.44	79.07	20.47	19.69	1	1				emscan-0827
394532	work-pr123r1-dbgA2-mcp1k	38014	11	3.91	1.175	8003	8	19.2	8003	0	9.11	1.99	1.87	1.87	30.4	15.11	2	1				emscan-0827
394532	work-pr123r1-dbgA2-mcp1k	40031	11	2.73	0.735	8003	9	23.1	8003	0	35.51	26.37	15.19	26.37	17.64	14.15	1	1				emscan-0827
394532	work-pr123r1-dbgA2-mcp1k	40033	11	4.64	0.924	8003	10	25.9	8003	0	31.53	22.66	0.0	22.66	17.69	14.42	1	1				emscan-0827
395870	work-pr123r1-dbg141v2-mcp2k	47012	13	0.33	0.728	64033	4	19.9	64033	0	18.92	13.33	9.67	9.67	13.63	6.88	1	1			correct	emscan-0828-agent5
395870	work-pr123r1-dbg141v2-mcp2k	48013	11	0.97	0.641	64033	5	20.2	64033	0	42.7	37.73	24.75	34.07	1.28	5.77	1	1			correct	emscan-0828-agent5
396037	work-pr123r1-dbg141v2-mcp2k	63015	2212	2.09	5.845	69026	5	18.7	69026	0	33.74	19.48	15.0	15.0	11.68	18.19	1	1	TARGET	69026	under-clustered	emscan-0828-agent5
396222	work-pr123r1-dbgA2-mcp2k	96174	11	4.04	1.201	114219	2	4.6	114219	0	46.38	28.26	24.52	24.52	6.65	15.34	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	37113	13	0.87	1.162	129310	4	40.1	9059	1	52.83	30.88	12.68	12.68	10.68	15.08	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	41117	11	3.36	0.93	129310	4	40.1	129310	0	40.91	19.32	7.59	7.59	6.86	16.59	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	42118	11	0.69	0.538	129310	5	43.4	9059	1	62.69	40.78	22.39	22.39	12.62	16.62	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	44120	11	2.99	1.472	129310	5	43.4	129310	0	56.83	34.65	16.15	16.15	7.62	8.92	1	0				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	47123	11	0.9	0.542	129310	6	46.4	129310	0	56.06	34.45	11.88	17.99	5.32	12.63	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	48124	2212	0.91	1.626	129310	7	47.3	129310	0	98.86	77.88	44.06	60.68	9.62	14.58	3	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	51127	2212	0.75	1.925	129310	8	48.2	129310	0	62.57	40.34	9.02	21.49	4.85	3.91	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	61137	13	0.7	1.006	129310	9	49.0	129310	0	91.48	70.05	25.04	52.07	10.94	14.82	3	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	65141	2212	0.54	1.588	129310	10	49.7	129310	0	107.97	85.73	24.6	66.02	4.4	3.64	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	66142	13	1.17	1.038	129310	11	50.2	129310	0	72.52	51.37	23.55	30.55	23.26	29.91	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	74150	2212	1.57	1.661	129310	12	51.4	129310	0	96.54	75.46	15.96	57.69	11.53	16.1	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	100182	13	3.43	0.97	129310	13	53.0	129310	0	38.56	16.99	3.65	4.04	3.36	15.19	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	104186	13	0.13	1.225	129310	14	56.4	129310	0	109.23	88.23	18.88	70.84	13.46	17.52	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	113215	11	3.51	1.417	129310	15	56.5	129310	0	74.12	53.67	17.35	38.82	15.0	22.76	1	0				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	113216	11	2.45	1.446	129310	16	60.0	129310	0	72.28	52.05	0.0	37.76	15.95	24.39	1	0				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	113217	11	3.64	0.995	129310	17	62.5	129310	0	72.28	52.05	0.0	37.76	15.95	24.39	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128263	11	8.87	0.829	129310	18	66.1	129310	0	86.7	65.97	4.03	49.06	15.8	21.62	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128266	11	11.59	0.539	129310	19	75.0	129310	0	77.76	56.65	3.29	39.17	14.23	19.86	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128267	11	2.7	1.108	129310	20	86.6	129310	0	83.57	62.97	0.0	46.57	16.31	22.65	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128270	11	0.87	0.491	129310	21	89.3	129310	0	88.15	67.59	0.0	51.13	16.47	22.5	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128272	11	7.97	0.58	129310	22	90.2	129310	0	88.95	68.41	0.0	51.95	16.68	22.7	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128273	11	9.31	0.939	129310	23	98.1	129310	0	88.95	68.41	0.0	51.95	16.68	22.7	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128274	11	7.28	1.021	129310	24	107.4	129310	0	96.58	75.8	0.0	58.98	14.81	19.9	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128275	11	4.74	1.108	129310	25	114.7	129310	0	91.96	71.16	1.3	54.42	14.55	19.88	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128278	11	3.43	0.884	129310	26	119.4	129310	0	58.65	38.08	10.89	24.03	14.92	24.75	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128279	11	4.85	1.355	129310	27	122.9	129310	0	60.73	40.42	0.0	26.45	16.72	26.85	1	0				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128281	11	3.93	0.601	129310	28	127.7	129310	0	65.28	44.85	0.0	30.01	16.46	25.43	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128282	11	4.31	4.466	129310	29	131.6	129310	0	65.28	44.85	0.0	30.01	16.46	25.43	1	0				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128284	11	2.04	1.617	129310	30	136.0	129310	0	69.54	49.0	0.0	33.36	16.26	24.29	1	0				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128285	11	7.74	0.373	129310	31	138.0	129310	0	88.15	67.59	0.0	51.13	16.47	22.5	1	1				emscan-0827
396222	work-pr123r1-dbgA2-mcp2k	128286	11	3.36	0.668	129310	32	145.7	129310	0	85.93	65.35	0.0	48.81	16.67	22.84	1	1				emscan-0827
