event	arm	seg	pdg	len_cm	med_dqdx_mip	cur	cur_nseg	cur_len_cm	owner	divert	pair_dis_cm	front_dis_cm	body_dis_cm	snap_dis_cm	angle_v1	angle_v2	tier	trk	seg_mark	marked_shower	verdict	label_tag
172942	work-pr123r1-dbgA2-mcp1k	52009	13	0.36	0.389	71022	4	15.4	71022	0	89.55	4.31	3.96	3.96	19.33	13.15	1	1				emscan-0827
172942	work-pr123r1-dbgA2-mcp1k	53010	11	4.41	0.999	71022	5	15.8	71022	0	100.32	13.24	12.46	12.46	24.12	27.76	1	1				emscan-0827
172942	work-pr123r1-dbgA2-mcp1k	54012	11	3.66	0.965	71022	6	20.2	71022	0	116.01	28.37	13.15	26.85	21.93	19.2	1	1				emscan-0827
172942	work-pr123r1-dbgA2-mcp1k	54013	11	2.89	1.264	71022	7	23.9	71022	0	113.18	25.51	0.0	24.06	21.99	19.07	1	1				emscan-0827
172942	work-pr123r1-dbgA2-mcp1k	69016	13	0.37	0.564	71022	8	26.8	71022	0	97.08	10.18	7.92	8.08	19.56	7.65	1	1				emscan-0827
172942	work-pr123r1-dbgA2-mcp1k	74032	13	0.39	0.39	71022	9	27.1	71022	0	96.45	9.01	4.44	8.6	20.76	10.16	1	1				emscan-0827
173093	work-pr123r1-dbgA2-mcp2k	63042	13	0.21	0.725	18017	2	9.3	18017	0	40.28	22.69	21.5	21.5	6.48	8.44	1	1	TARGET	18017		emscan-0827
173093	work-pr123r1-dbgA2-mcp2k	64043	11	0.86	0.455	18017	3	9.5	18017	0	40.08	23.38	7.25	22.49	17.38	23.25	1	1	TARGET	18017		emscan-0827
173093	work-pr123r1-dbgA2-mcp2k	65044	13	0.41	1.498	18017	4	10.4	18017	0	43.51	25.83	3.79	24.83	6.15	6.16	1	1	TARGET	18017		emscan-0827
173093	work-pr123r1-dbgA2-mcp2k	51022	11	1.03	0.416	12007	6	43.3	12007	0	65.04	18.39	9.75	9.75	13.71	23.18	1	1	TARGET	12007		emscan-0827
173093	work-pr123r1-dbgA2-mcp2k	54025	13	1.3	1.186	12007	7	44.4	12007	0	69.35	21.18	13.57	13.57	4.29	5.6	1	1	TARGET	12007		emscan-0827
173093	work-pr123r1-dbgA2-mcp2k	55026	2212	0.15	1.668	12007	8	45.6	12007	0	83.43	36.1	18.38	27.2	13.88	19.42	1	1	TARGET	12007		emscan-0827
173093	work-pr123r1-dbgA2-mcp2k	59031	11	1.17	1.529	12007	9	45.8	12007	0	71.88	23.72	8.41	14.75	9.71	12.3	1	0	TARGET	12007		emscan-0827
173093	work-pr123r1-dbgA2-mcp2k	59032	13	3.19	1.214	12007	10	47.0	12007	0	72.33	24.23	0.0	15.25	10.08	12.73	1	1	TARGET	12007		emscan-0827
173093	work-pr123r1-dbgA2-mcp2k	60037	11	6.49	1.488	12007	11	50.2	12007	0	63.11	15.16	4.67	6.25	9.87	13.03	1	0	TARGET	12007		emscan-0827
173093	work-pr123r1-dbgA2-mcp2k	60038	11	3.5	1.662	12007	12	56.6	12007	0	60.24	12.6	0.0	3.97	10.5	15.22	1	0	TARGET	12007		emscan-0827
173093	work-pr123r1-dbgA2-mcp2k	53024	13	0.93	1.09	61040	1	6.6	61040	0	136.21	16.18	10.61	10.61	10.62	25.97	1	1	TARGET	12007		emscan-0827
173093	work-pr123r1-dbgA2-mcp2k	58029	11	4.08	1.225	61040	2	7.5	61040	0	141.92	23.45	17.01	18.48	8.32	25.94	1	1	TARGET	12007		emscan-0827
174637	work-pr123r1-dbgA2-nuecc48	28053	13	2.39	1.356	47089	2	5.5	47089	0	92.39	71.75	67.31	67.31	11.69	8.91	3	1				emscan-0827
174771	work-pr123r1-dbg141v2-mcp2k	74047	13	0.27	0.714	91075	1	3.4	91075	0	65.93	38.71	38.71	38.71	4.5	1.54	1	1			under-clustered	emscan-0828-agent5
174771	work-pr123r1-dbg141v2-mcp2k	75048	2212	0.37	1.838	91075	2	3.7	91075	0	53.73	26.95	12.54	26.95	3.41	8.48	1	1			under-clustered	emscan-0828-agent5
174771	work-pr123r1-dbg141v2-mcp2k	90070	13	4.47	1.053	88068	1	3.8	88068	0	76.65	18.72	15.2	15.2	20.9	13.28	1	1			under-clustered	emscan-0828-agent5
174771	work-pr123r1-dbg141v2-mcp2k	71044	13	0.31	0.646	22024	4	32.7	22024	0	99.18	38.06	18.66	18.66	29.2	22.75	2	1			under-clustered	emscan-0828-agent5
174771	work-pr123r1-dbg141v2-mcp2k	84057	13	0.31	0.927	22024	5	33.0	22024	0	99.91	36.08	12.3	12.3	28.64	1.43	2	1			under-clustered	emscan-0828-agent5
174771	work-pr123r1-dbg141v2-mcp2k	92076	13	1.08	1.147	22024	6	33.3	22024	0	93.8	29.11	5.42	5.42	30.77	0.12	2	1			under-clustered	emscan-0828-agent5
174771	work-pr123r1-dbg141v2-mcp2k	94078	13	1.23	1.064	23030	1	30.4	23030	0	119.73	39.57	12.35	12.35	2.0	1.2	1	1			under-clustered	emscan-0828-agent5
175896	work-pr123r1-dbg141v2-mcp1k	60008	13	0.34	0.942	63019	2	21.3	63019	0	57.11	15.93	2.76	2.76	3.48	5.61	1	1			vertex-bad (undecidable)	emscan-0828-agent5
175896	work-pr123r1-dbg141v2-mcp1k	61009	13	2.33	0.871	63019	3	21.7	63019	0	59.3	18.47	3.91	6.31	5.43	14.47	1	1			vertex-bad (undecidable)	emscan-0828-agent5
175896	work-pr123r1-dbg141v2-mcp1k	62011	11	3.43	0.926	63019	4	24.0	63019	0	62.13	20.95	4.08	4.08	3.01	3.96	1	1			vertex-bad (undecidable)	emscan-0828-agent5
175896	work-pr123r1-dbg141v2-mcp1k	62012	11	3.06	1.328	63019	5	27.4	63019	0	64.48	23.29	0.0	5.25	2.34	1.62	1	0			vertex-bad (undecidable)	emscan-0828-agent5
176502	work-pr123r1-dbgA2-mcp2k	121188	2212	0.33	1.658	23030	6	71.6	23030	0	69.11	54.24	7.05	7.05	2.56	2.42	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	122189	13	0.23	1.149	23030	7	72.0	23030	0	51.33	36.93	15.15	15.15	20.81	26.21	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	123190	11	2.02	1.571	23030	8	72.2	23030	0	64.07	49.5	12.95	15.97	18.68	22.16	1	0				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	124191	13	0.62	0.906	23030	9	74.2	23030	0	68.28	53.58	8.32	8.32	12.67	14.97	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	125192	11	0.91	0.611	23030	10	74.8	23030	0	59.24	44.41	8.51	8.3	12.33	14.32	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	126193	11	3.92	0.786	23030	11	75.8	23030	0	42.82	29.0	6.93	6.93	12.17	21.34	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	127195	11	2.67	0.869	23030	12	79.7	23030	0	60.86	46.32	2.73	15.65	19.24	23.07	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	127196	13	5.53	1.091	23030	13	82.3	23030	0	60.86	46.32	0.0	16.16	19.24	23.07	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	128197	13	0.75	1.191	23030	14	87.9	23030	0	68.84	54.12	3.23	3.23	8.07	9.89	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	130202	2212	0.57	1.614	23030	15	88.6	23030	0	64.84	50.31	7.88	9.0	4.14	7.91	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	135207	13	1.29	0.77	23030	16	89.2	23030	0	114.83	99.88	46.22	47.11	7.06	7.14	3	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	137209	13	0.64	0.479	23030	17	90.5	23030	0	73.5	58.86	6.86	6.86	5.27	7.61	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	138210	13	0.14	0.891	23030	18	91.1	23030	0	111.97	97.55	26.87	44.18	6.74	8.99	3	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	139211	13	0.32	1.093	23030	19	91.3	23030	0	111.2	96.81	1.92	43.81	6.92	9.28	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	141213	13	0.51	0.446	23030	20	91.6	23030	0	106.0	91.02	14.44	39.96	12.15	12.75	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	142214	13	0.46	1.055	23030	21	92.1	23030	0	98.37	83.57	17.69	29.56	0.38	1.91	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	143215	11	0.74	0.627	23030	22	92.6	23030	0	58.87	44.41	6.56	9.78	5.95	10.26	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	149266	13	0.31	1.47	23030	23	93.3	23030	0	82.08	67.18	13.56	17.22	5.77	5.96	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	154271	13	0.35	0.661	23030	24	93.6	23030	0	85.16	71.31	17.66	23.08	14.84	18.88	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	155272	11	2.65	0.93	23030	25	93.9	23030	0	99.04	84.7	23.23	32.39	15.82	18.25	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	156273	13	1.2	1.011	23030	26	96.6	23030	0	85.62	70.93	18.96	21.09	16.75	18.82	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	158275	2212	0.15	1.707	23030	27	97.8	23030	0	64.31	49.68	14.28	18.07	14.26	17.11	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	159276	13	0.39	1.249	23030	28	97.9	23030	0	70.02	56.06	10.62	28.03	21.37	26.07	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	161279	11	3.6	0.683	23030	29	98.3	23030	0	87.6	72.83	9.95	18.34	2.53	3.8	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	161280	11	2.17	0.617	23030	30	101.9	23030	0	89.83	75.1	0.0	20.84	2.7	4.37	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	162282	11	4.39	1.117	23030	31	104.1	23030	0	85.61	70.68	4.26	16.06	3.44	2.61	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	163284	13	20.03	1.151	23030	32	108.5	23030	0	73.93	59.64	8.48	14.27	7.2	11.19	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	163285	211	3.14	1.399	23030	33	128.5	23030	0	93.01	78.77	0.0	28.1	8.24	11.43	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	164286	11	10.52	0.851	23030	34	131.7	23030	0	74.57	59.96	9.24	17.23	18.86	21.67	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	164287	11	3.32	1.189	23030	35	142.2	23030	0	80.23	65.52	0.72	17.26	16.27	18.4	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	165288	11	5.37	0.701	23030	36	145.5	23030	0	100.7	85.94	7.54	30.87	4.16	5.24	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	140212	13	0.39	0.656	146219	1	3.1	146219	0	69.32	25.37	22.45	22.45	8.5	19.03	1	1				emscan-0827
176502	work-pr123r1-dbgA2-mcp2k	70033	13	0.66	1.212	151268	1	2.3	151268	0	147.15	60.71	58.59	58.59	20.6	4.52	4	1				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	63024	2212	0.39	1.816	67048	6	24.9	67048	0	15.83	10.88	5.97	5.97	12.59	20.0	1	1				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	64031	11	5.58	1.062	67048	7	25.3	67048	0	17.21	13.1	5.62	5.62	9.4	26.23	1	1				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	28001	13	0.31	0.842	5000	1	20.2	5000	0	39.87	22.05	6.39	6.39	20.05	10.24	1	1				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	29002	11	0.76	0.746	5000	2	20.5	5000	0	55.63	36.12	17.12	17.5	22.67	10.05	1	1				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	30003	11	2.27	0.951	5000	3	21.3	5000	0	47.63	31.38	9.31	14.51	12.76	12.08	1	1				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	31004	13	0.36	1.452	5000	4	23.5	5000	0	66.58	50.93	17.7	33.2	8.31	10.24	1	1				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	36009	13	0.27	0.804	5000	5	23.9	5000	0	68.28	53.13	2.57	35.55	6.75	11.55	1	1				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	37010	13	0.17	1.238	5000	6	24.2	5000	0	85.71	68.6	18.39	50.14	11.06	4.78	1	1				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	39012	13	0.28	0.979	5000	7	24.3	5000	0	97.16	79.74	11.93	61.07	10.73	1.77	1	1				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	42016	11	1.76	1.753	5000	8	24.6	5000	0	55.87	39.23	6.46	21.57	12.81	9.3	1	0				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	42017	11	3.0	0.787	5000	9	26.4	5000	0	57.36	40.76	0.0	23.13	12.85	9.8	1	1				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	48023	11	2.68	1.161	5000	10	29.4	5000	0	70.36	50.49	14.7	31.83	21.6	10.35	1	1				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	68041	11	4.2	1.389	5000	11	32.1	5000	0	48.47	28.19	5.68	9.66	26.35	10.95	2	0				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	43018	13	0.28	0.545	69045	1	5.8	69045	0	47.41	11.94	11.94	11.94	23.74	10.58	1	1				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	44019	13	0.35	0.97	69045	2	6.1	69045	0	55.61	20.22	8.22	20.22	21.88	9.69	1	1				emscan-0827
176986	work-pr123r1-dbgA2-mcp2k	45020	11	3.53	1.052	69045	3	6.5	69045	0	50.38	14.62	5.2	14.62	27.39	20.65	2	1				emscan-0827
179369	work-pr123r1-dbg141v2-mcp2k	24006	11	26.7	1.187	108044	1	4.6	108044	0	128.37	34.68	30.86	30.86	15.59	19.23	2	1	OUT	17002	over-clustered	emscan-0828-agent5
179369	work-pr123r1-dbg141v2-mcp2k	102030	13	0.45	1.402	108044	2	31.3	108044	0	117.19	25.17	14.93	21.46	13.93	25.35	1	1	OUT	17002	over-clustered	emscan-0828-agent5
179369	work-pr123r1-dbg141v2-mcp2k	103031	2212	0.36	1.874	108044	3	31.7	108044	0	117.24	24.14	5.4	20.27	12.39	12.02	1	1	OUT	17002	over-clustered	emscan-0828-agent5
179369	work-pr123r1-dbg141v2-mcp2k	104038	11	5.99	0.973	108044	4	32.1	108044	0	112.45	21.26	3.55	17.72	10.51	22.35	1	1	OUT	17002	over-clustered	emscan-0828-agent5
179369	work-pr123r1-dbg141v2-mcp2k	104040	13	1.84	1.077	108044	5	38.1	108044	0	114.78	22.33	0.0	18.55	12.63	19.03	1	1	OUT	17002	over-clustered	emscan-0828-agent5
179369	work-pr123r1-dbg141v2-mcp2k	107043	13	0.31	0.694	108044	6	39.9	108044	0	155.07	61.69	16.89	57.79	11.03	6.35	1	1	OUT	17002	over-clustered	emscan-0828-agent5
179369	work-pr123r1-dbg141v2-mcp2k	54026	13	0.19	1.237	99061	3	14.4	99061	0	66.43	22.35	16.86	16.86	13.64	27.74	1	1			over-clustered	emscan-0828-agent5
179369	work-pr123r1-dbg141v2-mcp2k	66038	11	4.57	0.906	99061	4	14.6	99061	0	86.94	43.04	27.71	36.79	2.7	12.2	3	1			over-clustered	emscan-0828-agent5
179369	work-pr123r1-dbg141v2-mcp2k	112056	2212	0.17	1.81	99061	5	19.2	99061	0	89.58	43.66	22.77	37.41	16.27	19.25	1	1			over-clustered	emscan-0828-agent5
179369	work-pr123r1-dbg141v2-mcp2k	42014	11	0.99	0.534	38062	2	1.2	38062	0	103.26	61.41	61.37	61.37	11.18	24.71	3	1			over-clustered	emscan-0828-agent5
179369	work-pr123r1-dbg141v2-mcp2k	65037	13	1.8	0.482	58030	1	1.1	58030	0	115.25	30.98	29.88	29.88	15.09	3.68	2	1			over-clustered	emscan-0828-agent5
179369	work-pr123r1-dbg141v2-mcp2k	46018	2212	2.07	1.735	96046	1	5.9	96046	0	91.86	1.76	1.76	1.76	44.18	14.87	2	1			over-clustered	emscan-0828-agent5
179369	work-pr123r1-dbg141v2-mcp2k	63035	13	0.57	1.083	101054	2	81.8	94040	1	156.61	17.63	17.63	17.63	31.78	16.0	2	1			over-clustered	emscan-0828-agent5
179611	work-pr123r1-dbg141v2-mcp2k	42010	13	0.78	1.284	71014	1	7.1	71014	0	30.5	10.89	3.99	3.99	2.68	1.93	1	1			not an EM shower	emscan-0828-agent5
179611	work-pr123r1-dbg141v2-mcp2k	69012	13	28.52	0.986	71014	2	7.9	71014	0	52.33	32.72	21.05	25.83	2.48	2.11	1	1			not an EM shower	emscan-0828-agent5
179611	work-pr123r1-dbg141v2-mcp2k	70013	11	8.14	0.915	71014	3	36.4	71014	0	81.89	62.29	1.47	55.4	2.24	2.03	1	1			not an EM shower	emscan-0828-agent5
180801	work-pr123r1-dbgA2-ncpi0	59021	2212	1.69	1.736	81043	1	3.9	81043	0	52.52	4.85	4.85	4.85	20.39	28.48	1	1				emscan-0827
180801	work-pr123r1-dbgA2-ncpi0	109045	2212	32.22	2.666	81043	2	5.6	81043	0	70.96	24.07	19.85	24.07	13.06	10.79	1	1				emscan-0827
180801	work-pr123r1-dbgA2-ncpi0	66028	11	1.4	0.476	80042	1	6.3	80042	0	99.55	37.62	37.62	37.62	16.71	11.07	2	1				emscan-0827
180801	work-pr123r1-dbgA2-ncpi0	57019	13	0.31	0.651	114078	2	14.4	114078	0	109.54	19.72	16.25	16.25	32.31	12.84	2	1				emscan-0827
180801	work-pr123r1-dbgA2-ncpi0	58020	13	0.42	1.199	114078	3	14.7	114078	0	109.31	20.02	2.81	16.27	31.11	7.63	2	1				emscan-0827
181050	work-pr123r1-dbg141v2-mcp2k	49009	2212	0.46	1.683	70052	3	7.2	70052	0	60.48	49.86	47.33	47.33	13.83	24.57	1	1			under-clustered	emscan-0828-agent5
181050	work-pr123r1-dbg141v2-mcp2k	62022	13	0.45	1.408	70052	4	7.6	70052	0	67.82	52.99	39.77	50.41	22.19	21.17	1	1			under-clustered	emscan-0828-agent5
181050	work-pr123r1-dbg141v2-mcp2k	63024	11	4.81	1.067	70052	5	8.1	70052	0	51.21	36.27	12.86	33.71	24.43	23.58	1	1			under-clustered	emscan-0828-agent5
181050	work-pr123r1-dbg141v2-mcp2k	77049	13	0.25	0.517	70052	6	12.9	70052	0	70.83	56.11	3.72	53.55	21.85	21.07	1	1			under-clustered	emscan-0828-agent5
181050	work-pr123r1-dbg141v2-mcp2k	50010	13	0.37	0.952	67027	1	3.9	67027	0	85.26	59.95	56.71	56.71	6.6	8.85	3	1	TARGET	15006	under-clustered	emscan-0828-agent5
181050	work-pr123r1-dbg141v2-mcp2k	51011	13	1.04	0.997	67027	2	4.2	67027	0	78.54	53.26	7.16	50.04	6.67	9.44	1	1	TARGET	15006	under-clustered	emscan-0828-agent5
181050	work-pr123r1-dbg141v2-mcp2k	52012	11	0.91	2.567	67027	3	5.3	67027	0	63.69	38.39	19.41	35.19	5.7	9.03	1	0	TARGET	15006	under-clustered	emscan-0828-agent5
181050	work-pr123r1-dbg141v2-mcp2k	53013	13	0.36	0.929	67027	4	6.2	67027	0	62.19	37.29	14.09	34.13	10.52	16.87	1	1	TARGET	15006	under-clustered	emscan-0828-agent5
181050	work-pr123r1-dbg141v2-mcp2k	54014	13	0.25	1.457	67027	5	6.5	68031	1	46.54	22.46	18.98	19.7	12.67	27.45	1	1	TARGET	15006	under-clustered	emscan-0828-agent5
181050	work-pr123r1-dbg141v2-mcp2k	56016	13	0.32	0.516	67027	5	6.5	67027	0	45.09	19.63	16.39	16.39	2.22	3.81	1	1	TARGET	15006	under-clustered	emscan-0828-agent5
181050	work-pr123r1-dbg141v2-mcp2k	64025	13	0.31	1.319	67027	6	6.9	67027	0	77.87	52.46	7.07	49.21	4.86	6.46	1	1	TARGET	15006	under-clustered	emscan-0828-agent5
181050	work-pr123r1-dbg141v2-mcp2k	65026	13	0.36	1.487	67027	7	7.2	67027	0	64.5	39.15	7.82	35.92	4.61	7.33	1	1	TARGET	15006	under-clustered	emscan-0828-agent5
181050	work-pr123r1-dbg141v2-mcp2k	69038	11	8.17	0.657	67027	8	7.5	67027	0	37.8	12.54	2.29	9.42	5.2	13.86	1	1	TARGET	15006	under-clustered	emscan-0828-agent5
181050	work-pr123r1-dbg141v2-mcp2k	69039	11	13.37	1.275	67027	9	15.7	68031	1	31.5	6.33	3.44	3.44	2.4	18.18	1	1	TARGET	15006	under-clustered	emscan-0828-agent5
235435	work-pr123r1-dbgA2-nuecc48	18057	11	1.72	1.828	42066	1	4.6	2024	1	33.27	12.34	8.5	8.5	5.1	25.31	1	0				emscan-0827
235435	work-pr123r1-dbgA2-nuecc48	19058	13	0.28	0.476	42066	1	4.6	42066	0	43.13	21.87	17.67	17.67	6.03	16.98	1	1				emscan-0827
235435	work-pr123r1-dbgA2-nuecc48	21060	11	0.64	1.125	42066	2	4.9	42066	0	35.79	14.44	10.82	10.82	14.17	28.2	1	1				emscan-0827
235435	work-pr123r1-dbgA2-nuecc48	23062	2212	1.22	2.925	42066	3	5.5	42066	0	30.89	9.5	4.91	6.07	11.62	29.34	1	1				emscan-0827
242726	work-pr123r1-dbg141v2-mcp2k	60018	13	0.34	0.983	62021	4	29.5	62021	0	20.67	18.68	6.7	6.7	7.56	14.18	1	1			correct	emscan-0828-agent5
242726	work-pr123r1-dbg141v2-mcp2k	59017	11	1.34	0.545	26008	5	47.5	26008	0	40.11	21.79	9.36	9.36	0.75	4.78	1	1			correct	emscan-0828-agent5
256587	work-pr123r1-dbgA2-nuecc48	58201	13	1.04	0.996	57200	1	2.4	57200	0	97.18	20.13	18.1	18.1	7.14	26.92	1	1				emscan-0827
256587	work-pr123r1-dbgA2-nuecc48	62205	13	0.35	0.901	57200	2	3.4	57200	0	130.56	53.36	33.56	51.14	4.58	14.47	3	1				emscan-0827
256587	work-pr123r1-dbgA2-nuecc48	65208	13	0.31	0.438	57200	3	3.8	57200	0	145.59	71.94	22.91	69.82	2.69	21.44	1	1				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	73045	11	2.36	1.516	55027	1	1.6	55027	0	72.59	58.46	58.46	58.46	18.59	20.63	1	0				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	64036	2212	3.46	2.392	120068	2	6.0	120068	0	72.67	19.44	19.44	19.44	19.31	21.94	1	1				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	70042	13	0.39	1.312	120068	3	9.5	120068	0	66.57	11.0	10.6	11.0	21.41	5.66	1	1				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	77049	13	0.28	0.562	17004	6	57.1	17004	0	127.68	61.01	30.7	30.7	14.24	11.63	4	1				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	81053	13	0.27	0.492	17004	7	57.4	17004	0	121.03	56.88	12.68	28.23	9.59	12.93	1	1				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	119065	11	13.83	1.649	17004	8	57.6	17004	0	77.98	15.26	5.79	5.79	14.71	29.25	1	0				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	129116	11	5.79	1.434	17004	9	71.5	17004	0	128.19	63.45	6.94	33.92	10.56	11.86	1	0				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	129117	11	2.53	1.753	17004	10	77.2	17004	0	128.19	63.26	0.0	33.46	10.56	11.86	1	0				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	129123	2212	3.08	4.511	17004	11	79.8	17004	0	136.87	70.76	6.19	40.51	13.87	12.75	1	1				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	129124	13	11.15	2.946	17004	12	82.9	17004	0	134.83	70.24	0.0	40.18	10.02	12.58	1	1				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	129125	11	11.18	1.008	17004	13	94.0	17004	0	128.95	63.35	0.0	33.32	11.63	10.51	1	1				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	129126	11	7.03	1.434	17004	14	105.2	17004	0	131.85	66.29	0.0	36.25	12.36	11.8	1	0				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	121069	13	0.25	0.936	88060	1	5.2	88060	0	83.96	13.07	13.07	13.07	17.91	20.65	1	1				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	122070	11	3.04	0.951	88060	2	5.5	88060	0	81.93	9.33	2.68	9.33	19.89	23.6	1	1				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	123080	11	1.92	0.541	88060	3	8.5	88060	0	77.0	5.11	5.06	5.06	21.4	22.34	1	1				emscan-0827
259542	work-pr123r1-dbgA2-ncpi0	124084	11	3.75	1.26	88060	4	10.4	88060	0	87.35	17.04	7.08	17.04	19.64	29.13	1	1				emscan-0827
267597	work-pr123r1-dbgA2-nuecc48	32044	2212	0.37	1.905	63075	1	1.1	63075	0	166.2	68.26	68.26	68.26	14.37	12.32	4	1				emscan-0827
267597	work-pr123r1-dbgA2-nuecc48	35047	13	0.22	0.635	63075	2	1.4	63075	0	176.81	83.57	18.64	83.57	9.46	16.47	1	1				emscan-0827
268067	work-pr123r1-dbgA2-nuecc48	57029	13	1.37	1.201	62034	1	1.6	62034	0	45.53	42.13	40.6	40.6	15.23	12.46	1	1				emscan-0827
268784	work-pr123r1-dbgA2-nuecc48	62085	11	4.46	1.185	58081	1	1.6	58081	0	49.08	21.07	19.73	19.73	23.66	29.79	1	1				emscan-0827
268784	work-pr123r1-dbgA2-nuecc48	36059	13	0.81	1.476	78124	3	11.5	78124	0	56.57	16.84	15.68	15.68	14.17	20.3	1	1				emscan-0827
268784	work-pr123r1-dbgA2-nuecc48	38061	13	0.37	1.2	78124	4	12.3	78124	0	64.97	24.5	8.34	23.4	13.47	14.28	1	1				emscan-0827
268784	work-pr123r1-dbgA2-nuecc48	59082	11	4.15	1.277	78124	5	12.7	78124	0	48.2	7.54	6.88	6.88	16.66	18.06	1	1				emscan-0827
268784	work-pr123r1-dbgA2-nuecc48	40063	2212	0.41	1.566	39062	1	2.0	39062	0	95.23	8.25	6.46	6.46	20.61	13.73	1	1				emscan-0827
268784	work-pr123r1-dbgA2-nuecc48	55078	13	0.35	0.739	75109	4	21.1	75109	0	154.38	39.55	34.36	34.36	2.23	20.4	2	1				emscan-0827
269774	work-pr123r1-dbgA2-nuecc48	29041	11	0.87	0.542	13237	17	125.5	13237	0	67.24	38.2	4.87	4.87	2.14	2.05	1	1	TARGET	13237		emscan-0827
269774	work-pr123r1-dbgA2-nuecc48	32044	2212	0.67	1.57	13237	18	126.3	13237	0	82.21	55.01	12.58	12.58	13.81	20.86	1	1	TARGET	13237		emscan-0827
269774	work-pr123r1-dbgA2-nuecc48	33045	13	0.33	1.209	13237	19	127.0	13237	0	79.96	52.93	5.94	13.91	14.96	22.56	1	1	TARGET	13237		emscan-0827
269774	work-pr123r1-dbgA2-nuecc48	43055	11	0.79	1.803	13237	20	127.3	13237	0	65.59	36.54	2.1	3.48	2.34	3.13	1	0	TARGET	13237		emscan-0827
269774	work-pr123r1-dbgA2-nuecc48	46058	13	0.44	0.507	13237	21	128.1	13237	0	86.63	57.91	15.25	15.39	3.78	6.25	1	1	TARGET	13237		emscan-0827
269774	work-pr123r1-dbgA2-nuecc48	48060	13	0.21	0.59	13237	22	128.6	13237	0	91.82	63.73	9.61	19.28	8.87	13.38	1	1	TARGET	13237		emscan-0827
