evt	sample	CP24_best_dl	CP24_top1	CP24_admit5	CP24_admit10	CP24_target_rank	CP24_target_dl	ft2u_best_dl	ft2u_top1	ft2u_admit5	ft2u_admit10	ft2u_target_rank	ft2u_target_dl
414240	mcp2k	0.005300581455230713	0	1	1	1	0.0033121109008789062	0.01026761531829834	0	1	1	1	0.008425235748291016
414288	mcp2k	0.001804947853088379	0	1	1	2	0.0004939436912536621	0.00607377290725708	0	1	1	2	0.005448520183563232
414306	mcp2k	0.0071700215339660645	1	1	1	0	0.0071700215339660645	0.013546645641326904	1	1	1	0	0.013546645641326904
415186	mcp2k	0.006196856498718262	0	1	1	1	0.005675077438354492	0.01086360216140747	1	1	1	0	0.01086360216140747
417100	mcp2k	0.657232403755188	1	1	1	0	0.657232403755188	0.658327579498291	1	1	1	0	0.658327579498291
417496	mcp2k	0.005445897579193115	0	0	1	8	0.0013605356216430664	0.010416507720947266	0	0	1	8	0.006494998931884766
417782	mcp2k	0.005399167537689209	0	0	0	-1	-9	0.010368883609771729	0	0	0	-1	-9
422851	nuecc48	0.8311303853988647	1	1	1	0	0.8311303853988647	0.8523948192596436	1	1	1	0	0.8523948192596436
423981	nuecc48	1.0	1	1	1	0	1.0	1.0	1	1	1	0	1.0
433451	nuecc48	0.9930174946784973	1	1	1	0	0.9930174946784973	0.9962320327758789	1	1	1	0	0.9962320327758789
437699	nuecc48	0.658201277256012	1	1	1	0	0.658201277256012	0.6595726013183594	1	1	1	0	0.6595726013183594
444187	nuecc48	0.9998700022697449	1	1	1	0	0.9998700022697449	0.9998058676719666	1	1	1	0	0.9998058676719666
447477	nuecc48	0.7089559435844421	1	1	1	0	0.7089559435844421	0.7535769939422607	1	1	1	0	0.7535769939422607
463565	ncpi0	0.005384624004364014	0	0	0	-1	-9	0.010658442974090576	0	0	0	-1	-9
469665	nuecc48	0.019782066345214844	1	1	1	0	0.019782066345214844	0.03866147994995117	1	1	1	0	0.03866147994995117
473952	mcp2k	0.03626531362533569	1	1	1	0	0.03626531362533569	0.04153275489807129	1	1	1	0	0.04153275489807129
474370	mcp2k	0.0054724812507629395	0	0	0	-1	-9	0.01057291030883789	0	0	0	-1	-9
474612	mcp2k	0.003600597381591797	1	1	1	0	0.003600597381591797	0.00856637954711914	1	1	1	0	0.00856637954711914
474678	mcp2k	0.9945788383483887	1	1	1	0	0.9945788383483887	0.9967023730278015	1	1	1	0	0.9967023730278015
477142	mcp2k	0.00543898344039917	0	0	0	-1	-9	0.01040959358215332	0	0	0	-1	-9
478088	mcp2k	0.006513118743896484	1	1	1	0	0.006513118743896484	0.01287013292312622	1	1	1	0	0.01287013292312622
478220	mcp2k	0.39749112725257874	1	1	1	0	0.39749112725257874	0.47180402278900146	1	1	1	0	0.47180402278900146
478594	mcp2k	0.714402437210083	1	1	1	0	0.714402437210083	0.7212144136428833	1	1	1	0	0.7212144136428833
478638	mcp2k	0.035774827003479004	1	1	1	0	0.035774827003479004	0.04916501045227051	1	1	1	0	0.04916501045227051
478880	mcp2k	0.3836493492126465	1	1	1	0	0.3836493492126465	0.3439090847969055	1	1	1	0	0.3439090847969055
479650	mcp2k	0.005426228046417236	0	0	0	-1	-9	0.010396480560302734	0	0	0	-1	-9
480728	mcp2k	0.0054808855056762695	0	1	1	4	0.003921627998352051	0.010451853275299072	0	1	1	3	0.0090445876121521
480772	mcp2k	0.8889992237091064	1	1	1	0	0.8889992237091064	0.918748676776886	1	1	1	0	0.918748676776886
481014	mcp2k	0.0053820013999938965	0	1	1	1	0.004158437252044678	0.010351359844207764	0	1	1	1	0.009122252464294434
486247	mcp1k	0.005475401878356934	0	1	1	1	0.0036690831184387207	0.01044619083404541	0	1	1	1	0.008743822574615479
486687	mcp1k	0.04957771301269531	1	1	1	0	0.04957771301269531	0.059616267681121826	1	1	1	0	0.059616267681121826
487303	mcp1k	0.005375206470489502	0	0	0	-1	-9	0.010344445705413818	0	0	0	-1	-9
487853	mcp1k	0.005363762378692627	0	0	0	-1	-9	0.010332643985748291	0	0	0	-1	-9
488139	mcp1k	0.004577994346618652	1	1	1	0	0.004577994346618652	0.00976639986038208	1	1	1	0	0.00976639986038208
488755	mcp1k	0.005247950553894043	0	0	1	6	0.0031014680862426758	0.010217547416687012	0	0	1	6	0.00826960802078247
489327	mcp1k	0.999998152256012	1	1	1	0	0.999998152256012	0.9999986290931702	1	1	1	0	0.9999986290931702
489330	nuecc48	0.1329149603843689	1	1	1	0	0.1329149603843689	0.15713894367218018	1	1	1	0	0.15713894367218018
489503	mcp1k	0.02915322780609131	0	0	0	-1	-9	0.04455673694610596	0	0	0	-1	-9
490361	mcp1k	0.9999942183494568	1	1	1	0	0.9999942183494568	0.9999970197677612	1	1	1	0	0.9999970197677612
490581	mcp1k	0.0048656463623046875	1	1	1	0	0.0048656463623046875	0.009830594062805176	1	1	1	0	0.009830594062805176
490779	mcp1k	0.0054683685302734375	0	0	0	-1	-9	0.010439097881317139	0	0	0	-1	-9
490977	mcp1k	0.00837719440460205	0	0	0	-1	-9	0.014094829559326172	0	0	0	-1	-9
491483	mcp1k	0.005378365516662598	0	1	1	2	0.003836393356323242	0.010347723960876465	0	1	1	2	0.008806347846984863
492649	mcp1k	0.005475223064422607	0	0	0	-1	-9	0.011003196239471436	0	0	0	-1	-9
492803	mcp1k	0.903373122215271	1	1	1	0	0.903373122215271	0.9250177145004272	1	1	1	0	0.9250177145004272
492913	mcp1k	0.005363941192626953	0	1	1	1	0.003272414207458496	0.010332882404327393	0	1	1	1	0.00836789608001709
493243	mcp1k	0.006994783878326416	0	0	0	-1	-9	0.013033270835876465	0	0	0	-1	-9
493659	mcp2k	0.005475521087646484	0	0	1	5	0.00508570671081543	0.010446369647979736	0	1	1	3	0.010217845439910889
494297	mcp2k	0.10656297206878662	1	1	1	0	0.10656297206878662	0.19021260738372803	1	1	1	0	0.19021260738372803
494847	mcp2k	0.005504965782165527	0	0	1	5	0.004697978496551514	0.01047605276107788	0	0	1	5	0.009806573390960693
495199	mcp2k	0.15675202012062073	1	1	1	0	0.15675202012062073	0.17302191257476807	1	1	1	0	0.17302191257476807
495881	mcp2k	0.005182385444641113	0	1	1	3	0.0037192106246948242	0.010155320167541504	0	1	1	2	0.009012877941131592
497311	mcp2k	0.011154770851135254	0	0	0	-1	-9	0.023319244384765625	0	0	0	-1	-9
497399	mcp2k	0.0055048465728759766	0	0	0	-1	-9	0.01047593355178833	0	0	0	-1	-9
497553	mcp2k	0.029834270477294922	1	1	1	0	0.029834270477294922	0.04334980249404907	1	1	1	0	0.04334980249404907
498851	mcp2k	0.9974135756492615	1	1	1	0	0.9974135756492615	0.9979738593101501	1	1	1	0	0.9979738593101501
499115	mcp2k	0.5673390626907349	1	1	1	0	0.5673390626907349	0.5792101621627808	1	1	1	0	0.5792101621627808
499423	mcp2k	0.006129741668701172	0	0	0	-1	-9	0.01146388053894043	0	0	0	-1	-9
499577	mcp2k	0.9731045961380005	1	1	1	0	0.9731045961380005	0.9805697202682495	1	1	1	0	0.9805697202682495
500149	mcp2k	0.005372762680053711	0	0	1	8	0.00315016508102417	0.01046520471572876	0	0	1	7	0.008437633514404297
502019	mcp2k	0.005331814289093018	0	1	1	4	0.0049620866775512695	0.010489702224731445	0	1	1	4	0.010118067264556885
502525	mcp2k	0.005386173725128174	0	0	0	-1	-9	0.010355651378631592	0	0	0	-1	-9
502921	mcp2k	0.9822002649307251	1	1	1	0	0.9822002649307251	0.9808604717254639	1	1	1	0	0.9808604717254639
506114	ncpi0	0.3472582697868347	1	1	1	0	0.3472582697868347	0.38022878766059875	1	1	1	0	0.38022878766059875
506746	ncpi0	0.8148414492607117	1	1	1	0	0.8148414492607117	0.8478721380233765	1	1	1	0	0.8478721380233765
521075	ncpi0	0.019604265689849854	1	1	1	0	0.019604265689849854	0.03263247013092041	1	1	1	0	0.03263247013092041
