ev	seg	pdg	verdict	kept	len_cm	mdqdx	p90dqdx	score	declined	key
214469	61094	13	UNL	1	1.18	0.613	0.629	100.0	0	0
214469	62095	2212	UNL	1	0.91	1.43	1.464	100.0	0	0
214469	66099	13	UNL	1	0.47	0.692	0.723	100.0	0	0
214469	67101	13	UNL	1	0.58	0.554	0.598	100.0	0	0
214469	69103	13	UNL	1	0.3	0.687	0.862	100.0	0	0
214469	71105	13	UNL	1	0.38	0.789	0.854	100.0	0	0
214469	73107	2212	UNL	1	0.29	2.795	2.914	100.0	0	0
214469	76110	13	UNL	1	0.67	0.964	0.967	100.0	0	0
214469	79113	13	UNL	1	0.56	2.127	2.211	0.403108125053169	0	0
214469	80114	2212	UNL	1	1.42	1.347	1.416	100.0	0	0
214469	81115	13	UNL	1	1.0	0.974	1.093	100.0	0	0
214469	92125	2212	UNL	1	0.6	1.402	1.45	100.0	0	0
214469	93129	2212	UNL	1	7.67	1.215	2.263	100.0	0	0
214469	96136	13	UNL	1	2.63	2.075	2.51	0.22644889779094393	0	0
214469	98139	13	UNL	1	3.49	0.589	0.635	100.0	0	0
214469	99140	13	UNL	1	4.67	1.848	2.786	0.17950684933016187	0	0
214469	101155	211	UNL	1	3.86	0.442	0.666	100.0	0	0
214469	101156	13	UNL	1	7.36	1.057	1.276	100.0	0	0
214469	101157	13	UNL	1	13.03	0.99	1.983	100.0	0	0
214469	101159	211	UNL	1	3.77	0.936	1.07	100.0	0	0
219295	48073	13	UNL	1	0.36	0.798	0.8	100.0	0	0
219295	50076	13	UNL	1	0.28	0.309	0.361	100.0	0	0
219295	51077	13	UNL	1	2.34	0.985	1.54	100.0	0	0
219295	52078	2212	UNL	1	0.43	1.27	1.54	100.0	0	0
219295	53079	13	UNL	1	0.35	0.63	0.704	100.0	0	0
219295	54080	13	UNL	1	1.49	0.937	1.361	100.0	0	0
219295	55081	13	UNL	1	2.18	0.524	0.56	100.0	0	0
219295	57083	13	UNL	1	0.38	0.567	0.704	100.0	0	0
219295	59085	13	UNL	1	0.35	0.682	0.749	100.0	0	0
219295	60086	13	UNL	1	0.33	0.352	0.357	100.0	0	0
219295	62088	2212	UNL	1	0.5	1.543	2.051	100.0	0	0
219295	66092	13	UNL	1	0.27	0.553	0.56	100.0	0	0
219295	67093	13	UNL	1	0.36	0.273	0.305	100.0	0	0
219295	69095	13	UNL	1	0.28	0.49	0.55	100.0	0	0
219295	72098	13	UNL	1	0.37	0.433	0.454	100.0	0	0
219295	73099	13	UNL	1	0.4	0.796	1.015	100.0	0	0
219295	76102	13	UNL	1	0.34	0.516	0.545	100.0	0	0
219295	79105	13	UNL	1	0.45	0.351	0.375	100.0	0	0
219295	80106	13	UNL	1	0.25	0.456	0.5	100.0	0	0
219295	90118	13	UNL	1	5.19	1.864	2.808	0.13277022454323076	0	0
234638	47050	13	UNL	1	1.12	0.732	0.75	100.0	0	0
234638	48051	13	UNL	1	0.1	1.111	1.136	100.0	0	0
234638	52057	13	UNL	1	1.75	1.169	1.354	100.0	0	0
234638	53058	13	UNL	1	1.0	0.985	1.444	100.0	0	0
234638	65070	13	UNL	1	0.25	1.127	1.234	100.0	0	0
234638	66071	13	UNL	1	0.78	0.464	0.466	100.0	0	0
234638	70075	13	UNL	1	0.37	0.839	0.874	100.0	0	0
234638	71076	13	UNL	1	0.36	0.668	0.763	100.0	0	0
234638	74079	13	UNL	1	1.97	1.011	1.085	100.0	0	0
234638	75080	13	UNL	1	1.2	0.867	0.893	100.0	0	0
234638	76085	13	UNL	1	2.33	0.721	1.316	100.0	0	0
234638	77087	13	UNL	1	0.34	0.642	0.807	100.0	0	0
234638	79089	13	UNL	1	0.45	0.834	0.992	100.0	0	0
234638	84095	13	UNL	1	3.51	1.1	1.574	100.0	0	0
234638	87110	13	UNL	1	1.01	0.993	1.024	100.0	0	0
239794	20072	13	UNL	0	0.35	0.69	0.834	100.0	0	0
239794	24076	13	UNL	0	1.23	0.705	0.831	100.0	0	0
239794	26078	13	UNL	0	0.58	0.648	0.706	100.0	0	0
239794	27079	2212	UNL	0	0.37	1.696	1.698	100.0	0	0
239794	29081	2212	UNL	0	0.36	1.362	1.371	100.0	0	0
239794	30082	13	UNL	0	0.18	1.138	1.149	100.0	0	0
239794	32084	2212	UNL	0	0.27	1.356	1.361	100.0	0	0
239794	33085	13	UNL	0	0.92	0.552	0.569	100.0	0	0
239794	34086	13	UNL	0	0.69	0.859	0.918	100.0	0	0
239794	37089	13	UNL	0	0.96	0.698	0.721	100.0	0	0
239794	39091	13	UNL	0	1.03	0.607	0.629	100.0	0	0
239794	41093	13	UNL	0	0.4	0.837	0.957	100.0	0	0
239794	46098	2212	UNL	0	0.24	1.62	1.717	100.0	0	0
239794	47099	13	UNL	0	0.38	0.731	0.926	100.0	0	0
239794	48100	13	UNL	0	3.41	0.945	1.417	100.0	0	0
239794	49101	13	UNL	0	0.5	0.647	0.696	100.0	0	0
239794	50102	2212	UNL	0	0.16	1.343	1.353	100.0	0	0
239794	52105	13	UNL	0	4.18	0.955	1.323	100.0	0	0
239794	52106	211	UNL	0	1.15	1.007	1.149	100.0	0	0
239794	60115	2212	UNL	0	1.64	1.519	1.948	100.0	0	0
239794	91119	13	UNL	0	6.83	0.91	1.516	100.0	0	0
239794	94127	13	UNL	0	0.22	0.884	1.018	100.0	0	0
239794	96129	13	UNL	0	0.4	0.516	0.548	100.0	0	0
239794	97130	2212	UNL	0	0.42	1.45	1.58	100.0	0	0
239794	101139	211	UNL	0	1.86	0.862	1.079	100.0	0	0
239794	101140	13	UNL	0	2.84	0.924	1.357	100.0	0	0
239794	101141	211	UNL	0	1.94	0.755	1.328	100.0	0	0
239794	103148	13	UNL	0	0.49	0.99	1.004	100.0	0	0
246579	19070	13	UNL	1	1.77	0.769	0.977	100.0	0	0
246579	45084	2212	UNL	1	0.22	1.449	1.5	100.0	0	0
246579	47086	13	UNL	1	0.35	0.8	0.877	100.0	0	0
246579	49088	13	UNL	1	0.31	0.351	0.356	100.0	0	0
246579	50089	13	UNL	1	0.95	1.013	1.021	100.0	0	0
246579	51090	13	UNL	1	0.55	0.436	0.518	100.0	0	0
246579	61100	13	UNL	1	0.35	0.831	1.077	100.0	0	0
246579	62101	2212	UNL	1	1.59	2.341	2.41	100.0	0	0
246579	63102	13	UNL	1	0.47	0.279	0.279	100.0	0	0
246579	66105	13	UNL	1	1.65	0.739	0.853	100.0	0	0
246579	67106	13	UNL	1	0.88	1.06	1.198	100.0	0	0
246579	69108	13	UNL	1	0.32	0.513	0.556	100.0	0	0
246579	71110	13	UNL	1	0.41	0.759	0.778	100.0	0	0
246579	72111	13	UNL	1	0.32	0.635	0.741	100.0	0	0
246579	73112	13	UNL	1	0.4	0.895	1.123	100.0	0	0
246579	75114	2212	UNL	1	0.23	1.705	2.061	100.0	0	0
246579	76115	2212	UNL	1	2.74	3.177	3.657	0.22752464671307882	0	0
246579	85143	13	UNL	1	0.59	0.665	0.706	100.0	0	0
256587	42185	2212	UNL	1	1.31	1.319	1.406	100.0	0	0
256587	55198	13	UNL	1	1.3	0.762	0.766	100.0	0	0
256587	56199	13	UNL	1	0.19	0.825	0.889	100.0	0	0
256587	68211	13	UNL	1	0.49	0.623	0.639	100.0	0	0
256587	70213	13	UNL	1	0.95	2.321	2.804	0.224615627426002	0	0
256587	71214	13	UNL	1	0.59	0.637	0.897	100.0	0	0
256587	75218	13	UNL	1	0.07	1.119	1.272	100.0	0	0
256587	82225	13	UNL	1	0.42	1.212	1.219	100.0	0	0
256587	83226	13	UNL	1	0.32	0.612	0.613	100.0	0	0
256587	89232	13	UNL	1	0.2	1.004	1.026	100.0	0	0
256587	92235	13	UNL	1	0.34	1.027	1.059	100.0	0	0
256587	96239	13	UNL	1	0.39	0.602	0.758	100.0	0	0
256587	98241	13	UNL	1	0.36	0.421	0.423	100.0	0	0
256587	99242	2212	UNL	1	0.63	1.525	1.575	100.0	0	0
256587	100243	13	UNL	1	0.37	0.775	0.919	100.0	0	0
256587	101244	13	UNL	1	0.27	0.401	0.423	100.0	0	0
256587	102245	13	UNL	1	0.24	0.645	0.66	100.0	0	0
256587	125269	13	UNL	1	0.31	0.999	1.0	100.0	0	0
256587	128278	211	UNL	1	1.4	0.769	0.921	100.0	0	0
256587	130291	2212	UNL	1	0.75	1.012	1.298	100.0	0	0
256587	134295	13	UNL	1	0.41	0.57	0.6	100.0	0	0
267597	31043	13	UNL	1	0.32	0.46	0.467	100.0	0	0
267597	33045	13	UNL	1	0.94	0.758	0.766	100.0	0	0
267597	45057	13	UNL	1	0.42	1.058	1.134	100.0	0	0
267597	46058	13	UNL	1	0.66	0.576	0.578	100.0	0	0
267597	48060	13	UNL	1	0.21	1.084	1.187	100.0	0	0
267597	49061	13	UNL	1	0.65	1.098	1.183	100.0	0	0
267597	52064	13	UNL	1	0.72	1.098	1.124	100.0	0	0
267597	56068	13	UNL	1	0.34	0.586	0.707	100.0	0	0
267597	57069	13	UNL	1	0.16	0.962	1.024	100.0	0	0
267597	60072	13	UNL	1	2.13	0.792	0.844	100.0	0	0
267597	61073	13	UNL	1	0.59	0.671	0.697	100.0	0	0
267597	62074	13	UNL	1	1.12	0.564	0.61	100.0	0	0
267597	65077	13	UNL	1	1.03	1.156	1.196	100.0	0	0
267597	67079	13	UNL	1	0.68	0.736	0.76	100.0	0	0
267597	68080	13	UNL	1	0.46	0.661	0.703	100.0	0	0
267597	69081	13	UNL	1	0.57	0.535	0.537	100.0	0	0
267597	80092	13	UNL	1	0.31	0.288	0.29	100.0	0	0
267597	81093	13	UNL	1	0.24	0.951	0.987	100.0	0	0
267597	83095	13	UNL	1	1.36	1.626	2.795	0.43018027200843345	0	0
267597	102114	13	UNL	1	0.49	0.411	0.47	100.0	0	0
267597	103115	2212	UNL	1	0.2	2.448	2.472	100.0	0	0
267597	107120	2212	UNL	1	5.65	1.203	2.075	100.0	0	0
268067	21021	13	UNL	1	0.64	2.175	2.666	0.37298425016500725	0	0
268067	51023	13	UNL	1	0.31	0.578	0.597	100.0	0	0
268067	52024	13	UNL	1	1.85	1.04	1.239	100.0	0	0
268067	56028	13	UNL	1	0.63	1.076	1.184	100.0	0	0
268067	58030	13	UNL	1	0.18	0.57	0.593	100.0	0	0
268067	59031	2212	UNL	1	0.96	1.032	1.303	100.0	0	0
268067	60032	13	UNL	1	0.5	0.801	0.988	100.0	0	0
268067	66043	13	UNL	1	3.68	0.872	1.22	100.0	0	0
268067	67053	13	UNL	1	4.71	0.801	1.131	100.0	0	0
268067	69055	13	UNL	1	0.44	0.846	0.871	100.0	0	0
268784	13022	13	UNL	1	10.31	0.891	1.056	100.0	0	0
268784	32055	13	UNL	1	2.79	0.896	1.278	100.0	0	0
268784	33056	13	UNL	1	2.35	0.807	0.83	100.0	0	0
268784	41064	13	UNL	1	1.27	1.268	1.323	100.0	0	0
268784	43066	13	UNL	1	0.1	0.771	0.805	100.0	0	0
268784	44067	2212	UNL	1	0.69	1.278	1.373	100.0	0	0
268784	45068	13	UNL	1	0.32	0.375	0.428	100.0	0	0
268784	46069	13	UNL	1	0.42	0.504	0.513	100.0	0	0
268784	47070	13	UNL	1	0.37	0.485	0.569	100.0	0	0
268784	48071	13	UNL	1	0.37	0.635	0.715	100.0	0	0
268784	51074	13	UNL	1	0.69	1.057	1.103	100.0	0	0
268784	54077	13	UNL	1	0.55	1.028	1.048	100.0	0	0
268784	56079	13	UNL	1	1.03	0.697	0.71	100.0	0	0
268784	60083	13	UNL	1	0.34	0.775	0.863	100.0	0	0
268784	76120	13	UNL	1	4.31	0.786	1.182	100.0	0	0
269774	34046	13	UNL	1	0.41	1.182	1.226	100.0	0	0
269774	35047	13	UNL	0	3.52	0.593	1.013	100.0	0	0
269774	37049	13	UNL	0	0.23	0.713	0.726	100.0	0	0
269774	40052	13	UNL	1	0.58	0.813	0.845	100.0	0	0
269774	45057	13	UNL	1	0.32	0.817	0.86	100.0	0	0
269774	47059	13	UNL	1	1.47	0.936	1.028	100.0	0	0
269774	49061	13	UNL	1	0.52	0.905	0.94	100.0	0	0
269774	51063	13	UNL	1	0.67	1.997	2.41	0.48023213453777813	0	0
269774	53065	13	UNL	1	0.21	0.814	0.814	100.0	0	0
269774	54066	13	UNL	1	0.38	0.952	0.99	100.0	0	0
269774	55067	13	UNL	1	0.37	1.071	1.195	100.0	0	0
269774	60072	2212	UNL	1	0.46	1.315	1.317	100.0	0	0
269774	69081	13	UNL	1	0.81	0.788	0.838	100.0	0	0
269774	72084	13	UNL	1	0.24	0.746	0.832	100.0	0	0
269774	73085	13	UNL	1	0.72	0.903	0.91	100.0	0	0
269774	74086	13	UNL	1	2.71	1.124	1.244	100.0	0	0
269774	75087	13	UNL	1	0.37	0.993	1.018	100.0	0	0
269774	76088	13	UNL	1	0.18	0.921	0.978	100.0	0	0
269774	82091	13	UNL	1	1.07	1.145	1.152	100.0	0	0
269774	91167	13	UNL	1	1.2	1.119	1.283	100.0	0	0
269774	92174	13	UNL	1	5.29	1.921	2.5	0.2906938491119233	0	0
269774	92175	13	UNL	1	6.55	0.808	1.745	100.0	0	0
269774	95187	13	UNL	1	2.35	1.769	2.837	0.4440999486742612	0	0
269774	103220	13	UNL	1	0.25	0.566	0.595	100.0	0	0
269774	105228	13	UNL	1	2.99	0.375	0.868	100.0	0	0
269774	107231	13	UNL	1	1.82	1.098	1.295	100.0	0	0
271851	100024	13	UNL	1	0.29	0.951	0.982	100.0	0	0
271851	101025	13	UNL	1	2.76	0.262	0.307	100.0	0	0
271851	102026	13	UNL	1	0.32	0.482	0.533	100.0	0	0
271851	104028	13	UNL	1	0.2	0.791	0.798	100.0	0	0
271851	106030	13	UNL	1	0.37	0.603	0.649	100.0	0	0
271851	110034	13	UNL	1	1.23	0.865	1.178	100.0	0	0
271851	112036	13	UNL	1	0.6	0.666	0.689	100.0	0	0
271851	116041	13	UNL	1	4.03	1.0	1.087	100.0	0	0
271851	118056	13	UNL	1	0.2	0.723	0.829	100.0	0	0
271851	119057	13	UNL	1	0.48	0.98	1.038	100.0	0	0
271851	121059	13	UNL	1	2.33	0.749	1.148	100.0	0	0
271851	129062	13	UNL	1	0.77	0.899	0.933	100.0	0	0
271851	132065	13	UNL	1	7.36	0.997	1.469	100.0	0	0
271851	134072	13	UNL	1	0.33	0.658	0.875	100.0	0	0
271851	139078	13	UNL	1	4.35	1.047	1.203	100.0	0	0
271851	141095	211	UNL	1	0.72	0.598	0.696	100.0	0	0
271851	142096	13	UNL	1	0.24	0.55	0.554	100.0	0	0
275011	43015	13	UNL	1	0.33	0.59	0.805	100.0	0	0
280159	84067	2212	UNL	1	10.28	1.951	2.193	100.0	0	0
280972	35052	2212	UNL	0	0.55	1.294	1.52	100.0	0	0
280972	44061	13	UNL	0	0.39	0.698	0.865	100.0	0	0
280972	49066	13	UNL	0	1.09	1.105	1.323	100.0	0	0
280972	52069	13	UNL	0	2.98	1.642	2.858	0.28931058895495515	0	0
280972	53070	13	UNL	0	0.22	0.98	1.133	100.0	0	0
280972	87159	13	UNL	0	5.14	0.903	1.172	100.0	0	0
280972	89170	13	UNL	0	0.05	1.028	1.049	100.0	0	0
281567	34045	13	UNL	1	0.31	0.852	0.875	100.0	0	0
281567	35046	13	UNL	1	0.41	0.937	0.963	100.0	0	0
281567	37048	2212	UNL	1	0.85	1.094	1.431	100.0	0	0
281567	38049	13	UNL	1	0.34	1.063	1.113	100.0	0	0
281567	40051	13	UNL	1	0.57	1.127	1.16	100.0	0	0
281567	41052	13	UNL	1	0.36	0.804	0.88	100.0	0	0
281567	42053	13	UNL	1	0.79	0.771	0.819	100.0	0	0
281567	44055	13	UNL	1	0.44	1.081	1.102	100.0	0	0
281567	49060	13	UNL	1	0.47	0.66	0.709	100.0	0	0
281567	70081	13	UNL	1	0.14	0.762	0.83	100.0	0	0
281567	77088	13	UNL	1	0.23	0.766	0.777	100.0	0	0
281567	79090	2212	UNL	1	3.97	2.956	3.12	100.0	0	0
281567	82101	2212	UNL	1	1.0	1.388	1.589	100.0	0	0
281567	84103	13	UNL	1	0.56	0.964	0.997	100.0	0	0
281567	100198	13	UNL	1	3.16	0.896	1.248	100.0	0	0
281567	103212	2212	UNL	1	0.81	1.32	1.329	100.0	0	0
282271	34021	13	UNL	1	0.96	0.602	0.606	100.0	0	0
282909	39031	2212	NOLAB	1	0.95	1.532	1.739	100.0	0	0
282909	40032	13	NOLAB	1	0.33	0.367	0.408	100.0	0	0
282909	41033	13	NOLAB	1	0.38	0.724	0.724	100.0	0	0
282909	79076	13	NOLAB	1	0.2	1.008	1.008	100.0	0	0
282979	34011	13	OUT	0	0.53	3.837	4.453	0.23599588586195538	0	0
282979	36013	13	UNL	0	0.35	0.683	0.873	100.0	0	0
282979	39016	13	OUT	0	0.87	0.318	0.33	100.0	0	0
282979	40017	13	OUT	0	0.47	0.373	0.467	100.0	0	0
282979	41018	13	OUT	0	0.46	0.927	0.931	100.0	0	0
282979	44031	2212	OUT	0	0.9	2.916	3.323	100.0	0	0
282979	44032	2212	OUT	0	9.32	3.315	4.122	0.07877008501394465	0	0
282979	46036	2212	OUT	0	1.56	1.337	1.434	100.0	0	0
284206	36038	13	UNL	1	0.36	0.437	0.559	100.0	0	0
284206	37039	13	UNL	1	0.4	0.837	1.065	100.0	0	0
285567	75059	13	UNL	1	2.16	1.179	1.293	100.0	0	0
285567	89073	13	UNL	1	1.38	0.93	1.019	100.0	0	0
287654	42011	13	UNL	1	1.46	0.588	0.591	100.0	0	0
287794	22019	13	UNL	1	0.31	0.634	0.641	100.0	0	0
287794	24021	13	UNL	0	0.9	1.015	1.224	100.0	0	0
289508	48026	2212	UNL	1	0.1	2.452	2.458	100.0	0	0
289508	49038	2212	UNL	1	3.65	2.325	4.475	100.0	0	0
291072	54046	2212	UNL	1	0.79	1.484	1.601	100.0	0	0
291072	55047	2212	UNL	1	0.24	1.437	1.463	100.0	0	0
291072	57049	13	UNL	1	1.11	0.877	0.976	100.0	0	0
291072	59051	13	UNL	1	0.37	0.768	0.918	100.0	0	0
291072	60052	13	UNL	1	0.17	0.934	1.02	100.0	0	0
291072	66058	13	UNL	1	0.31	0.372	0.388	100.0	0	0
291072	68060	2212	UNL	1	2.94	1.251	1.518	100.0	0	0
291072	71064	13	UNL	1	2.12	0.913	1.061	100.0	0	0
291072	74075	13	UNL	1	2.74	1.117	2.246	100.0	0	0
291072	75076	2212	UNL	1	0.3	1.341	1.371	100.0	0	0
291072	153077	13	UNL	1	0.24	0.951	0.972	100.0	0	0
317939	79026	13	UNL	1	0.31	0.466	0.47	100.0	0	0
317939	80027	13	UNL	1	0.01	0.671	0.681	100.0	0	0
317939	81028	13	UNL	1	0.35	0.445	0.492	100.0	0	0
318703	46045	13	UNL	1	0.66	0.75	0.764	100.0	0	0
318769	111057	13	UNL	1	0.59	1.235	1.28	100.0	0	0
318769	127076	13	UNL	1	0.22	0.756	0.76	100.0	0	0
318769	128077	13	UNL	1	0.19	0.67	0.673	100.0	0	0
318769	129078	13	UNL	1	0.66	0.899	0.913	100.0	0	0
318769	138087	2212	UNL	1	3.4	1.952	2.161	100.0	0	0
321169	54039	13	UNL	1	0.22	1.127	1.242	100.0	0	0
321169	56041	13	UNL	1	0.28	0.558	0.747	100.0	0	0
321169	57042	13	UNL	1	0.27	0.378	0.433	100.0	0	0
321169	59044	13	UNL	1	0.39	0.847	0.884	100.0	0	0
321169	60045	13	UNL	1	0.38	1.033	1.055	100.0	0	0
321169	70046	13	UNL	1	0.02	0.406	0.408	100.0	0	0
321169	71047	2212	UNL	1	0.08	1.371	1.372	100.0	0	0
321169	74050	13	UNL	0	0.36	0.752	0.819	100.0	0	0
321169	75051	13	UNL	0	0.32	0.777	0.78	100.0	0	0
321169	76052	13	UNL	0	0.31	0.514	0.533	100.0	0	0
342199	46046	13	UNL	1	0.53	0.747	0.773	100.0	0	0
342199	47047	2212	UNL	1	1.02	1.32	1.373	100.0	0	0
342199	48048	2212	UNL	1	0.89	1.819	1.893	100.0	0	0
342199	50050	13	UNL	1	1.75	0.998	1.244	100.0	0	0
342199	53053	13	UNL	1	0.19	0.739	0.748	100.0	0	0
342199	58058	13	UNL	1	2.93	1.689	2.427	0.36057596594419533	0	0
342199	59060	211	UNL	1	6.59	0.894	1.064	100.0	0	0
342199	59062	13	UNL	1	7.16	0.957	1.373	100.0	0	0
342199	59067	211	UNL	1	2.39	2.106	2.612	0.1553965427785889	0	0
342199	60068	13	UNL	1	0.21	0.499	0.584	100.0	0	0
342199	71097	13	UNL	1	1.93	0.753	1.356	100.0	0	0
347129	44010	2212	UNL	1	0.39	1.966	2.452	100.0	0	0
347824	86020	2212	UNL	1	0.19	1.202	1.301	100.0	0	0
350186	34013	13	UNL	1	0.6	0.456	0.465	100.0	0	0
350186	35014	13	UNL	1	0.59	0.984	1.228	100.0	0	0
350186	36015	13	UNL	1	0.25	0.641	0.651	100.0	0	0
350186	37016	13	UNL	1	0.41	0.758	0.776	100.0	0	0
350186	38017	2212	UNL	1	0.66	1.256	1.357	100.0	0	0
350186	39018	13	UNL	1	0.94	0.316	0.333	100.0	0	0
350186	41020	13	UNL	1	0.35	0.786	0.819	100.0	0	0
350186	48027	13	UNL	1	0.06	1.05	1.075	100.0	0	0
350186	49028	13	UNL	1	4.17	1.019	1.111	100.0	0	0
350186	50029	13	UNL	1	0.23	0.499	0.499	100.0	0	0
350186	52031	13	UNL	1	0.64	1.135	1.219	100.0	0	0
350186	54033	2212	UNL	1	0.35	1.338	1.356	100.0	0	0
350186	116034	13	UNL	1	0.77	1.02	1.193	100.0	0	0
350186	117035	13	UNL	1	1.19	1.006	1.043	100.0	0	0
350186	120043	13	UNL	1	0.12	0.963	1.003	100.0	0	0
350354	49026	13	UNL	1	0.37	0.466	0.487	100.0	0	0
350354	58035	2212	UNL	1	0.13	1.343	1.39	100.0	0	0
350354	59036	13	UNL	1	0.26	0.509	0.541	100.0	0	0
350354	69046	13	UNL	1	0.21	0.372	0.377	100.0	0	0
350354	70047	2212	UNL	1	1.16	1.394	1.432	100.0	0	0
350354	71048	13	UNL	1	0.36	0.967	0.983	100.0	0	0
350354	72049	211	UNL	1	0.0	-1.0	-1.0	100.0	0	0
350354	73050	13	UNL	1	0.39	1.001	1.003	100.0	0	0
350354	75052	13	UNL	1	1.08	1.054	1.218	100.0	0	0
350354	78055	13	UNL	1	3.24	2.14	2.555	0.13476233657796063	0	0
350354	90063	13	UNL	1	0.49	0.797	0.873	100.0	0	0
350354	91065	13	UNL	1	0.54	1.016	1.119	100.0	0	0
350354	93078	13	UNL	1	0.38	0.873	0.881	100.0	0	0
360535	32078	13	UNL	1	0.34	0.352	0.377	100.0	0	0
360535	33079	13	UNL	1	0.29	0.591	0.606	100.0	0	0
360535	35081	13	UNL	1	0.34	0.347	0.403	100.0	0	0
360535	36082	13	UNL	1	0.25	0.26	0.264	100.0	0	0
360535	37083	13	UNL	1	0.45	0.955	1.149	100.0	0	0
360535	38084	13	UNL	1	1.49	1.034	1.328	100.0	0	0
360535	41087	13	UNL	1	0.37	0.51	0.539	100.0	0	0
360535	42088	13	UNL	1	0.36	0.599	0.656	100.0	0	0
360535	43089	13	UNL	1	0.06	0.452	0.454	100.0	0	0
360535	44090	13	UNL	1	0.57	0.421	0.427	100.0	0	0
360535	45091	13	UNL	1	0.43	0.232	0.259	100.0	0	0
360535	46092	2212	UNL	1	0.25	1.504	1.635	100.0	0	0
360535	47093	13	UNL	1	0.55	0.385	0.393	100.0	0	0
360535	48094	13	UNL	1	0.33	0.422	0.431	100.0	0	0
360535	49095	13	UNL	1	0.63	0.225	0.228	100.0	0	0
360535	50096	13	UNL	1	0.48	0.651	0.759	100.0	0	0
360535	52098	13	UNL	1	0.58	0.74	0.875	100.0	0	0
360535	53099	13	UNL	1	0.38	0.423	0.449	100.0	0	0
360535	54100	13	UNL	1	0.4	0.676	0.724	100.0	0	0
360535	56102	13	UNL	1	0.65	0.48	0.481	100.0	0	0
360535	57103	13	UNL	1	0.86	1.025	1.026	100.0	0	0
360535	59105	13	UNL	1	0.67	1.059	1.062	100.0	0	0
360535	97126	13	UNL	1	2.08	0.988	1.366	100.0	0	0
360535	100129	13	UNL	1	0.83	0.966	0.981	100.0	0	0
386442	42016	13	OUT	1	0.41	0.299	0.329	100.0	0	0
386948	70026	13	UNL	1	0.35	0.429	0.535	100.0	0	0
390182	38022	13	UNL	1	0.19	1.008	1.014	100.0	0	0
390634	28029	13	UNL	1	0.37	0.721	0.862	100.0	0	0
394167	31022	13	UNL	1	0.28	1.045	1.08	100.0	0	0
394167	32023	13	UNL	1	0.74	0.705	0.783	100.0	0	0
394167	33024	13	UNL	1	0.32	1.064	1.076	100.0	0	0
394167	37028	13	UNL	1	0.33	1.085	1.107	100.0	0	0
394167	38029	2212	UNL	1	0.43	1.408	1.429	100.0	0	0
394167	43032	13	UNL	1	0.58	0.342	0.358	100.0	0	0
394167	45034	2212	UNL	1	0.73	1.767	1.802	100.0	0	0
394532	24004	13	UNL	1	1.24	1.002	1.066	100.0	0	0
394532	26006	13	UNL	1	0.33	0.661	0.664	100.0	0	0
394532	27007	2212	UNL	1	0.33	1.881	1.951	100.0	0	0
395597	85013	2212	OUT	0	0.74	4.321	4.902	0.08318641646626158	0	0
396222	9074	13	UNL	0	5.95	1.755	3.332	0.061490341356558016	0	0
396222	9076	2212	UNL	0	4.29	2.93	4.879	0.1661667309868881	0	0
396222	9080	211	UNL	0	24.0	1.172	2.03	0.1416997415440857	1	0
396222	9085	211	UNL	0	10.93	1.963	3.459	0.12788079838971186	0	0
396222	9086	2212	UNL	0	5.13	2.512	4.369	0.07827374367635546	0	0
396222	9098	2212	UNL	0	17.03	2.028	2.889	100.0	1	0
396222	9340	211	UNL	0	1.64	1.371	2.171	100.0	0	0
396222	9342	13	UNL	0	1.0	1.424	1.49	100.0	0	0
396222	17101	13	UNL	1	36.04	0.875	1.079	0.5144116096549403	1	0
396222	30106	13	UNL	1	2.94	0.816	0.992	100.0	0	0
396222	33109	13	UNL	1	0.39	0.661	0.686	100.0	0	0
396222	59135	13	UNL	1	0.51	0.471	0.496	100.0	0	0
396222	80156	13	UNL	1	0.6	0.39	0.42	100.0	0	0
396222	81157	13	UNL	1	0.18	0.734	0.776	100.0	0	0
396222	83159	13	UNL	1	0.38	0.967	1.005	100.0	0	0
396222	84160	13	UNL	1	0.39	1.043	1.08	100.0	0	0
396222	85161	13	UNL	1	0.83	0.764	0.799	100.0	0	0
396222	91167	13	UNL	1	0.31	0.447	0.459	100.0	0	0
396222	93169	13	UNL	1	0.33	0.488	0.521	100.0	0	0
396222	115222	13	UNL	1	8.78	1.82	2.708	0.11201561419853313	0	0
396222	117240	13	UNL	1	10.13	0.616	0.775	100.0	0	0
396222	132328	2212	UNL	1	3.09	1.819	3.696	100.0	0	0
396222	134335	13	UNL	1	0.33	0.456	0.498	100.0	0	0
396222	137338	2212	UNL	1	0.42	1.176	1.354	100.0	0	0
397630	28018	13	UNL	1	0.25	0.367	0.398	100.0	0	0
399860	60073	13	UNL	1	0.58	0.829	0.858	100.0	0	0
399860	61074	13	UNL	1	0.66	0.706	0.752	100.0	0	0
399860	63076	13	UNL	1	0.23	0.335	0.344	100.0	0	0
399860	64077	13	UNL	1	0.35	0.537	0.572	100.0	0	0
399860	67085	13	UNL	1	1.69	0.958	1.015	100.0	0	0
399860	71113	13	UNL	1	0.91	1.067	1.134	100.0	0	0
399860	72114	2212	UNL	1	1.53	1.661	1.914	100.0	0	0
399860	73117	211	UNL	1	1.43	0.438	0.516	0.9609114110629317	0	0
399860	75120	2212	UNL	1	0.37	0.9	1.246	100.0	0	0
399860	76122	13	UNL	1	4.96	1.574	2.921	0.12670281246024817	0	0
