sample	event	class	A_deg	A_stub3	A_stub5	A_stub10	A_shortest	B_deg	B_stub3	B_stub5	B_stub10	B_shortest
mcp2k	157281	non-mover	2	0	0	0	14.5	2	0	0	0	15.4
mcp2k	158227	non-mover	1	0	0	0	227.1	1	0	0	0	11.7
mcp2k	161043	away	2	0	0	0	12.4	1	0	0	0	11.2
mcp2k	162143	non-mover	2	0	0	0	40.6	2	0	0	1	6.4
mcp2k	163309	non-mover	1	0	0	0	219.2	1	0	0	0	218.5
mcp2k	163771	away	1	0	0	0	105.7	2	0	0	1	7.2
mcp2k	164475	non-mover	2	0	0	0	163.2	2	0	0	0	163.1
mcp2k	165544	away	2	0	0	0	18.1	3	0	0	1	5.9
mcp2k	165767	non-mover	2	0	0	0	13.2	2	0	0	0	13.1
mcp2k	166006	non-mover	2	0	1	1	4.7	2	0	1	1	4.2
mcp2k	166050	non-mover	3	1	1	2	2.9	3	0	1	2	3.1
mcp2k	167351	non-mover	1	0	0	0	189.8	1	0	0	0	189.0
mcp2k	167744	away	1	0	0	0	317.0	2	0	0	1	9.4
mcp2k	168209	non-mover	3	0	0	0	13.6	3	0	0	0	13.1
mcp2k	168448	non-mover	3	0	0	1	6.1	3	0	1	1	3.3
mcp2k	168869	non-mover	1	0	0	1	5.8	1	0	0	1	5.9
mcp2k	169067	non-mover	1	0	0	0	228.4	2	1	1	1	2.6
mcp2k	169152	non-mover	2	0	0	1	9.7	2	0	0	0	10.6
mcp2k	169221	non-mover	2	0	0	0	1.6	1	0	0	0	82.0
mcp2k	169240	non-mover	2	1	1	1	2.2	1	0	0	0	354.4
mcp2k	169658	non-mover	2	0	0	0	24.0	2	0	0	0	23.2
mcp2k	169724	non-mover	3	0	0	1	9.1	1	0	0	0	28.7
mcp2k	169793	non-mover	2	0	0	1	9.5	2	0	0	1	9.4
mcp2k	170098	non-mover	2	0	0	0	23.7	2	0	0	0	23.7
mcp2k	170274	away	1	0	0	0	11.6	2	0	0	0	11.6
mcp2k	170326	non-mover	1	0	0	0	2.4	2	1	1	1	1.1
mcp2k	170365	non-mover	2	0	1	1	4.1	2	0	1	1	4.4
mcp2k	170428	non-mover	2	1	1	1	2.1	2	1	1	1	2.3
mcp2k	170585	non-mover	2	0	0	1	8.1	2	0	0	1	8.2
mcp2k	171143	non-mover	3	0	1	1	4.3	3	0	1	1	4.1
mcp2k	171352	non-mover	3	0	0	0	1.3	5	0	0	0	13.6
mcp2k	171528	non-mover	1	0	0	0	34.9	1	0	0	0	34.0
mcp2k	171572	non-mover	2	0	0	1	9.1	3	0	1	2	3.0
mcp2k	171729	non-mover	3	0	0	1	6.0	3	0	0	1	5.8
mcp2k	171866	non-mover	3	1	1	1	2.0	2	0	0	0	17.5
mcp2k	172177	non-mover	2	1	1	1	2.2	2	0	1	1	3.2
mcp2k	172344	non-mover	3	0	0	0	10.9	3	0	0	0	11.6
mcp2k	172617	non-mover	3	0	1	1	4.3	3	0	1	1	4.0
mcp2k	172762	non-mover	1	0	0	0	320.6	1	0	0	0	322.0
mcp2k	172850	non-mover	2	0	0	1	6.0	2	0	0	1	5.8
mcp2k	173049	non-mover	2	0	0	1	9.9	2	0	0	1	8.9
mcp2k	173093	away	1	1	1	1	1.1	4	0	1	3	4.1
mcp2k	173108	non-mover	2	0	1	1	4.8	2	0	1	1	4.8
mcp2k	173340	non-mover	1	0	0	0	91.3	1	0	0	0	89.8
mcp2k	173620	away	1	0	0	0	17.9	1	0	0	0	106.7
mcp2k	173912	non-mover	3	1	2	2	2.1	3	1	2	2	1.6
mcp2k	174352	non-mover	3	1	1	1	1.6	3	0	1	2	3.5
mcp2k	174661	non-mover	2	0	0	0	26.3	2	0	0	0	26.0
mcp2k	174771	non-mover	5	0	0	2	7.7	4	0	1	2	3.6
mcp2k	174993	non-mover	1	0	0	0	135.5	1	0	0	0	133.4
mcp2k	175057	non-mover	2	0	0	0	47.8	2	0	0	0	48.2
mcp2k	175094	non-mover	2	0	0	1	9.5	2	0	0	1	9.8
mcp2k	175117	non-mover	3	0	1	2	3.3	3	0	1	1	0.4
mcp2k	175814	non-mover	2	0	0	1	6.3	2	0	0	1	6.1
mcp2k	175952	non-mover	4	0	0	1	5.3	5	1	2	2	1.4
mcp2k	176150	non-mover	1	0	0	0	12.1	1	0	0	0	12.0
mcp2k	176533	non-mover	2	0	0	0	11.5	2	0	0	0	12.5
mcp2k	176810	away	1	0	0	0	11.3	1	0	0	0	10.1
mcp2k	176948	non-mover	2	0	0	1	5.7	2	0	0	1	6.0
mcp2k	176986	non-mover	1	1	1	1	1.1	2	0	1	2	3.4
mcp2k	177068	away	3	2	2	2	2.6	2	1	1	1	2.5
mcp2k	177149	non-mover	2	0	0	1	7.1	2	0	0	1	7.1
mcp2k	177266	non-mover	2	0	0	1	9.7	2	0	0	0	10.8
mcp2k	177360	non-mover	1	0	1	1	3.5	1	0	1	1	4.1
mcp2k	177366	non-mover	3	0	0	0	11.9	3	0	0	0	10.4
mcp2k	177521	non-mover	2	0	0	1	8.2	2	0	0	1	8.4
mcp2k	177536	non-mover	2	0	0	0	24.0	2	0	0	0	23.9
mcp2k	177961	non-mover	3	0	0	2	8.1	1	0	0	0	8.0
mcp2k	178350	non-mover	1	0	0	0	154.1	1	0	0	0	150.0
mcp2k	178388	non-mover	2	0	1	1	3.8	2	0	1	1	4.7
mcp2k	178570	non-mover	3	0	0	1	8.3	3	0	0	1	8.6
mcp2k	178885	non-mover	2	1	1	2	2.4	2	0	1	2	3.2
mcp2k	179048	non-mover	1	0	0	0	56.4	1	0	0	0	70.2
mcp2k	179054	non-mover	2	0	0	0	62.0	3	1	1	1	1.7
mcp2k	179246	toward	1	1	1	1	1.0	1	0	0	0	158.0
mcp2k	179369	non-mover	3	0	1	1	4.0	3	0	1	2	4.0
mcp2k	179604	non-mover	3	0	0	1	8.3	2	0	0	0	22.9
mcp2k	179611	non-mover	2	0	0	0	34.8	2	0	0	0	34.9
mcp2k	179752	non-mover	3	0	0	1	5.6	3	0	1	1	4.6
mcp2k	179765	non-mover	2	0	0	0	10.0	2	0	0	0	21.3
mcp2k	179897	non-mover	3	0	0	0	17.4	4	0	1	1	3.6
mcp2k	179912	non-mover	1	0	0	0	5.5	1	0	0	0	5.7
mcp2k	180117	non-mover	3	0	0	1	6.9	3	0	0	1	6.8
mcp2k	180544	non-mover	4	0	1	1	3.2	5	1	2	2	2.2
mcp2k	180645	non-mover	1	0	1	1	4.2	2	0	0	0	15.8
mcp2k	180698	non-mover	1	0	0	0	68.0	1	0	0	0	67.4
mcp2k	236610	non-mover	3	0	0	1	6.5	3	0	0	1	5.5
mcp2k	237446	non-mover	2	0	0	1	7.7	3	1	1	2	1.9
mcp2k	237798	non-mover	3	0	2	2	3.9	2	0	1	1	3.3
mcp2k	240372	non-mover	3	0	0	0	13.2	3	0	0	0	11.4
mcp2k	240636	non-mover	2	0	0	0	14.1	2	0	0	0	13.6
mcp2k	242022	non-mover	1	0	0	0	334.6	1	0	0	0	333.1
mcp2k	242484	non-mover	1	0	0	0	274.1	1	0	0	0	67.8
mcp2k	242550	non-mover	4	1	1	2	1.9	5	1	1	3	2.4
mcp2k	242726	non-mover	2	0	0	0	67.3	2	0	0	0	66.1
mcp2k	242814	non-mover	3	0	0	2	7.2	4	0	0	2	8.5
mcp2k	243628	non-mover	3	0	0	0	10.9	4	0	0	0	10.4
mcp2k	277123	non-mover	1	0	0	0	167.4	1	0	0	0	167.4
mcp2k	278509	non-mover	1	0	0	0	84.6	1	0	0	0	85.2
mcp2k	279213	non-mover	1	0	0	0	42.4	1	0	0	0	43.0
mcp2k	280159	away	2	0	0	0	12.7	3	1	1	1	2.3
mcp2k	280351	non-mover	2	0	0	0	11.7	2	0	0	0	11.2
mcp2k	280709	away	1	0	0	0	25.2	2	1	1	1	2.7
mcp2k	280945	non-mover	1	0	0	0	107.8	1	0	0	0	107.7
mcp2k	281567	away	2	1	1	1	0.6	3	1	1	2	2.1
mcp2k	281781	away	2	0	0	1	8.6	1	0	0	0	14.3
mcp2k	281985	non-mover	2	0	0	0	30.8	2	0	0	0	29.8
mcp2k	282491	non-mover	1	0	0	0	1.5	2	1	1	1	1.8
mcp2k	282909	non-mover	5	0	3	3	3.2	4	0	2	2	3.7
mcp2k	283299	non-mover	1	0	0	0	33.3	2	0	0	1	8.9
mcp2k	283568	non-mover	4	0	0	1	6.0	4	0	0	1	6.3
mcp2k	283591	non-mover	2	0	0	1	7.9	2	0	0	1	8.0
mcp2k	283833	non-mover	1	0	0	0	31.4	1	0	0	0	457.7
mcp2k	283849	non-mover	2	0	0	0	30.3	2	0	0	0	30.0
mcp2k	284047	non-mover	2	1	1	1	2.1	2	0	1	1	3.9
mcp2k	284206	non-mover	7	0	1	1	4.5	3	0	1	1	4.1
mcp2k	284866	non-mover	3	0	1	1	3.2	2	0	0	0	10.1
mcp2k	285350	non-mover	2	0	0	0	15.7	2	0	0	0	16.0
mcp2k	285680	non-mover	3	0	0	1	7.0	2	0	0	0	7.0
mcp2k	286296	non-mover	2	0	0	1	9.0	3	0	0	1	8.9
mcp2k	286489	non-mover	4	1	1	2	2.5	3	0	0	0	10.3
mcp2k	287374	non-mover	1	0	0	0	123.5	1	0	0	0	123.2
mcp2k	287464	non-mover	1	0	0	0	47.5	1	0	0	0	47.5
mcp2k	287638	non-mover	1	0	0	0	110.3	1	0	0	0	111.1
mcp2k	287770	non-mover	2	0	0	0	49.3	2	0	0	0	50.0
mcp2k	289246	non-mover	2	0	0	0	15.8	1	1	1	1	2.5
mcp2k	289464	non-mover	4	0	1	1	3.2	3	0	0	0	12.7
mcp2k	289862	non-mover	1	0	0	0	16.1	1	0	0	0	15.6
mcp2k	290588	non-mover	3	0	0	1	6.5	4	1	2	2	2.1
mcp2k	292370	non-mover	2	1	1	1	2.8	2	0	1	1	3.1
mcp2k	292524	non-mover	2	0	0	0	20.3	2	0	0	0	17.8
mcp2k	292568	non-mover	3	0	0	1	7.3	3	0	0	1	7.2
mcp2k	292722	non-mover	2	0	0	0	15.2	3	0	1	1	3.6
mcp2k	292788	non-mover	2	0	0	0	69.0	2	0	0	0	68.3
mcp2k	293470	non-mover	1	0	0	0	68.0	1	0	0	0	66.6
mcp2k	293536	non-mover	3	0	1	1	3.6	3	0	0	1	9.0
mcp2k	293734	non-mover	3	0	0	1	7.7	3	0	0	1	7.7
mcp2k	294174	non-mover	2	0	0	0	39.5	2	0	0	0	39.9
mcp2k	315955	non-mover	2	0	0	0	36.1	2	0	0	0	36.0
mcp2k	316197	non-mover	1	0	0	0	35.0	1	0	0	0	35.8
mcp2k	316987	non-mover	3	0	0	0	1.1	2	0	0	0	71.6
mcp2k	317077	non-mover	1	0	0	1	7.7	2	1	1	1	2.2
mcp2k	317407	non-mover	2	0	0	0	14.4	3	1	1	1	2.6
mcp2k	318021	non-mover	2	0	0	1	6.7	1	0	0	0	22.2
mcp2k	318549	non-mover	1	0	0	1	7.4	1	0	0	1	7.6
mcp2k	318703	non-mover	2	0	0	0	14.4	3	0	0	1	7.3
mcp2k	319475	non-mover	4	0	1	3	3.0	1	0	0	0	67.6
mcp2k	319871	non-mover	2	0	0	0	34.1	2	0	0	0	33.6
mcp2k	320485	non-mover	3	0	0	0	15.2	3	0	0	0	15.4
mcp2k	321015	toward	2	0	0	1	9.5	3	0	0	0	20.5
mcp2k	321169	toward	1	1	1	1	0.8	1	0	0	0	11.4
mcp2k	321235	non-mover	1	0	0	0	125.4	1	0	0	0	88.8
mcp2k	321629	non-mover	3	0	0	1	9.2	3	0	0	1	8.7
mcp2k	321741	non-mover	1	1	1	1	2.2	2	0	0	0	16.3
mcp2k	321937	non-mover	1	0	0	0	111.1	2	0	0	1	8.7
mcp2k	321983	non-mover	1	0	0	1	5.5	1	0	0	1	5.2
mcp2k	322181	non-mover	2	0	0	1	6.4	2	0	0	1	6.7
mcp2k	322269	non-mover	2	0	0	1	5.8	2	0	0	1	5.6
mcp2k	322707	away	3	0	0	0	28.9	2	0	0	0	19.4
mcp2k	322861	non-mover	2	0	0	0	3.9	2	0	1	1	3.5
mcp2k	322907	non-mover	2	0	0	0	14.8	2	0	0	0	14.8
mcp2k	323125	non-mover	3	0	0	0	11.2	2	0	0	0	10.5
mcp2k	323171	non-mover	3	0	0	1	6.4	3	0	0	0	11.1
mcp2k	347384	non-mover	2	0	0	0	82.5	2	0	0	0	82.0
mcp2k	347824	non-mover	3	0	1	1	3.5	2	0	1	1	4.3
mcp2k	347890	non-mover	3	0	0	1	8.8	2	0	0	0	13.0
mcp2k	348594	non-mover	3	0	1	1	3.5	3	0	0	0	23.7
mcp2k	348682	non-mover	1	0	0	0	275.6	1	0	0	0	275.0
mcp2k	350354	away	2	0	1	1	4.5	1	0	0	0	49.9
mcp2k	351564	non-mover	2	0	0	1	6.7	2	0	0	1	7.4
mcp2k	352202	non-mover	1	0	0	0	20.1	1	0	0	0	20.9
mcp2k	352664	non-mover	2	0	0	0	82.0	2	0	0	0	82.2
mcp2k	352796	non-mover	2	0	0	0	17.6	2	0	0	0	18.2
mcp2k	355106	toward	2	0	0	0	19.9	1	0	0	0	366.3
mcp2k	355238	non-mover	2	0	0	0	30.7	2	0	0	0	30.3
mcp2k	388323	non-mover	2	1	1	1	2.7	2	1	1	1	2.4
mcp2k	389225	non-mover	2	0	0	0	31.7	2	0	0	0	32.2
mcp2k	389379	non-mover	1	0	0	0	158.7	1	0	0	0	157.7
mcp2k	390216	non-mover	2	0	0	0	38.3	2	0	0	0	38.1
mcp2k	390370	non-mover	2	0	0	0	38.9	2	0	0	0	38.8
mcp2k	390391	non-mover	3	0	0	0	5.0	4	0	2	2	3.2
mcp2k	390634	non-mover	2	0	0	0	28.6	2	0	0	0	28.1
mcp2k	390810	non-mover	1	0	0	0	28.9	1	0	0	0	30.6
mcp2k	391415	non-mover	2	0	0	0	17.5	2	0	0	0	17.5
mcp2k	391513	non-mover	2	1	1	1	2.2	2	1	1	1	2.8
mcp2k	391777	non-mover	4	0	0	1	7.9	4	0	0	1	8.0
mcp2k	391899	non-mover	3	1	1	1	2.0	2	0	0	0	29.0
mcp2k	392009	non-mover	2	0	0	0	70.0	2	0	0	0	69.3
mcp2k	392327	non-mover	3	0	1	2	4.8	3	0	1	2	4.6
mcp2k	392649	non-mover	1	0	0	0	110.0	1	0	0	0	110.0
mcp2k	392988	non-mover	3	1	1	2	1.7	3	1	1	2	1.6
mcp2k	393089	non-mover	2	0	0	1	6.5	2	0	0	1	6.4
mcp2k	393133	non-mover	1	1	1	1	0.2	1	1	1	1	0.2
mcp2k	393485	non-mover	2	0	0	0	54.5	2	0	0	0	54.8
mcp2k	393538	non-mover	2	0	0	0	20.5	2	0	0	0	16.6
mcp2k	393727	non-mover	1	0	0	0	140.4	1	0	0	0	141.2
mcp2k	393758	non-mover	2	0	0	1	8.1	2	0	0	1	7.6
mcp2k	393935	non-mover	1	0	0	0	294.9	1	0	0	0	294.3
mcp2k	394407	toward	1	0	0	0	345.1	1	0	0	0	259.0
mcp2k	395012	non-mover	3	0	1	2	3.9	3	0	1	1	1.3
mcp2k	395033	non-mover	2	0	0	0	15.7	2	0	0	0	15.7
mcp2k	395089	non-mover	4	0	1	2	4.8	4	0	1	2	3.6
mcp2k	395277	non-mover	1	0	0	0	10.7	1	0	0	0	11.3
mcp2k	395443	non-mover	3	0	1	1	3.3	3	0	1	1	3.7
mcp2k	395573	non-mover	2	0	0	1	5.6	2	0	0	1	5.8
mcp2k	395597	non-mover	3	0	0	0	20.2	3	0	0	0	15.4
mcp2k	395695	non-mover	2	0	0	0	21.4	2	0	0	0	25.1
mcp2k	395837	non-mover	1	0	0	0	134.8	1	0	0	0	133.3
mcp2k	395870	non-mover	2	0	0	0	41.9	2	0	0	0	41.4
mcp2k	396037	non-mover	1	0	0	0	4.9	2	1	1	1	2.6
mcp2k	396091	non-mover	2	0	0	0	46.7	2	0	0	0	47.0
mcp2k	396157	non-mover	1	0	0	1	8.6	1	0	0	1	8.9
mcp2k	396355	non-mover	2	0	0	0	42.3	2	0	0	0	38.7
mcp2k	396420	non-mover	2	0	0	0	13.0	2	0	0	0	11.4
mcp2k	396761	non-mover	1	0	0	0	12.7	1	0	0	0	12.7
mcp2k	396805	non-mover	3	0	0	0	16.8	3	0	0	0	17.0
mcp2k	396816	toward	1	1	1	1	0.8	2	0	1	1	4.7
mcp2k	396829	away	1	0	0	0	71.7	1	0	0	0	25.5
mcp2k	396882	non-mover	1	0	0	0	54.2	1	0	0	0	55.6
mcp2k	396927	non-mover	3	0	0	0	21.7	3	0	0	0	21.7
mcp2k	397005	non-mover	2	0	0	0	25.5	2	0	0	0	24.0
mcp2k	397190	non-mover	1	0	0	0	160.4	1	0	0	0	160.6
mcp2k	397379	non-mover	2	0	0	0	13.0	2	0	0	0	13.1
mcp2k	397401	non-mover	3	1	1	1	1.5	2	0	0	0	23.2
mcp2k	397487	non-mover	1	0	0	1	7.6	2	1	1	2	1.7
mcp2k	397542	non-mover	2	1	1	1	2.4	1	0	0	0	23.3
mcp2k	397599	non-mover	2	0	1	1	4.5	2	0	1	1	4.3
mcp2k	397927	non-mover	2	0	0	0	21.7	2	0	0	0	21.2
mcp2k	398181	non-mover	3	0	0	0	11.9	3	0	0	0	20.2
mcp2k	398313	non-mover	2	1	1	1	1.8	2	1	1	1	2.0
mcp2k	399061	non-mover	1	0	0	0	78.4	1	0	0	0	78.0
mcp2k	399303	non-mover	2	0	0	0	86.2	2	0	0	0	85.5
mcp2k	400029	non-mover	2	0	0	0	26.6	2	0	0	0	26.6
mcp2k	400117	non-mover	2	0	0	0	47.9	2	0	0	0	48.0
mcp2k	400185	away	1	0	0	0	71.5	3	1	1	2	2.2
mcp2k	400779	non-mover	2	0	0	1	6.9	1	0	0	0	86.6
mcp2k	401197	non-mover	1	0	0	1	9.9	1	0	0	1	9.7
mcp2k	401241	non-mover	1	0	0	0	17.5	1	0	0	0	17.2
mcp2k	402077	non-mover	3	0	0	0	1.2	3	0	1	1	4.2
mcp2k	402209	non-mover	3	0	0	0	27.9	3	0	0	0	27.7
mcp2k	403397	non-mover	2	0	0	0	19.4	2	0	0	0	19.2
mcp2k	404189	non-mover	2	0	0	0	50.2	2	0	0	0	51.4
mcp2k	405201	non-mover	2	0	0	0	25.1	2	0	0	0	13.4
mcp2k	405927	non-mover	2	0	0	1	6.1	1	0	0	0	13.3
mcp2k	406125	non-mover	3	1	1	1	1.6	2	0	0	0	12.8
mcp2k	406631	toward	2	0	0	0	34.0	1	0	0	0	212.9
mcp2k	407534	non-mover	2	0	0	1	8.2	2	0	0	1	8.1
mcp2k	407886	non-mover	2	0	0	0	16.3	2	0	0	0	15.7
mcp2k	408326	non-mover	2	0	0	0	60.4	2	0	0	0	60.9
mcp2k	409140	non-mover	2	0	0	1	6.9	2	0	0	1	8.5
mcp2k	409514	non-mover	2	0	1	1	3.4	2	1	1	1	2.8
mcp2k	409624	non-mover	2	0	0	0	36.0	2	0	0	0	38.8
mcp2k	409888	non-mover	3	0	1	1	3.4	3	0	1	2	4.1
mcp2k	409906	non-mover	4	1	2	2	3.0	4	1	2	2	2.8
mcp2k	410566	non-mover	3	1	2	2	1.9	3	2	2	2	1.8
mcp2k	410680	non-mover	4	0	0	1	6.4	4	0	1	1	4.0
mcp2k	410698	non-mover	2	0	0	1	6.7	3	1	1	2	2.1
mcp2k	412396	non-mover	2	0	0	0	10.1	2	0	0	0	51.8
mcp2k	412612	non-mover	1	0	0	0	111.9	1	0	0	0	112.8
mcp2k	414024	non-mover	1	0	0	0	159.8	1	0	0	0	159.0
mcp2k	414200	non-mover	2	0	0	0	70.4	2	0	0	0	70.2
mcp2k	414240	non-mover	2	0	0	0	11.5	2	0	0	1	8.6
mcp2k	414288	non-mover	2	0	1	2	4.6	1	0	0	0	3.8
mcp2k	414306	non-mover	1	0	0	0	186.9	1	0	0	0	58.9
mcp2k	417100	non-mover	1	0	0	0	167.3	1	0	0	0	163.2
mcp2k	417496	non-mover	1	0	0	0	29.0	1	0	0	0	28.6
mcp2k	417782	non-mover	1	0	0	0	11.3	2	0	1	2	3.6
mcp2k	47058	non-mover	1	0	0	0	178.6	1	0	0	0	177.0
mcp2k	47278	away	4	0	0	1	5.7	1	0	0	0	28.0
mcp2k	473952	non-mover	1	0	0	0	54.7	1	0	0	0	151.3
mcp2k	474370	non-mover	1	0	0	0	117.8	1	0	0	0	117.9
mcp2k	474612	away	1	0	0	0	19.7	2	0	1	1	3.9
mcp2k	474678	non-mover	3	0	0	1	4.4	2	0	0	0	5.1
mcp2k	477142	non-mover	2	0	0	1	8.5	2	0	0	0	10.4
mcp2k	47784	non-mover	3	0	0	1	6.9	3	0	0	1	7.4
mcp2k	478088	non-mover	2	0	0	0	55.2	2	0	0	0	29.7
mcp2k	478220	non-mover	1	0	0	0	274.3	1	0	0	0	271.6
mcp2k	478594	non-mover	2	0	0	0	12.1	3	0	1	2	3.6
mcp2k	478638	non-mover	2	0	1	1	3.6	2	0	1	1	3.4
mcp2k	478880	non-mover	2	0	0	1	9.1	2	0	0	1	9.1
mcp2k	47916	non-mover	2	0	0	0	13.3	2	0	0	0	13.5
mcp2k	479650	toward	2	1	1	1	2.6	3	0	1	3	3.1
mcp2k	480728	non-mover	3	1	1	1	1.6	3	1	1	1	2.1
mcp2k	480772	non-mover	2	0	0	0	14.7	2	0	0	0	15.4
mcp2k	48488	non-mover	2	0	1	1	4.9	2	0	0	1	5.5
mcp2k	493659	non-mover	1	0	0	0	71.7	1	0	0	0	71.9
mcp2k	494847	non-mover	1	0	0	0	144.0	1	0	0	0	143.1
mcp2k	495199	non-mover	2	0	0	1	5.1	2	0	0	1	5.1
mcp2k	497311	non-mover	1	0	0	0	204.2	1	0	0	0	199.3
mcp2k	497399	non-mover	1	1	1	1	0.5	1	1	1	1	0.2
mcp2k	49742	non-mover	1	0	0	0	108.6	1	0	0	0	107.0
mcp2k	497553	non-mover	2	0	0	0	1.0	2	0	0	0	13.6
mcp2k	498851	non-mover	3	1	1	1	2.8	3	0	1	1	3.1
mcp2k	499115	non-mover	2	0	0	1	7.0	2	0	0	1	6.9
mcp2k	499423	away	1	0	0	0	29.5	1	0	0	0	26.6
mcp2k	499577	non-mover	3	0	0	0	19.2	4	0	0	1	7.1
mcp2k	500149	non-mover	2	0	0	1	6.8	3	0	0	2	6.8
mcp2k	50182	non-mover	2	0	0	1	8.1	2	0	0	1	8.0
mcp2k	502525	non-mover	2	0	1	1	5.0	3	0	0	1	1.3
mcp2k	502921	non-mover	3	0	0	0	14.8	3	0	0	0	14.6
mcp2k	51128	away	2	0	0	0	13.1	1	0	0	0	12.2
mcp2k	51219	non-mover	3	0	0	0	26.4	3	0	0	0	11.1
mcp2k	51546	non-mover	1	0	0	0	75.8	2	0	1	1	4.9
mcp2k	51868	non-mover	1	0	0	0	163.9	1	0	0	0	167.0
mcp2k	51890	non-mover	2	0	0	0	23.3	2	0	0	0	24.2
mcp2k	51964	non-mover	2	0	0	0	11.9	2	0	0	0	11.6
mcp2k	52044	non-mover	3	0	0	2	7.7	2	0	0	1	8.1
mcp2k	52605	toward	2	0	0	1	8.2	3	0	0	1	5.7
mcp2k	52693	away	2	0	0	0	4.9	2	0	0	0	29.2
mcp2k	52759	non-mover	2	0	1	1	4.5	2	0	1	1	4.7
mcp2k	53130	non-mover	3	0	0	1	9.6	3	0	0	1	7.6
mcp2k	53658	non-mover	1	0	0	0	74.2	1	0	0	0	70.8
mcp2k	53793	non-mover	3	0	0	0	12.1	3	0	0	0	12.5
mcp2k	53881	non-mover	1	0	0	0	80.8	1	0	0	0	87.7
mcp2k	54508	non-mover	2	0	1	1	3.9	2	1	1	1	2.7
mcp2k	55278	non-mover	2	0	0	1	5.8	2	0	0	1	5.6
mcp2k	55322	non-mover	3	0	1	2	5.0	3	0	1	2	4.8
mcp2k	55542	non-mover	2	0	0	1	5.2	2	0	0	1	5.3
mcp2k	55740	toward	2	0	1	1	3.3	2	0	0	0	10.3
mcp2k	56763	non-mover	3	0	2	2	3.6	4	0	0	2	6.7
mcp2k	56939	non-mover	2	0	0	0	48.8	2	0	0	0	28.5
mcp2k	57280	non-mover	1	0	0	0	25.1	1	0	0	0	25.9
mcp2k	57577	non-mover	2	0	0	0	31.9	2	0	0	0	32.1
mcp2k	57709	non-mover	2	0	1	1	3.3	1	0	0	0	86.4
mcp2k	57742	non-mover	2	0	0	1	5.2	2	0	1	1	3.2
mcp2k	58072	away	2	0	0	1	5.5	2	0	0	0	18.5
mcp2k	58325	non-mover	2	0	1	1	4.5	2	0	1	1	4.5
mcp2k	58919	non-mover	2	0	0	1	5.7	3	0	1	2	3.5
mcp2k	65266	toward	1	0	0	0	47.0	2	0	1	1	3.4
mcp2k	66278	non-mover	3	1	1	2	2.5	3	1	1	2	2.6
mcp2k	66652	non-mover	1	0	0	0	53.3	2	0	1	1	3.5
mcp2k	66872	away	1	0	0	0	66.9	2	0	0	0	10.1
mcp2k	66900	non-mover	4	0	0	0	11.0	4	0	0	1	10.0
mcp2k	67026	non-mover	2	0	0	0	54.4	2	0	0	0	54.2
mcp2k	67868	non-mover	5	1	2	3	1.9	5	1	2	2	2.9
mcp2k	67898	non-mover	3	0	1	2	4.3	2	0	0	1	9.2
mcp2k	67928	non-mover	2	0	0	0	49.5	2	0	0	0	49.2
mcp2k	68308	non-mover	3	0	0	1	6.9	3	0	0	1	6.5
mcp2k	68748	non-mover	1	0	0	0	186.7	2	0	0	1	8.3
mcp2k	69144	non-mover	2	0	0	0	34.8	2	0	0	0	35.5
mcp2k	69152	non-mover	2	0	0	0	34.6	2	0	0	0	35.3
mcp2k	69314	non-mover	5	0	0	0	31.4	4	0	0	0	32.5
mcp2k	69666	non-mover	4	1	2	2	1.6	3	0	1	1	4.1
mcp2k	69936	away	2	1	1	1	2.4	2	1	1	1	2.5
mcp2k	70010	non-mover	1	0	0	0	80.9	1	0	0	0	79.6
mcp2k	70178	non-mover	2	0	0	0	28.1	2	0	0	0	27.8
mcp2k	70186	non-mover	2	0	0	0	55.1	2	0	0	0	54.1
mcp2k	70472	non-mover	2	0	1	1	4.2	2	0	0	1	7.1
mcp2k	70538	non-mover	2	0	1	1	3.4	2	1	1	1	2.6
mcp2k	70612	non-mover	1	0	0	0	48.3	2	0	0	1	9.5
mcp2k	70692	non-mover	2	0	0	0	88.3	2	0	0	0	88.4
mcp2k	70766	non-mover	1	0	0	0	225.5	1	0	0	0	223.0
mcp2k	70912	non-mover	2	0	0	0	31.3	2	0	0	0	31.6
mcp2k	71022	non-mover	1	0	0	0	59.6	2	0	1	1	3.2
mcp2k	71092	non-mover	1	0	0	0	55.0	1	0	0	0	54.9
mcp2k	71778	non-mover	1	0	0	0	276.7	1	0	0	0	273.5
mcp2k	71872	non-mover	2	0	0	0	32.1	2	0	0	0	32.4
mcp2k	72055	non-mover	2	0	0	0	15.3	3	0	1	1	3.2
mcp2k	72170	non-mover	4	1	1	1	0.6	3	1	1	1	2.8
mcp2k	72174	non-mover	2	0	1	1	4.8	2	0	1	1	4.9
mcp2k	72742	non-mover	2	1	1	1	2.5	2	1	1	1	2.4
mcp2k	72759	non-mover	1	0	0	0	21.7	3	0	1	2	3.5
mcp2k	72840	non-mover	2	0	0	0	49.1	2	0	0	0	49.0
mcp2k	72940	non-mover	2	0	0	0	79.0	2	0	0	0	79.0
mcp2k	73336	non-mover	4	0	0	2	7.1	2	0	0	0	2.5
mcp2k	73412	non-mover	2	0	1	1	3.5	2	0	1	1	3.5
mcp2k	73688	non-mover	2	0	0	0	14.2	2	0	0	0	11.5
mcp2k	73698	non-mover	2	0	0	0	14.3	2	0	0	0	14.3
mcp2k	74146	non-mover	2	0	0	0	15.7	2	0	0	0	14.3
