evt	tag	arm	runNo	subRunNo	n_cloud	n_vtx_points	n_seg_points	n_invalid_fit	truth_x	truth_y	truth_z	pick_kind	not_a_candidate	dis_to_main	corrective	label_source	sample	numu_score	prod_x	prod_y	prod_z	lockbox	label_saved_utc	label_mtime	npz
101454	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	421	21	400	-1	-109.395531	37.933914	176.634094	candidate	0	0.0000	0	ai-scanner	nuecc		-109.395531	37.933914	176.634094	0	2026-08-16T21:14:17Z	1786914863	evt101454.npz
101554	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	527	43	484	-1	-19.563549	35.591530	130.531647	candidate	0	0.0000	0	ai-scanner	nuecc		-19.563549	35.591530	130.531647	0	2026-08-16T21:14:17Z	1786914863	evt101554.npz
101675	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	359	39	320	-1	-148.391296	40.764488	66.757172	candidate	0	0.0000	0	ai-scanner	nuecc		-148.391296	40.764488	66.757172	0	2026-08-16T21:14:17Z	1786914863	evt101675.npz
102841	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	148	29	119	-1	-151.570480	79.432159	300.247925	candidate	0	0.0000	0	ai-scanner	nuecc		-151.570480	79.432159	300.247925	0	2026-08-16T21:14:17Z	1786914863	evt102841.npz
103204	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	290	8	282	-1	91.765450	-39.971638	154.028229	candidate	0	0.0000	0	ai-scanner	nuecc		91.765450	-39.971638	154.028229	0	2026-08-16T21:14:17Z	1786914863	evt103204.npz
103952	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	764	36	728	-1	-56.366436	106.344391	292.066406	candidate	0	0.0000	0	ai-scanner	nuecc		-56.366436	106.344391	292.066406	0	2026-08-16T21:14:17Z	1786914863	evt103952.npz
104216	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	350	41	309	-1	-137.269699	79.907463	253.337021	candidate	0	0.0000	0	ai-scanner	nuecc		-137.269699	79.907463	253.337021	0	2026-08-16T21:14:17Z	1786914863	evt104216.npz
104920	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	379	13	366	-1	-125.741440	62.866253	337.065460	candidate	0	0.0000	0	ai-scanner	nuecc		-125.741440	62.866253	337.065460	0	2026-08-16T21:14:17Z	1786914863	evt104920.npz
105316	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	241	66	175	-1	108.226280	-38.458271	176.837372	candidate	0	0.0000	0	ai-scanner	nuecc		108.226280	-38.458271	176.837372	0	2026-08-16T21:14:17Z	1786914863	evt105316.npz
105426	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	85	5	80	-1	103.672752	115.808464	385.548187	candidate	0	0.0000	0	ai-scanner	nuecc		103.672752	115.808464	385.548187	0	2026-08-16T21:14:16Z	1786914863	evt105426.npz
159569	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	224	39	185	-1	-124.294212	49.369148	331.618744	candidate	0	0.0000	0	ai-scanner	nuecc		-124.294212	49.369148	331.618744	0	2026-08-16T21:14:17Z	1786914863	evt159569.npz
163771	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	193	11	182	-1	30.709217	20.959284	445.893372	candidate	0	0.0000	0	ai-scanner	nuecc		30.709217	20.959284	445.893372	0	2026-08-16T21:14:17Z	1786914863	evt163771.npz
164475	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	677	15	662	-1	-60.969482	125.625595	170.283905	candidate	0	0.0000	0	ai-scanner	nuecc		-60.969482	125.625595	170.283905	0	2026-08-16T21:14:17Z	1786914863	evt164475.npz
166006	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	479	13	466	-1	-49.017281	-169.806351	207.118790	candidate	0	0.0000	0	ai-scanner	nuecc		-49.017281	-169.806351	207.118790	0	2026-08-16T21:14:17Z	1786914863	evt166006.npz
166050	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	74	24	50	-1	41.344650	33.149330	355.660889	candidate	0	0.0000	0	ai-scanner	nuecc		41.344650	33.149330	355.660889	0	2026-08-16T21:14:17Z	1786914863	evt166050.npz
168209	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	268	12	256	-1	94.366577	106.401291	431.136780	candidate	0	0.0000	0	ai-scanner	nuecc		94.366577	106.401291	431.136780	0	2026-08-16T21:14:17Z	1786914863	evt168209.npz
168448	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	372	11	361	-1	-15.081252	-11.626057	360.154694	candidate	0	0.0000	0	ai-scanner	nuecc		-15.081252	-11.626057	360.154694	0	2026-08-16T21:14:17Z	1786914863	evt168448.npz
169067	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	412	23	389	-1	-164.908844	133.174896	106.841805	candidate	0	0.0000	0	ai-scanner	nuecc		-164.908844	133.174896	106.841805	0	2026-08-16T21:14:16Z	1786914863	evt169067.npz
169658	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	516	18	498	-1	46.808170	-2.577108	54.155411	candidate	0	0.0000	0	ai-scanner	nuecc		46.808170	-2.577108	54.155411	0	2026-08-16T21:14:17Z	1786914863	evt169658.npz
169793	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	514	89	425	-1	-177.566910	138.364288	318.839905	candidate	0	0.0000	0	ai-scanner	nuecc		-177.566910	138.364288	318.839905	0	2026-08-16T21:14:17Z	1786914863	evt169793.npz
170076	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	646	33	613	-1	-15.462154	7.082925	31.188314	candidate	0	0.0000	0	ai-scanner	nuecc		-15.462154	7.082925	31.188314	0	2026-08-16T21:14:17Z	1786914863	evt170076.npz
170098	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	398	80	318	-1	-51.616264	88.670189	345.569397	candidate	0	0.0000	0	ai-scanner	nuecc		-51.616264	88.670189	345.569397	0	2026-08-16T21:14:17Z	1786914863	evt170098.npz
170365	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	188	7	181	-1	-43.350311	-106.351524	408.250854	candidate	0	0.0000	0	ai-scanner	nuecc		-43.350311	-106.351524	408.250854	0	2026-08-16T21:14:17Z	1786914863	evt170365.npz
170761	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	752	48	704	-1	96.658813	58.956512	127.390450	candidate	0	0.0000	0	ai-scanner	nuecc		96.658813	58.956512	127.390450	0	2026-08-16T21:14:17Z	1786914863	evt170761.npz
171352	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	342	40	302	-1	-37.723770	-177.158295	456.874695	candidate	0	0.0000	0	ai-scanner	nuecc		-37.723770	-177.158295	456.874695	0	2026-08-16T21:14:18Z	1786914863	evt171352.npz
171572	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	326	31	295	-1	12.536960	-71.239647	214.218536	candidate	0	0.0000	0	ai-scanner	nuecc		12.536960	-71.239647	214.218536	0	2026-08-16T21:14:18Z	1786914863	evt171572.npz
171866	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	229	10	219	-1	-54.838131	-169.631180	336.484741	candidate	0	0.0000	0	ai-scanner	nuecc		-54.838131	-169.631180	336.484741	0	2026-08-16T21:14:18Z	1786914863	evt171866.npz
172344	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	111	6	105	-1	-79.287659	-185.291306	478.557251	candidate	0	0.0000	0	ai-scanner	nuecc		-79.287659	-185.291306	478.557251	0	2026-08-16T21:14:18Z	1786914863	evt172344.npz
172617	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	353	10	343	-1	54.527172	120.033440	340.052368	candidate	0	0.0000	0	ai-scanner	nuecc		54.527172	120.033440	340.052368	0	2026-08-16T21:14:18Z	1786914863	evt172617.npz
172762	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	539	6	533	-1	-12.105506	-157.125107	127.596336	candidate	0	0.0000	0	ai-scanner	nuecc		-12.105506	-157.125107	127.596336	0	2026-08-16T21:14:18Z	1786914863	evt172762.npz
172850	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	100	5	95	-1	193.197296	68.431496	391.351105	candidate	0	0.0000	0	ai-scanner	nuecc		193.197296	68.431496	391.351105	0	2026-08-16T21:14:18Z	1786914863	evt172850.npz
173049	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	93	9	84	-1	-182.205887	127.641800	470.559906	candidate	0	0.0000	0	ai-scanner	nuecc		-182.205887	127.641800	470.559906	0	2026-08-16T21:14:18Z	1786914863	evt173049.npz
173108	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	82	13	69	-1	-100.339569	178.201797	12.300442	candidate	0	0.0000	0	ai-scanner	nuecc		-100.339569	178.201797	12.300442	0	2026-08-16T21:14:18Z	1786914863	evt173108.npz
173340	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	159	8	151	-1	-66.129097	187.919556	43.718128	candidate	0	0.0000	0	ai-scanner	nuecc		-66.129097	187.919556	43.718128	0	2026-08-16T21:14:18Z	1786914863	evt173340.npz
173912	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	124	19	105	-1	-182.052628	154.296112	451.590942	candidate	0	0.0000	0	ai-scanner	nuecc		-182.052628	154.296112	451.590942	0	2026-08-16T21:14:18Z	1786914863	evt173912.npz
174352	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	173	37	136	-1	-83.361488	-76.916466	238.150879	candidate	0	0.0000	0	ai-scanner	nuecc		-83.361488	-76.916466	238.150879	0	2026-08-16T21:14:18Z	1786914863	evt174352.npz
174661	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	252	3	249	-1	100.941063	40.408600	114.929558	candidate	0	0.0000	0	ai-scanner	nuecc		100.941063	40.408600	114.929558	0	2026-08-16T21:14:18Z	1786914863	evt174661.npz
174771	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	958	101	857	-1	142.564102	47.807487	221.427307	candidate	0	0.0000	0	ai-scanner	nuecc		142.564102	47.807487	221.427307	0	2026-08-16T21:14:18Z	1786914863	evt174771.npz
175094	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	222	25	197	-1	-116.758011	-4.917901	73.761055	candidate	0	0.0000	0	ai-scanner	nuecc		-116.758011	-4.917901	73.761055	0	2026-08-16T21:14:18Z	1786914863	evt175094.npz
175117	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	77	20	57	-1	40.046089	29.868649	323.220551	candidate	0	0.5792	1	ai-scanner	nuecc		39.962811	29.366369	323.496704	0	2026-08-16T21:14:18Z	1786914863	evt175117.npz
175814	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	686	9	677	-1	71.784813	167.798447	131.234756	candidate	0	0.0000	0	ai-scanner	nuecc		71.784813	167.798447	131.234756	0	2026-08-16T21:14:18Z	1786914863	evt175814.npz
175952	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	690	24	666	-1	-157.103958	-33.234337	229.717636	candidate	0	0.0000	0	ai-scanner	nuecc		-157.103958	-33.234337	229.717636	0	2026-08-16T21:14:18Z	1786914863	evt175952.npz
176810	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	20	2	18	-1	93.156960	-2.447513	115.434067	candidate	0	0.0000	0	ai-scanner	nuecc		93.156960	-2.447513	115.434067	0	2026-08-16T21:14:18Z	1786914863	evt176810.npz
176948	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	90	17	73	-1	-73.456551	37.406723	118.018135	candidate	0	0.0000	0	ai-scanner	nuecc		-73.456551	37.406723	118.018135	0	2026-08-16T21:14:18Z	1786914863	evt176948.npz
177149	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	69	23	46	-1	-64.050301	-111.045631	204.598419	candidate	0	0.0000	0	ai-scanner	nuecc		-64.050301	-111.045631	204.598419	0	2026-08-16T21:14:18Z	1786914863	evt177149.npz
177521	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	173	39	134	-1	-142.069565	-136.270737	153.589081	candidate	0	0.0000	0	ai-scanner	nuecc		-142.069565	-136.270737	153.589081	0	2026-08-16T21:14:18Z	1786914863	evt177521.npz
177536	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	733	17	716	-1	56.920303	48.233284	172.203766	candidate	0	0.0000	0	ai-scanner	nuecc		56.920303	48.233284	172.203766	0	2026-08-16T21:14:17Z	1786914863	evt177536.npz
177961	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	67	7	60	-1	17.419224	143.292099	485.671295	candidate	0	0.0000	0	ai-scanner	nuecc		17.419224	143.292099	485.671295	0	2026-08-16T21:14:18Z	1786914863	evt177961.npz
178388	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	78	13	65	-1	33.037586	15.793855	206.818298	candidate	0	0.0000	0	ai-scanner	nuecc		33.037586	15.793855	206.818298	0	2026-08-16T21:14:18Z	1786914863	evt178388.npz
178570	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	213	24	189	-1	-64.567688	-136.754013	458.502350	candidate	0	0.0000	0	ai-scanner	nuecc		-64.567688	-136.754013	458.502350	0	2026-08-16T21:14:18Z	1786914863	evt178570.npz
178885	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	367	21	346	-1	60.546558	-88.217949	137.014587	candidate	0	0.0000	0	ai-scanner	nuecc		60.546558	-88.217949	137.014587	0	2026-08-16T21:14:18Z	1786914863	evt178885.npz
179054	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	480	21	459	-1	-124.394104	5.409044	217.304901	candidate	0	0.0000	0	ai-scanner	nuecc		-124.394104	5.409044	217.304901	0	2026-08-16T21:14:18Z	1786914863	evt179054.npz
179611	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	253	35	218	-1	44.149605	21.372383	422.980133	candidate	0	0.0000	0	ai-scanner	nuecc		44.149605	21.372383	422.980133	0	2026-08-16T21:14:18Z	1786914863	evt179611.npz
179752	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	204	21	183	-1	-184.068527	-14.511150	43.955013	candidate	0	0.0000	0	ai-scanner	nuecc		-184.068527	-14.511150	43.955013	0	2026-08-16T21:14:18Z	1786914863	evt179752.npz
179765	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	192	8	184	-1	148.647751	29.901453	419.828033	candidate	0	0.0000	0	ai-scanner	nuecc		148.647751	29.901453	419.828033	0	2026-08-16T21:14:18Z	1786914863	evt179765.npz
179897	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	307	20	287	-1	13.966007	116.441658	217.387238	candidate	0	0.0000	0	ai-scanner	nuecc		13.966007	116.441658	217.387238	0	2026-08-16T21:14:18Z	1786914863	evt179897.npz
180544	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	107	27	80	-1	-177.403824	-33.938816	274.297333	candidate	0	0.0000	0	ai-scanner	nuecc		-177.403824	-33.938816	274.297333	0	2026-08-16T21:14:17Z	1786914863	evt180544.npz
236610	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	83	6	77	-1	156.329880	21.809740	478.088043	candidate	0	0.0000	0	ai-scanner	nuecc		156.329880	21.809740	478.088043	0	2026-08-16T21:14:18Z	1786914863	evt236610.npz
237446	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	89	5	84	-1	193.347229	-184.522064	190.449127	candidate	0	0.0000	0	ai-scanner	nuecc		193.347229	-184.522064	190.449127	0	2026-08-16T21:14:18Z	1786914863	evt237446.npz
240372	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	338	23	315	-1	10.240611	111.857124	62.145710	candidate	0	0.0000	0	ai-scanner	nuecc		10.240611	111.857124	62.145710	0	2026-08-16T21:14:18Z	1786914863	evt240372.npz
241626	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	245	9	236	-1	-175.520050	94.860130	35.390186	candidate	0	0.0000	0	ai-scanner	nuecc		-175.520050	94.860130	35.390186	0	2026-08-16T21:14:18Z	1786914863	evt241626.npz
242000	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	304	7	297	-1	57.558521	131.329742	88.456833	candidate	0	0.0000	0	ai-scanner	nuecc		57.558521	131.329742	88.456833	0	2026-08-16T21:14:18Z	1786914863	evt242000.npz
242550	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	810	16	794	-1	-77.758583	115.390495	165.412979	candidate	0	0.0000	0	ai-scanner	nuecc		-77.758583	115.390495	165.412979	0	2026-08-16T21:14:18Z	1786914863	evt242550.npz
242726	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	527	25	502	-1	-50.247543	114.441483	169.191269	candidate	0	0.0000	0	ai-scanner	nuecc		-50.247543	114.441483	169.191269	0	2026-08-16T21:14:18Z	1786914863	evt242726.npz
242814	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	169	22	147	-1	196.915894	-14.650956	438.734924	candidate	0	0.0000	0	ai-scanner	nuecc		196.915894	-14.650956	438.734924	0	2026-08-16T21:14:18Z	1786914863	evt242814.npz
243628	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	481	50	431	-1	-101.337471	-66.018433	272.861420	candidate	0	0.0000	0	ai-scanner	nuecc		-101.337471	-66.018433	272.861420	0	2026-08-16T21:14:18Z	1786914863	evt243628.npz
275231	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	1024	27	997	-1	172.177612	105.190552	26.969917	candidate	0	0.0000	0	ai-scanner	nuecc		172.177612	105.190552	26.969917	0	2026-08-16T21:14:18Z	1786914863	evt275231.npz
277123	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	298	20	278	-1	63.136993	24.715208	147.675354	candidate	0	0.0000	0	ai-scanner	nuecc		63.136993	24.715208	147.675354	0	2026-08-16T21:14:18Z	1786914863	evt277123.npz
279977	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	100	11	89	-1	75.339249	-109.136536	457.749298	candidate	0	0.0000	0	ai-scanner	nuecc		75.339249	-109.136536	457.749298	0	2026-08-16T21:14:18Z	1786914863	evt279977.npz
280351	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	76	19	57	-1	126.705544	-27.952543	481.477570	candidate	0	0.0000	0	ai-scanner	nuecc		126.705544	-27.952543	481.477570	0	2026-08-16T21:14:18Z	1786914863	evt280351.npz
281985	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	171	12	159	-1	47.276875	76.998802	471.729614	candidate	0	0.0000	0	ai-scanner	nuecc		47.276875	76.998802	471.729614	0	2026-08-16T21:14:18Z	1786914863	evt281985.npz
282749	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	296	20	276	-1	108.823654	-70.418144	26.242420	candidate	0	0.0000	0	ai-scanner	nuecc		108.823654	-70.418144	26.242420	0	2026-08-16T21:14:19Z	1786914863	evt282749.npz
283299	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	619	58	561	-1	-19.826529	20.829075	222.919464	candidate	0	0.0000	0	ai-scanner	nuecc		-19.826529	20.829075	222.919464	0	2026-08-16T21:14:19Z	1786914863	evt283299.npz
283568	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	389	47	342	-1	-141.700653	119.872139	224.799561	candidate	0	0.0000	0	ai-scanner	nuecc		-141.700653	119.872139	224.799561	0	2026-08-16T21:14:19Z	1786914863	evt283568.npz
283591	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	460	3	457	-1	-79.590843	126.378220	26.213301	candidate	0	0.0000	0	ai-scanner	nuecc		-79.590843	126.378220	26.213301	0	2026-08-16T21:14:19Z	1786914863	evt283591.npz
284206	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	197	31	166	-1	-166.247345	-102.805176	392.959839	candidate	0	0.0000	0	ai-scanner	nuecc		-166.247345	-102.805176	392.959839	0	2026-08-16T21:14:19Z	1786914863	evt284206.npz
285350	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	159	11	148	-1	121.051437	85.231407	318.872681	candidate	0	0.0000	0	ai-scanner	nuecc		121.051437	85.231407	318.872681	0	2026-08-16T21:14:19Z	1786914863	evt285350.npz
285680	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	326	14	312	-1	-21.163748	138.367935	78.038948	candidate	0	0.0000	0	ai-scanner	nuecc		-21.163748	138.367935	78.038948	0	2026-08-16T21:14:19Z	1786914863	evt285680.npz
286489	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	110	12	98	-1	-173.643997	-186.060394	135.553268	candidate	0	0.0000	0	ai-scanner	nuecc		-173.643997	-186.060394	135.553268	0	2026-08-16T21:14:19Z	1786914863	evt286489.npz
287770	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	297	9	288	-1	24.355106	89.187477	176.917862	candidate	0	0.0000	0	ai-scanner	nuecc		24.355106	89.187477	176.917862	0	2026-08-16T21:14:19Z	1786914863	evt287770.npz
288012	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	301	23	278	-1	-160.122971	37.525848	112.805977	candidate	0	0.0000	0	ai-scanner	nuecc		-160.122971	37.525848	112.805977	0	2026-08-16T21:14:19Z	1786914863	evt288012.npz
289246	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	406	67	339	-1	-134.092941	22.448763	443.171997	candidate	0	0.0000	0	ai-scanner	nuecc		-134.092941	22.448763	443.171997	0	2026-08-16T21:14:19Z	1786914863	evt289246.npz
289464	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	607	16	591	-1	72.062332	-145.769165	139.830200	candidate	0	0.0000	0	ai-scanner	nuecc		72.062332	-145.769165	139.830200	0	2026-08-16T21:14:19Z	1786914863	evt289464.npz
290542	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	311	7	304	-1	-49.888901	106.555122	281.669586	candidate	0	0.0000	0	ai-scanner	nuecc		-49.888901	106.555122	281.669586	0	2026-08-16T21:14:19Z	1786914863	evt290542.npz
290588	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	211	45	166	-1	-47.374187	139.436050	198.807861	candidate	0	0.0000	0	ai-scanner	nuecc		-47.374187	139.436050	198.807861	0	2026-08-16T21:14:19Z	1786914863	evt290588.npz
292370	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	260	7	253	-1	169.033386	-55.848103	123.096992	candidate	0	0.0000	0	ai-scanner	nuecc		169.033386	-55.848103	123.096992	0	2026-08-16T21:14:19Z	1786914863	evt292370.npz
292524	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	544	60	484	-1	174.648056	84.679443	155.120163	candidate	0	0.0000	0	ai-scanner	nuecc		174.648056	84.679443	155.120163	0	2026-08-16T21:14:19Z	1786914863	evt292524.npz
292568	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	531	46	485	-1	35.105675	-96.344254	285.833160	candidate	0	0.0000	0	ai-scanner	nuecc		35.105675	-96.344254	285.833160	0	2026-08-16T21:14:19Z	1786914863	evt292568.npz
292722	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	229	18	211	-1	7.900516	62.833649	51.324165	candidate	0	0.0000	0	ai-scanner	nuecc		7.900516	62.833649	51.324165	0	2026-08-16T21:14:19Z	1786914863	evt292722.npz
292788	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	298	14	284	-1	152.611298	93.259254	127.754723	candidate	0	0.0000	0	ai-scanner	nuecc		152.611298	93.259254	127.754723	0	2026-08-16T21:14:19Z	1786914863	evt292788.npz
292810	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	146	28	118	-1	-13.475985	-125.192429	175.729874	candidate	0	0.0000	0	ai-scanner	nuecc		-13.475985	-125.192429	175.729874	0	2026-08-16T21:14:19Z	1786914863	evt292810.npz
293734	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	146	6	140	-1	-150.149460	-194.633514	474.427399	candidate	0	0.0000	0	ai-scanner	nuecc		-150.149460	-194.633514	474.427399	0	2026-08-16T21:14:19Z	1786914863	evt293734.npz
294174	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	996	77	919	-1	122.775528	-15.205714	159.911133	candidate	0	0.0000	0	ai-scanner	nuecc		122.775528	-15.205714	159.911133	0	2026-08-16T21:14:19Z	1786914863	evt294174.npz
315955	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	160	11	149	-1	-146.018585	149.680679	321.842499	candidate	0	0.0000	0	ai-scanner	nuecc		-146.018585	149.680679	321.842499	0	2026-08-16T21:14:19Z	1786914863	evt315955.npz
316811	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	198	36	162	-1	-91.884796	-26.662069	199.108459	candidate	0	0.0000	0	ai-scanner	nuecc		-91.884796	-26.662069	199.108459	0	2026-08-16T21:14:19Z	1786914863	evt316811.npz
319871	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	181	19	162	-1	-142.058777	174.790039	122.616241	candidate	0	0.0000	0	ai-scanner	nuecc		-142.058777	174.790039	122.616241	0	2026-08-16T21:14:19Z	1786914863	evt319871.npz
320485	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	259	22	237	-1	102.406532	-106.109726	42.149319	candidate	0	0.0000	0	ai-scanner	nuecc		102.406532	-106.109726	42.149319	0	2026-08-16T21:14:19Z	1786914863	evt320485.npz
321015	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	376	46	330	-1	143.662079	53.241493	384.286682	candidate	0	0.0000	0	ai-scanner	nuecc		143.662079	53.241493	384.286682	0	2026-08-16T21:14:19Z	1786914863	evt321015.npz
321629	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	377	44	333	-1	-130.024139	52.429375	209.982132	candidate	0	0.0000	0	ai-scanner	nuecc		-130.024139	52.429375	209.982132	0	2026-08-16T21:14:19Z	1786914863	evt321629.npz
321741	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	257	10	247	-1	44.429230	-155.819489	7.246669	candidate	0	0.2169	1	ai-scanner	nuecc		44.286560	-155.702332	7.132783	0	2026-08-16T21:14:19Z	1786914863	evt321741.npz
321895	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	202	8	194	-1	70.054634	42.421085	237.896423	candidate	0	0.0000	0	ai-scanner	nuecc		70.054634	42.421085	237.896423	0	2026-08-16T21:14:19Z	1786914863	evt321895.npz
322135	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	576	23	553	-1	-153.460800	135.897125	8.843795	candidate	0	0.0000	0	ai-scanner	nuecc		-153.460800	135.897125	8.843795	0	2026-08-16T21:14:19Z	1786914863	evt322135.npz
322181	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	131	3	128	-1	105.922516	-145.237274	207.707062	candidate	0	0.0000	0	ai-scanner	nuecc		105.922516	-145.237274	207.707062	0	2026-08-16T21:14:17Z	1786914863	evt322181.npz
322269	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	261	9	252	-1	86.438133	-126.212891	250.945267	candidate	0	0.0000	0	ai-scanner	nuecc		86.438133	-126.212891	250.945267	0	2026-08-16T21:14:19Z	1786914863	evt322269.npz
322861	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	148	3	145	-1	82.206429	134.225128	336.027679	candidate	0	0.0000	0	ai-scanner	nuecc		82.206429	134.225128	336.027679	0	2026-08-16T21:14:19Z	1786914863	evt322861.npz
