sample	event	cls	apa	plane	comp	ncell	Q	Qfrac	wmin	wmax	smin	smax	wext	sext	cw	cs	f_act	f_noblobslice	f_zsum	nplane_act	d_bundle	d_scope	Qbundle_plane	pca_rms	npartner_planes	qmax	f_topwire	f_topslice	nwire_q	floor	f_cov4	fq_cov4
mcp1k	284769	BUNDLE	1	1	49	219	1731885.0	0.05669180043470178	774	840	287	345	67	59	807.6	316.8	1.0	0.0	0.0	3.0	1.0	0.0	30549126.8	0.8	1	24732.5	0.035	0.04	0	2875.5	0.0	0.0
mcp1k	284769	BUNDLE	1	1	55	214	1564894.0	0.0512254903469123	884	951	379	433	68	55	918.0	406.5	1.0	0.0	0.0	3.0	9.9	0.0	30549126.8	0.74	1	17505.5	0.029	0.031	0	2875.5	0.0	0.0
mcp1k	284794	BUNDLE	1	1	18	924	9203835.5	20.894534292598177	459	755	520	677	297	158	609.0	597.5	1.0	0.0	0.0	3.0	1.0	0.0	440490.1	0.93	1	34895.5	0.012	0.022	0	3537.9	0.0	0.0
mcp1k	284794	BUNDLE	1	0	7	560	4077317.2	16.72019089962556	604	780	585	654	177	70	691.3	619.2	1.0	0.0	0.0	3.0	21.93	0.0	243855.9	1.17	1	29414.6	0.03	0.039	0	2539.7	0.0	0.0
mcp1k	285253	BUNDLE	0	0	21	564	4853348.8	0.8318976374245237	1750	1920	607	682	171	76	1836.2	644.1	1.0	0.0	0.0	3.0	1.0	0.0	5834069.7	0.9	2	21260.6	0.011	0.019	0	2608.8	0.0	0.0
mcp1k	285253	BUNDLE	0	2	16	314	4701357.0	0.7441607759071669	1544	1634	608	681	91	74	1589.5	643.8	1.0	0.0	0.0	3.0	1.0	0.0	6317663.0	0.82	2	39039.0	0.02	0.019	0	4130.2	0.0	0.0
mcp1k	285253	BUNDLE	0	1	15	316	2018140.3	0.378667878970098	827	946	631	666	120	36	886.2	648.5	1.0	0.0	0.0	3.0	14.56	0.0	5329578.8	0.76	2	19571.0	0.024	0.041	0	2810.1	0.0	0.0
mcp1k	285253	BUNDLE	0	0	18	167	1556405.9	0.2667787633733618	1695	1739	583	603	45	21	1717.3	591.7	1.0	0.0	0.0	3.0	1.0	0.0	5834069.7	1.4	2	27642.0	0.066	0.098	2	2608.8	0.0	0.0
mcp1k	285253	BUNDLE	0	1	18	215	1541483.6	0.2892317869472162	1039	1119	583	605	81	23	1080.7	592.9	1.0	0.0	0.0	3.0	1.0	0.0	5329578.8	0.91	2	25764.8	0.045	0.098	0	2810.1	0.0	0.0
mcp1k	285253	BUNDLE	0	1	16	144	902158.0	0.16927378951597452	949	1007	613	631	59	19	979.0	621.9	1.0	0.0	0.0	3.0	20.25	0.0	5329578.8	0.71	2	22200.4	0.056	0.09	1	2810.1	0.0	0.0
mcp1k	285253	BUNDLE	0	2	18	61	880328.0	0.13934393145060128	1638	1657	590	604	20	15	1646.6	596.7	1.0	0.0	0.0	3.0	1.0	0.0	6317663.0	0.75	2	30559.0	0.086	0.085	12	4130.2	0.0	0.0
mcp1k	285253	BUNDLE	0	1	17	54	332728.9	0.06243061834454911	1010	1033	608	614	24	7	1019.5	610.3	1.0	0.0	0.0	3.0	1.0	0.0	5329578.8	0.77	2	10685.9	0.067	0.197	10	2810.1	0.0	0.0
mcp1k	285253	BUNDLE	0	2	19	19	237585.0	0.037606469354253304	1662	1666	583	590	5	8	1663.8	585.6	1.0	0.0	0.0	3.0	1.0	0.0	6317663.0	1.12	2	26102.0	0.507	0.277	4	4130.2	0.0	0.0
mcp1k	285467	BUNDLE	1	0	1	406	3235423.5	0.4416433994741187	325	449	681	795	125	115	387.2	739.8	1.0	0.0	0.0	3.0	20.52	0.0	7325873.1	0.76	1	21686.3	0.018	0.017	0	2851.3	0.0	0.0
mcp1k	285467	BUNDLE	1	1	20	164	1845783.6	0.1803759925922641	884	907	748	765	24	18	894.4	756.7	1.0	0.0	0.0	3.0	1.0	0.0	10232978.2	2.73	1	35128.0	0.061	0.107	8	3199.8	0.0	0.0
mcp1k	285467	BUNDLE	1	1	21	206	1622209.7	0.15852762199767023	917	951	700	738	35	39	933.7	720.1	1.0	0.0	0.0	3.0	1.0	0.0	10232978.2	2.31	1	22475.9	0.053	0.045	1	3199.8	0.0	0.0
mcp1k	285531	BUNDLE	1	1	65	1417	16174640.2	0.5124627519608472	1223	1620	324	467	398	144	1415.0	401.3	1.0	0.0	0.0	3.0	1.0	0.0	31562567.5	3.43	1	50216.6	0.018	0.016	0	3365.8	0.0	0.0
mcp1k	285531	BUNDLE	1	2	41	363	4638842.0	0.24205224718388785	1433	1540	557	604	108	48	1487.3	581.6	1.0	0.0	0.0	3.0	1.0	0.0	19164631.0	2.63	1	53302.0	0.04	0.051	0	4392.5	0.0	0.0
mcp1k	285531	BUNDLE	1	0	27	560	4159157.9	0.1693683600192394	1035	1206	441	478	172	38	1122.0	459.7	1.0	0.0	0.0	3.0	13.0	0.0	24556876.5	1.28	1	24401.6	0.03	0.056	0	2448.1	0.0	0.0
mcp1k	285531	BUNDLE	1	1	61	108	1018415.8	0.0322665702021865	1162	1200	457	467	39	11	1179.6	462.7	1.0	0.0	0.0	3.0	1.0	0.0	31562567.5	0.83	1	19897.0	0.042	0.113	0	3365.8	0.0	0.0
mcp1k	285753	BUNDLE	0	0	30	466	3231441.2	0.6150015725028488	994	1131	588	642	138	55	1070.3	618.0	1.0	0.0	0.0	3.0	18.79	0.0	5254362.5	2.1	1	21389.7	0.021	0.05	0	2611.1	0.0	0.0
mcp1k	285753	BUNDLE	0	2	1	45	439322.0	0.06107890560090403	0	16	634	650	17	17	8.1	642.6	1.0	0.0	0.0	3.0	1.0	0.0	7192696.0	0.62	1	22152.0	0.121	0.076	8	3689.0	0.0	0.0
mcp1k	285929	BUNDLE	0	0	5	267	1563002.7	0.067416415564316	608	700	408	411	93	4	653.7	409.3	1.0	0.0	0.0	3.0	20.0	0.0	23184304.4	0.85	1	15569.5	0.025	0.429	0	2742.9	0.0	0.0
mcp1k	285929	BUNDLE	0	1	11	241	1379699.7	0.050837749887612145	1010	1103	416	420	94	5	1054.1	417.9	1.0	0.0	0.0	3.0	1.0	0.0	27139275.5	0.79	1	13790.9	0.025	0.514	0	2629.8	0.0	0.0
mcp1k	285929	BUNDLE	0	0	7	200	1237864.1	0.05339233296125978	892	960	414	420	69	7	926.4	416.1	1.0	0.0	0.0	3.0	1.0	0.0	23184304.4	1.01	1	15871.7	0.04	0.463	0	2742.9	0.0	0.0
mcp1k	286241	BUNDLE	0	2	19	324	8746771.0	0.45820884005274437	1225	1255	753	856	31	104	1240.2	803.3	1.0	0.0	0.0	3.0	1.0	0.0	19089049.0	1.3	1	88758.0	0.056	0.018	1	3316.5	0.0	0.0
mcp1k	286241	BUNDLE	0	2	4	428	7170293.0	0.3756233744279246	436	545	581	693	110	113	490.9	636.0	1.0	0.0	0.0	3.0	1.0	0.0	19089049.0	1.01	2	52437.0	0.018	0.016	0	3316.5	0.0	0.0
mcp1k	286241	BUNDLE	0	0	8	840	6464066.4	0.25666796898645766	808	960	753	844	153	92	893.1	787.5	1.0	0.0	0.0	3.0	1.0	0.0	25184546.5	23.47	1	26898.6	0.019	0.024	0	3023.7	0.0	0.0
mcp1k	286241	BUNDLE	0	0	10	391	3275596.0	0.13006372777051992	829	960	622	678	132	57	894.6	650.4	1.0	0.0	0.0	3.0	1.0	0.0	25184546.5	0.81	2	25713.0	0.016	0.024	0	3023.7	0.0	0.0
mcp1k	286241	BUNDLE	0	2	7	175	2741465.0	0.14361454046244002	600	644	753	797	45	45	622.1	774.0	1.0	0.0	0.0	3.0	1.0	0.0	19089049.0	0.88	1	51819.0	0.051	0.044	2	3316.5	0.0	0.0
mcp1k	286241	BUNDLE	0	0	5	202	1982186.7	0.07870646787306652	608	667	753	782	60	30	634.3	768.0	1.0	0.0	0.0	3.0	1.0	0.0	25184546.5	1.06	1	26726.4	0.042	0.069	0	3023.7	0.0	0.0
mcp1k	286241	BUNDLE	0	1	32	126	846279.3	0.05251344310009721	1584	1632	658	684	49	27	1609.2	671.6	1.0	0.0	0.0	3.0	1.0	0.0	16115479.2	0.68	2	19217.5	0.049	0.063	0	2918.3	0.0	0.0
mcp1k	286241	BUNDLE	0	1	30	82	577179.9	0.03581524898124035	1441	1473	583	599	33	17	1455.8	591.3	1.0	0.0	0.0	3.0	1.0	0.0	16115479.2	0.7	1	19888.7	0.087	0.091	2	2918.3	0.0	0.0
mcp1k	286268	BUNDLE	0	0	13	787	10535683.6	0.7567727991942915	1016	1131	15	285	116	271	1075.9	154.6	1.0	0.0	0.0	3.0	9.49	0.0	13921858.2	1.05	2	38512.4	0.02	0.009	0	3546.5	0.0	0.0
mcp1k	286268	BUNDLE	0	1	4	215	1524577.4	0.07131478529859504	655	732	145	187	78	43	696.0	165.7	1.0	0.0	0.0	3.0	1.0	0.0	21378139.1	0.75	2	23840.0	0.043	0.044	0	2837.1	0.0	0.0
mcp1k	286268	BUNDLE	0	2	3	143	1154996.0	0.049351198272608074	597	644	153	187	48	35	622.5	169.8	1.0	0.0	0.0	3.0	1.0	0.0	23403606.0	0.76	2	22607.0	0.055	0.044	1	3085.5	0.0	0.0
mcp1k	286353	BUNDLE	0	2	51	995	10712120.0	0.5018960748483963	1384	1656	519	659	273	141	1552.5	602.7	1.0	0.001	0.0	3.0	1.0	0.0	21343303.0	2.35	2	43817.0	0.02	0.02	0	3538.0	0.0	0.0
mcp1k	286353	BUNDLE	0	1	1	1208	10589514.0	0.2382798269127005	285	685	346	471	401	126	490.7	412.3	1.0	0.0	0.0	3.0	1.0	0.0	44441504.5	1.88	2	28893.0	0.01	0.018	0	3287.9	0.0	0.0
mcp1k	286353	BUNDLE	0	0	39	557	8960116.3	0.28503529201688643	1622	1648	560	657	27	98	1637.7	617.2	1.0	0.0	0.0	3.0	1.0	0.0	31435111.9	3.96	2	61069.0	0.113	0.026	8	2559.7	0.0	0.0
mcp1k	286353	BUNDLE	0	0	19	303	1964318.3	0.06248803268933171	994	1104	259	285	111	27	1050.7	271.1	1.0	0.0	0.0	3.0	1.0	0.0	31435111.9	0.83	1	18381.1	0.02	0.059	0	2559.7	0.0	0.0
mcp1k	286353	BUNDLE	0	0	20	161	995019.1	0.03165311143683252	994	1051	434	448	58	15	1020.0	441.1	1.0	0.0	0.0	3.0	1.0	0.0	31435111.9	0.82	2	18069.5	0.047	0.12	0	2559.7	0.0	0.0
mcp1k	286353	BUNDLE	0	2	38	102	814021.0	0.03813941075568294	1194	1232	431	449	39	19	1213.3	438.9	1.0	0.0	0.0	3.0	1.0	0.0	21343303.0	1.01	2	20587.0	0.09	0.09	2	3538.0	0.0	0.0
mcp1k	286400	BUNDLE	1	0	1	757	7815597.7	0.2734812671610368	430	588	2	250	159	249	510.5	130.6	1.0	0.0	0.0	3.0	1.0	0.0	28578183.0	0.8	1	28356.8	0.011	0.008	0	3002.4	0.0	0.0
mcp1k	286400	BUNDLE	0	0	41	398	2906683.3	1.3255446326945202	994	1131	683	721	138	39	1062.8	702.7	1.0	0.0	0.0	3.0	1.0	0.0	2192821.9	0.86	1	20105.4	0.019	0.045	0	2759.8	0.0	0.0
mcp1k	286400	BUNDLE	0	1	1	256	1944178.3	0.4923180983718857	30	122	671	698	93	28	74.9	684.1	1.0	0.0	0.0	3.0	1.0	0.0	3949028.7	0.8	1	34515.4	0.044	0.051	0	2898.6	0.0	0.0
mcp1k	286400	BUNDLE	1	2	18	133	1745798.0	0.04986557444804832	825	829	749	825	5	77	827.1	783.8	0.985	0.0	0.0	3.0	1.0	0.0	35010085.0	0.57	1	38042.0	0.411	0.034	4	3009.5	0.0	0.0
mcp1k	286400	BUNDLE	1	0	3	174	1362954.1	0.047692118844644533	552	601	749	801	50	53	577.7	774.9	1.0	0.0	0.0	3.0	1.0	0.0	28578183.0	0.78	1	19526.1	0.055	0.048	1	3002.4	0.0	0.0
mcp1k	287007	BUNDLE	1	2	15	217	3609185.0	0.2871490024052767	1361	1414	82	137	54	56	1391.8	106.3	1.0	0.0	0.0	3.0	12.81	0.0	12569032.0	1.05	2	43486.0	0.053	0.027	1	3914.0	0.0	0.0
mcp1k	287007	BUNDLE	1	0	19	284	2028982.0	0.13428253462710046	1754	1858	83	111	105	29	1804.1	97.8	1.0	0.0	0.0	3.0	1.0	0.0	15109798.2	0.79	2	16932.5	0.021	0.043	0	2716.8	0.0	0.0
mcp1k	287007	BUNDLE	1	1	8	153	1309369.1	0.09985420514939561	704	755	82	103	52	22	732.7	92.9	1.0	0.0	0.0	3.0	23.77	0.0	13112808.8	0.88	2	22224.5	0.041	0.067	0	3148.1	0.0	0.0
mcp1k	287007	BUNDLE	1	2	12	50	1009548.0	0.08032026650898812	1296	1299	99	136	4	38	1297.6	116.1	1.0	0.0	0.0	3.0	1.0	0.0	12569032.0	0.41	1	37231.0	0.421	0.052	4	3914.0	0.0	0.0
mcp1k	287007	BUNDLE	1	1	13	52	513711.3	0.03917629760604761	757	772	101	109	16	9	764.7	104.9	1.0	0.0	0.0	3.0	5.83	0.0	13112808.8	0.89	2	20867.9	0.099	0.176	15	3148.1	0.0	0.0
mcp1k	287517	BUNDLE	1	1	17	1026	15344313.6	1.0146638411483644	553	755	451	520	203	70	689.5	481.8	1.0	0.0	0.0	3.0	20.52	0.0	15122558.8	17.41	2	70113.1	0.016	0.031	0	3342.0	0.0	0.0
mcp1k	287517	BUNDLE	1	2	56	769	9921391.0	0.505849801823394	1336	1540	287	485	205	199	1434.8	384.3	1.0	0.0	0.0	3.0	22.67	0.0	19613314.0	1.13	2	42113.0	0.012	0.014	0	3476.5	0.0	0.0
mcp1k	287517	BUNDLE	1	1	38	750	8606753.3	0.5691333995672743	774	879	428	499	106	72	811.4	449.2	0.999	0.0	0.0	3.0	1.0	0.0	15122558.8	17.01	2	96459.3	0.038	0.059	0	3342.0	0.0	0.0
mcp1k	287517	BUNDLE	1	1	39	346	6698404.7	0.4429412236770407	774	807	637	757	34	121	790.1	696.7	0.997	0.0	0.0	3.0	1.0	0.0	15122558.8	1.23	1	49901.6	0.045	0.018	0	3342.0	0.0	0.0
mcp1k	287517	BUNDLE	1	2	57	456	3538795.0	0.18042820300536666	1336	1523	637	711	188	75	1425.1	675.3	1.0	0.0	0.0	3.0	1.0	0.0	19613314.0	0.81	1	25108.0	0.018	0.025	0	3476.5	0.0	0.0
mcp1k	287517	BUNDLE	1	1	35	94	3072966.7	0.20320414955172797	757	772	444	459	16	16	765.0	451.5	1.0	0.0	0.0	3.0	24.0	0.0	15122558.8	1.58	1	132364.5	0.111	0.164	11	3342.0	0.0	0.0
mcp1k	287517	BUNDLE	1	0	57	186	1337067.0	0.09407978541258157	1461	1528	474	484	68	11	1494.5	478.8	1.0	0.0	0.0	3.0	13.0	0.0	14212054.1	0.84	2	26274.1	0.044	0.13	0	2587.8	0.0	0.0
mcp1k	287517	BUNDLE	1	0	66	191	1313679.5	0.0924341752963071	1573	1637	488	499	65	12	1606.4	492.9	1.0	0.0	0.0	3.0	1.0	0.0	14212054.1	0.97	2	22556.3	0.063	0.141	1	2587.8	0.0	0.0
mcp1k	287517	BUNDLE	1	0	76	149	1114304.4	0.07840558389093101	1688	1736	502	510	49	9	1715.7	506.2	1.0	0.0	0.0	3.0	1.0	0.0	14212054.1	1.4	1	28555.1	0.134	0.177	2	2587.8	0.0	0.0
mcp1k	287517	BUNDLE	1	2	58	61	755344.0	0.03851179866900616	1542	1559	484	499	18	16	1549.3	491.9	1.0	0.0	0.0	3.0	1.0	0.0	19613314.0	0.8	2	34222.0	0.126	0.102	10	3476.5	0.0	0.0
mcp1k	287517	BUNDLE	1	2	44	65	673231.0	0.03432520378759041	1180	1207	495	499	28	5	1190.4	497.8	1.0	0.0	0.0	3.0	1.0	0.0	19613314.0	0.84	2	28695.0	0.096	0.329	7	3476.5	0.0	0.0
mcp1k	287517	BUNDLE	1	0	64	88	671368.8	0.047239392369045376	1532	1560	482	489	29	8	1548.0	485.5	1.0	0.0	0.0	3.0	1.0	0.0	14212054.1	0.9	2	34831.4	0.12	0.249	3	2587.8	0.0	0.0
mcp1k	287654	BUNDLE	0	2	19	1703	23579018.0	3.849704100856652	1302	1545	249	856	244	608	1406.5	505.9	1.0	0.0	0.0	3.0	19.92	0.0	6124891.0	2.22	2	76285.0	0.018	0.01	0	3749.5	0.0	0.0
mcp1k	287654	BUNDLE	0	0	30	593	4787517.9	0.7738737544174691	994	1131	676	855	138	180	1064.7	764.6	1.0	0.0	0.0	3.0	21.95	0.0	6186432.7	0.88	2	21983.9	0.013	0.01	0	2587.3	0.0	0.0
mcp1k	287654	BUNDLE	0	1	35	313	2615768.7	0.35568345670041246	1441	1532	628	712	92	85	1481.7	667.4	1.0	0.0	0.0	3.0	1.0	0.0	7354204.0	0.92	1	26708.3	0.034	0.027	0	3068.1	0.0	0.0
mcp1k	287654	BUNDLE	0	1	41	157	1126199.3	0.15313680447265265	1580	1632	754	799	53	46	1605.8	775.7	1.0	0.0	0.0	3.0	1.0	0.0	7354204.0	0.67	2	13858.1	0.031	0.031	0	3068.1	0.0	0.0
mcp1k	287825	BUNDLE	0	1	24	648	4738929.6	0.39850392391342954	1094	1247	384	538	154	155	1180.2	469.2	1.0	0.0	0.0	3.0	1.0	0.0	11891801.6	8.59	1	22935.5	0.016	0.029	0	2975.9	0.0	0.0
mcp1k	287825	BUNDLE	0	0	26	638	3968379.1	0.3967956512631405	1190	1420	475	485	231	11	1303.7	480.7	1.0	0.0	0.0	3.0	1.0	0.0	10001065.0	0.9	1	23533.2	0.013	0.211	0	2599.1	0.0	0.0
mcp1k	287825	BUNDLE	0	0	32	197	1415573.9	0.1415423157433733	1445	1510	467	477	66	11	1476.3	471.4	1.0	0.0	0.0	3.0	13.0	0.0	10001065.0	0.97	1	24857.7	0.044	0.177	0	2599.1	0.0	0.0
mcp1k	288067	BUNDLE	0	2	11	426	3917562.0	0.8631742319633593	512	644	415	517	133	103	579.7	465.4	1.0	0.0	0.0	3.0	1.0	0.0	4538553.0	1.19	1	31379.0	0.038	0.022	0	3418.8	0.0	0.0
mcp1k	288067	BUNDLE	0	1	53	121	1051024.2	0.19289106528786437	1410	1433	481	528	24	48	1421.5	504.5	1.0	0.0	0.0	3.0	1.0	0.0	5448796.7	0.7	1	23234.7	0.068	0.039	5	2754.8	0.0	0.0
mcp1k	288287	BUNDLE	0	0	24	262	2264395.4	0.04216582774828486	759	830	23	99	72	77	787.0	55.4	1.0	0.0	0.0	3.0	1.0	0.0	53702145.1	0.96	2	24020.1	0.057	0.032	1	3018.8	0.0	0.0
mcp1k	288327	BUNDLE	0	1	3	1383	13121231.1	4.290873207567605	482	732	387	696	251	310	614.5	529.1	1.0	0.0	0.0	3.0	1.0	0.0	3057939.6	10.77	2	43458.4	0.01	0.008	0	2902.6	0.0	0.0
mcp1k	288327	BUNDLE	0	1	30	900	7750608.8	2.5345853135882734	1057	1182	608	828	126	221	1134.6	683.8	0.999	0.0	0.0	3.0	1.0	0.0	3057939.6	6.29	2	44077.3	0.028	0.039	0	2902.6	0.0	0.0
mcp1k	288327	BUNDLE	1	2	4	549	6403226.0	0.6358157472388469	477	602	556	745	126	190	538.6	650.0	1.0	0.0	0.0	3.0	1.0	0.0	10070883.0	0.86	2	46628.0	0.023	0.02	0	3728.5	0.0	0.0
mcp1k	288327	BUNDLE	0	1	9	508	5961741.9	1.9495943935583293	827	946	120	273	120	154	888.0	194.4	0.998	0.0	0.0	3.0	11.4	0.0	3057939.6	1.0	2	42958.7	0.025	0.016	0	2902.6	0.0	0.0
mcp1k	288327	BUNDLE	0	0	7	732	5566922.2	2.054121299421274	308	542	153	315	235	163	420.1	230.4	1.0	0.0	0.0	3.0	10.82	0.0	2710123.4	0.85	2	31515.4	0.022	0.015	0	2729.3	0.0	0.0
mcp1k	288327	BUNDLE	0	2	14	517	5356868.0	3.4555288856950996	454	644	679	698	191	20	551.0	689.4	1.0	0.0	0.0	3.0	1.0	0.0	1550231.0	1.25	2	29524.0	0.015	0.092	0	4468.8	0.0	0.0
mcp1k	288327	BUNDLE	0	2	2	306	4007179.0	2.5848915419701965	106	191	194	324	86	131	147.6	256.0	1.0	0.0	0.0	3.0	1.0	0.0	1550231.0	0.58	2	36866.0	0.024	0.018	0	4468.8	0.0	0.0
mcp1k	288327	BUNDLE	1	1	29	535	3967064.4	0.34797694863379597	1280	1449	554	672	170	119	1368.7	609.8	1.0	0.0	0.0	3.0	1.0	0.0	11400365.5	0.86	2	22821.1	0.018	0.03	0	2748.4	0.0	0.0
mcp1k	288327	BUNDLE	1	0	2	358	3542802.7	0.26767411881030234	302	379	554	653	78	100	338.0	601.3	1.0	0.0	0.0	3.0	1.0	0.0	13235507.1	0.9	2	26817.2	0.032	0.03	0	2581.3	0.0	0.0
mcp1k	288327	BUNDLE	0	2	1	218	3128063.0	2.0178044433377993	44	100	104	185	57	82	71.5	141.4	1.0	0.0	0.0	3.0	1.0	0.0	1550231.0	0.97	1	46018.0	0.046	0.027	0	4468.8	0.0	0.0
mcp1k	288327	BUNDLE	0	2	13	233	2745362.0	1.7709373635284031	423	474	670	746	52	77	444.5	701.2	1.0	0.0	0.0	3.0	9.22	0.0	1550231.0	1.34	2	33249.0	0.044	0.037	0	4468.8	0.0	0.0
mcp1k	288327	BUNDLE	0	0	26	257	1646856.9	0.6076686028392655	994	1079	622	677	86	56	1038.2	652.0	1.0	0.0	0.0	3.0	1.0	0.0	2710123.4	0.76	1	16314.3	0.023	0.038	0	2729.3	0.0	0.0
mcp1k	288327	BUNDLE	1	0	3	146	1340451.8	0.10127695069575385	417	450	704	745	34	42	433.5	723.7	1.0	0.0	0.0	3.0	1.0	0.0	13235507.1	0.8	2	24797.7	0.055	0.046	1	2581.3	0.0	0.0
mcp1k	288327	BUNDLE	1	1	27	186	1328616.3	0.11654155298792833	1175	1236	704	745	62	42	1206.0	723.7	1.0	0.0	0.0	3.0	1.0	0.0	11400365.5	0.78	2	24115.6	0.048	0.048	0	2748.4	0.0	0.0
mcp1k	288327	BUNDLE	0	0	30	119	862650.6	0.31830676049658846	1097	1131	687	713	35	27	1111.6	699.4	1.0	0.0	0.0	3.0	1.0	0.0	2710123.4	1.1	2	22178.1	0.094	0.065	3	2729.3	0.0	0.0
mcp1k	288327	BUNDLE	1	1	28	71	588974.9	0.05166280853013002	1250	1271	677	694	22	18	1261.3	685.0	1.0	0.0	0.0	3.0	1.0	0.0	11400365.5	0.79	1	18369.3	0.091	0.084	7	2748.4	0.0	0.0
mcp1k	288327	BUNDLE	0	1	1	56	458459.3	0.149924249648358	445	459	729	746	15	18	451.4	737.1	1.0	0.0	0.0	3.0	1.0	0.0	3057939.6	0.74	2	15012.5	0.101	0.063	12	2902.6	0.0	0.0
mcp1k	288327	BUNDLE	0	0	35	43	250559.5	0.09245317021357773	1165	1178	735	746	14	12	1171.2	740.6	1.0	0.0	0.0	3.0	12.0	0.0	2710123.4	0.72	2	8822.6	0.096	0.108	12	2729.3	0.0	0.0
mcp1k	288327	BUNDLE	0	1	2	22	199489.1	0.06523644221095799	463	467	714	723	5	10	465.1	718.7	1.0	0.0	0.0	3.0	1.0	0.0	3057939.6	0.69	1	15385.4	0.231	0.175	5	2902.6	0.0	0.0
mcp1k	288745	BUNDLE	0	0	58	513	3769886.4	0.2578907031054636	994	1131	136	297	138	162	1059.8	218.3	1.0	0.0	0.0	3.0	7.21	0.0	14618155.5	1.03	1	22464.8	0.021	0.016	0	3068.6	0.0	0.0
mcp1k	288745	BUNDLE	1	0	37	439	3475571.6	4.3617933597942935	1461	1528	711	755	68	45	1490.2	730.0	1.0	0.0	0.0	3.0	18.03	0.0	796821.7	6.82	1	24159.3	0.032	0.07	0	2569.6	0.0	0.0
mcp1k	288745	BUNDLE	0	1	67	255	2070693.0	0.14791422346109523	1441	1501	187	263	61	77	1473.9	229.8	1.0	0.0	0.0	3.0	1.0	0.0	13999282.5	1.27	1	22702.5	0.061	0.029	1	2869.8	0.0	0.0
mcp1k	288745	BUNDLE	0	0	46	141	1001379.3	0.0685024386284576	759	813	210	242	55	33	784.4	226.5	1.0	0.0	0.0	3.0	1.41	0.0	14618155.5	0.66	1	16736.9	0.036	0.05	0	3068.6	0.0	0.0
mcp1k	288745	BUNDLE	1	1	59	135	996334.0	1.6396465277724066	953	1002	707	731	50	25	977.0	719.0	1.0	0.0	0.0	3.0	1.0	0.0	607651.7	0.73	1	19156.3	0.046	0.065	0	2893.3	0.0	0.0
mcp1k	288859	BUNDLE	1	0	28	680	10241958.7	0.30277650485525753	1291	1441	1	142	151	142	1369.8	76.3	1.0	0.0	0.0	3.0	1.0	0.0	33826794.8	1.14	2	54723.9	0.015	0.013	0	2691.4	0.0	0.0
mcp1k	288859	BUNDLE	1	2	24	358	4257370.0	0.13395930344698903	1336	1450	75	132	115	58	1389.5	104.7	1.0	0.0	0.0	3.0	23.71	0.0	31781070.0	0.99	2	43888.0	0.025	0.041	0	3419.0	0.0	0.0
mcp1k	288859	BUNDLE	1	1	25	343	3792834.5	0.13593618632555693	774	834	108	142	61	35	796.5	126.0	1.0	0.0	0.0	3.0	1.0	0.0	27901580.9	7.81	2	45108.0	0.045	0.04	0	2987.2	0.0	0.0
mcp1k	288859	BUNDLE	1	0	25	406	2772088.0	0.08194947278895015	1231	1379	218	261	149	44	1302.6	239.0	1.0	0.0	0.0	3.0	1.0	0.0	33826794.8	0.82	2	27317.7	0.028	0.046	0	2691.4	0.0	0.0
mcp1k	288859	BUNDLE	1	0	31	130	2356610.3	0.06966697004352301	1511	1528	218	242	18	25	1522.1	228.5	1.0	0.0	0.0	3.0	1.0	0.0	33826794.8	3.13	2	61465.4	0.239	0.064	5	2691.4	0.0	0.0
mcp1k	288859	BUNDLE	1	2	16	225	1974405.0	0.06212518961759311	1054	1135	113	142	82	30	1095.8	127.9	1.0	0.0	0.0	3.0	1.0	0.0	31781070.0	0.8	2	23230.0	0.036	0.054	0	3419.0	0.0	0.0
mcp1k	288859	BUNDLE	1	1	46	124	1557236.7	0.05581177301677555	953	984	228	250	32	23	969.2	239.7	1.0	0.0	0.0	3.0	1.0	0.0	27901580.9	1.04	2	35898.9	0.053	0.078	2	2987.2	0.0	0.0
mcp1k	288859	BUNDLE	1	0	40	222	1475686.5	0.04362478055414225	1657	1736	115	139	80	25	1698.8	125.8	1.0	0.0	0.0	3.0	12.65	0.0	33826794.8	0.9	2	22871.8	0.037	0.079	0	2691.4	0.0	0.0
mcp1k	288859	BUNDLE	1	2	12	162	1373717.0	0.0432243785372865	775	831	222	242	57	21	807.9	231.6	1.0	0.0	0.0	3.0	6.32	0.0	31781070.0	1.07	2	20422.0	0.051	0.079	1	3419.0	0.0	0.0
mcp1k	289832	BUNDLE	0	2	23	1258	15055052.0	3.0120471466278693	838	1091	552	700	254	149	981.4	624.8	1.0	0.0	0.0	3.0	5.83	0.0	4998279.0	34.6	1	76564.0	0.015	0.038	0	3598.0	0.0	0.0
mcp1k	289832	BUNDLE	0	2	25	496	4778376.0	0.9560042566651441	856	1036	669	719	181	51	940.8	694.1	1.0	0.0	0.0	3.0	1.0	0.0	4998279.0	1.87	1	30603.0	0.015	0.041	0	3598.0	0.0	0.0
mcp1k	289832	BUNDLE	0	2	43	417	3861361.0	0.7725381076166417	1123	1262	713	778	140	66	1196.4	746.8	1.0	0.0	0.0	3.0	1.0	0.0	4998279.0	1.77	1	33280.0	0.03	0.04	0	3598.0	0.0	0.0
mcp1k	289832	BUNDLE	0	2	42	396	3761670.0	0.7525930425252372	1115	1262	748	808	148	61	1189.2	777.8	1.0	0.0	0.0	3.0	1.0	0.0	4998279.0	0.81	1	38312.0	0.027	0.03	0	3598.0	0.0	0.0
