sample	event	cls	apa	plane	comp	ncell	Q	Qfrac	wmin	wmax	smin	smax	wext	sext	cw	cs	f_act	f_noblobslice	f_zsum	nplane_act	d_bundle	d_scope	Qbundle_plane	pca_rms	npartner_planes	qmax	f_topwire	f_topslice	nwire_q	floor	f_cov4	fq_cov4
mcp1k	58755	BUNDLE	0	0	35	213	1648242.3	0.17289610420275808	608	691	728	732	84	5	648.6	729.7	1.0	0.0	0.0	3.0	1.0	0.0	9533137.3	0.79	1	16673.0	0.024	0.479	0	2850.0	0.0	0.0
mcp1k	58755	BUNDLE	0	1	23	149	1236839.3	0.10627023526380984	827	879	578	590	53	13	851.8	583.8	1.0	0.0	0.0	3.0	1.0	0.0	11638623.9	0.86	2	29526.8	0.055	0.129	1	3029.3	0.0	0.0
mcp1k	58755	BUNDLE	0	2	27	67	1223380.0	0.11690996390391246	573	585	654	672	13	19	577.8	661.0	1.0	0.0	0.0	3.0	1.0	0.0	10464292.0	0.99	2	51442.0	0.139	0.153	11	4362.5	0.0	0.0
mcp1k	58755	BUNDLE	0	1	65	135	1053732.8	0.09053757635385057	1010	1038	673	723	29	51	1023.3	697.8	0.993	0.0	0.0	3.0	1.0	0.0	11638623.9	0.76	2	18279.8	0.065	0.044	3	3029.3	0.0	0.0
mcp1k	58755	BUNDLE	0	0	23	101	1046271.2	0.1097509840753054	448	468	617	631	21	15	460.0	624.2	1.0	0.0	0.0	3.0	1.0	0.0	9533137.3	1.9	2	35508.5	0.105	0.151	6	2850.0	0.0	0.0
mcp1k	58755	BUNDLE	0	0	26	114	832333.4	0.08730949464034259	502	542	655	661	41	7	521.4	657.7	1.0	0.0	0.0	3.0	1.0	0.0	9533137.3	0.81	2	19019.9	0.054	0.225	1	2850.0	0.0	0.0
mcp1k	58755	BUNDLE	0	1	112	71	820896.0	0.0705320497554698	1334	1341	677	695	8	19	1336.7	689.1	1.0	0.0	0.0	3.0	1.0	0.0	11638623.9	1.48	2	34846.7	0.211	0.146	7	3029.3	0.0	0.0
mcp1k	58755	BUNDLE	0	1	90	92	793597.7	0.06818655769089677	1205	1230	593	613	26	21	1214.2	602.4	1.0	0.0	0.0	3.0	1.0	0.0	11638623.9	1.18	1	24379.3	0.075	0.117	9	3029.3	0.0	0.0
mcp1k	58755	BUNDLE	0	1	111	100	675883.5	0.0580724582053038	1334	1372	654	659	39	6	1352.1	656.6	1.0	0.0	0.0	3.0	1.0	0.0	11638623.9	0.74	2	16247.1	0.049	0.274	0	3029.3	0.0	0.0
mcp1k	58755	BUNDLE	0	1	106	75	470109.0	0.04039214636018954	1283	1319	648	652	37	5	1299.6	650.6	1.0	0.0	0.0	3.0	1.0	0.0	11638623.9	0.65	2	12153.2	0.053	0.272	1	3029.3	0.0	0.0
mcp1k	59025	BUNDLE	0	2	2	295	3672990.0	0.12349842918177982	447	517	1	100	71	100	480.7	49.9	1.0	0.0	0.0	3.0	1.0	0.0	29741188.0	0.82	1	59154.0	0.044	0.027	0	3578.5	0.0	0.0
mcp1k	59025	BUNDLE	0	1	8	490	3666303.4	0.0902012315449615	540	711	661	736	172	76	624.2	698.1	1.0	0.0	0.0	3.0	1.0	0.0	40645824.2	1.04	1	23005.7	0.016	0.026	0	2925.1	0.0	0.0
mcp1k	59025	BUNDLE	0	0	15	391	3497087.2	0.08497691897811001	1028	1131	31	132	104	102	1080.6	80.5	1.0	0.0	0.0	3.0	1.0	0.0	41153377.2	1.17	1	23730.1	0.019	0.026	0	2850.3	0.0	0.0
mcp1k	59025	BUNDLE	0	1	22	468	3218196.1	0.07917654921117333	1063	1247	586	600	185	15	1155.7	593.4	1.0	0.0	0.0	3.0	1.0	0.0	40645824.2	0.82	1	24440.0	0.018	0.114	0	2925.1	0.0	0.0
mcp1k	59025	BUNDLE	0	0	13	257	3080784.2	0.07486102987435986	994	1033	761	855	40	95	1013.8	809.2	1.0	0.0	0.0	3.0	8.54	0.0	41153377.2	0.75	1	30861.5	0.036	0.018	0	2850.3	0.0	0.0
mcp1k	59093	BUNDLE	0	1	5	457	5567600.2	0.31516646158902667	827	895	296	457	69	162	860.1	376.2	1.0	0.0	0.0	3.0	1.0	0.0	17665585.9	1.28	1	58757.2	0.037	0.018	0	3208.5	0.0	0.0
mcp1k	59093	BUNDLE	0	2	7	549	5249613.0	0.3594917931560454	928	1091	335	510	164	176	1012.8	419.4	1.0	0.0	0.0	3.0	1.0	0.0	14602873.0	0.76	1	30371.0	0.026	0.015	0	3621.2	0.0	0.0
mcp1k	59093	BUNDLE	0	1	7	187	2156612.4	0.12207986829352771	954	1007	378	398	54	21	979.7	388.1	1.0	0.0	0.0	3.0	1.0	0.0	17665585.9	1.07	1	37103.8	0.049	0.098	0	3208.5	0.0	0.0
mcp1k	59093	BUNDLE	0	1	8	184	2078189.0	0.11764053633794282	963	994	614	675	32	62	977.9	642.0	1.0	0.0	0.0	3.0	1.0	0.0	17665585.9	0.97	2	27665.3	0.067	0.032	3	3208.5	0.0	0.0
mcp1k	59093	BUNDLE	0	2	3	208	1924284.0	0.13177434330901872	770	828	614	675	59	62	800.4	641.6	1.0	0.0	0.0	3.0	1.0	0.0	14602873.0	0.79	2	24337.0	0.039	0.032	0	3621.2	0.0	0.0
mcp1k	59093	BUNDLE	0	0	10	110	635218.3	0.060991900601121626	925	960	648	675	36	28	940.5	662.6	1.0	0.0	0.0	3.0	7.62	0.0	10414797.6	0.79	2	16148.5	0.067	0.063	1	2445.5	0.0	0.0
mcp1k	59093	BUNDLE	0	0	12	91	627011.1	0.060203868004117526	994	1020	609	628	27	20	1004.9	618.7	1.0	0.0	0.0	3.0	13.0	0.0	10414797.6	0.88	2	24085.6	0.099	0.095	4	2445.5	0.0	0.0
mcp1k	59179	BUNDLE	0	1	40	353	2626733.7	0.11250095643002687	1121	1247	435	509	127	75	1187.2	471.6	1.0	0.0	0.0	3.0	1.0	0.0	23348545.5	1.0	1	21866.2	0.028	0.031	0	3146.2	0.0	0.0
mcp1k	59179	BUNDLE	0	2	12	191	1657701.0	0.10337991694313933	739	809	554	613	71	60	774.4	581.3	1.0	0.0	0.0	3.0	1.0	0.0	16035039.0	0.71	1	26522.0	0.04	0.04	0	3933.0	0.0	0.0
mcp1k	59179	BUNDLE	0	1	35	144	881583.6	0.03775753825864656	949	1007	557	581	59	25	977.0	569.2	1.0	0.0	0.0	3.0	9.85	0.0	23348545.5	0.68	1	12110.0	0.031	0.053	0	3146.2	0.0	0.0
mcp1k	60933	BUNDLE	1	0	71	620	4478622.7	1.096988115916172	1231	1386	750	767	156	18	1291.0	757.1	1.0	0.0	0.0	3.0	1.0	0.0	4082653.8	3.27	1	24748.2	0.021	0.183	0	2817.5	0.0	0.0
mcp1k	60933	BUNDLE	1	1	28	406	2845602.3	0.6965211591506727	774	852	719	759	79	41	812.0	736.8	1.0	0.0	0.0	3.0	1.0	0.0	4085449.9	6.1	1	28294.3	0.027	0.25	0	2967.2	0.0	0.0
mcp1k	60933	BUNDLE	0	2	11	256	2157393.0	0.20406253561812732	838	913	519	601	76	83	874.8	560.3	1.0	0.0	0.0	3.0	1.0	0.0	10572215.0	0.73	1	21146.0	0.029	0.029	0	3441.2	0.0	0.0
mcp1k	60933	BUNDLE	0	1	25	187	1527179.5	0.11159866028365206	1383	1433	525	575	51	51	1407.5	550.2	1.0	0.0	0.0	3.0	1.0	0.0	13684568.4	0.79	1	23642.9	0.043	0.047	0	2732.5	0.0	0.0
mcp1k	60933	BUNDLE	1	0	75	163	1226404.3	0.3003939006535406	1461	1521	735	743	61	9	1488.8	739.1	1.0	0.0	0.0	3.0	2.0	0.0	4082653.8	0.79	1	22975.4	0.047	0.166	0	2817.5	0.0	0.0
mcp1k	61843	BUNDLE	1	2	2	484	5321957.0	0.3702458641630553	48	201	183	288	154	106	126.6	236.6	1.0	0.0	0.0	3.0	1.0	0.0	14374116.0	1.15	1	42229.0	0.028	0.027	0	4028.5	0.0	0.0
mcp1k	61843	BUNDLE	1	1	2	271	1927011.5	0.20725126885256046	352	443	205	281	92	77	398.7	241.2	1.0	0.0	0.0	3.0	12.53	0.0	9297947.9	0.71	1	20732.5	0.023	0.028	0	3207.7	0.0	0.0
mcp1k	62149	BUNDLE	1	2	11	816	18782773.0	0.7833978623569628	996	1072	429	759	77	331	1034.5	589.5	1.0	0.0	0.0	3.0	1.0	0.0	23976033.0	2.25	2	88902.0	0.027	0.009	0	4107.8	0.0	0.0
mcp1k	62149	BUNDLE	1	1	78	725	4987423.4	0.24347562563591135	1340	1595	177	231	256	55	1478.0	204.0	1.0	0.0	0.0	3.0	13.0	0.0	20484282.1	1.16	1	22855.6	0.015	0.034	0	2737.7	0.0	0.0
mcp1k	62149	BUNDLE	1	0	26	464	4697819.1	0.21183937867724068	1077	1206	190	236	130	47	1138.2	212.2	1.0	0.0	0.0	3.0	1.0	0.0	22176325.9	1.16	1	28261.6	0.017	0.042	0	2880.0	0.0	0.0
mcp1k	62149	BUNDLE	1	2	21	331	4159896.0	0.1735022636980855	1157	1262	279	325	106	47	1210.5	301.7	1.0	0.0	0.0	3.0	6.0	0.0	23976033.0	0.89	1	30372.0	0.019	0.033	0	4107.8	0.0	0.0
mcp1k	62149	BUNDLE	1	0	15	445	3453327.4	0.15572134967587214	882	1027	429	480	146	52	965.6	457.2	1.0	0.0	0.0	3.0	1.0	0.0	22176325.9	2.31	2	28242.6	0.03	0.041	0	2880.0	0.0	0.0
mcp1k	62149	BUNDLE	1	1	73	283	2281557.8	0.11138090116421506	1162	1263	429	468	102	40	1211.2	448.0	1.0	0.0	0.0	3.0	1.0	0.0	20484282.1	0.78	2	33134.8	0.036	0.04	0	2737.7	0.0	0.0
mcp1k	62149	BUNDLE	1	1	69	281	1832625.5	0.08946496103956701	953	1054	282	302	102	21	1005.6	291.7	1.0	0.0	0.0	3.0	1.0	0.0	20484282.1	0.83	1	19910.1	0.026	0.071	0	2737.7	0.0	0.0
mcp1k	62149	BUNDLE	1	0	9	226	1526493.8	0.06883438703432836	800	870	148	214	71	67	835.5	180.8	1.0	0.0	0.0	3.0	1.0	0.0	22176325.9	0.72	1	16397.2	0.029	0.027	0	2880.0	0.0	0.0
mcp1k	62281	BUNDLE	1	1	56	1407	13552100.3	0.7036869391841714	953	1157	212	370	205	159	1058.5	325.0	0.995	0.0	0.0	3.0	1.0	0.0	19258706.6	34.0	1	41393.3	0.017	0.089	0	3032.9	0.0	0.0
mcp1k	62281	BUNDLE	1	1	120	1680	13174497.1	0.6840800565495919	1395	1975	168	493	581	326	1668.0	323.8	1.0	0.0	0.0	3.0	1.0	0.0	19258706.6	1.01	2	34431.3	0.012	0.007	0	3032.9	0.0	0.0
mcp1k	62281	BUNDLE	1	0	37	703	6162814.0	0.3210687131383381	1098	1206	166	240	109	75	1151.2	213.9	1.0	0.0	0.0	3.0	1.0	0.0	19194688.7	9.13	2	34393.2	0.017	0.03	0	2750.7	0.0	0.0
mcp1k	62281	BUNDLE	1	0	21	523	5826044.7	0.3035237919748081	800	945	101	150	146	50	869.9	126.1	1.0	0.0	0.0	3.0	1.0	0.0	19194688.7	1.07	2	42841.4	0.017	0.031	0	2750.7	0.0	0.0
mcp1k	62281	BUNDLE	1	1	98	723	5480353.5	0.284564982157213	1222	1398	72	150	177	79	1301.4	114.1	1.0	0.0	0.0	3.0	1.0	0.0	19258706.6	9.19	2	34685.5	0.019	0.037	0	3032.9	0.0	0.0
mcp1k	62281	BUNDLE	1	2	26	367	4359512.0	0.258782739681011	838	952	207	252	115	46	889.4	229.1	1.0	0.0	0.0	3.0	1.0	0.0	16846224.0	1.65	2	37303.0	0.021	0.032	0	4274.5	0.0	0.0
mcp1k	62281	BUNDLE	1	1	55	303	2343748.5	0.12169812587518207	953	1014	168	214	62	47	983.7	199.0	1.0	0.0	0.0	3.0	16.03	0.0	19258706.6	11.79	1	28261.2	0.053	0.071	1	3032.9	0.0	0.0
mcp1k	62281	BUNDLE	1	2	38	122	1560576.0	0.09263654573274106	1097	1135	142	157	39	16	1115.1	149.7	1.0	0.0	0.0	3.0	1.0	0.0	16846224.0	1.0	2	30045.0	0.06	0.09	2	4274.5	0.0	0.0
mcp1k	62281	BUNDLE	1	0	34	114	774064.3	0.040327004626024496	1035	1075	123	150	41	28	1054.1	137.1	1.0	0.0	0.0	3.0	1.0	0.0	19194688.7	0.71	2	19432.2	0.058	0.056	1	2750.7	0.0	0.0
mcp1k	62459	BUNDLE	1	2	9	187	2861767.0	0.07816312623334767	1544	1559	2	126	16	125	1551.8	66.8	1.0	0.0	0.0	3.0	1.0	0.0	36612750.0	0.45	1	29121.0	0.082	0.013	15	4601.5	0.0	0.0
mcp1k	62459	BUNDLE	1	1	6	157	1471537.4	0.04121074800521524	1124	1157	89	125	34	37	1139.3	107.9	1.0	0.0	0.0	3.0	2.83	0.0	35707612.0	2.32	1	28625.9	0.125	0.073	4	2791.1	0.0	0.0
mcp1k	62583	BUNDLE	0	1	7	507	4255421.7	0.33624049955946195	388	560	463	482	173	20	468.9	470.9	1.0	0.0	0.0	3.0	1.0	0.0	12655886.8	1.2	2	43522.4	0.026	0.098	0	2863.5	0.0	0.0
mcp1k	62583	BUNDLE	0	1	8	487	4213740.3	0.3329470598615025	579	732	451	464	154	14	662.2	457.4	1.0	0.0	0.0	3.0	1.0	0.0	12655886.8	1.44	2	29354.1	0.024	0.112	0	2863.5	0.0	0.0
mcp1k	62583	BUNDLE	0	0	19	570	4148828.1	0.30838137482172473	759	960	434	446	202	13	856.6	439.1	1.0	0.0	0.0	3.0	20.0	0.0	13453562.5	0.96	1	23267.2	0.024	0.126	0	2834.6	0.0	0.0
mcp1k	62583	BUNDLE	0	2	19	105	3315674.0	0.2332310701645763	678	705	444	454	28	11	691.6	449.1	1.0	0.0	0.0	3.0	10.44	0.0	14216262.0	1.04	1	78562.0	0.051	0.131	2	4158.0	0.0	0.0
mcp1k	62583	BUNDLE	0	0	40	454	3099205.2	0.23036316217358788	1274	1442	460	472	169	13	1356.7	466.1	1.0	0.0	0.0	3.0	1.0	0.0	13453562.5	0.79	2	21723.8	0.018	0.1	0	2834.6	0.0	0.0
mcp1k	62583	BUNDLE	0	0	22	391	2898351.2	0.21543373363003296	994	1131	445	454	138	10	1060.8	449.4	1.0	0.0	0.0	3.0	19.0	0.0	13453562.5	0.84	1	27908.3	0.022	0.145	0	2834.6	0.0	0.0
mcp1k	62583	BUNDLE	0	2	23	99	2750327.0	0.19346344348465158	755	776	469	482	22	14	766.2	473.4	1.0	0.0	0.0	3.0	1.0	0.0	14216262.0	1.83	1	67119.0	0.083	0.164	6	4158.0	0.0	0.0
mcp1k	62583	BUNDLE	0	1	12	225	1895284.7	0.14975518744368035	827	902	437	448	76	12	862.3	444.1	1.0	0.0	0.0	3.0	1.0	0.0	12655886.8	1.38	1	34287.5	0.045	0.222	0	2863.5	0.0	0.0
mcp1k	62583	BUNDLE	0	1	18	130	1383167.8	0.10929046868529196	965	1007	435	440	43	6	984.6	437.1	1.0	0.0	0.0	3.0	1.0	0.0	12655886.8	0.94	1	36275.1	0.063	0.355	1	2863.5	0.0	0.0
mcp1k	62583	BUNDLE	0	0	35	170	1156790.9	0.08598398379611348	1190	1254	455	461	65	7	1222.1	457.9	1.0	0.0	0.0	3.0	1.0	0.0	13453562.5	0.78	2	16345.3	0.034	0.284	0	2834.6	0.0	0.0
mcp1k	62583	BUNDLE	0	1	15	84	588238.1	0.0464794059314753	916	946	438	442	31	5	931.0	440.4	1.0	0.0	0.0	3.0	1.0	0.0	12655886.8	0.79	1	11548.4	0.043	0.411	0	2863.5	0.0	0.0
mcp1k	62583	BUNDLE	0	0	32	67	549471.5	0.04084208179060379	1165	1182	454	462	18	9	1172.0	456.9	1.0	0.0	0.0	3.0	24.04	0.0	13453562.5	1.95	2	22613.2	0.155	0.274	6	2834.6	0.0	0.0
mcp1k	62613	BUNDLE	1	1	18	1737	13158979.0	0.6126678287213978	458	755	173	406	298	234	603.5	314.6	1.0	0.0	0.0	3.0	1.0	0.0	21478162.2	53.11	2	29675.9	0.008	0.012	0	2819.6	0.0	0.0
mcp1k	62613	BUNDLE	1	2	6	444	7262855.0	0.36075407103177376	407	466	173	406	60	234	435.7	289.5	1.0	0.0	0.0	3.0	1.0	0.0	20132427.0	0.82	2	45406.0	0.024	0.012	0	4069.0	0.0	0.0
mcp1k	62613	BUNDLE	1	0	8	595	5138452.2	0.2211404679588431	866	1027	173	336	162	164	948.0	255.0	1.0	0.0	0.0	3.0	1.0	0.0	23236146.0	0.78	2	32763.2	0.016	0.013	0	2755.0	0.0	0.0
mcp1k	62613	BUNDLE	1	1	35	398	3712270.4	0.17283929441598128	848	877	175	317	30	143	862.1	254.2	0.997	0.0	0.0	3.0	3.0	0.0	21478162.2	1.99	2	30004.4	0.1	0.022	6	2819.6	0.0	0.0
mcp1k	62613	BUNDLE	1	2	3	346	3650778.0	0.18133819633370582	196	295	0	111	100	112	246.7	56.4	1.0	0.0	0.0	3.0	1.0	0.0	20132427.0	0.83	2	29282.0	0.033	0.019	0	4069.0	0.0	0.0
mcp1k	62613	BUNDLE	1	1	32	321	2842093.6	0.13232480384192277	818	852	2	111	35	110	830.4	72.6	0.994	0.0	0.0	3.0	1.0	0.0	21478162.2	5.36	2	31070.8	0.073	0.042	6	2819.6	0.0	0.0
mcp1k	62613	BUNDLE	1	2	8	70	1392899.0	0.06918683971882773	480	491	69	111	12	43	484.9	91.0	1.0	0.0	0.0	3.0	1.0	0.0	20132427.0	0.62	2	68703.0	0.17	0.054	10	4069.0	0.0	0.0
mcp1k	63359	BUNDLE	0	0	2	1105	14723333.5	3.6191668435486304	323	542	36	323	220	288	427.6	187.4	1.0	0.0	0.0	3.0	1.0	0.0	4068155.5	2.13	1	51699.1	0.047	0.019	0	3213.5	0.0	0.0
mcp1k	63359	BUNDLE	0	2	1	549	4644750.0	1.9457261887058026	0	156	242	323	157	82	76.9	281.9	1.0	0.0	0.0	3.0	1.0	0.0	2387155.0	2.06	1	28169.0	0.028	0.026	0	3332.5	0.0	0.0
mcp1k	63427	BUNDLE	0	1	2	1322	8928790.9	0.8203684081581388	144	683	341	432	540	92	410.0	378.2	1.0	0.0	0.0	3.0	1.0	0.0	10883879.5	4.07	1	21675.1	0.009	0.07	0	2930.5	0.0	0.0
mcp1k	63427	BUNDLE	0	2	4	315	3816423.0	0.3306764599359169	289	405	340	366	117	27	351.5	349.1	1.0	0.0	0.0	3.0	13.42	0.0	11541260.0	2.8	1	37166.0	0.02	0.168	0	4286.5	0.0	0.0
mcp1k	63427	BUNDLE	0	2	8	246	2925300.0	0.2534645264035296	488	574	403	439	87	37	531.1	421.7	1.0	0.0	0.0	3.0	1.0	0.0	11541260.0	0.89	1	30424.0	0.022	0.043	0	4286.5	0.0	0.0
mcp1k	63427	BUNDLE	0	0	24	124	1251168.7	0.10701240898596577	759	794	488	505	36	18	774.9	495.3	1.0	0.0	0.0	3.0	1.0	0.0	11691809.5	1.19	1	49965.8	0.108	0.096	1	2658.3	0.0	0.0
mcp1k	63427	BUNDLE	0	1	11	99	1110846.2	0.10206344162483606	766	793	499	512	28	14	779.9	505.5	1.0	0.0	0.0	3.0	3.0	0.0	10883879.5	0.99	1	25345.4	0.058	0.093	3	2930.5	0.0	0.0
mcp1k	63427	BUNDLE	0	2	6	43	703871.0	0.06098736186516897	407	422	365	371	16	7	413.4	368.5	1.0	0.0	0.0	3.0	1.0	0.0	11541260.0	0.8	1	34254.0	0.117	0.206	12	4286.5	0.0	0.0
mcp1k	63669	BUNDLE	0	1	8	355	4334236.1	0.13212642590797713	1441	1512	719	855	72	137	1475.7	786.5	1.0	0.0	0.0	3.0	1.0	0.0	32803703.5	0.72	2	25401.5	0.02	0.011	0	3932.9	0.0	0.0
mcp1k	63669	BUNDLE	0	2	6	452	4018559.0	0.1303669198270624	1321	1456	719	856	136	138	1389.2	787.3	1.0	0.0	0.0	3.0	1.0	0.0	30824990.0	0.69	2	24416.0	0.016	0.011	0	2938.0	0.0	0.0
mcp1k	63669	BUNDLE	0	2	4	274	2563249.0	0.08315490126679684	1011	1091	414	495	81	82	1055.7	460.1	1.0	0.0	0.0	3.0	12.73	0.0	30824990.0	0.9	1	33921.0	0.045	0.032	0	2938.0	0.0	0.0
mcp1k	63669	BUNDLE	0	2	16	185	2391480.0	0.07758250692052131	1585	1628	432	470	44	39	1607.2	450.4	1.0	0.0	0.0	3.0	1.0	0.0	30824990.0	2.18	1	44894.0	0.059	0.043	4	2938.0	0.0	0.0
mcp1k	63669	BUNDLE	0	1	17	120	1549647.7	0.04724002276145436	1635	1657	414	470	23	57	1646.8	443.5	1.0	0.0	0.0	3.0	1.0	0.0	32803703.5	0.72	1	23580.2	0.062	0.024	5	3932.9	0.0	0.0
mcp1k	64591	BUNDLE	0	0	20	2329	32802614.9	1.0762176172412485	759	927	2	409	169	408	865.6	200.1	1.0	0.0	0.0	3.0	1.0	0.0	30479537.2	44.39	2	64930.9	0.018	0.006	0	3609.4	0.0	0.0
mcp1k	64591	BUNDLE	0	0	24	403	4191918.4	0.13753221948527486	830	960	552	591	131	40	895.8	570.7	1.0	0.0	0.0	3.0	1.0	0.0	30479537.2	1.15	2	41639.8	0.025	0.037	0	3609.4	0.0	0.0
mcp1k	64591	BUNDLE	0	2	1	179	2312778.0	0.07669654161564818	0	48	552	592	49	41	23.8	570.4	1.0	0.0	0.0	3.0	1.0	0.0	30154919.0	0.92	2	39247.0	0.042	0.05	0	3319.0	0.0	0.0
mcp1k	64591	BUNDLE	0	2	7	133	1931576.0	0.06405508832572225	82	121	368	403	40	36	102.2	384.3	1.0	0.0	0.0	3.0	9.22	0.0	30154919.0	1.16	1	35581.0	0.039	0.051	0	3319.0	0.0	0.0
mcp1k	64591	BUNDLE	0	1	29	120	955596.9	0.035961675988734045	829	865	562	589	37	28	846.4	574.1	1.0	0.0	0.0	3.0	22.2	0.0	26572646.4	0.8	2	21234.1	0.064	0.07	1	2718.3	0.0	0.0
mcp1k	64959	BUNDLE	1	0	42	793	9013197.9	1.319007800692273	1107	1206	641	796	100	156	1156.3	716.6	1.0	0.0	0.0	3.0	13.6	0.0	6833316.6	13.3	1	71827.8	0.023	0.029	0	2968.1	0.0	0.0
mcp1k	64959	BUNDLE	1	2	1	231	2803384.0	0.14453821442263887	80	89	704	826	10	123	86.2	762.4	0.996	0.0	0.0	3.0	1.0	0.0	19395452.0	1.02	1	28109.0	0.212	0.022	7	4007.0	0.0	0.0
mcp1k	65025	BUNDLE	1	0	23	1590	24120161.5	7.301879567503971	818	889	312	573	72	262	854.0	429.7	0.999	0.0	0.0	3.0	1.0	0.0	3303281.2	5.19	1	101368.6	0.061	0.013	2	2851.6	0.0	0.0
mcp1k	65025	BUNDLE	1	2	76	232	1932433.0	0.4228366859482504	1456	1540	531	577	85	47	1502.9	551.4	1.0	0.0	0.0	3.0	1.0	0.0	4570164.0	0.87	1	29985.0	0.033	0.079	0	3480.5	0.0	0.0
mcp1k	65025	BUNDLE	1	0	22	34	308775.6	0.09347542074226074	813	816	591	607	4	17	813.9	597.7	1.0	0.0	0.0	3.0	1.0	0.0	3303281.2	0.59	1	14989.3	0.511	0.085	3	2851.6	0.0	0.0
mcp1k	65025	BUNDLE	1	2	63	41	305615.0	0.06687177965604735	1421	1436	586	595	16	10	1428.9	590.3	1.0	0.0	0.0	3.0	1.0	0.0	4570164.0	0.66	1	16453.0	0.112	0.17	12	3480.5	0.0	0.0
mcp1k	65025	BUNDLE	1	0	24	12	105669.8	0.0319893444130642	823	825	586	591	3	6	824.2	589.0	1.0	0.0	0.0	3.0	1.0	0.0	3303281.2	0.62	1	17506.4	0.685	0.224	3	2851.6	0.0	0.0
mcp1k	65289	BUNDLE	0	2	14	1117	20947294.0	0.9581171421386419	838	1091	137	437	254	301	978.1	295.8	1.0	0.0	0.0	3.0	19.92	0.0	21862978.0	2.84	2	76009.0	0.012	0.01	0	4936.5	0.0	0.0
mcp1k	65289	BUNDLE	0	1	79	1542	12956651.1	0.6910629700339465	1441	1632	341	673	192	333	1555.7	452.2	0.999	0.0	0.0	3.0	9.0	0.0	18748871.9	29.71	2	39169.5	0.069	0.036	1	2750.9	0.0	0.0
mcp1k	65289	BUNDLE	0	2	16	654	7277343.0	0.3328614701986161	1284	1414	376	739	131	364	1348.2	555.5	1.0	0.0	0.0	3.0	1.0	0.0	21862978.0	1.41	2	35391.0	0.023	0.009	0	4936.5	0.0	0.0
mcp1k	65289	BUNDLE	0	0	10	565	3738233.4	0.14979872563946137	761	915	550	739	155	190	839.9	648.4	1.0	0.0	0.0	3.0	1.0	0.0	24955041.4	2.09	2	24582.1	0.027	0.018	0	2929.6	0.0	0.0
mcp1k	65289	BUNDLE	0	0	18	348	3262447.5	0.13073300291138767	994	1081	341	422	88	82	1030.0	366.8	1.0	0.0	0.0	3.0	20.59	0.0	24955041.4	9.46	2	32562.8	0.042	0.145	0	2929.6	0.0	0.0
mcp1k	65289	BUNDLE	0	2	17	91	1887776.0	0.0863457850984436	1410	1426	341	361	17	21	1420.4	348.1	1.0	0.0	0.0	3.0	1.0	0.0	21862978.0	4.03	2	100502.0	0.153	0.252	10	4936.5	0.0	0.0
mcp1k	65289	BUNDLE	0	1	76	117	1097652.0	0.058544962377176414	1350	1372	345	354	23	10	1359.4	349.2	1.0	0.0	0.0	3.0	14.76	0.0	18748871.9	1.67	2	31958.6	0.088	0.198	7	2750.9	0.0	0.0
mcp1k	65289	BUNDLE	0	1	77	121	902562.0	0.048139536331249885	1380	1420	353	366	41	14	1397.7	359.3	1.0	0.0	0.0	3.0	1.0	0.0	18748871.9	0.88	2	32760.7	0.08	0.108	2	2750.9	0.0	0.0
mcp1k	65999	BUNDLE	0	0	57	374	4007613.4	0.5473761292821716	994	1089	88	131	96	44	1034.9	106.7	1.0	0.0	0.0	3.0	1.0	0.0	7321498.3	1.85	2	46563.8	0.048	0.051	0	2963.1	0.0	0.0
mcp1k	65999	BUNDLE	0	1	14	340	3172884.4	0.486823898870242	614	706	128	170	93	43	660.4	147.1	1.0	0.0	0.0	3.0	1.0	0.0	6517519.8	2.96	2	39162.6	0.049	0.089	0	2960.8	0.0	0.0
mcp1k	65999	BUNDLE	0	1	24	182	1894162.2	0.2906262287074295	873	930	101	114	58	14	903.5	108.4	1.0	0.0	0.0	3.0	22.56	0.0	6517519.8	1.03	2	41374.4	0.043	0.117	0	2960.8	0.0	0.0
mcp1k	65999	BUNDLE	0	2	15	193	1515032.0	0.36064050304835954	753	817	139	215	65	77	784.2	175.2	1.0	0.0	0.0	3.0	1.0	0.0	4200948.0	0.58	2	19586.0	0.032	0.022	0	3356.0	0.0	0.0
mcp1k	65999	BUNDLE	0	2	40	123	1513120.0	0.3601853676836752	971	1018	104	114	48	11	997.2	109.0	1.0	0.0	0.0	3.0	22.0	0.0	4200948.0	0.78	2	40103.0	0.051	0.138	1	3356.0	0.0	0.0
mcp1k	65999	BUNDLE	0	0	92	114	867434.1	0.11847767553261605	1495	1531	120	148	37	29	1513.2	133.4	1.0	0.0	0.0	3.0	12.04	0.0	7321498.3	0.76	2	21667.7	0.054	0.062	3	2963.1	0.0	0.0
mcp1k	65999	BUNDLE	0	0	64	90	808955.2	0.11049038965152802	1103	1131	136	149	29	14	1117.8	142.0	1.0	0.0	0.0	3.0	1.0	0.0	7321498.3	1.12	2	19632.9	0.051	0.141	1	2963.1	0.0	0.0
mcp1k	65999	BUNDLE	0	2	16	66	678067.0	0.16140809169739784	755	777	124	133	23	10	766.1	128.8	1.0	0.0	0.0	3.0	1.0	0.0	4200948.0	0.8	2	20653.0	0.07	0.135	4	3356.0	0.0	0.0
