event	kind	main_id	side	flash_t	label	k_npts	k_len	k_len_nusel	k_dcath	k_dirx	k_rms	p_cid	p_npts	p_len	p_ext	p_ncorr	p_dcath	p_rms	p_matched	p_beam	gap2d	angle	other_beam_flash_empty	y_cath	z_cath
47058	already-in-main	11	0	1.341	nu-candidate	3027	319.6	229.1	0.9641	0.7671	0.494	25	622	102.8	57.18	572	0.1293	0.571	1	1	0.9589	9.231	0	95.5	135
180117	already-in-main	12	1	1.266	nu-candidate	1039	114.3	419.6	0.9543	0.6681	0.4798	4	3130	295.4	56.17	568	2.005	0.5893	1	1	2.867	5.918	0	-107	432.8
47058	already-in-main	11	1	1.341	nu-candidate	622	102.8	229.1	0.02672	0.6669	0.571	12	1131	116.9	54.71	576	0.7545	0.494	1	1	0.9365	9.232	0	95.48	134.5
75554	already-in-main	4	0	1.889	nu-candidate	1935	341.5	514.3	1.047	0.7006	0.4418	20	271	54.67	54.67	271	0.4419	0.5292	1	1	2.941	1.133	0	-34.52	47.07
321741	already-in-main	16	1	1.947	nu-candidate	951	73.8	127.9	0.4336	0.8929	0.438	5	521	54.62	53.15	504	0.7545	0.4336	1	1	2.659	3.297	0	-136	7.407
96130	already-in-main	18	1	0.203	TGM	736	470.5	221	0.4749	0.4691	0.5272	7	1413	149	52.65	443	0.7545	1.353	1	1	4.29	5.654	0	-131	20.09
415256	already-in-main	15	0	1.839	STM	124	330.3	122.5	0.1047	0.8276	0.4757	17	1017	109.9	52.56	459	0.7545	0.513	1	1	1.148	9.056	0	133.5	224.1
94224	already-in-main	17	1	1.848	nu-candidate	354	416.5	109.2	1.981	0.4854	0.8273	4	1351	91.82	50.54	895	0.1293	1.773	1	1	6.013	17.77	0	173.6	421.6
321741	already-in-main	16	0	1.947	nu-candidate	521	54.62	127.9	1.059	0.8995	0.4336	17	951	73.8	50.22	453	0.1293	0.438	1	1	2.662	3.297	0	-136.3	8.095
285680	already-in-main	13	0	0.546	nu-candidate	849	45.2	100.6	0.84	0.4937	0.569	20	454	50.07	50.05	454	0.1293	0.6011	1	1	1.654	2.382	0	166.3	101
77922	already-in-main	17	1	0.554	STM	714	83.82	133.8	1.154	0.7566	0.4815	4	483	51.8	49.91	445	0.1293	0.5805	1	1	1.203	12.3	0	-166.5	282.4
57577	already-in-main	13	0	1.651	nu-candidate	1435	159.2	217.8	0.3873	0.4693	0.5291	14	880	54.23	49.7	490	1.067	0.6475	1	1	4.418	0.6318	0	-77.83	303.3
100564	already-in-main	8	1	1.593	nu-candidate	495	72.21	166.7	1.004	0.6898	0.4989	3	1005	92.22	48.78	417	0.1293	0.5226	1	1	1.081	8.07	0	130.6	295.9
396663	already-in-main	18	0	0.454	TGM	2283	171.5	483.4	0.2023	0.4091	0.6914	17	3107	363.4	48.69	97	0.4419	0.5478	1	1	10.91	0.631	0	-63.89	197.1
79689	already-in-main	14	1	0.671	nu-candidate	98	356.7	119.6	0.5473	0.7872	0.4536	7	697	113.9	47.57	377	0.1293	0.6372	1	1	1.028	7.692	0	-47.92	389.1
347384	already-in-main	15	0	1.603	nu-candidate	2216	210.9	251.4	2.568	0.7196	0.7948	15	449	47.28	47.1	449	0.1293	0.5447	1	1	3.074	17.93	0	-194.4	117
393515	already-in-main	16	0	1.36	TGM	660	75.21	123.5	0.3419	0.4759	0.4782	14	419	46.98	46.98	419	0.7545	0.4428	1	1	5.016	1.233	0	-150.8	449
54629	already-in-main	15	0	1.249	nu-candidate	611	73.53	156	0.3245	0.6952	0.5103	11	879	81.57	46.27	561	0.1293	2.239	1	1	1.252	8.715	0	86.65	45.16
103270	already-in-main	11	0	1.807	TGM	3350	353.3	402.3	0.09907	0.5683	0.8249	14	510	46.32	46.21	504	0.7545	1.226	1	1	2.483	4.04	0	172.7	190.7
396761	already-in-main	15	0	1.466	nu-candidate	1029	107.2	155.2	0.04589	0.574	0.4816	13	430	46.25	46.07	430	1.38	0.4902	1	0	1.923	1.96	0	25.35	463.9
90751	already-in-main	21	0	0.229	TGM	5530	337.3	450.3	0.1669	0.8998	1.794	23	4163	227.1	45.97	761	0.4419	2.427	1	1	1.761	9.023	0	-14.28	146.5
179246	already-in-main	14	0	0.533	nu-candidate	972	110	185.5	0.2126	0.9086	0.437	16	502	84.55	45.3	389	1.067	0.4467	1	1	1.339	4.792	0	-118	283.8
394396	already-in-main	7	0	1.522	nu-candidate	1288	152.9	199.5	0.05461	0.7414	0.4739	12	395	45.11	45.08	395	1.38	0.553	1	1	0.7774	2.827	0	14.89	468.7
409906	already-in-main	13	0	1.847	nu-candidate	1328	97.26	134	2.294	0.8455	2.188	18	424	123.1	45.05	347	0.7545	0.5353	1	1	2.155	9.909	0	-78.22	387
70612	already-in-main	8	1	1.399	nu-candidate	523	64.94	108.8	0.348	0.6741	2.125	6	510	50.57	44.52	502	0.1293	0.6367	1	1	3.164	0.7596	0	-118.7	63.68
285680	already-in-main	13	1	0.546	nu-candidate	1206	184.3	100.6	0.2147	0.5195	0.6011	9	849	45.2	44.1	442	0.7545	0.569	1	1	1.643	2.382	0	166.3	100.2
70612	already-in-main	8	0	1.399	nu-candidate	510	50.57	108.8	0.03556	0.6649	0.6367	18	523	64.94	43.59	482	0.1293	2.125	1	1	3.17	0.7594	0	-118.9	64.15
414200	already-in-main	6	0	0.88	nu-candidate	1469	386.9	183.6	0.5795	0.6078	0.4604	8	424	43.33	43.31	424	0.7545	0.4554	1	1	1.459	1.961	0	-147.9	469.9
99716	already-in-main	13	0	0.62	nu-candidate	4310	312	326	0.2262	0.3216	0.6644	17	456	61.95	41.66	391	0.1293	0.5796	1	1	2.643	5.091	0	30.66	140.4
280225	already-in-main	15	1	1.304	STM	541	68.98	119.4	0.9583	0.6228	0.496	7	371	57.8	41.23	341	1.067	0.5085	1	1	3.312	7.213	0	-149.8	27.56
407886	already-in-main	11	0	1.379	nu-candidate	237	77.43	107	0.6576	0.304	0.5646	19	371	41.1	41.11	371	0.1293	0.5361	1	1	4.441	0.5174	0	-80.08	34.43
388433	already-in-main	17	1	2.042	TGM	3065	295.6	336	0.7611	0.6884	0.4915	4	368	38.09	38.08	368	0.1293	0.4808	1	1	1.788	4.128	0	-172.1	110.2
95162	already-in-main	11	0	1.943	TGM	1580	159.3	198.1	0.7455	0.7734	0.5159	12	303	37.62	37.56	303	0.1293	0.4682	1	1	1.517	4.112	0	139.4	96.73
73054	already-in-main	14	1	1.866	nu-candidate	181	18.77	131.3	1.672	0.7168	0.9053	9	615	112.8	37.52	360	0.1293	0.6707	1	1	2.248	6.322	0	82.7	488.3
347384	already-in-main	15	1	1.603	nu-candidate	465	317.6	251.4	0.3809	0.8611	0.5447	6	2228	211.8	33.06	357	2.317	0.7948	1	1	2.974	17.94	0	-194.2	116.2
499577	already-in-main	13	0	1.368	nu-candidate	1875	109.4	354.4	0.03055	0.5114	2.927	15	3088	265.3	32.7	262	0.7545	1.67	1	1	3.532	14.68	0	125.3	324
72840	already-in-main	21	0	0.58	nu-candidate	652	389.7	87	0.22	0.7976	0.4603	14	330	32.58	32.59	330	0.7545	0.4689	1	1	1.626	2.419	0	-130.7	479.8
317341	already-in-main	20	1	0.581	STM	3980	316.6	348.7	0.5327	0.4323	0.5323	12	426	32.21	32.08	423	0.1293	0.6582	1	1	3.042	1.915	0	140.4	291.1
170739	already-in-main	15	1	0.751	STM	147	18.11	54.4	0.2468	0.5359	0.5623	15	290	53.78	31.13	278	0.4419	0.5397	1	1	3.053	8.987	0	-91.89	28
69144	already-in-main	13	0	0.634	nu-candidate	841	87.56	175.2	0.2283	0.4926	0.6473	17	701	64.12	29.26	327	1.38	0.6204	1	1	4.333	0.5158	0	79.94	426
280945	already-in-main	5	0	1.994	nu-candidate	740	76.66	166.2	0.1284	0.4861	0.5504	17	313	114.1	28.53	274	0.7545	0.5643	1	1	0.5704	2.079	0	128.3	321.8
50182	already-in-main	10	1	1.956	nu-candidate	885	120.6	144.5	1.373	0.7685	0.4732	6	363	28.47	26.8	318	0.1293	0.4463	1	1	2.472	0.8333	0	-117.9	320.2
400185	already-in-main	14	1	1.402	nu-candidate	1080	483.3	129.8	1.286	0.3082	2.309	5	379	43.75	26.07	323	0.1293	0.6446	1	1	6.757	18.63	0	173.5	19.47
56257	already-in-main	13	1	1.057	STM	745	86.38	127.5	1.232	0.7183	0.4955	7	323	47.35	25.31	230	1.067	0.5516	1	1	2.488	8.821	0	-158.4	65.3
76147	already-in-main	5	1	1.182	STM	3395	352.1	363.8	1.252	0.6056	0.5349	8	233	25.3	25.3	233	0.1293	0.5133	1	1	3.447	3.181	0	-178.4	300.4
72840	already-in-main	21	1	0.58	nu-candidate	330	32.58	87	0.8452	0.7776	0.4689	5	602	59.77	24.92	215	0.1293	0.4597	1	1	1.654	2.399	0	-130.6	479
407886	already-in-main	11	1	1.379	nu-candidate	3701	96.45	107	0.3449	0.3152	0.5501	8	237	77.43	23.46	198	0.4419	0.5646	1	1	10.1	1.104	0	-75.04	34.25
400185	already-in-main	14	0	1.402	nu-candidate	379	43.75	129.8	0.03574	0.5937	0.6446	24	233	92.16	22.95	189	1.067	0.4929	1	1	3.427	6.956	0	172	18.71
474678	already-in-main	17	1	1.987	nu-candidate	1829	315.9	102.6	0.4399	0.4708	0.5609	4	572	36.67	22.88	305	0.1293	0.6732	1	1	2.087	1.802	0	192.9	59.02
77978	already-in-main	15	1	0.825	nu-candidate	1237	145	170.9	0.8835	0.3668	1.589	7	319	21.88	21.96	314	0.1293	2.287	1	1	0.4697	18.95	0	-111.1	372.8
390744	already-in-main	11	1	1.324	nu-candidate	1887	275.5	303.8	0.6489	0.782	0.48	7	234	35.04	21.93	204	0.1293	2.708	1	1	4.375	6.579	0	-192.7	317.1
409906	already-in-main	13	1	1.847	nu-candidate	434	391	134	1.044	0.8674	0.5353	8	1328	97.26	21.55	348	2.005	2.188	1	1	2.147	9.909	0	-77.94	386.3
73054	already-in-main	14	0	1.866	nu-candidate	610	112.3	131.3	0.1084	0.7867	0.6677	16	181	18.77	18.77	181	1.38	0.9053	1	1	2.35	6.288	0	82.35	489.1
170739	already-in-main	15	0	0.751	STM	290	53.78	54.4	0.5593	0.426	0.5397	22	147	18.11	18.11	147	0.1293	0.5623	1	1	3.109	8.987	0	-91.92	28.87
79491	already-in-main	6	0	0.551	nu-candidate	1134	69.54	82.2	0.5281	0.9741	0.5271	17	159	15.25	15.25	159	0.7545	0.4017	1	1	0.56	11.45	0	67.98	216
92159	already-in-main	4	0	1.15	nu-candidate	1775	193.4	220	2.81	0.7873	0.5214	17	26	15.09	15.09	26	2.943	0.5142	1	1	1.867	9.568	0	-53.66	120.2
174736	already-in-main	13	1	1.887	STM	1363	172	200.3	0.1116	0.5377	0.6416	5	156	61.18	13.61	134	0.1293	0.6108	1	1	2.032	2.549	0	-80.99	13.69
322907	already-in-main	20	0	1.488	nu-candidate	1736	134.4	165.4	0.04929	0.8747	0.732	18	156	68.14	13.25	132	0.1293	0.575	1	1	1.149	12.05	0	185.1	99.27
395012	already-in-main	10	0	2.025	nu-candidate	555	216.1	71.8	2.634	0.7884	2.235	17	114	12.62	12.62	114	0.1293	0.5046	1	1	3.355	8.471	0	98.97	74.11
176951	already-in-main	7	1	0.677	STM	959	117.2	131.2	0.5477	0.5934	0.528	8	112	41.72	12.3	104	0.1293	0.5607	1	1	2.347	13.13	0	13.05	91.95
415256	already-in-main	15	1	1.839	STM	1030	445.8	122.5	1.042	0.7314	0.513	6	89	10.44	10.44	89	0.1293	0.4757	1	1	1.218	9.056	0	133.5	223.6
173495	already-in-main	22	0	1.622	STM	1137	304.2	30.6	0.07016	0.5248	0.5823	19	79	9.226	9.226	79	1.38	0.5175	1	1	8.869	8.577	0	196.3	461.1
79689	already-in-main	14	0	0.671	nu-candidate	691	113.4	119.6	0.2342	0.7675	0.6456	21	39	23.69	2.687	27	0.4419	0.4536	1	1	1.097	7.022	0	-47.92	389.9
78369	already-in-main	7	0	1.281	TGM	4569	309.8	443.7	0.6421	0.6517	0.8117	19	1357	130.8	0	0	0.4419	1.667	1	0	10.11	2.245	0	37.19	55.03
72848	already-in-main	18	1	0.403	TGM	1987	182.7	448.2	0.1911	0.611	0.5116	6	2362	292.3	0	0	0.4419	0.5367	1	1	13.63	11.65	0	97.03	110.7
