mode,sample,apa,event,flash_index,time_ns,total_pe,n_active_pmt,n_zero_excl_chmask,n_zero_incl_chmask,min_pe_active,min_nonzero_pe
mc,100,0,35,17,478423,373.526,53,22,29,0,1.2988
mc,100,0,35,18,620393,512.316,53,14,21,0,1.27865
mc,100,0,35,19,1.45158e+06,296.992,53,18,25,0,1.2732
mc,100,0,35,20,-1.07128e+06,150.031,53,31,38,0,1.1435
mc,100,0,35,21,1.02207e+06,211.927,53,28,35,0,1.59845
mc,100,0,35,22,1.40146e+06,662.004,53,22,29,0,1.7677
mc,100,0,35,23,1.44255e+06,324.693,53,36,43,0,1.39258
mc,100,0,35,24,1.11762e+06,182.344,53,28,35,0,1.3335
mc,100,0,36,0,1.08825e+06,39495.7,53,4,11,0,66.3661
mc,100,0,36,1,-1.06746e+06,29506.4,53,4,11,0,8.3314
mc,100,0,36,2,450760,18936,53,4,11,0,44.0138
mc,100,0,36,3,1.09825e+06,20941.3,53,4,11,0,129.619
mc,100,0,36,4,1.30724e+06,6883.69,53,4,11,0,2.631
mc,100,0,36,5,904933,22678.1,53,6,13,0,4.26565
mc,100,0,36,6,-153395,3944.38,53,5,12,0,2.79472
mc,100,0,36,7,-1.107e+06,623.815,53,24,31,0,1.1008
mc,100,0,36,8,1.26594e+06,152.131,53,33,40,0,2.2979
mc,100,0,36,9,617866,80.852,53,36,43,0,1.31725
mc,100,0,36,10,157123,148.721,53,32,39,0,1.66053
mc,100,0,36,11,1.00228e+06,419.293,53,39,46,0,1.7872
mc,100,0,36,12,-257491,41.8524,53,40,47,0,1.74775
mc,100,0,37,0,853763,34245.7,53,4,11,0,152.457
mc,100,0,37,1,-1.24874e+06,27165.9,53,4,11,0,39.9148
mc,100,0,37,2,-425953,26395.4,53,4,11,0,24.7477
mc,100,0,37,3,-865412,18910.9,53,4,11,0,42.829
mc,100,0,37,4,317945,18883,53,4,11,0,72.465
mc,100,0,37,5,161476,16061,53,4,11,0,47.6252
mc,100,0,37,6,-347249,9311.32,53,4,11,0,60.12
mc,100,0,37,7,205927,19440.5,53,4,11,0,21.1642
mc,100,0,37,8,954488,6249.7,53,6,13,0,1.99735
mc,100,0,37,9,-494701,8543.67,53,4,11,0,3.844
mc,100,0,37,10,-873542,2409.01,53,18,25,0,1.94865
mc,100,0,37,11,1.34825e+06,3370.29,53,14,21,0,1.77022
mc,100,0,37,12,615956,750.652,53,19,26,0,1.47788
mc,100,0,37,13,1.13691e+06,1018.98,53,15,22,0,1.81538
mc,100,0,37,14,-476069,1232.4,53,14,21,0,1.87123
mc,100,0,37,15,446703,890.983,53,29,36,0,1.471
mc,100,0,37,16,1.20613e+06,184.794,53,26,33,0,1.31647
mc,100,0,37,17,554356,145.945,53,40,47,0,2.21892
mc,100,0,37,18,282339,104.061,53,36,43,0,1.4013
mc,100,0,37,19,687725,236.683,53,24,31,0,1.47
mc,100,0,37,20,-995956,68.4873,53,38,45,0,1.4901
mc,100,0,37,21,-566631,41.9261,53,46,53,0,1.62925
mc,100,0,38,0,-1.12633e+06,37006.5,53,4,11,0,135.81
mc,100,0,38,1,1.0453e+06,41097.4,53,4,11,0,72.8184
mc,100,0,38,2,-823504,23447.2,53,4,11,0,62.1313
mc,100,0,38,3,952201,15562.3,53,4,11,0,34.8136
mc,100,0,38,4,509658,15738.5,53,4,11,0,6.2237
mc,100,0,38,5,1.21589e+06,22007.6,53,4,11,0,147.765
mc,100,0,38,6,-1.47457e+06,13842.3,53,4,11,0,20.8309
mc,100,0,38,7,-209411,20622.1,53,4,11,0,74.8469
mc,100,0,38,8,-137982,19443.2,53,4,11,0,82.7832
mc,100,0,38,9,967628,14202.9,53,4,11,0,79.0002
mc,100,0,38,10,1.11245e+06,6267.6,53,4,11,0,3.60055
mc,100,0,38,11,404222,3054.02,53,11,18,0,1.3728
mc,100,0,38,12,-1.0771e+06,4784.68,53,4,11,0,12.1493
mc,100,0,38,13,-1.19106e+06,2702.12,53,18,25,0,1.92695
mc,100,0,38,14,-1.06865e+06,849.866,53,17,24,0,0.51695
mc,100,0,38,15,630647,3532.78,53,20,27,0,2.096
mc,100,0,38,16,-639061,284.743,53,24,31,0,1.64167
mc,100,0,38,17,-277214,247.793,53,24,31,0,2.486
mc,100,0,38,18,-1.41338e+06,193.499,53,25,32,0,1.47665
mc,100,0,38,19,1.24255e+06,149.163,53,31,38,0,0.995625
mc,100,0,38,20,141791,260.145,53,34,41,0,1.2038
mc,100,0,38,21,-393374,126.353,53,30,37,0,1.27212
mc,100,0,38,22,1.05358e+06,73.4658,53,33,40,0,0.2842
mc,100,0,39,0,-968771,21943.8,53,4,11,0,46.0012
mc,100,0,39,1,-1.38078e+06,18339.4,53,4,11,0,22.4139
mc,100,0,39,2,1.24885e+06,8504.3,53,4,11,0,21.3834
mc,100,0,39,3,303545,14977.3,53,4,11,0,56.1987
mc,100,0,39,4,158610,6650.89,53,4,11,0,21.5161
mc,100,0,39,5,939382,3858.91,53,4,11,0,17.6231
mc,100,0,39,6,1.22355e+06,15883.5,53,12,19,0,1.48093
mc,100,0,39,7,376945,2564.88,53,4,11,0,7.26445
mc,100,0,39,8,-64255.4,369.037,53,14,21,0,1.586
mc,100,0,39,9,203961,187.159,53,42,49,0,1.3442
mc,100,0,39,10,825333,158.235,53,37,44,0,1.489
mc,100,0,39,11,-1.04122e+06,206.788,53,30,37,0,1.3735
mc,100,0,39,12,1741.91,171.341,53,23,29,0,0.2146
mc,100,0,39,13,-494672,115.232,53,25,32,0,1.22858
mc,100,0,39,14,-451432,82.2911,53,32,39,0,1.448
mc,100,0,39,15,55242.9,42.0486,53,42,49,0,1.1069
mc,100,0,39,16,-710666,53.7188,53,44,51,0,1.56425
mc,100,0,40,0,-311127,16637.5,53,4,11,0,10.342
mc,100,0,40,1,-795430,19767,53,4,11,0,10.0682
mc,100,0,40,2,827023,13093.3,53,4,11,0,8.1822
mc,100,0,40,3,401021,6900.29,53,4,11,0,22.0085
mc,100,0,40,4,1144.54,6756.39,53,4,10,0,22.0047
mc,100,0,40,5,783541,2824.29,53,14,21,0,1.6864
mc,100,0,40,6,-1.0921e+06,376.309,53,32,39,0,1.42712
mc,100,0,40,7,-8052.04,421.278,53,21,28,0,1.91785
mc,100,0,40,8,1.03028e+06,241.042,53,30,37,0,1.226
mc,100,0,40,9,-459935,545.124,53,23,30,0,1.4562
mc,100,0,40,10,-1.46529e+06,323.156,53,26,33,0,1.69755
mc,100,0,40,11,-170651,309.303,53,29,36,0,1.0585
mc,100,0,40,12,-736684,201.939,53,20,27,0,1.0693
mc,100,0,40,13,895946,279.005,53,24,31,0,1.95735
mc,100,0,40,14,1.34683e+06,126.185,53,29,36,0,1.7054
mc,100,0,40,15,-366561,181.783,53,24,31,0,1.15238
mc,100,0,40,16,699656,45.5496,53,47,54,0,3.01743
mc,100,0,40,17,1.30617e+06,81.2538,53,39,46,0,1.1968
mc,100,0,40,18,-86848.7,260.526,53,39,46,0,1.56955
mc,100,0,40,19,1.28342e+06,141.537,53,31,38,0,1.86795
mc,100,0,40,20,311311,42.6794,53,41,48,0,2.2258
mc,100,0,40,21,-1.18756e+06,38.5191,53,41,48,0,1.2779
mc,100,0,41,0,-1.11489e+06,33329.5,53,4,11,0,52.8906
mc,100,0,41,1,-1.44509e+06,24726.2,53,4,11,0,19.4594
mc,100,0,41,2,-1.25382e+06,19712.1,53,4,11,0,82.2924
mc,100,0,41,3,960320,7495.69,53,5,12,0,1.64807
mc,100,0,41,4,-555432,11123.7,53,4,11,0,40.093
mc,100,0,41,5,-780336,7674.31,53,4,11,0,19.6583
mc,100,0,41,6,158805,4130.6,53,8,15,0,1.306
mc,100,0,41,7,1.40287e+06,1481.66,53,6,13,0,1.7312
mc,100,0,41,8,1.12693e+06,851.112,53,25,32,0,1.5268
mc,100,0,41,9,1.4662e+06,1180.76,53,9,16,0,2.90563
mc,100,0,41,10,-589460,889.459,53,17,24,0,1.7145
mc,100,0,41,11,-385764,437.651,53,17,24,0,1.4404
mc,100,0,41,12,-329002,250.217,53,33,40,0,1.2445
mc,100,0,41,13,-545255,58.595,53,28,35,0,0.1175
mc,100,0,41,14,-450416,53.9827,53,40,47,0,0.932725
mc,100,0,41,15,-395969,337.9,53,40,47,0,1.2186
mc,100,0,42,0,1.16165e+06,39689.3,53,4,11,0,47.1653
mc,100,0,42,1,-221246,56159.6,53,4,11,0,51.1835
mc,100,0,42,2,-598685,41109.1,53,4,11,0,94.023
mc,100,0,42,3,-88097.8,11344.3,53,4,11,0,17.9796
mc,100,0,42,4,-1.15226e+06,10391.3,53,4,11,0,17.3307
mc,100,0,42,5,-1.26761e+06,5774.44,53,4,11,0,4.9692
mc,100,0,42,6,640043,3428.02,53,4,11,0,5.62815
mc,100,0,42,7,-97472.9,2132.25,53,5,12,0,5.36488
mc,100,0,42,8,211955,314.837,53,29,36,0,1.4143
mc,100,0,42,9,257687,307.661,53,26,33,0,1.75198
mc,100,0,42,10,-377090,185.607,53,28,35,0,1.44477
mc,100,0,42,11,-1.12231e+06,130.585,53,26,33,0,1.29222
mc,100,0,42,12,909684,98.0454,53,40,47,0,1.9145
mc,100,0,42,13,1.09077e+06,54.8152,53,45,52,0,2.4668
mc,100,0,42,14,1.5427e+06,101.403,53,41,48,0,1.8842
mc,100,0,42,15,1.35866e+06,55.0382,53,39,46,0,0.9718
mc,100,0,43,0,-880095,16684,53,4,11,0,80.4412
mc,100,0,43,1,960.201,9220.36,53,4,10,0,3.98712
mc,100,0,43,2,1.22532e+06,5514.48,53,6,13,0,2.3436
mc,100,0,43,3,-1.28176e+06,15435.6,53,4,11,0,6.0567
mc,100,0,43,4,-547142,4334.2,53,4,11,0,21.307
mc,100,0,43,5,-230377,3464.41,53,4,11,0,9.8013
mc,100,0,43,6,38929.4,612.758,53,20,27,0,1.9448
mc,100,0,43,7,-646869,595.644,53,12,19,0,2.1113
mc,100,0,43,8,-799943,607.443,53,18,25,0,1.4506
mc,100,0,43,9,-76683.6,280.408,53,37,44,0,1.73963
mc,100,0,43,10,1.2352e+06,296.568,53,17,24,0,1.18208
mc,100,0,43,11,601609,162.25,53,28,35,0,2.0675
mc,100,0,43,12,396298,160.789,53,30,37,0,2.243
mc,100,0,43,13,611261,168.162,53,26,33,0,0.937225
mc,100,0,43,14,-1.39939e+06,109.138,53,30,37,0,1.39972
mc,100,0,44,0,361653,25049.5,53,4,11,0,8.426
mc,100,0,44,1,1.32801e+06,32531.5,53,4,11,0,86.6029
mc,100,0,44,2,-816141,20695.2,53,4,11,0,30.8352
mc,100,0,44,3,-1.47978e+06,21599.2,53,4,11,0,10.1883
mc,100,0,44,4,-1.41422e+06,26578.7,53,4,11,0,85.0797
mc,100,0,44,5,897713,28540.8,53,4,11,0,94.3919
mc,100,0,44,6,-315881,8274.6,53,4,11,0,4.58265
mc,100,0,44,7,-262594,4873.71,53,4,11,0,19.7134
mc,100,0,44,8,346631,8329.47,53,7,14,0,11.9534
mc,100,0,44,9,1.36666e+06,1428.97,53,11,18,0,2.4339
mc,100,0,44,10,-107124,1269.6,53,10,17,0,1.32725
mc,100,0,44,11,-229756,2081.98,53,13,20,0,1.544
mc,100,0,44,12,-390398,1087.63,53,21,28,0,1.19025
mc,100,0,44,13,1.06173e+06,995.753,53,5,12,0,3.587
mc,100,0,44,14,1.37581e+06,1194.99,53,4,11,0,3.51
mc,100,0,44,15,1.09518e+06,862.516,53,12,19,0,1.5812
mc,100,0,44,16,-611517,357.982,53,28,35,0,1.8901
mc,100,0,44,17,1.03563e+06,176.207,53,41,48,0,1.7995
mc,100,0,44,18,-1.50153e+06,101.907,53,35,42,0,1.3618
mc,100,0,44,19,932867,272.578,53,23,30,0,1.1608
mc,100,0,44,20,1.33644e+06,410.794,53,17,24,0,0.4964
mc,100,0,44,21,740691,218.64,53,32,39,0,1.6132
mc,100,0,44,22,-832941,160.954,53,38,45,0,1.50095
mc,100,0,44,23,-276821,177.176,53,33,40,0,0.830075
mc,100,0,44,24,136147,72.6811,53,36,43,0,0.99105
mc,100,0,45,0,-463865,33978.4,53,4,11,0,116.907
mc,100,0,45,1,-437361,14536,53,4,11,0,3.1662
mc,100,0,45,2,449.279,12471.4,53,4,11,0,1.0672
mc,100,0,45,3,-1.43759e+06,14336.6,53,4,11,0,34.1397
mc,100,0,45,4,-487418,16394.1,53,4,11,0,103.925
mc,100,0,45,5,-399441,10308.6,53,4,11,0,29.256
mc,100,0,45,6,548732,9530.07,53,4,11,0,69.6107
mc,100,0,45,7,1.18355e+06,3194.73,53,6,13,0,3.924
mc,100,0,45,8,-702133,3947.15,53,4,11,0,24.1896
mc,100,0,45,9,632595,3084.57,53,14,21,0,2.88528
mc,100,0,45,10,-1.33873e+06,1234.73,53,22,29,0,1.96612
mc,100,0,45,11,-387902,338.193,53,20,27,0,0.297625
mc,100,0,45,12,-172026,406.506,53,20,27,0,1.32385
mc,100,0,45,13,1.13519e+06,202.576,53,35,42,0,1.43405
mc,100,0,45,14,14908.9,92.4153,53,32,39,0,0.7504
mc,100,0,45,15,116191,53.7642,53,44,51,0,1.0316
mc,100,0,45,16,1.30735e+06,161.837,53,34,41,0,1.34205
mc,100,0,45,17,828860,61.6143,53,34,41,0,1.4546
mc,100,0,47,0,1.35067e+06,22184.5,53,4,11,0,27.8321
mc,100,0,47,1,-1.36498e+06,12295,53,6,13,0,2.144
mc,100,0,47,2,1.0442e+06,22641.2,53,4,11,0,131.161
mc,100,0,47,3,650725,16631,53,4,11,0,12.9037
mc,100,0,47,4,975262,6018.41,53,6,13,0,1.821
mc,100,0,47,5,524876,2719.09,53,14,21,0,1.524
mc,100,0,47,6,361717,6030.9,53,4,11,0,29.6702
mc,100,0,47,7,60674.2,720.905,53,20,27,0,1.34045
mc,100,0,47,8,659616,945.066,53,7,14,0,0.5032
mc,100,0,47,9,1.01e+06,411.157,53,25,32,0,1.45532
mc,100,0,47,10,1.18095e+06,235.841,53,20,27,0,1.55545
mc,100,0,47,11,1.06634e+06,257.082,53,31,38,0,1.16413
mc,100,0,47,12,-710528,196.432,53,32,39,0,1.4808
mc,100,0,47,13,1.3024e+06,218.049,53,30,37,0,1.6124
mc,100,0,47,14,-59189,67.7393,53,40,47,0,1.35445
mc,100,0,47,15,-968957,104.02,53,36,43,0,1.58075
mc,100,0,49,0,779703,33445.2,53,4,11,0,56.1718
mc,100,0,49,1,-789487,12180.9,53,5,12,0,3.41083
mc,100,0,49,2,1.06378e+06,28217.5,53,4,11,0,62.9167
mc,100,0,49,3,-447151,12311.9,53,4,11,0,13.785
mc,100,0,49,4,1.31324e+06,15064.7,53,4,11,0,62.8545
mc,100,0,49,5,462794,7870.66,53,4,11,0,13.034
mc,100,0,49,6,566535,6568.27,53,4,11,0,11.0995
mc,100,0,49,7,1.15135e+06,8777.89,53,4,11,0,5.5531
mc,100,0,49,8,107349,7454.49,53,6,13,0,2.8248
mc,100,0,49,9,1.41759e+06,1185.57,53,26,33,0,1.3112
mc,100,0,49,10,-711241,2048.05,53,19,26,0,1.3088
mc,100,0,49,11,1.07399e+06,1231.39,53,4,11,0,2.55635
mc,100,0,49,12,319340,1200.82,53,11,18,0,1.65778
mc,100,0,49,13,1.37181e+06,243.896,53,31,38,0,1.3916
mc,100,0,49,14,-889103,302.934,53,23,30,0,1.3652
mc,100,0,49,15,363372,282.376,53,29,36,0,1.951
mc,100,0,49,16,-821195,175.648,53,34,41,0,1.8338
mc,100,0,49,17,901647,222.421,53,28,35,0,1.2976
mc,100,0,49,18,208911,185.667,53,29,36,0,1.28138
mc,100,0,49,19,439805,97.7237,53,38,45,0,1.88375
mc,100,0,49,20,-1.30452e+06,114.579,53,36,43,0,1.7795
mc,100,0,49,21,-1.40313e+06,98.8098,53,36,43,0,1.41552
mc,100,0,50,0,-905563,35711.5,53,4,11,0,111.884
mc,100,0,50,1,1.27856e+06,28202.1,53,4,11,0,12.4433
mc,100,0,50,2,930861,24240,53,4,11,0,33.2075
mc,100,0,50,3,-3665.06,30604.9,53,4,10,0,130.929
mc,100,0,50,4,93283.1,20871.2,53,4,11,0,35.8068
mc,100,0,50,5,-55495.8,22081.7,53,4,11,0,42.2845
mc,100,0,50,6,1.18895e+06,19673.2,53,4,11,0,48.9875
mc,100,0,50,7,-386016,26541.4,53,4,11,0,100.786
mc,100,0,50,8,600010,15872.1,53,4,11,0,17.7829
mc,100,0,50,9,-497715,10262.2,53,4,11,0,26.6964
mc,100,0,50,10,617703,10021.1,53,5,12,0,1.78195
mc,100,0,50,11,-159993,3836.34,53,11,18,0,1.93102
mc,100,0,50,12,-1.04945e+06,3766.85,53,5,12,0,1.49225
mc,100,0,50,13,1.09127e+06,4548.89,53,4,11,0,8.13237
mc,100,0,50,14,987384,4177.58,53,4,11,0,10.1597
mc,100,0,50,15,-1.33561e+06,10809.3,53,6,13,0,5.31722
mc,100,0,50,16,-1.08796e+06,4229.31,53,4,11,0,17.9959
mc,100,0,50,17,778220,2333.08,53,5,12,0,3.4001
mc,100,0,50,18,-31824.8,1739.66,53,9,16,0,1.79905
mc,100,0,50,19,-986608,1840.21,53,15,22,0,1.9281
mc,100,0,50,20,1.2361e+06,1412.61,53,17,24,0,0.53165
mc,100,0,50,21,-880377,1609.7,53,5,12,0,2.8444
mc,100,0,50,22,1.24504e+06,2051.98,53,5,12,0,5.18925
mc,100,0,50,23,-141394,1564.07,53,6,13,0,1.61873
mc,100,0,50,24,1.44271e+06,1407.8,53,7,14,0,3.675
mc,100,0,50,25,-287029,524.03,53,35,42,0,2.322
mc,100,0,50,26,-549965,668.437,53,12,19,0,1.54597
mc,100,0,50,27,-98741.7,278.111,53,30,37,0,1.55012
mc,100,0,50,28,-1.43183e+06,276.433,53,30,37,0,1.42308
mc,100,0,50,29,194753,54.1547,53,45,52,0,2.0197
mc,100,0,50,30,-1.20293e+06,82.3531,53,40,47,0,1.5179
mc,100,0,50,31,4444.91,402.286,53,5,11,0,0.9128
mc,100,0,50,32,-855021,40.5126,53,43,50,0,1.26888
mc,100,1,1,0,871533,40658.6,48,1,13,0,4.6306
mc,100,1,1,1,-1.10658e+06,24663.8,48,1,13,0,138.579
mc,100,1,1,2,-967669,18050.6,48,1,13,0,35.3889
mc,100,1,1,3,466571,7686.38,48,3,15,0,2.3792
mc,100,1,1,4,998615,14715,48,1,13,0,43.2188
mc,100,1,1,5,43733.9,3417.37,48,3,15,0,6.00743
mc,100,1,1,6,-493358,1931.17,48,17,29,0,1.54445
mc,100,1,1,7,1.16472e+06,683.568,48,9,21,0,0.743625
mc,100,1,1,8,-77566.1,1118.93,48,15,27,0,1.84853
mc,100,1,1,9,209552,559.937,48,20,32,0,1.89395
mc,100,1,1,10,149641,327.198,48,28,40,0,1.84745
mc,100,1,1,11,267711,171.9,48,27,39,0,1.4268
mc,100,1,1,12,-246268,157.628,48,25,37,0,1.45175
mc,100,1,1,13,1.09716e+06,199.391,48,39,51,0,4.4925
mc,100,1,1,14,701.521,176.546,48,9,21,0,0.6586
mc,100,1,2,0,1.06526e+06,31231.8,48,1,13,0,38.7532
mc,100,1,2,1,-1.44922e+06,21967.6,48,1,13,0,84.4636
mc,100,1,2,2,-92808.5,13497.2,48,1,13,0,23.186
mc,100,1,2,3,739920,14926.8,48,1,13,0,22.972
mc,100,1,2,4,-696904,3678.07,48,13,25,0,1.486
mc,100,1,2,5,1.25917e+06,4094.62,48,1,13,0,16.4385
mc,100,1,2,6,-406940,7350.52,48,3,15,0,3.25735
mc,100,1,2,7,1.22545e+06,5607.95,48,1,13,0,7.2572
mc,100,1,2,8,1.28986e+06,5375.3,48,1,13,0,7.03295
mc,100,1,2,9,1040.15,2669.94,48,1,13,0,9.1046
mc,100,1,2,10,-107402,1455.63,48,13,25,0,1.507
mc,100,1,2,11,-667848,1045.74,48,18,30,0,1.57778
mc,100,1,2,12,291197,651.271,48,27,39,0,2.0165
mc,100,1,2,13,-1.41384e+06,246.95,48,24,36,0,2.18453
mc,100,1,2,14,1.04026e+06,144.113,48,33,45,0,1.59805
mc,100,1,2,15,273928,158.263,48,33,45,0,1.6104
mc,100,1,2,16,1.07833e+06,113.777,48,28,40,0,0.594625
mc,100,1,2,17,94629.7,76.2358,48,37,49,0,1.46705
mc,100,1,2,18,10644.5,111.006,48,29,41,0,0.300275
mc,100,1,2,19,673864,36.5011,48,39,51,0,1.113
mc,100,1,2,20,1.18352e+06,20.0223,48,41,53,0,1.876
mc,100,1,3,0,1.14125e+06,30414.7,48,1,13,0,10.1125
mc,100,1,3,1,-476711,30638.2,48,1,13,0,42.6476
mc,100,1,3,2,847119,26949.9,48,1,13,0,81.5797
mc,100,1,3,3,-220283,11197.5,48,2,14,0,7.70887
mc,100,1,3,4,1676.06,16597.7,48,1,13,0,27.3501
mc,100,1,3,5,1.39821e+06,6177.46,48,6,18,0,1.90025
mc,100,1,3,6,-1.10994e+06,1816.47,48,5,17,0,1.5595
mc,100,1,3,7,170803,789.419,48,10,22,0,1.6535
mc,100,1,3,8,967946,470.503,48,24,36,0,1.7772
mc,100,1,3,9,784779,408.035,48,20,32,0,1.83502
mc,100,1,3,10,-846445,236.342,48,24,36,0,1.96765
mc,100,1,3,11,-1.00237e+06,217.199,48,25,37,0,1.19815
mc,100,1,3,12,-1.19255e+06,87.5047,48,31,43,0,1.1612
mc,100,1,3,13,-240711,86.5512,48,32,44,0,1.879
mc,100,1,3,14,-1.39208e+06,29.0457,48,40,52,0,2.1962
mc,100,1,4,0,500693,29261,48,1,13,0,59.0057
mc,100,1,4,1,800383,18068.1,48,1,13,0,17.6254
mc,100,1,4,2,541395,25796.5,48,1,13,0,126.629
mc,100,1,4,3,-941417,15026.4,48,1,13,0,19.7351
mc,100,1,4,4,472313,27721.6,48,1,13,0,185.288
mc,100,1,4,5,773179,10109.3,48,1,13,0,63.7423
mc,100,1,4,6,447396,13761.2,48,1,13,0,51.2774
mc,100,1,4,7,-967201,5467.12,48,1,13,0,7.6696
mc,100,1,4,8,1590.19,4484.43,48,1,13,0,5.9085
mc,100,1,4,9,-310539,4761.28,48,1,13,0,15.7834
mc,100,1,4,10,-671019,705.382,48,13,25,0,1.943
mc,100,1,4,11,41476.5,419.877,48,24,36,0,1.5922
mc,100,1,4,12,-693460,521.617,48,21,33,0,1.9295
mc,100,1,4,13,-471014,277.346,48,27,39,0,1.5494
mc,100,1,4,14,112182,232.85,48,35,47,0,1.72345
mc,100,1,4,15,975055,157.447,48,25,37,0,2.11935
mc,100,1,4,16,803841,131.501,48,33,45,0,1.3466
mc,100,1,4,17,605970,148.14,48,24,36,0,1.31692
mc,100,1,4,18,188370,168.99,48,29,41,0,1.60865
mc,100,1,4,19,-219165,133.92,48,31,43,0,1.2945
mc,100,1,5,0,1.00398e+06,22870.4,48,1,13,0,52.1108
mc,100,1,5,1,908960,22506.4,48,1,13,0,90.0213
mc,100,1,5,2,-1.078e+06,20825.5,48,1,13,0,15.4485
mc,100,1,5,3,385669,16167.9,48,3,15,0,6.25498
mc,100,1,5,4,-354054,27020.5,48,1,13,0,31.9409
mc,100,1,5,5,633047,9835.99,48,3,15,0,2.1805
mc,100,1,5,6,-194806,15016.2,48,1,13,0,65.1653
mc,100,1,5,7,231471,862.209,48,14,26,0,1.62083
mc,100,1,5,8,1.09172e+06,681.402,48,23,35,0,1.15203
mc,100,1,5,9,149949,1581.23,48,7,19,0,1.19425
mc,100,1,5,10,373.218,1393.35,48,2,14,0,1.39635
mc,100,1,5,11,314274,679.32,48,11,23,0,1.8322
mc,100,1,5,12,683150,582.637,48,9,21,0,1.31955
mc,100,1,5,13,-1.1654e+06,449.615,48,13,25,0,1.9215
mc,100,1,5,14,547855,756.635,48,8,20,0,1.4733
mc,100,1,5,15,-518981,274.517,48,24,36,0,0.80645
mc,100,1,5,16,-164475,261.579,48,25,37,0,1.4616
mc,100,1,5,17,261184,281.337,48,18,30,0,1.4144
mc,100,1,5,18,-1.49863e+06,218.741,48,27,39,0,1.40437
mc,100,1,6,0,1.16408e+06,36067.6,48,1,13,0,37.5326
mc,100,1,6,1,-408903,26119,48,1,13,0,77.0756
mc,100,1,6,2,959720,11257,48,3,15,0,3.98495
mc,100,1,6,3,216997,15185.5,48,1,13,0,44.6377
mc,100,1,6,4,-591306,11776.7,48,1,13,0,25.6975
mc,100,1,6,5,-818872,4723.1,48,12,24,0,1.33338
mc,100,1,6,6,-762329,4099.44,48,1,13,0,6.58445
mc,100,1,6,7,648751,1646.26,48,11,23,0,1.7356
mc,100,1,6,8,-538556,1441.47,48,1,13,0,2.83767
mc,100,1,6,9,15988,263.19,48,24,36,0,2.02565
mc,100,1,6,10,378628,424.401,48,30,42,0,1.0098
mc,100,1,6,11,-479594,680.922,48,24,36,0,1.2388
mc,100,1,6,12,-354693,96.5301,48,32,44,0,1.53995
mc,100,1,6,13,-429232,180.186,48,25,37,0,1.71905
mc,100,1,6,14,781627,177.89,48,33,45,0,1.46063
mc,100,1,6,15,667099,83.8393,48,38,50,0,1.56603
mc,100,1,7,0,321028,34990.2,48,1,13,0,69.7552
mc,100,1,7,1,1.27524e+06,28261.5,48,1,13,0,45.8873
mc,100,1,7,2,-97968.5,34705.6,48,1,13,0,46.2739
mc,100,1,7,3,-392098,23043.3,48,1,13,0,12.309
mc,100,1,7,4,-695817,12875,48,1,13,0,29.8744
mc,100,1,7,5,-48129.9,8087.11,48,3,15,0,2.41818
mc,100,1,7,6,-1.29219e+06,8472.67,48,1,13,0,21.2426
mc,100,1,7,7,1424.37,9024.79,48,1,13,0,1.92937
mc,100,1,7,8,-1.10656e+06,4647.77,48,1,13,0,11.6227
mc,100,1,7,9,151610,2362.23,48,15,27,0,1.9285
mc,100,1,7,10,1.22578e+06,3239.95,48,1,13,0,11.335
mc,100,1,7,11,-882483,2230.03,48,1,13,0,11.2946
mc,100,1,7,12,54402.5,1511.48,48,16,28,0,1.9584
mc,100,1,7,13,1.07457e+06,1774.12,48,4,16,0,1.5108
mc,100,1,7,14,409293,963.422,48,8,20,0,1.08737
mc,100,1,7,15,370599,673.891,48,25,37,0,1.54495
mc,100,1,7,16,497164,631.13,48,25,37,0,1.5525
mc,100,1,7,17,-605430,621.353,48,7,19,0,3.241
mc,100,1,7,18,917444,322.084,48,35,47,0,1.7451
mc,100,1,7,19,983018,384.004,48,18,30,0,1.21787
mc,100,1,7,20,870830,243.487,48,35,47,0,1.9454
mc,100,1,7,21,-1.14649e+06,168.078,48,30,42,0,1.5937
mc,100,1,7,22,-806947,161.688,48,38,50,0,0.969
mc,100,1,7,23,-1.04734e+06,192.522,48,28,40,0,1.58625
mc,100,1,7,24,-1.24367e+06,204.248,48,20,32,0,1.5136
mc,100,1,7,25,-1.40958e+06,184.419,48,26,38,0,1.08675
mc,100,1,7,26,115708,230.555,48,18,30,0,1.333
mc,100,1,7,27,684409,74.5655,48,36,48,0,1.8193
mc,100,1,7,28,410537,21.5965,48,40,52,0,0.6159
mc,100,1,7,29,-979687,69.2798,48,30,42,0,1.70663
mc,100,1,8,0,-349644,26989.4,48,2,14,0,5.9013
mc,100,1,8,1,-1.097e+06,25245.3,48,1,13,0,18.5462
mc,100,1,8,2,912514,52182,48,1,13,0,48.9924
mc,100,1,8,3,-191468,28244.8,48,1,13,0,62.1986
mc,100,1,8,4,898279,21217.4,48,1,13,0,94.6179
mc,100,1,8,5,937175,12195,48,1,13,0,3.793
mc,100,1,8,6,-1.37722e+06,22926.4,48,1,13,0,107.822
mc,100,1,8,7,-797346,12873.4,48,1,13,0,8.38738
mc,100,1,8,8,-672850,8659.34,48,4,16,0,2.60432
mc,100,1,8,9,1.2051e+06,11186.9,48,1,13,0,31.118
mc,100,1,8,10,1.38861e+06,8761.91,48,1,13,0,43.2518
mc,100,1,8,11,-1.22361e+06,4487.41,48,6,18,0,1.64873
