mode,event,apa,flash_index,time_ns,total_pe,nchan_hit
data,659704,1,1,-78561.449265,11526.056525,47
data,659704,1,2,39553.862742,12130.721500,47
data,659704,1,3,1205178.262403,8247.828800,47
data,659704,1,4,-751222.184097,1875.353950,47
data,659704,1,5,-722.004350,692.416300,47
data,659704,1,6,259802.001297,257.644650,45
data,659924,1,0,85698.403882,16675.618000,47
data,659924,1,1,-241407.106168,21046.584125,47
data,659924,1,2,941775.714717,7910.007375,47
data,659924,1,3,1232717.350366,12842.351800,47
data,659924,1,4,1484142.324021,6142.535450,47
data,659924,1,5,-1199033.055756,6600.306150,47
data,659924,1,6,-263020.278596,1617.289450,46
data,659924,1,7,1039765.436552,990.872300,47
data,659924,1,8,-775658.945485,392.184050,47
data,659924,1,9,392408.146150,350.310175,47
data,659924,1,10,-1028194.781141,240.320775,45
data,659924,1,11,716588.127526,185.159275,43
data,659924,1,12,-969116.231206,202.550150,44
data,660496,1,0,626340.894152,19135.937175,47
data,660496,1,1,513838.786696,11440.117250,47
data,660496,1,2,237356.328512,7648.984175,47
data,660496,1,3,-746.816754,4395.550050,47
data,660496,1,4,-1500519.860640,2202.203450,47
data,660496,1,5,1094989.502381,1444.412775,47
data,660496,1,6,-398939.628403,864.730400,45
data,660496,1,7,-303738.387700,429.933675,47
data,660496,1,8,-1366224.609359,273.862025,46
data,660496,1,9,539830.909887,267.422025,44
data,660496,1,10,49065.777480,235.391000,43
data,660826,1,0,1008793.653813,14247.966350,47
data,660826,1,1,-387767.567594,14403.710375,47
data,660826,1,2,-1518024.272575,20923.139050,47
data,660826,1,3,292277.049363,21006.724900,47
data,660826,1,4,1507036.844933,13753.094350,47
data,660826,1,5,-1500269.578155,5815.089000,47
data,660826,1,6,-110767.828644,6608.477300,47
data,660826,1,7,-982957.804666,1213.726950,46
data,660826,1,8,680261.200154,599.756750,47
data,660826,1,9,1518449.255865,418.395700,45
data,660826,1,10,1256819.483021,226.561625,46
data,660826,1,11,1090862.603332,55.742650,10
data,660826,1,12,1165309.254796,207.921025,45
data,660892,1,0,-1482040.343642,26482.712825,47
data,660892,1,1,1487875.709079,27232.087600,47
data,660892,1,2,-200120.720350,11935.069825,47
data,660892,1,3,-942722.937003,8797.845950,47
data,660892,1,4,-1143667.933648,11605.279700,47
data,660892,1,5,-1059440.230742,4024.719275,47
data,660892,1,6,678919.801887,2164.814150,47
data,660892,1,7,505465.967214,1992.988300,47
data,660892,1,8,-1509040.922978,975.868775,46
data,660892,1,9,315361.997437,262.075600,43
data,660892,1,10,-727.818854,293.317800,46
