det	arm	tag	n_tracks	q_per_tick	q_ratio	dtick	vratio	DT_share	DTerr_share	DT_model	chi2_share	ndf_share	cU_share	cUerr_share	cU_share_pitch	cV_share	cVerr_share	cV_share_pitch	cW_share	cWerr_share	cW_share_pitch	DT_rms	DTerr_rms	chi2_rms	ndf_rms	cU_rms	cUerr_rms	cU_rms_pitch	cV_rms	cVerr_rms	cV_rms_pitch	cW_rms	cWerr_rms	cW_rms_pitch	DT_truth	DTerr_truth	chi2_truth	ndf_truth	cU_truth	cUerr_truth	cU_truth_pitch	cV_truth	cVerr_truth	cV_truth_pitch	cW_truth	cWerr_truth	cW_truth_pitch	ksr_U_pitch	ksr_excess_U_mm	ksr_V_pitch	ksr_excess_V_mm	ksr_W_pitch	ksr_excess_W_mm
pdvd	S5	wiener	8	4196	1.07041	-21.0332	1.00002	5.31258	0.214549	7.9135	60.6565	14	1.26988	0.0274578	0.165997	1.27046	0.0279831	0.166073	0.555494	0.0315043	0.10892	5.35306	0.25812	67.4162	14	1.45026	0.030609	0.189576	1.45051	0.0299022	0.189609	0.750913	0.0302881	0.147238	4.43481	0.279243	89.3823	14	1.62431	0.0301079	0.212328	1.63154	0.0305125	0.213273	0.899826	0.0292035	0.176436						
pdvd	nsig5	gauss	8	4189.12	1.06865	-21.0806	1.00002	6.99997	0.256081	7.9135	25.4409	14	4.0262	0.0507953	0.526301	4.39891	0.000124603	0.575021	0.216283	0.0795261	0.0424084	6.57814	0.300998	13.3608	14	9.70254	1.75542e-06	1.26831	9.74456	1.46446e-06	1.2738	0.572905	0.0415168	0.112334	5.99862	0.31532	14.7538	14	9.86116	2.18215e-06	1.28904	10.0747	1.57395e-06	1.31695	0.690387	0.0388065	0.13537						
pdvd	nsig5	raw	8	326.332	0.083248	-20.4477	1	5.92348	0.261428	7.9135	138.721	14	0.375954	0.0903634	0.0491443	0.650854	0.0620393	0.085079	0.743197	0.0290817	0.145725	8.81483	0.467568	15.4618	14	1.56074	0.116492	0.204018	1.6819	0.121323	0.219856	0.91931	0.0447938	0.180257	7.79897	0.502008	12.9899	14	7.09055	0.00138832	0.926869	6.23803	0.0668267	0.815429	1.07785	0.0441701	0.211343						
pdvd	nsig5	rawdecon	8	7663.32	1.95493	-13.5572	1.00063	2.43885	7.12867	7.9135	65.6836	14	10.8047	0.15809	1.41238	8.98349	0.192815	1.17431	4.27473	0.187909	0.838182	11.0662	6.13556	51.0505	14	10.7008	0.133113	1.3988	9.16677	0.126882	1.19827	5.74117	0.131853	1.12572	11.8881	9.03958	62.291	14	12.1418	0.153696	1.58716	10.5348	0.144262	1.3771	6.65649	0.175542	1.30519						
pdvd	nsig5	wiener	8	4189.12	1.06865	-21.0806	1.00002	6.99997	0.256081	7.9135	25.4409	14	4.0262	0.0507953	0.526301	4.39891	0.000124603	0.575021	0.216283	0.0795261	0.0424084	6.57814	0.300998	13.3608	14	9.70254	1.75542e-06	1.26831	9.74456	1.46446e-06	1.2738	0.572905	0.0415168	0.112334	5.99862	0.31532	14.7538	14	9.86116	2.18215e-06	1.28904	10.0747	1.57395e-06	1.31695	0.690387	0.0388065	0.13537						
pdvd	top	gauss	8	4219.19	1.07632	-21.0072	1.00001	5.85281	0.242625	7.9135	39.2126	14	1.42441	0.0289689	0.186197	1.42018	0.0288257	0.185644	0.607843	0.0334426	0.119185	6.40246	0.323323	37.8384	14	1.69665	0.0324153	0.221784	1.69931	0.0323857	0.222132	0.894338	0.0336281	0.17536	5.43769	0.352837	39.7501	14	1.87581	0.0328775	0.245204	1.87375	0.0328855	0.244935	1.06068	0.0332341	0.207976						
pdvd	top	rawdecon	8	16041.9	4.09233	-3.69411	0.999896	-3.16487	7.93773	7.9135	17.2328	14	9.35252	0.137951	1.22255	12.5116	0.154947	1.6355	7.17993	0.143751	1.40783	-9.09108	9.03312	8.86174	14	9.38065	0.146376	1.22623	12.1793	0.14891	1.59207	8.30032	0.148888	1.62751	-3.88752	14.1216	1.0976	14	14.8401	0.186608	1.93988	14.1062	0.182966	1.84395	9.57168	0.193541	1.8768						
sbnd	S0	splat	10	4018.19	1.02833	7.67497	0.999993	8.62167	0.153483	8.8	3.46314	14	0.377628	0.0153016	0.125876	0.3779	0.0153751	0.125967	0.351861	0.0243098	0.117287	8.84482	0.150456	1.7564	14	0.380002	0.0153428	0.126667	0.380633	0.0153365	0.126878	0.377877	0.0144407	0.125959	8.54464	0.154001	9.40871	14	0.313144	0.0212495	0.104381	0.31429	0.0211636	0.104763	0.338085	0.0172853	0.112695						
sbnd	S0n5	splat	10	4018.2	1.02833	7.67497	0.999993	8.78182	0.1467	8.8	1.98068	14	0.403426	0.0119032	0.134475	0.406389	0.0117194	0.135463	0.377021	0.0204843	0.125674	9.07004	0.145248	0.539646	14	0.41113	0.011751	0.137043	0.414095	0.0115457	0.138032	0.405633	0.0117887	0.135211	9.08296	0.145279	0.924827	14	0.409021	0.0119464	0.13634	0.41448	0.0115453	0.13816	0.411968	0.0113583	0.137323						
sbnd	S0n5v2	splat	10	4018.2	1.02833	7.67497	0.999993	8.78182	0.1467	8.8	1.98068	14	0.403426	0.0119032	0.134475	0.406389	0.0117194	0.135463	0.377021	0.0204843	0.125674	9.07004	0.145248	0.539646	14	0.41113	0.011751	0.137043	0.414095	0.0115457	0.138032	0.405633	0.0117887	0.135211	9.08296	0.145279	0.924827	14	0.409021	0.0119464	0.13634	0.41448	0.0115453	0.13816	0.411968	0.0113583	0.137323						
sbnd	S0v2	splat	10	4018.19	1.02833	7.67497	0.999993	8.62167	0.153483	8.8	3.46314	14	0.377628	0.0153016	0.125876	0.3779	0.0153751	0.125967	0.351861	0.0243098	0.117287	8.84482	0.150456	1.7564	14	0.380002	0.0153428	0.126667	0.380633	0.0153365	0.126878	0.377877	0.0144407	0.125959	8.54464	0.154001	9.40871	14	0.313144	0.0212495	0.104381	0.31429	0.0211636	0.104763	0.338085	0.0172853	0.112695	0.453962	0	0.454167	0	0.458876	0
sbnd	S1	gauss	10	4063.12	1.03983	6.25425	0.999991	8.15848	0.323382	8.8	5.85316	14	1.3452	0.0243731	0.4484	1.33009	0.0247888	0.443363	0.540023	0.0291193	0.180008	7.8383	0.34036	8.95961	14	1.44587	0.0250539	0.481957	1.3689	0.0249474	0.4563	0.622458	0.0278133	0.207486	7.7827	0.348483	6.37097	14	1.47409	0.0251804	0.491363	1.43099	0.0251059	0.476997	0.641638	0.0280617	0.213879						
sbnd	S1	gauss_ph	10	4063.12	1.03983	6.25425	0.999991	8.15848	0.323382	8.8	5.85316	14	1.3452	0.0243731	0.4484	1.33009	0.0247888	0.443363	0.540023	0.0291193	0.180008	7.8383	0.34036	8.95961	14	1.44587	0.0250539	0.481957	1.3689	0.0249474	0.4563	0.622458	0.0278133	0.207486	7.7827	0.348483	6.37097	14	1.47409	0.0251804	0.491363	1.43099	0.0251059	0.476997	0.641638	0.0280617	0.213879						
sbnd	S1	raw	10	115.759	0.0296248	7.99527	0.99996	8.70573	0.34947	8.8	4.63392	14	2.25526	0.0325061	0.751753	3.26967	0.0469994	1.08989	0.410217	0.0359397	0.136739	5.57557	0.704808	5.19543	14	2.92892	0.0390906	0.976307	4.26368	0.0464342	1.42123	1.31546	0.0349265	0.438487	5.484	0.745632	13.8372	14	5.0027	0.0532578	1.66757	5.39591	0.0570779	1.79864	1.34003	0.0365351	0.446677						
sbnd	S1	rawdecon	10	21018.1	5.37891	1.59528	1.00056	-3.41444	6.58348	8.8	16.9847	14	5.01277	0.133147	1.67092	6.16345	0.11691	2.05448	4.75648	0.11102	1.58549	-0.200167	4.40768	3.35751	14	5.2863	0.0773806	1.7621	5.1149	0.0773597	1.70497	4.67207	0.0783139	1.55736	0.0387928	5.9619	1.33711	14	5.9364	0.0903754	1.9788	5.85062	0.0900237	1.95021	5.70584	0.0900822	1.90195						
sbnd	S1	wiener	10	4096.38	1.04834	6.3697	1.00006	8.03506	0.262491	8.8	4.88755	14	1.36532	0.0231358	0.455107	1.36833	0.023446	0.45611	0.162762	0.0625672	0.054254	8.19557	0.303063	7.9226	14	1.51161	0.0247353	0.50387	1.44172	0.0244596	0.480573	0.397757	0.0329204	0.132586	7.69298	0.323113	5.3334	14	1.56686	0.0248413	0.522287	1.53539	0.0246751	0.511797	0.516978	0.0299307	0.172326						
sbnd	S1n05	gauss	10	4052.88	1.0372	6.25018	0.999994	8.21035	0.316212	8.8	2.74992	14	1.29698	0.0242255	0.432327	1.28006	0.0244724	0.426687	0.521793	0.0293979	0.173931	7.92365	0.324622	3.60992	14	1.37001	0.0245747	0.45667	1.28315	0.0243915	0.427717	0.577381	0.028253	0.19246	7.81721	0.329519	2.78963	14	1.38438	0.0246076	0.46146	1.31293	0.0244391	0.437643	0.597748	0.0281708	0.199249						
sbnd	S1n2	gauss	10	4080.62	1.04431	6.29236	1.00001	7.47724	0.340711	8.8	51.7065	14	1.27772	0.0240999	0.425907	1.19662	0.0359162	0.398873	0.609603	0.0272856	0.203201	6.76391	0.363351	54.8254	14	1.39981	0.0243757	0.466603	1.06832	0.0447708	0.356107	0.740503	0.0259849	0.246834	7.45023	0.386793	13.3449	14	1.48019	0.0250161	0.493397	1.41066	0.03838	0.47022	0.723372	0.0284803	0.241124						
sbnd	S2	gauss	10	3967.88	1.01545	6.01582	1.00002	8.01294	0.326293	8.8	8.7824	14	1.55012	0.0249765	0.516707	1.6032	0.0257672	0.5344	0.500393	0.0309614	0.166798	6.70154	0.419118	20.769	14	2.37786	0.037175	0.79262	2.57727	0.0390094	0.85909	0.646113	0.0372622	0.215371	6.59338	0.428887	19.2775	14	2.40299	0.0375711	0.800997	2.61931	0.0397949	0.873103	0.660856	0.0379118	0.220285						
sbnd	S2	rawdecon	10	11145.9	2.85245	9.22405	1.00115	4.40257	1.82541	8.8	41.5197	14	4.33653	0.0572294	1.44551	2.28498	0.0553014	0.76166	3.10255	0.0518792	1.03418	6.05034	2.37378	19.3739	14	4.80333	0.0603488	1.60111	3.03036	0.0566695	1.01012	3.57199	0.0613483	1.19066	5.18169	3.21987	6.88879	14	5.37592	0.0684932	1.79197	3.72205	0.0663026	1.24068	4.16165	0.0676837	1.38722						
sbnd	S2	wiener	10	3975.62	1.01743	6.1224	1.00008	7.40085	0.246524	8.8	16.8544	14	1.57963	0.0234659	0.526543	1.64273	0.0248837	0.547577	0.114736	0.0807609	0.0382453	6.58092	0.353844	35.6459	14	2.45172	0.0377877	0.81724	2.67575	0.0403847	0.891917	0.348024	0.0555042	0.116008	6.32126	0.366347	41.838	14	2.48155	0.0380751	0.827183	2.72213	0.0407708	0.907377	0.403876	0.0507609	0.134625						
sbnd	S3	gauss	10	3986.75	1.02028	6.00788	0.999969	-0.306702	0.117497	8.8	4.50147	14	1.6811	0.0175406	0.560367	1.55551	0.0181953	0.518503	0.621535	0.0140575	0.207178	-0.586854	0.244154	17.184	14	2.77582	0.0291989	0.925273	2.44701	0.0353201	0.81567	0.715249	0.0273632	0.238416	-0.705955	0.282753	18.0014	14	2.79195	0.0294311	0.93065	2.50894	0.0354671	0.836313	0.756764	0.0297926	0.252255	0.972795	2.56904	0.890471	2.28399	0.387326	0
sbnd	S3	gauss_ph	10	3986.75	1.02028	6.00788	0.999969	-0.308729	0.11351	8.8	4.56013	14	1.68118	0.0174987	0.560393	1.55552	0.0181451	0.518507	0.621552	0.0136633	0.207184	-0.578474	0.254135	16.9065	14	2.7739	0.0296908	0.924633	2.44248	0.0343438	0.81416	0.714448	0.0291395	0.238149	-0.695203	0.293285	17.4315	14	2.79001	0.0299313	0.930003	2.50883	0.0352622	0.836277	0.755769	0.0317027	0.251923						
sbnd	S3	rawdecon	10	13291.3	3.40149	2.5021	0.997769	-0.520846	3.24757	8.8	14.0903	14	3.40087	0.0742946	1.13362	3.56072	0.0805821	1.18691	4.15599	0.0861152	1.38533	0.714131	3.10331	9.65007	14	4.02006	0.0660989	1.34002	3.98793	0.066206	1.32931	4.40589	0.0659029	1.46863	3.27483	3.89926	5.66694	14	4.55819	0.0738255	1.5194	4.41768	0.0743043	1.47256	5.08035	0.0722903	1.69345	1.56318	4.48171	1.5182	4.33895	1.73762	5.02439
sbnd	S3	wiener	10	4062.38	1.03964	6.35099	0.99998	-0.191795	0.0971794	8.8	4.57794	14	1.73112	0.017918	0.57704	1.576	0.018181	0.525333	0.42249	0.0152208	0.14083	-0.73114	0.318238	17.0875	14	2.94309	0.0307958	0.98103	2.54074	0.0376866	0.846913	0.654791	0.0353369	0.218264	-0.902048	0.381986	17.7487	14	2.96255	0.0311659	0.987517	2.59515	0.0384722	0.86505	0.806597	0.0338029	0.268866	1.02616	2.74963	0.919064	2.38361	0.393848	0
sbnd	S5	gauss	10	4071.38	1.04194	6.2408	0.999988	5.3418	0.19265	8.8	133.604	14	0.529689	0.0230962	0.176563	0.649466	0.0207927	0.216489	0.581022	0.0181997	0.193674	6.23574	0.229992	85.6817	14	0.4499	0.0392083	0.149967	0.617324	0.0249632	0.205775	0.549869	0.0213453	0.18329	6.67477	0.248302	57.3557	14	0.478991	0.0432479	0.159664	0.743615	0.0232879	0.247872	0.528022	0.023306	0.176007	0.469378	0.233037	0.490485	0.564264	0.481515	0.412544
sbnd	S5	raw	10	115.759	0.0296248	7.99527	0.99996	8.70573	0.34947	8.8	4.63392	14	2.25526	0.0325061	0.751753	3.26967	0.0469994	1.08989	0.410217	0.0359397	0.136739	5.57557	0.704808	5.19543	14	2.92892	0.0390906	0.976307	4.26368	0.0464342	1.42123	1.31546	0.0349265	0.438487	5.484	0.745632	13.8372	14	5.0027	0.0532578	1.66757	5.39591	0.0570779	1.79864	1.34003	0.0365351	0.446677						
sbnd	S5	rawdecon	10	21018.1	5.37891	1.59528	1.00056	-3.41444	6.58348	8.8	16.9847	14	5.01277	0.133147	1.67092	6.16345	0.11691	2.05448	4.75648	0.11102	1.58549	-0.200167	4.40768	3.35751	14	5.2863	0.0773806	1.7621	5.1149	0.0773597	1.70497	4.67207	0.0783139	1.55736	0.0387928	5.9619	1.33711	14	5.9364	0.0903754	1.9788	5.85062	0.0900237	1.95021	5.70584	0.0900822	1.90195						
sbnd	S5	wiener	10	4114.75	1.05304	6.38737	1.00007	5.78047	0.177124	8.8	115.263	14	0.483095	0.0233111	0.161032	0.630489	0.020475	0.210163	0.242993	0.0319648	0.0809977	6.80002	0.226592	72.8203	14	0.553578	0.0367243	0.184526	0.708228	0.0230437	0.236076	0.306081	0.0301246	0.102027	6.83318	0.246037	38.8991	14	0.643645	0.0355068	0.214548	0.851681	0.022675	0.283894	0.385418	0.0283621	0.128473						
sbnd	nsig5	gauss	10	3965.5	1.01484	6.01666	1.00002	8.07556	0.327223	8.8	8.30532	14	1.55173	0.0250111	0.517243	1.59587	0.0258866	0.531957	0.499965	0.0310357	0.166655	6.74714	0.434105	20.7606	14	2.37232	0.0364977	0.790773	2.56129	0.0387147	0.853763	0.649874	0.0391858	0.216625	6.65008	0.443666	19.2849	14	2.39711	0.0369503	0.799037	2.60421	0.03949	0.86807	0.663391	0.0397954	0.22113						
sbnd	nsig5	rawdecon	10	11567.5	2.96033	8.8437	1.00124	6.06428	2.01118	8.8	38.8361	14	4.40379	0.0624203	1.46793	2.2633	0.0558378	0.754433	3.07114	0.0548774	1.02371	5.6445	2.37775	21.5042	14	4.80993	0.060337	1.60331	3.03253	0.0566476	1.01084	3.56786	0.0603273	1.18929	5.61761	3.23738	7.03684	14	5.37321	0.0686826	1.79107	3.70695	0.0667264	1.23565	4.15721	0.0676566	1.38574						
sbnd	nsig5	wiener	10	3974.12	1.01705	6.12345	1.00008	7.44964	0.247823	8.8	16.1178	14	1.58214	0.0235121	0.52738	1.63663	0.0250282	0.545543	0.115	0.0809778	0.0383333	6.72216	0.365166	35.0911	14	2.44402	0.0369578	0.814673	2.65757	0.0399453	0.885857	0.333622	0.0605434	0.111207	6.4894	0.376767	40.2828	14	2.47323	0.0373032	0.82441	2.70495	0.0403468	0.90165	0.386969	0.0550324	0.12899						
